,psi_gyro_E,filtered_gyro_z_E,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,del_psi_gyro_E,del_gyro_z_deg_E,psi_gyro_H,filtered_gyro_z_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,del_psi_gyro_H,del_gyro_z_deg_H
0,-0.0010848460885477661,-0.1388602993340562,4.0,11.0,50,50,,,-0.016641371449267552,-2.130095545506189,29.0,7.0,50,50,,
1,-0.001019567980650903,-0.0648497215053123,4.0,12.0,50,50,6.52781078968631e-05,0.07401057782874389,-0.035713846065799415,-2.286537215655029,28.0,7.0,50,50,-0.019072474616531863,-0.15644167014884003
2,-0.0009208615775251728,-0.0385699758252962,4.0,11.0,50,50,9.870640312573023e-05,0.026279745680016106,-0.0555923499836701,-2.374011154231179,30.0,7.0,50,50,-0.019878503917870688,-0.08747393857614982
3,0.0004760254892084892,0.017724932178965112,4.0,10.0,50,50,0.0013968870667336619,0.05629490800426131,-0.07597058426501527,-2.4347168342639813,33.0,7.0,50,50,-0.020378234281345164,-0.06070568003280252
4,0.002002425636610924,0.05540839003864033,4.0,10.0,50,50,0.001526400147402435,0.037683457859675216,-0.09951563052074908,-2.5575428704683643,36.0,8.0,50,50,-0.02354504625573381,-0.12282603620438293
5,0.0044830259812203375,0.1030796362525829,5.0,10.0,50,50,0.0024806003446094134,0.04767124621394257,-0.1243028358215221,-2.669436536697891,41.0,8.0,50,50,-0.024787205300773024,-0.1118936662295269
6,0.0073249754278397645,0.1450760082609201,6.0,10.0,50,50,0.002841949446619427,0.041996372008337196,-0.1504610673228126,-2.7787919664313057,46.0,8.0,50,50,-0.026158231501290513,-0.1093554297334145
7,0.01052984550907788,0.1838394395880101,6.0,10.0,50,50,0.0032048700812381155,0.03876343132709001,-0.1795423949727038,-2.9167449529933074,47.0,8.0,50,50,-0.029081327649891187,-0.13795298656200172
8,0.01385834243402969,0.21658082143143073,6.0,12.0,50,50,0.00332849692495181,0.032741381843420625,-0.21026970957874708,-3.0541339889703045,44.0,8.0,50,50,-0.030727314606043277,-0.13738903597699714
9,0.01683495559832352,0.23743788153631792,6.0,15.0,50,50,0.0029766131642938315,0.020857060104887193,-0.24162564373089518,-3.1758351675001864,43.0,8.0,50,50,-0.0313559341521481,-0.12170117852988183
10,0.020409481901531783,0.26394703258987184,6.0,20.0,50,50,0.003574526303208262,0.02650915105355392,-0.2744868964314034,-3.299937767172616,42.0,8.0,50,50,-0.032861252700508214,-0.12410259967242965
11,0.025293672130875074,0.3056500836876854,7.0,24.0,50,50,0.004884190229343291,0.04170305109781358,-0.3106168497183902,-3.4528707462726156,42.0,8.0,50,50,-0.036129953286986816,-0.1529329790999996
12,0.032322190984426624,0.37189107462514553,7.0,28.0,50,50,0.00702851885355155,0.06624099093746011,-0.3492070976723629,-3.6186605904951876,43.0,8.0,50,50,-0.0385902479539727,-0.16578984422257204
13,0.03994754032367974,0.4373795321448763,8.0,34.0,50,50,0.007625349339253115,0.06548845751973076,-0.38801729927306766,-3.764893078804213,45.0,8.0,50,50,-0.03881020160070475,-0.14623248830902558
14,0.047577875234103895,0.49449443738311055,8.0,41.0,50,50,0.007630334910424155,0.05711490523823426,-0.4263627582062239,-3.8859769523614154,46.0,8.0,50,50,-0.03834545893315622,-0.12108387355720218
15,0.05485444940260758,0.5398907902443908,8.0,47.0,50,50,0.007276574168503684,0.04539635286128024,-0.46322154579967356,-3.972419590588105,46.0,9.0,50,50,-0.03685878759344968,-0.08644263822668963
16,0.06165753732358686,0.5737391012463312,8.0,50.0,50,50,0.006803087920979278,0.03384831100194041,-0.49852012229850295,-4.028249442676715,46.0,9.0,50,50,-0.03529857649882939,-0.05582985208860958
17,0.06870179062160629,0.6068544865741177,9.0,53.0,50,50,0.007044253298019436,0.03311538532778646,-0.5347712272503413,-4.090041069534183,45.0,9.0,50,50,-0.036251104951838364,-0.06179162685746853
18,0.07479229647675732,0.624114535532523,9.0,54.0,50,50,0.006090505855151029,0.017260048958405383,-0.5698726392455471,-4.130304763016158,46.0,9.0,50,50,-0.03510141199520578,-0.04026369348197445
19,0.0801692324086148,0.6304677584627366,10.0,56.0,50,50,0.005376935931857479,0.0063532229302135645,-0.6053119187489094,-4.170516647553353,46.0,9.0,50,50,-0.03543927950336234,-0.04021188453719571
20,0.08363590165669875,0.6121005674766133,10.0,57.0,50,50,0.003466669248083948,-0.018367190986123272,-0.638442885539332,-4.17742616203563,47.0,9.0,50,50,-0.0331309667904226,-0.006909514482276613
21,0.08650892908742239,0.5882061824711237,10.0,60.0,50,50,0.0028730274307236375,-0.023894385005489682,-0.6680977476403478,-4.140110531258155,47.0,10.0,50,50,-0.029654862101015755,0.03731563077747513
22,0.08938116742636616,0.5667419725727887,11.0,62.0,50,50,0.002872238338943775,-0.021464209898334974,-0.6947519567303498,-4.069227562734717,47.0,10.0,50,50,-0.026654209090002046,0.07088296852343756
23,0.09045998736153316,0.525191484600272,11.0,63.0,50,50,0.0010788199351669941,-0.0415504879725167,-0.7164997049912929,-3.944619066873875,47.0,11.0,50,50,-0.021747748260943056,0.124608495860842
24,0.08950977254670592,0.46269742199557906,11.0,66.0,50,50,-0.0009502148148272382,-0.062494062604692924,-0.7325164962811432,-3.7615800456929267,47.0,11.0,50,50,-0.01601679128985034,0.1830390211809485
25,0.08593119202361076,0.373974456089484,12.0,70.0,50,50,-0.0035785805230951623,-0.08872296590609507,-0.7451815446494447,-3.5553283674360583,49.0,10.0,50,50,-0.012665048368301512,0.2062516782568684
26,0.08056200643620222,0.271941130124586,12.0,72.0,50,50,-0.005369185587408537,-0.102033325964898,-0.754774079435251,-3.3315494715483904,55.0,11.0,50,50,-0.00959253478580624,0.22377889588766786
27,0.07304082675423922,0.15344983815819774,12.0,73.0,50,50,-0.007521179681963003,-0.11849129196638825,-0.7586377484994111,-3.059278629167176,57.0,10.0,50,50,-0.0038636690641601357,0.27227084238121435
28,0.06312964627675288,0.017175509371155338,12.0,73.0,50,50,-0.009911180477486334,-0.1362743287870424,-0.7592133752134298,-2.773176475568045,56.0,10.0,50,50,-0.0005756267140186733,0.28610215359913127
29,0.05190414858320483,-0.12198872718568506,12.0,74.0,50,50,-0.011225497693548053,-0.1391642365568404,-0.7578739682538179,-2.4913506010761544,59.0,10.0,50,50,0.0013394069596118774,0.28182587449189045
30,0.04007987317368822,-0.2550329279720481,13.0,78.0,50,50,-0.01182427540951661,-0.13304420078636303,-0.754279662997763,-2.2091628107872983,82.0,11.0,50,50,0.003594305256054975,0.2821877902888561
