3.0,100.0,100.0,65.0,65.0,50.0,1.67,20.0,1.0,0.0,0.0,1.0,10.0,1000.0,50.0
3.0,100.0,100.0,65.0,65.0,60.0,1.67,20.0,1.0,0.0,0.0,1.0,10.0,1000.0,50.0
E,6178.554896118,10,20,10,20,19,176,0
H,6178.558804708,126,35,100,35,3,176,0
E,6178.604011688,9,26,9,26,19,176,0
H,6178.607709284,110,36,100,36,3,176,0
E,6178.662703846,9,34,9,34,21,176,0
H,6178.666204504,93,37,93,37,4,176,0
E,6178.711706142,8,39,8,39,24,176,0
H,6178.715209152,82,37,82,37,4,176,0
E,6178.760708368,7,40,7,40,27,176,0
H,6178.764209768,72,42,72,42,4,176,0
E,6178.809823812,8,44,8,44,30,176,0
H,6178.813523704,64,48,64,48,4,176,0
E,6178.868522704,8,50,8,50,35,176,0
H,6178.872025616,56,56,56,56,4,176,0
E,6178.917515536,8,50,8,50,39,176,0
H,6178.921018658,50,66,50,66,5,176,0
E,6178.966517902,9,52,9,52,43,176,0
H,6178.970021990,45,79,45,79,8,176,0
E,6179.035633472,9,57,9,57,48,176,0
H,6179.039242406,41,95,41,95,15,176,0
E,6179.094322634,10,66,10,66,54,176,0
H,6179.098110446,39,116,39,100,27,176,0
E,6179.153125448,12,76,12,76,61,176,0
H,6179.156902032,38,134,38,100,40,176,0
E,6179.202128052,14,82,14,82,67,176,0
H,6179.206001026,39,132,39,100,51,176,0
E,6179.251240178,17,90,17,90,74,176,0
H,6179.255017644,39,124,39,100,61,176,0
E,6179.309932574,20,105,20,100,81,286,0
H,6179.313787194,42,118,42,100,72,286,0
E,6179.368735234,24,119,24,100,90,286,0
H,6179.372591856,46,114,46,100,82,286,0
E,6179.417734674,28,126,28,100,95,286,0
H,6179.421590890,47,108,47,100,89,286,0
E,6179.466850286,28,132,28,100,101,286,0
H,6179.470891470,49,102,49,100,96,286,0
E,6179.525539588,31,142,31,100,108,286,0
H,6179.529572554,54,96,54,96,97,286,0
E,6179.574544866,33,147,33,100,113,286,0
H,6179.578488134,59,91,59,91,97,286,0
E,6179.633344586,34,147,34,100,119,286,0
H,6179.637288778,61,84,61,84,96,286,0
E,6179.692270712,37,144,37,100,124,286,0
H,6179.696214246,64,78,64,78,96,286,0
E,6179.750949906,42,148,42,100,126,286,0
H,6179.754991020,67,71,67,71,96,286,0
E,6179.799952300,44,149,44,100,127,286,0
H,6179.803894126,67,66,67,66,96,286,0
E,6179.858876410,44,145,44,100,127,286,0
H,6179.862818838,63,57,63,57,96,286,0
E,6179.907870502,41,142,41,100,127,286,0
H,6179.911809794,60,50,60,50,95,286,0
E,6179.966559916,36,133,36,100,127,286,0
H,6179.970503674,58,43,58,43,94,286,0
E,6180.035564816,34,123,34,100,127,286,0
H,6180.039516820,60,39,60,39,91,286,0
E,6180.084564354,34,109,34,100,127,286,0
H,6180.088516624,68,35,68,35,87,286,0
E,6180.134233876,34,100,34,100,127,286,0
H,6180.138177788,78,32,78,32,82,286,0
E,6180.192369086,36,87,36,87,127,286,0
H,6180.196237118,89,30,89,30,73,286,0
E,6180.241374224,41,78,41,78,126,286,0
H,6180.245141008,94,29,94,29,64,286,0
E,6180.290373580,51,69,51,69,126,286,0
H,6180.294233898,97,28,97,28,56,286,0
E,6180.339489752,63,62,63,62,125,286,0
H,6180.343256452,100,27,100,27,46,286,0
E,6180.398178760,85,55,85,55,121,834,0
H,6180.402041332,104,25,100,25,35,834,0
E,6180.447180832,94,50,94,50,115,834,0
H,6180.451041528,108,24,100,24,25,834,0
E,6180.496185984,88,46,88,46,107,834,0
H,6180.499952894,108,22,100,22,16,834,0
E,6180.545298586,84,41,84,41,100,834,0
H,6180.549066084,103,20,100,20,7,834,0
E,6180.603990758,85,36,85,36,92,834,0
H,6180.607762792,103,19,100,19,0,834,0
E,6180.653073092,85,32,85,32,84,834,0
H,6180.656848598,105,18,100,18,0,834,0
E,6180.701995322,79,29,79,29,76,834,0
H,6180.705765158,104,16,100,16,0,834,0
E,6180.751110766,73,27,73,27,68,834,0
H,6180.754789196,102,16,100,16,0,834,0
E,6180.809800166,65,29,65,29,60,834,0
H,6180.813659630,105,17,100,17,0,834,0
E,6180.858799508,63,30,63,30,54,834,0
H,6180.862659672,112,18,100,18,0,834,0
E,6180.907801944,61,30,61,30,49,834,0
H,6180.911660722,120,19,100,19,0,834,0
E,6180.956917472,59,28,59,28,44,834,0
H,6180.960780128,129,20,100,20,0,834,0
E,6181.035606788,59,26,59,26,38,834,0
H,6181.039392906,141,20,100,20,0,834,0
E,6181.084608944,63,25,63,25,34,834,0
H,6181.088391716,151,21,100,21,0,834,0
E,6181.133611590,66,24,66,24,29,834,0
H,6181.137386438,157,21,100,21,0,834,0
E,6181.182726754,69,21,69,21,24,834,0
H,6181.186502022,156,20,100,20,0,834,0
E,6181.241416140,68,19,68,19,17,834,0
H,6181.245191660,148,20,100,20,0,834,0
E,6181.290418590,70,18,70,18,13,834,0
H,6181.294193466,148,20,100,20,0,834,0
E,6181.349227550,70,17,70,17,7,834,0
H,6181.353014046,145,20,100,20,0,834,0
E,6181.408140012,63,19,63,19,3,834,0
H,6181.411824938,139,19,100,19,0,834,0
E,6181.466826584,61,22,61,22,3,55,0
H,6181.470612016,130,19,100,19,0,55,0
E,6181.515828768,57,25,57,25,3,55,0
H,6181.519613556,121,18,100,18,0,55,0
E,6181.564831064,50,32,50,32,3,55,0
H,6181.568615614,110,17,100,17,0,55,0
E,6181.613946480,44,39,44,39,4,55,0
H,6181.617672818,98,17,98,17,0,55,0
E,6181.672635894,39,46,39,46,4,55,0
H,6181.676139562,86,21,86,21,0,55,0
E,6181.721638148,35,53,35,53,5,55,0
H,6181.725141354,78,26,78,26,1,55,0
E,6181.770640416,33,67,33,67,8,55,0
H,6181.774142250,71,33,71,33,1,55,0
E,6181.819755720,31,85,31,85,12,55,0
H,6181.823443642,66,50,66,50,2,55,0
E,6181.878445316,30,98,30,98,20,55,0
H,6181.882230300,63,74,63,73,2,55,0
E,6181.927447892,29,100,29,100,26,55,0
H,6181.931312452,59,81,59,81,5,55,0
E,6181.976449824,27,103,27,100,33,55,0
H,6182.000311906,55,87,55,87,9,55,0
E,6182.045578442,26,111,26,100,40,55,0
H,6182.049257558,50,96,50,96,16,55,0
E,6182.104272630,26,120,26,100,47,55,0
H,6182.108136238,45,106,45,100,26,55,0
E,6182.153257020,26,120,26,100,54,55,0
H,6182.157125780,42,109,42,100,37,55,0
E,6182.202272182,26,123,26,100,60,55,0
H,6182.206232586,41,107,41,100,48,55,0
E,6182.251928082,26,127,26,100,66,55,0
H,6182.255695342,40,103,40,100,58,55,0
E,6182.310079714,25,134,25,100,73,253,0
H,6182.313932612,39,102,39,100,70,253,0
E,6182.359066400,26,145,26,100,79,253,0
H,6182.363017676,40,101,40,100,79,253,0
E,6182.408068556,26,152,26,100,85,253,0
H,6182.411922294,41,99,41,99,86,253,0
E,6182.467025818,27,155,27,100,92,253,0
H,6182.470880270,45,97,45,97,96,253,0
E,6182.525674058,27,156,27,100,98,253,0
H,6182.529714388,47,93,47,93,97,253,0
E,6182.574676144,27,157,27,100,103,253,0
H,6182.578620252,48,89,48,89,97,253,0
E,6182.633498670,28,158,28,100,109,253,0
H,6182.637441518,47,79,47,79,97,253,0
E,6182.692439678,28,156,28,100,114,253,0
H,6182.696383226,46,69,46,69,96,253,0
E,6182.751084152,28,150,28,100,119,253,0
H,6182.755026510,45,60,45,60,96,253,0
E,6182.800086532,27,142,27,100,123,253,0
H,6182.804123950,44,53,44,53,96,253,0
E,6182.849088800,27,134,27,100,126,253,0
H,6182.853152370,42,47,42,47,96,253,0
E,6182.898226714,27,131,27,100,128,253,0
H,6182.902170024,42,43,42,43,96,253,0
E,6182.956948958,28,130,28,100,128,253,0
H,6182.960892744,44,39,44,39,96,253,0
E,6183.025895814,28,126,28,100,128,253,0
H,6183.029878506,44,36,44,36,95,253,0
E,6183.074922218,28,118,28,100,128,253,0
H,6183.078776852,46,32,46,32,95,253,0
E,6183.124014002,25,110,25,100,128,253,0
H,6183.128052470,50,29,50,29,92,253,0
E,6183.182729288,22,102,22,100,128,253,0
H,6183.186673466,54,27,54,27,88,253,0
E,6183.231731444,21,93,21,93,128,253,0
H,6183.235597754,66,27,66,27,83,253,0
E,6183.280707504,19,86,19,86,128,253,0
H,6183.284765782,84,28,84,28,77,253,0
E,6183.329823270,21,78,21,78,128,253,0
H,6183.333591006,101,28,100,28,68,253,0
E,6183.388638950,26,69,26,69,128,944,0
H,6183.392406490,117,29,100,29,57,944,0
E,6183.437514686,30,62,30,62,128,944,0
H,6183.441474012,123,29,100,29,47,944,0
E,6183.486516828,37,56,37,56,127,944,0
H,6183.490382228,125,27,100,27,38,944,0
E,6183.535632776,44,50,44,50,127,944,0
H,6183.539528402,126,27,100,27,28,944,0
E,6183.594321882,48,45,48,45,124,944,0
H,6183.598183474,138,26,100,26,17,944,0
E,6183.643401836,48,42,48,42,123,944,0
H,6183.647169096,145,25,100,25,9,944,0
E,6183.692326390,50,40,50,40,121,944,0
H,6183.696191146,145,25,100,25,2,944,0
E,6183.751242604,61,36,61,36,118,944,0
H,6183.755009696,157,28,100,28,2,944,0
E,6183.809931710,66,32,66,32,112,944,0
H,6183.813892912,162,28,100,28,2,944,0
E,6183.858958940,63,32,63,32,106,944,0
H,6183.862824438,163,28,100,28,2,944,0
E,6183.908059866,60,31,60,31,101,944,0
H,6183.911826328,164,28,100,28,2,944,0
E,6183.957052096,62,30,62,30,95,944,0
H,6183.960818978,170,31,100,31,2,944,0
E,6184.035741216,65,30,65,30,88,944,0
H,6184.039614820,191,35,100,35,2,944,0
E,6184.084743288,64,31,64,31,83,944,0
H,6184.088614582,209,38,100,38,2,944,0
E,6184.133745584,63,34,63,34,77,944,0
H,6184.137711112,223,41,100,41,2,944,0
E,6184.182898674,64,36,64,36,72,944,0
H,6184.186577608,235,42,100,42,2,944,0
E,6184.241550582,65,37,65,37,66,944,0
H,6184.245424186,244,42,100,42,2,944,0
E,6184.290552752,62,37,62,37,62,944,0
H,6184.294423262,246,45,100,45,2,944,0
E,6184.339554936,59,33,59,33,57,944,0
H,6184.343430724,245,48,100,48,2,944,0
E,6184.389263378,58,30,58,30,53,944,0
H,6184.392943376,242,46,100,46,2,944,0
E,6184.447359920,59,27,59,27,47,294,0
H,6184.451225712,237,42,100,42,2,294,0
E,6184.496362160,61,25,61,25,42,294,0
H,6184.500228232,232,40,100,40,2,294,0
E,6184.545364526,59,23,59,23,38,294,0
H,6184.549326442,222,37,100,37,2,294,0
E,6184.594479802,54,22,54,22,33,294,0
H,6184.598246222,207,34,100,34,2,294,0
E,6184.653212336,51,24,51,24,28,294,0
H,6184.657074516,192,31,100,31,2,294,0
E,6184.702171596,51,25,51,25,24,294,0
E,6185.045699346,45,43,45,43,8,294,0
H,6185.049394072,90,47,90,46,3,294,0
E,6185.104389068,39,56,39,56,9,294,0
H,6185.107979494,82,64,82,63,4,294,0
E,6185.153391336,35,66,35,66,10,294,0
H,6185.157267152,76,77,76,77,4,294,0
E,6185.212194038,31,73,31,73,15,294,0
H,6185.216069504,67,92,67,92,6,294,0
E,6185.261309832,28,76,28,76,20,294,0
H,6185.265085100,60,100,60,100,11,294,0
E,6185.319999050,25,77,25,77,25,294,0
H,6185.323876168,53,105,53,100,21,294,0
E,6185.369001332,23,73,23,73,30,294,0
H,6185.372876014,47,103,47,100,30,294,0
E,6185.427803810,20,74,20,74,36,294,0
H,6185.431673004,41,90,41,90,41,294,0
E,6185.486720402,18,76,18,76,42,294,0
H,6185.490496860,35,86,35,86,53,294,0
E,6185.545461308,18,79,18,79,48,238,0
H,6185.549237822,33,85,33,85,63,238,0
E,6185.594411454,18,81,18,81,53,238,0
H,6185.598285030,31,83,31,83,72,238,0
E,6185.643413666,17,80,17,80,58,238,0
H,6185.647386390,30,85,30,85,79,238,0
E,6185.692529712,16,81,16,81,64,238,0
H,6185.696303902,27,87,27,87,86,238,0
E,6185.751218720,16,85,16,85,70,238,0
H,6185.755094620,25,81,25,81,96,238,0
E,6185.810021366,15,87,15,87,76,238,0
H,6185.813894368,23,76,23,76,97,238,0
E,6185.868823900,14,90,14,90,82,238,0
H,6185.872698358,22,72,22,72,96,238,0
E,6185.927740422,14,95,14,95,88,238,0
H,6185.931517342,23,68,23,68,96,238,0
E,6186.006485556,15,99,15,99,93,238,0
H,6186.009986144,25,62,25,62,96,238,0
E,6186.055488314,17,100,17,100,98,238,0
H,6186.059351656,25,56,25,56,96,238,0
E,6186.104433826,18,103,18,100,103,238,0
H,6186.108473232,25,52,25,52,96,238,0
E,6186.153632206,18,107,18,100,107,238,0
H,6186.157575096,24,47,24,47,96,238,0
E,6186.212297134,18,108,18,100,112,238,0
H,6186.216238694,23,41,23,41,96,238,0
E,6186.261241134,18,108,18,100,116,238,0
H,6186.265182568,23,37,23,37,96,238,0
E,6186.310327696,18,107,18,100,120,238,0
H,6186.314270096,25,33,25,33,96,238,0
E,6186.359359756,19,107,19,100,123,238,0
H,6186.363524014,27,30,27,30,96,238,0
E,6186.418048302,19,107,19,100,126,238,0
H,6186.421987748,28,27,28,27,96,238,0
E,6186.476850850,19,104,19,100,128,238,0
H,6186.480793712,31,26,31,26,96,238,0
E,6186.535846220,18,100,18,100,128,238,0
H,6186.539789488,35,24,35,24,96,238,0
