E,3487.476850472,104.0,0.0,100
H,3487.480618068,96.0,0.0,100
E,3487.525967722,106.0,40.718892038857696,100
H,3487.529855928,96.0,0.0,99.93333333333334
E,3487.584655414,107.0,17.039347875619566,59.96000000000001
H,3487.588524202,96.0,0.0,69.95333333333333
E,3487.633657598,107.0,0.0,19.986666666666668
H,3487.637424788,96.0,0.0,39.973333333333336
E,3487.682659852,107.0,0.0,0
H,3487.686425306,96.0,0.0,0
E,3487.731777158,106.0,-20.359422807117934,0
H,3487.735544292,96.0,0.0,0
E,3487.790464906,104.0,-34.07866323307581,0
H,3487.794358614,96.0,0.0,0
E,3487.839467020,103.0,-20.407282836857835,0
H,3487.843377892,96.0,0.0,0
E,3487.888469204,101.0,-40.814507369651025,0
H,3487.892236436,96.0,0.0,0
E,3487.937586384,100.0,-20.3594750350333,0
H,3487.941351264,95.0,-20.360450005119468,0
E,3488.016274090,99.0,-12.708465538444129,0
H,3488.019863676,95.0,0.0,0
E,3488.065276330,98.0,-20.40723036337325,0
H,3488.068864306,95.0,0.0,0
E,3488.114278654,97.0,-20.40719538120011,0
H,3488.118088838,95.0,0.0,0
E,3488.163395946,97.0,0.0,0
H,3488.167075734,95.0,0.0,0
E,3488.222083610,97.0,0.0,0
H,3488.225761690,95.0,0.0,0
E,3488.271085654,97.0,0.0,0
H,3488.274764798,95.0,0.0,0
E,3488.320088146,97.0,0.0,0
H,3488.323766800,95.0,0.0,0
E,3488.369758438,97.0,0.0,0
H,3488.373438478,94.0,-20.13219686282112,0
E,3488.427892906,97.0,0.0,0
H,3488.431816238,94.0,0.0,-49.96666666666667
E,3488.476895188,97.0,0.0,0
H,3488.480574654,91.0,-61.527839624581055,-100
E,3488.525897414,97.0,0.0,0
H,3488.529577566,87.0,-81.62780203738492,-100
E,3488.575014594,97.0,0.0,0
H,3488.578690784,82.0,-101.80558724536789,-100
E,3488.633702524,97.0,0.0,0
H,3488.637380800,76.0,-102.23203892180614,-100
E,3488.682704582,97.0,0.0,0
H,3488.686476938,70.0,-122.20920513113157,-100
E,3488.731706752,95.0,-40.814519030677886,0
H,3488.735385014,62.0,-163.57216750915862,-100
E,3488.780823988,93.0,-40.718903644935445,-9.993333333333334
H,3488.784502516,53.0,-183.2340740774743,-100
E,3488.839511722,90.0,-51.11800704371819,0
H,3488.843285884,41.0,-204.13937493288037,-100
E,3488.888513990,88.0,-40.8144374055236,0
H,3488.892193162,31.0,-204.46854556226643,-100
E,3488.937516202,85.0,-61.221726071994084,-19.986666666666668
H,3488.941293234,21.0,-203.66568912430708,-100
E,3489.006633550,83.0,-28.936295414590553,-29.980000000000004
H,3489.010228610,12.0,-130.55705970201907,-100
E,3489.065321256,79.0,-68.1573752431209,-49.96666666666667
H,3489.068911458,2.0,-170.4075439556341,-100
E,3489.114323440,75.0,-81.62901473930205,0
H,3489.118002528,3.0,20.370303601028905,-100
E,3489.163325610,73.0,-40.814519030677886,0
H,3489.167150970,3.0,0.0,-100
E,3489.212442944,72.0,-20.359411200888076,0
H,3489.216122326,3.0,0.0,-100
E,3489.271130636,71.0,-17.039347875487532,89.94000000000001
H,3489.274898372,3.0,0.0,-100
E,3489.320132806,70.0,-20.407259515338943,99.93333333333334
H,3489.323987006,3.0,0.0,-100
E,3489.369135032,70.0,0.0,69.95333333333333
H,3489.372990030,3.0,0.0,-100
E,3489.418252212,70.0,0.0,39.973333333333336
H,3489.422295202,3.0,0.0,-100
E,3489.476940044,69.0,-17.039307228105624,39.973333333333336
H,3489.480794650,3.0,0.0,-100
E,3489.525942298,70.0,20.40722453306586,49.96666666666667
H,3489.529798164,3.0,0.0,-100
E,3489.574944580,69.0,-20.407212872082308,29.980000000000004
H,3489.578622982,3.0,0.0,-100
E,3489.624061620,70.0,20.359533066490307,9.993333333333334
H,3489.627737992,3.0,0.0,-100
E,3489.682749326,69.0,-17.039343810780224,0
H,3489.686742756,3.0,0.0,-100
E,3489.731751692,68.0,-20.407177889969137,0
H,3489.735692678,3.0,0.0,-100
E,3489.780753848,65.0,-61.221796036998974,0
H,3489.784608244,3.0,0.0,-100
E,3489.829870972,63.0,-40.71899649492661,0
H,3489.833724850,3.0,0.0,-100
E,3489.888558860,61.0,-34.07858193846714,0
H,3489.892502184,3.0,0.0,-100
E,3489.937561100,60.0,-20.40723036337325,0
H,3489.941572534,3.0,0.0,-100
E,3490.006563312,60.0,0.0,0
H,3490.010240398,3.0,0.0,-100
E,3490.055680590,60.0,0.0,9.993333333333334
H,3490.059533628,3.0,0.0,-100
E,3490.114368170,60.0,0.0,59.96000000000001
H,3490.118318830,3.0,0.0,-100
E,3490.163370354,60.0,0.0,99.93333333333334
H,3490.167224834,3.0,0.0,-100
E,3490.212372552,61.0,20.407247854504796,100
H,3490.216315694,3.0,0.0,-100
E,3490.261488864,63.0,40.71966966898966,100
H,3490.265343764,3.0,0.0,-89.94000000000001
E,3490.320177452,65.0,34.07817547097749,100
H,3490.324028628,3.0,0.0,-39.973333333333336
E,3490.369180028,68.0,61.221271306200876,100
H,3490.373224236,3.0,0.0,0
E,3490.418182058,71.0,61.22195345742428,100
H,3490.422033976,3.0,0.0,0
E,3490.467851580,74.0,60.39921221718554,100
H,3490.471705108,3.0,0.0,0
E,3490.525987098,78.0,68.80475374826077,100
H,3490.529983440,3.0,0.0,0
E,3490.574989268,82.0,81.62903806059825,100
H,3490.578842698,3.0,0.0,0
E,3490.623991452,86.0,81.62901473930205,100
H,3490.627948188,3.0,0.0,0
E,3490.673107708,91.0,101.79929023966892,100
H,3490.677103546,3.0,0.0,0
E,3490.731796352,95.0,68.15628590761416,100
H,3490.735648438,3.0,0.0,0
E,3490.780798508,99.0,81.6290613826653,100
H,3490.784651980,3.0,0.0,0
E,3490.829800874,103.0,81.62871156063407,100
H,3490.833743568,3.0,0.0,0
E,3490.878916878,108.0,101.7998125415506,100
H,3490.882784994,3.0,0.0,0
E,3490.937605900,113.0,85.1948086642953,100
H,3490.941369716,3.0,0.0,0
E,3491.006607930,116.0,43.47698176424473,100
H,3491.010194996,4.0,14.529544957887474,0
E,3491.055610366,119.0,61.22144621527809,100
H,3491.059384164,4.0,0.0,9.993333333333334
E,3491.104726944,121.0,40.71944914408484,100
H,3491.108594696,6.0,40.64170653553567,69.95333333333333
E,3491.163415238,123.0,34.07834618595202,69.95333333333333
H,3491.167180076,10.0,68.27641981687067,100
E,3491.212417534,123.0,0.0,39.973333333333336
H,3491.216184906,15.0,102.03075900920939,100
E,3491.261419802,123.0,0.0,0
H,3491.265287554,22.0,142.55850315744874,100
E,3491.310535848,123.0,0.0,0
H,3491.314301694,31.0,183.62048176451952,100
E,3491.369224604,122.0,-17.03903896009026,0
H,3491.373121840,43.0,204.0117343468793,100
E,3491.418226858,122.0,0.0,0
H,3491.421994090,54.0,225.07660277382618,100
E,3491.467229028,121.0,-20.407259515149562,0
H,3491.470996176,64.0,204.07294497731962,100
E,3491.516345130,121.0,0.0,0
H,3491.520112488,74.0,203.59834834494828,100
E,3491.575034110,121.0,0.0,0
H,3491.578800012,83.0,153.35456987389162,100
E,3491.624036252,121.0,0.0,0
H,3491.627933894,91.0,162.8204341769812,100
E,3491.673038632,121.0,0.0,0
H,3491.676923268,96.0,102.06294940606834,100
E,3491.722154692,121.0,0.0,0
H,3491.725921840,96.0,0.0,100
E,3491.780843518,121.0,0.0,0
H,3491.784607082,96.0,0.0,100
E,3491.829845632,121.0,0.0,0
H,3491.833733264,96.0,0.0,100
E,3491.878847998,121.0,0.0,0
H,3491.882761180,96.0,0.0,100
E,3491.927963946,121.0,0.0,0
H,3491.931728840,96.0,0.0,100
E,3492.006652702,121.0,0.0,0
H,3492.010241658,96.0,0.0,100
E,3492.055655040,121.0,0.0,0
H,3492.059477768,96.0,0.0,100
E,3492.104657350,121.0,0.0,0
H,3492.108422762,96.0,0.0,100
E,3492.153773214,121.0,0.0,0
H,3492.157538486,96.0,0.0,100
E,3492.212462222,121.0,0.0,0
H,3492.216229006,96.0,0.0,100
E,3492.261464756,121.0,0.0,0
H,3492.265230826,96.0,0.0,100
E,3492.310466716,121.0,0.0,0
H,3492.314378442,96.0,0.0,100
E,3492.359582594,121.0,0.0,0
H,3492.363350022,96.0,0.0,100
E,3492.418271714,121.0,0.0,0
H,3492.422039604,96.0,0.0,100
E,3492.467273884,121.0,0.0,0
H,3492.471042712,96.0,0.0,59.96000000000001
E,3492.516276152,121.0,0.0,0
H,3492.520164484,96.0,0.0,19.986666666666668
E,3492.565945548,121.0,0.0,0
H,3492.569858926,96.0,0.0,0
E,3492.624081178,121.0,0.0,0
H,3492.627848074,96.0,0.0,0
E,3492.673083320,121.0,0.0,0
H,3492.676850370,95.0,-20.407207041974292,0
E,3492.722085798,120.0,-20.407131247464392,0
H,3492.725852596,95.0,0.0,0
E,3492.771201578,120.0,0.0,0
H,3492.775067398,95.0,0.0,-19.986666666666668
E,3492.829890460,119.0,-17.03900237859262,0
H,3492.833803516,92.0,-51.0758984786232,-100
E,3492.878892658,118.0,-20.407247854504796,0
H,3492.882658798,88.0,-81.87446344047883,-100
E,3492.927894898,117.0,-20.40723036337325,0
H,3492.931661066,83.0,-102.036093513809,-100
E,3492.977011000,116.0,-20.35992188469259,0
H,3493.000778134,78.0,-72.34103159563742,-100
E,3493.055699770,116.0,0.0,0
H,3493.059375960,71.0,-119.4583566972019,-100
E,3493.104702052,115.0,-20.40721287227169,0
H,3493.108712520,65.0,-121.61366743032941,-100
E,3493.153704152,114.0,-20.40728866719854,-19.986666666666668
H,3493.157471300,58.0,-143.5638873659768,-100
E,3493.202820562,112.0,-40.71958842277357,-59.96000000000001
H,3493.206587416,52.0,-122.15949648831449,-100
E,3493.261509206,107.0,-85.19535738451769,-79.94666666666667
H,3493.265373528,44.0,-136.08656411854722,-100
E,3493.310511586,103.0,-81.62868823952444,-69.95333333333333
H,3493.314278356,36.0,-163.58303110651846,-100
E,3493.359513784,99.0,-81.62899141801918,-19.986666666666668
H,3493.363291306,29.0,-142.81939773087458,-100
E,3493.408629914,96.0,-61.07973083368113,-29.980000000000004
H,3493.412306076,23.0,-122.412081093712,-100
E,3493.467318712,92.0,-68.15610706460897,-59.96000000000001
H,3493.471094414,18.0,-85.05088202988567,-100
E,3493.516320952,89.0,-61.221691090119755,-69.95333333333333
H,3493.519995574,13.0,-102.24706326029522,-100
E,3493.565323150,85.0,-81.62899141801918,-89.94000000000001
H,3493.568826412,8.0,-102.3943107428199,-100
E,3493.614439042,81.0,-81.44003574253894,-69.95333333333333
H,3493.617941576,3.0,-101.80155358967328,-100
E,3493.673128064,77.0,-68.15584693143624,-59.96000000000001
H,3493.676727044,3.0,0.0,-100
E,3493.722130360,73.0,-81.62882816789717,-69.95333333333333
H,3493.725720058,3.0,0.0,-89.94000000000001
E,3493.771132558,70.0,-61.22174356351439,-49.96666666666667
H,3493.774634896,3.0,0.0,-39.973333333333336
E,3493.820248408,67.0,-61.08007903717195,-9.993333333333334
H,3493.823749990,3.0,0.0,0
E,3493.878937318,65.0,-34.07798849901922,0
H,3493.882614782,3.0,0.0,0
E,3493.927939782,64.0,-20.40713707790786,0
H,3493.931775306,3.0,0.0,0
E,3493.976942120,64.0,0.0,0
H,3494.000764932,3.0,0.0,0
E,3494.046058068,64.0,0.0,0
H,3494.049645302,3.0,0.0,0
E,3494.104747006,63.0,-17.038986120434355,0
H,3494.108582698,3.0,0.0,0
E,3494.153748994,62.0,-20.407335310422887,0
H,3494.157570112,3.0,0.0,0
E,3494.202751444,62.0,0.0,0
H,3494.206429300,3.0,0.0,0
E,3494.251867518,61.0,-20.3599334915047,0
H,3494.255547782,3.0,0.0,0
E,3494.310556330,60.0,-17.03902270159813,-9.993333333333334
H,3494.314377350,3.0,0.0,0
E,3494.359558612,58.0,-40.81442574454338,-39.973333333333336
H,3494.363334174,4.0,20.42616163172037,0
E,3494.408560712,54.0,-81.62915466879416,-69.95333333333333
H,3494.412239086,4.0,0.0,0
E,3494.457676898,51.0,-61.07966119357248,-69.95333333333333
H,3494.461356560,4.0,0.0,0
E,3494.516365626,46.0,-85.19523544607965,-89.94000000000001
H,3494.520186366,4.0,0.0,0
E,3494.565367936,43.0,-61.22160363504069,-100
H,3494.569145486,3.0,-20.42520372105041,0
E,3494.614370064,39.0,-81.62910802532431,-100
H,3494.618046660,3.0,0.0,0
E,3494.664039754,36.0,-60.39900792619422,-100
H,3494.667718800,4.0,20.13200961344363,0
E,3494.722175146,30.0,-103.20735430807304,-100
H,3494.725997146,4.0,0.0,0
E,3494.771177372,26.0,-81.62894477549342,-100
H,3494.774955986,4.0,0.0,0
E,3494.820179458,21.0,-102.03647248771289,-100
H,3494.823856334,4.0,0.0,0
E,3494.869295686,15.0,-122.15921792690764,-100
H,3494.872975138,4.0,0.0,0
E,3494.927984554,10.0,-85.1950322163453,-100
H,3494.931664020,4.0,0.0,0
E,3494.976986668,5.0,-102.03641418428917,-100
H,3495.000720692,4.0,0.0,0
E,3495.045989048,3.0,-28.984507490793344,-100
H,3495.049578802,4.0,0.0,0
E,3495.095106256,3.0,0.0,-100
H,3495.098607152,4.0,0.0,0
E,3495.153793934,3.0,0.0,-100
H,3495.157385676,4.0,0.0,0
E,3495.202796146,3.0,0.0,-100
H,3495.206385872,4.0,0.0,0
E,3495.251798456,4.0,20.407201211490847,-100
H,3495.255492314,4.0,0.0,59.96000000000001
E,3495.300913998,4.0,0.0,-69.95333333333333
H,3495.304621954,8.0,81.4172462895355,100
E,3495.359603440,4.0,0.0,0
H,3495.363194496,17.0,153.65561563053961,100
