device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 7325.032077738 0.0 14.0 15.0 50 50 1732 1757
H 7325.035583352 98.0 100.0 14.0 50 50 1731 1757
E 7325.090020532 0.0 14.0 15.0 50 50 1731 1757
H 7325.093520434 98.0 100.0 13.0 50 50 1732 1757
E 7325.139022716 0.0 14.0 14.0 50 50 1731 1757
H 7325.142609558 98.0 100.0 13.0 50 50 1732 1757
E 7325.188024970 0.0 14.0 14.0 50 50 1731 1757
H 7325.191614822 98.0 100.0 13.0 50 50 1732 1757
E 7325.237141436 0.0 14.0 14.0 50 50 1732 1758
H 7325.240933462 98.0 100.0 14.0 50 50 1731 1757
E 7325.295829814 0.0 14.0 15.0 50 50 1732 1757
H 7325.299421402 98.0 100.0 14.0 50 50 1731 1757
E 7325.344831886 0.0 14.0 15.0 50 50 1731 1757
H 7325.348423558 98.0 100.0 13.0 50 50 1732 1757
E 7325.393834350 0.0 14.0 15.0 50 50 1732 1757
H 7325.397423082 98.0 100.0 13.0 50 50 1731 1757
E 7325.442950872 0.0 13.0 15.0 50 50 1732 1757
H 7325.446541550 98.0 100.0 13.0 50 50 1732 1757
E 7325.501639348 0.0 13.0 15.0 50 50 1732 1757
H 7325.505429694 98.0 97.0 14.0 50 50 1731 1757
E 7325.550641490 0.0 13.0 15.0 50 50 1731 1757
H 7325.554231790 98.0 100.0 14.0 50 50 1732 1757
E 7325.599643702 0.0 13.0 15.0 50 50 1732 1757
H 7325.603235304 98.0 100.0 14.0 50 50 1731 1757
E 7325.648760070 0.0 14.0 15.0 50 50 1732 1757
H 7325.652349166 98.0 100.0 14.0 50 50 1732 1757
E 7325.707448714 0.0 14.0 15.0 50 50 1732 1757
H 7325.711038832 98.0 100.0 14.0 50 50 1731 1757
E 7325.756450954 0.0 13.0 15.0 50 50 1732 1757
H 7325.760242350 98.0 100.0 14.0 50 50 1731 1757
E 7325.805453180 0.0 13.0 14.0 50 50 1731 1757
H 7325.809043284 98.0 100.0 14.0 50 50 1731 1757
E 7325.854569674 0.0 13.0 14.0 50 50 1732 1757
H 7325.858160856 98.0 100.0 14.0 50 50 1731 1757
E 7325.913258066 0.0 13.0 14.0 50 50 1732 1757
H 7325.916849080 98.0 100.0 14.0 50 50 1732 1757
E 7325.962260348 0.0 13.0 14.0 50 50 1732 1758
H 7325.965851684 98.0 100.0 13.0 50 50 1732 1757
E 7326.031262504 0.0 13.0 14.0 50 50 1731 1757
H 7326.034851698 98.0 100.0 13.0 50 50 1732 1757
E 7326.080378886 0.0 13.0 14.0 50 50 1732 1757
H 7326.083880118 98.0 100.0 13.0 50 50 1732 1757
E 7326.139067558 0.0 13.0 14.0 50 50 1731 1757
H 7326.142770936 98.0 99.0 13.0 50 50 1731 1757
E 7326.188069784 0.0 12.0 14.0 50 50 1732 1757
H 7326.191660784 98.0 93.0 13.0 50 50 1731 1757
E 7326.237071996 0.0 12.0 14.0 50 50 1731 1757
H 7326.240662702 98.0 87.0 13.0 50 50 1731 1757
