device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3021.433221054 0.0 100.0 100.0 10 10
H 3021.437274712 0.0 100.0 100.0 10 10
E 3021.491910412 0.0 100.0 100.0 10 10
H 3021.495847786 0.0 100.0 100.0 10 10
E 3021.550713072 0.0 100.0 100.0 10 10
H 3021.554653918 0.0 100.0 100.0 10 10
E 3021.609515760 0.0 100.0 100.0 10 10
H 3021.613452238 0.0 100.0 100.0 10 10
E 3021.668431750 0.0 100.0 100.0 10 10
H 3021.672484386 0.0 100.0 100.0 10 10
E 3021.727121010 0.0 100.0 100.0 10 10
H 3021.731169082 0.0 100.0 100.0 10 10
E 3021.785923740 0.0 100.0 100.0 10 10
H 3021.789865818 0.0 100.0 100.0 10 10
E 3021.844726470 0.0 100.0 100.0 10 10
H 3021.848663718 0.0 100.0 100.0 10 10
E 3021.903642530 0.0 100.0 100.0 10 10
H 3021.907583922 0.0 100.0 100.0 10 10
E 3021.962331888 0.0 100.0 100.0 10 10
H 3021.966380716 0.0 100.0 100.0 10 10
E 3022.041134688 0.0 100.0 100.0 10 10
H 3022.045099404 0.0 100.0 100.0 10 10
E 3022.099937152 0.0 100.0 100.0 10 10
H 3022.103791436 0.0 100.0 100.0 10 10
E 3022.149052736 0.0 100.0 100.0 10 10
H 3022.152991314 0.0 100.0 100.0 10 10
E 3022.207742220 0.0 100.0 100.0 10 10
H 3022.211682534 0.0 100.0 100.0 10 10
E 3022.266544768 0.0 100.0 100.0 10 10
H 3022.270595934 0.0 100.0 100.0 10 10
E 3022.325347554 0.0 100.0 100.0 10 10
H 3022.329400820 0.0 100.0 100.0 10 10
E 3022.384816936 0.0 100.0 100.0 10 10
H 3022.388756718 0.0 100.0 100.0 10 10
E 3022.442952888 0.0 100.0 100.0 10 10
E 3022.815483284 0.0 100.0 100.0 10 15
H 3022.819536802 0.0 100.0 100.0 10 15
E 3022.874172558 0.0 100.0 100.0 10 15
H 3022.878223472 0.0 100.0 100.0 10 15
E 3022.932975358 0.0 100.0 100.0 10 15
H 3022.936917408 0.0 100.0 100.0 10 15
E 3023.011778046 0.0 100.0 100.0 10 15
H 3023.015627710 0.0 100.0 100.0 10 15
E 3023.060893448 0.0 100.0 100.0 10 15
H 3023.064742356 0.0 100.0 100.0 10 15
E 3023.119582974 0.0 100.0 100.0 10 15
H 3023.123636226 0.0 100.0 100.0 10 15
E 3023.178385620 0.0 100.0 100.0 10 15
H 3023.182440594 0.0 100.0 100.0 10 15
E 3023.237188336 0.0 100.0 100.0 10 15
H 3023.241126018 0.0 100.0 100.0 10 15
E 3023.296104228 0.0 100.0 100.0 10 15
H 3023.300047734 0.0 100.0 100.0 10 15
E 3023.354793712 0.0 100.0 100.0 10 15
H 3023.358731212 0.0 100.0 100.0 10 15
E 3023.413596456 0.0 100.0 100.0 10 15
H 3023.417651402 0.0 100.0 100.0 10 15
E 3023.472399186 0.0 100.0 100.0 10 15
H 3023.476453082 0.0 100.0 100.0 10 15
E 3023.531315120 0.0 100.0 100.0 10 15
H 3023.535258108 0.0 100.0 100.0 10 15
E 3023.590004436 0.0 100.0 100.0 10 15
H 3023.593944470 0.0 100.0 100.0 10 15
E 3023.648807124 0.0 100.0 100.0 10 15
H 3023.652749538 0.0 100.0 100.0 10 15
E 3023.707609770 0.0 100.0 100.0 10 15
H 3023.711661790 0.0 100.0 100.0 10 15
E 3023.766525718 0.0 100.0 100.0 10 15
H 3023.770579796 0.0 100.0 100.0 10 15
E 3023.825215412 0.0 100.0 100.0 10 15
E 3024.207944926 0.0 100.0 100.0 10 20
H 3024.211887172 0.0 100.0 100.0 10 20
E 3024.266634620 0.0 100.0 100.0 10 20
