device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 166.275842420 0.0 100.0 100.0 10 10
H 166.279696788 1.0 100.0 100.0 10 10
E 166.324844604 0.0 100.0 100.0 10 10
H 166.328697810 1.0 100.0 100.0 10 10
E 166.373961308 0.0 100.0 100.0 10 10
H 166.377939058 1.0 100.0 100.0 10 10
E 166.432649434 0.0 100.0 100.0 10 10
H 166.436499966 1.0 100.0 100.0 10 10
E 166.481651744 0.0 100.0 100.0 10 10
H 166.485612918 1.0 100.0 100.0 10 10
E 166.530654012 0.0 100.0 100.0 10 10
H 166.534499364 1.0 100.0 100.0 10 10
E 166.579770898 0.0 100.0 100.0 10 10
H 166.583625588 1.0 100.0 100.0 10 10
E 166.638458982 0.0 100.0 100.0 10 10
H 166.642431636 1.0 100.0 100.0 10 10
E 166.687461264 0.0 100.0 100.0 10 10
H 166.691315884 1.0 100.0 100.0 10 10
E 166.736463378 0.0 100.0 100.0 10 10
H 166.740429704 1.0 100.0 100.0 10 10
E 166.785580292 0.0 100.0 100.0 10 10
H 166.789429872 1.0 100.0 100.0 10 10
E 166.844268334 0.0 100.0 100.0 10 10
H 166.848122758 1.0 100.0 100.0 10 10
E 166.893270756 0.0 100.0 100.0 10 10
H 166.897246980 1.0 100.0 100.0 10 10
E 166.942272912 0.0 100.0 100.0 10 10
H 166.946126118 1.0 100.0 100.0 10 10
E 167.011389700 0.0 100.0 100.0 10 10
H 167.015264886 1.0 100.0 100.0 10 10
E 167.070077686 0.0 100.0 100.0 10 10
H 167.073840466 1.0 100.0 100.0 10 10
E 167.119079828 0.0 100.0 100.0 10 10
H 167.122932054 1.0 100.0 100.0 10 10
E 167.168082180 0.0 100.0 100.0 10 10
H 167.172058712 1.0 100.0 100.0 10 10
E 167.217199108 0.0 100.0 100.0 10 10
H 167.221052412 1.0 100.0 100.0 10 10
E 167.275887122 0.0 100.0 100.0 10 10
H 167.279849220 1.0 100.0 100.0 10 10
E 167.324889376 0.0 100.0 100.0 10 10
H 167.328740902 1.0 100.0 100.0 10 10
E 167.373891504 0.0 100.0 100.0 10 10
