device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 2327.145888890 125.0 100.0 26.0 10 25
E 2327.194891144 125.0 100.0 26.0 10 25
E 2327.243894490 125.0 100.0 26.0 10 25
E 2327.293009626 125.0 100.0 25.0 10 25
E 2327.351698298 125.0 100.0 24.0 10 25
E 2327.400700468 125.0 100.0 22.0 10 25
E 2327.449702736 125.0 100.0 20.0 10 25
E 2327.499375044 125.0 100.0 20.0 10 25
E 2327.557507622 125.0 100.0 23.0 10 25
E 2327.606509736 124.0 91.0 34.0 10 25
E 2327.665315280 124.0 81.0 52.0 10 25
E 2327.714428918 122.0 75.0 68.0 10 25
E 2327.773121188 118.0 66.0 86.0 10 25
E 2327.831920180 114.0 57.0 100.0 10 25
E 2327.880922224 108.0 51.0 100.0 10 25
E 2327.930037710 102.0 48.0 100.0 10 25
E 2328.008730134 93.0 51.0 100.0 10 25
E 2328.057732374 87.0 56.0 100.0 10 25
E 2328.106731772 81.0 57.0 98.0 10 25
E 2328.155847202 76.0 54.0 93.0 10 25
E 2328.214536644 69.0 55.0 90.0 10 25
E 2328.263538814 65.0 57.0 87.0 10 25
E 2328.312541054 60.0 58.0 87.0 10 25
E 2328.361656428 56.0 58.0 86.0 10 25
E 2328.420457016 51.0 59.0 82.0 10 25
E 2328.469348432 49.0 60.0 80.0 10 25
E 2328.518350546 47.0 63.0 77.0 10 25
E 2328.567466060 46.0 65.0 77.0 10 25
E 2328.626158190 45.0 66.0 81.0 10 25
E 2328.684960878 45.0 65.0 90.0 10 25
E 2328.734044472 43.0 67.0 98.0 10 25
E 2328.783075762 39.0 68.0 99.0 10 25
E 2328.841765316 35.0 66.0 95.0 10 25
E 2328.890770258 31.0 65.0 97.0 10 25
E 2328.939769810 28.0 65.0 98.0 10 25
E 2329.018685702 26.0 65.0 99.0 10 25
E 2329.077375172 22.0 62.0 98.0 10 25
E 2329.126377580 20.0 60.0 94.0 10 25
E 2329.175382452 18.0 61.0 92.0 10 25
E 2329.224494998 17.0 60.0 91.0 10 25
E 2329.283184580 15.0 58.0 90.0 10 25
E 2329.341987268 13.0 58.0 92.0 10 25
E 2329.391053964 11.0 58.0 100.0 10 25
E 2329.440105022 9.0 60.0 100.0 10 25
E 2329.498794548 7.0 61.0 100.0 10 25
E 2329.547862616 6.0 60.0 100.0 10 25
E 2329.596798832 5.0 59.0 100.0 10 25
E 2329.646467878 5.0 58.0 100.0 10 25
E 2329.704603788 5.0 59.0 100.0 10 25
E 2329.763409388 5.0 61.0 100.0 10 25
E 2329.822209248 5.0 59.0 100.0 10 25
E 2329.871324678 5.0 56.0 100.0 10 25
E 2329.930014176 5.0 53.0 100.0 10 25
E 2329.979019160 5.0 51.0 100.0 10 25
E 2330.048021386 5.0 51.0 100.0 10 25
E 2330.097134086 5.0 55.0 100.0 10 25
E 2330.155823612 5.0 67.0 97.0 10 25
E 2330.204825894 5.0 77.0 86.0 10 25
E 2330.263628470 6.0 81.0 74.0 10 25
E 2330.322544488 8.0 90.0 65.0 10 25
E 2330.381236702 13.0 100.0 59.0 10 25
E 2330.430241434 18.0 100.0 55.0 10 25
E 2330.479238312 24.0 100.0 51.0 10 25
E 2330.528353966 30.0 100.0 48.0 10 25
E 2330.587050240 38.0 100.0 44.0 10 25
E 2330.636048168 45.0 100.0 41.0 10 25
E 2330.685047720 51.0 100.0 39.0 10 25
E 2330.734163192 58.0 100.0 37.0 10 25
E 2330.900657632 82.0 100.0 33.0 10 30
E 2330.949774098 88.0 100.0 32.0 10 30
E 2331.028571214 95.0 100.0 29.0 10 30
E 2331.077464814 101.0 100.0 27.0 10 30
E 2331.126467320 105.0 100.0 25.0 10 30
E 2331.175689850 111.0 100.0 24.0 10 30
E 2331.234271912 116.0 100.0 22.0 10 30
E 2331.293074614 120.0 100.0 21.0 10 30
E 2331.342076826 123.0 100.0 21.0 10 30
E 2331.400993656 124.0 100.0 22.0 10 30
E 2331.459698260 124.0 100.0 23.0 10 30
E 2331.518484960 124.0 100.0 23.0 10 30
E 2331.577290518 124.0 100.0 23.0 10 30
E 2331.626403862 124.0 100.0 23.0 10 30
E 2331.685092506 124.0 100.0 22.0 10 30
E 2331.734114276 124.0 100.0 21.0 10 30
E 2331.783096902 124.0 100.0 21.0 10 30
E 2331.842569952 124.0 100.0 21.0 10 30
E 2331.900702446 124.0 100.0 21.0 10 30
E 2331.949704644 124.0 100.0 21.0 10 30
E 2332.018706870 124.0 100.0 21.0 10 30
E 2332.067823196 124.0 100.0 21.0 10 30
E 2332.126535304 124.0 100.0 20.0 10 30
E 2332.175518980 124.0 97.0 19.0 10 30
E 2332.224516236 124.0 88.0 18.0 10 30
E 2332.273633080 124.0 79.0 19.0 10 30
E 2332.332349920 124.0 70.0 21.0 10 30
E 2332.381323502 123.0 64.0 24.0 10 30
E 2332.440141128 123.0 55.0 31.0 10 30
E 2332.489242810 123.0 49.0 43.0 10 30
E 2332.547931104 119.0 43.0 55.0 10 30
E 2332.596965600 117.0 41.0 59.0 10 30
E 2332.645935808 115.0 39.0 61.0 10 30
E 2332.704862312 113.0 35.0 65.0 10 30
E 2332.763540876 108.0 32.0 73.0 10 30
E 2332.822343522 102.0 34.0 82.0 10 30
E 2332.871381448 96.0 43.0 83.0 10 30
E 2332.920462522 91.0 50.0 80.0 10 30
E 2332.979169086 86.0 50.0 80.0 10 30
E 2333.048189736 82.0 49.0 80.0 10 30
E 2333.097192354 78.0 46.0 80.0 10 30
E 2333.156211944 73.0 43.0 76.0 10 30
E 2333.214760588 67.0 42.0 72.0 10 30
E 2333.263762744 63.0 44.0 75.0 10 30
E 2333.322565600 59.0 47.0 79.0 10 30
E 2333.381542434 54.0 50.0 78.0 10 30
E 2333.440208706 52.0 53.0 83.0 10 30
E 2333.489211940 49.0 54.0 89.0 10 30
E 2333.538312572 46.0 54.0 91.0 10 30
E 2333.587290788 42.0 56.0 89.0 10 30
E 2333.645980258 38.0 61.0 85.0 10 30
E 2333.694982568 37.0 64.0 90.0 10 30
E 2333.753809308 36.0 67.0 100.0 10 30
E 2333.802943862 33.0 67.0 100.0 10 30
E 2333.861590100 30.0 64.0 95.0 10 30
E 2333.910648354 29.0 61.0 88.0 10 30
E 2333.959594622 29.0 59.0 81.0 10 30
E 2334.029263360 29.0 60.0 71.0 10 30
E 2334.087456866 29.0 60.0 61.0 10 30
E 2334.136401986 29.0 61.0 54.0 10 30
E 2334.185404128 29.0 63.0 48.0 10 30
E 2334.234519404 31.0 62.0 43.0 10 30
E 2334.293209084 33.0 60.0 37.0 10 30
E 2334.342211324 36.0 58.0 34.0 10 30
E 2334.391213438 38.0 56.0 30.0 10 30
E 2334.450164568 41.0 58.0 27.0 10 30
E 2334.508841326 45.0 61.0 26.0 10 30
E 2334.557845022 49.0 61.0 24.0 10 30
E 2334.606847108 53.0 59.0 23.0 10 30
E 2334.656064514 56.0 58.0 22.0 10 30
E 2334.714628012 60.0 60.0 21.0 10 30
E 2334.763630462 64.0 62.0 21.0 10 30
E 2334.812672098 69.0 64.0 21.0 10 30
E 2334.861748076 73.0 66.0 20.0 10 30
E 2334.920437616 79.0 69.0 18.0 10 30
E 2334.969439870 84.0 75.0 18.0 10 30
E 2335.038442096 89.0 78.0 18.0 10 30
E 2335.087557554 95.0 75.0 17.0 10 30
E 2335.146247024 101.0 72.0 16.0 10 30
E 2335.195293462 106.0 70.0 15.0 10 30
E 2335.244251504 110.0 69.0 14.0 10 30
E 2335.293367830 113.0 68.0 14.0 10 30
E 2335.352056418 118.0 66.0 14.0 10 30
E 2335.401102898 120.0 63.0 14.0 10 30
E 2335.450060898 123.0 62.0 14.0 10 30
E 2335.499176972 124.0 65.0 15.0 10 30
E 2335.557928000 125.0 68.0 15.0 10 30
E 2335.606868066 125.0 69.0 15.0 10 30
E 2335.655918592 125.0 68.0 15.0 10 30
E 2335.704987388 125.0 67.0 15.0 10 30
E 2335.763675276 125.0 73.0 15.0 10 30
E 2335.812677572 125.0 82.0 17.0 10 30
E 2335.861679770 125.0 83.0 17.0 10 30
E 2335.910843668 125.0 79.0 17.0 10 30
E 2335.969551702 125.0 77.0 16.0 10 30
E 2336.038486966 125.0 74.0 15.0 10 30
E 2336.087489024 125.0 69.0 14.0 10 30
E 2336.254096780 125.0 60.0 12.0 10 35
E 2336.303154082 125.0 56.0 11.0 10 35
E 2336.352214842 125.0 52.0 10.0 10 35
E 2336.410903864 125.0 49.0 10.0 10 35
E 2336.459954096 125.0 47.0 9.0 10 35
E 2336.508956714 125.0 43.0 9.0 10 35
E 2336.558177480 125.0 38.0 10.0 10 35
E 2336.616713300 125.0 34.0 18.0 10 35
E 2336.665715470 124.0 32.0 28.0 10 35
E 2336.714717710 121.0 29.0 42.0 10 35
E 2336.773633980 119.0 27.0 55.0 10 35
E 2336.832375558 116.0 26.0 66.0 10 35
E 2336.881325326 111.0 25.0 77.0 10 35
E 2336.940128294 104.0 25.0 83.0 10 35
E 2337.009302426 98.0 25.0 83.0 10 35
E 2337.067933194 90.0 26.0 83.0 10 35
E 2337.116935154 84.0 27.0 85.0 10 35
E 2337.165937324 77.0 31.0 86.0 10 35
E 2337.215053370 71.0 36.0 85.0 10 35
E 2337.273742364 64.0 42.0 81.0 10 35
E 2337.332545164 60.0 46.0 80.0 10 35
E 2337.391459110 56.0 50.0 81.0 10 35
E 2337.440522866 55.0 51.0 85.0 10 35
E 2337.499153914 52.0 52.0 96.0 10 35
E 2337.548154908 48.0 56.0 100.0 10 35
E 2337.597224740 44.0 58.0 100.0 10 35
E 2337.646275686 40.0 59.0 100.0 10 35
E 2337.705020960 36.0 63.0 100.0 10 35
E 2337.754062666 33.0 67.0 100.0 10 35
E 2337.802968712 31.0 68.0 100.0 10 35
E 2337.861885934 31.0 68.0 100.0 10 35
E 2337.920633798 30.0 67.0 100.0 10 35
E 2337.969576986 30.0 64.0 100.0 10 35
E 2338.038648582 28.0 62.0 100.0 10 35
E 2338.087695426 26.0 59.0 100.0 10 35
E 2338.146384028 23.0 53.0 100.0 10 35
E 2338.205248162 21.0 51.0 100.0 10 35
E 2338.254189250 19.0 51.0 100.0 10 35
E 2338.303861488 17.0 51.0 100.0 10 35
E 2338.362155654 14.0 48.0 100.0 10 35
E 2338.410996292 12.0 46.0 100.0 10 35
E 2338.459998420 10.0 49.0 100.0 10 35
E 2338.518989884 9.0 58.0 100.0 10 35
E 2338.577696686 9.0 67.0 100.0 10 35
E 2338.636406624 9.0 78.0 100.0 10 35
E 2338.685527766 10.0 92.0 100.0 10 35
E 2338.734524658 11.0 100.0 100.0 10 35
E 2338.793213988 11.0 100.0 92.0 10 35
E 2338.842215976 13.0 100.0 83.0 10 35
E 2338.891218258 16.0 100.0 76.0 10 35
E 2338.950231982 21.0 100.0 69.0 10 35
E 2339.028823592 27.0 100.0 63.0 10 35
E 2339.077825804 33.0 100.0 59.0 10 35
E 2339.136628478 41.0 100.0 54.0 10 35
E 2339.185742774 47.0 100.0 50.0 10 35
E 2339.244534486 56.0 100.0 46.0 10 35
E 2339.293522264 64.0 100.0 43.0 10 35
E 2339.342438068 72.0 100.0 40.0 10 35
E 2339.401352462 82.0 100.0 37.0 10 35
E 2339.460146022 91.0 100.0 35.0 10 35
E 2339.509045516 96.0 100.0 32.0 10 35
E 2339.558133338 103.0 100.0 29.0 10 35
E 2339.607266422 107.0 100.0 27.0 10 35
E 2339.665852698 113.0 100.0 25.0 10 35
E 2339.714854840 117.0 100.0 25.0 10 35
E 2339.763857290 120.0 100.0 24.0 10 35
E 2339.813056146 123.0 100.0 24.0 10 35
