device_type time pose pose-last_pose vel comanded_vel Nocap_C_vel
E 2521.453453994 36.0 0.0 142.5036117540919 519.6533333333334 100
H 2521.457142406 60.0 0.0 0.0 0 0
E 2521.512235962 43.0 0.0 119.08413818343315 599.6 100
H 2521.515929106 60.0 0.0 0.0 0 0
E 2521.561141686 49.0 0.0 122.68502558060702 629.58 100
H 2521.564928756 60.0 0.0 0.0 0 0
E 2521.610145004 54.0 0.0 102.0339071735865 619.5866666666667 100
H 2521.614028002 60.0 0.0 0.0 0 0
E 2521.659818572 60.0 0.0 120.78858518907647 629.58 100
H 2521.663409614 60.0 0.0 0.0 0 0
E 2521.717822966 66.0 0.0 103.44043935722266 639.5733333333334 100
H 2521.721415884 60.0 0.0 0.0 0 0
E 2521.766829462 71.0 0.0 102.02729042299586 629.58 100
H 2521.770334124 60.0 0.0 0.0 0 0
E 2521.815929366 76.0 0.0 101.83319299302208 639.5733333333334 100
H 2521.819435302 60.0 0.0 0.0 0 0
E 2521.865049472 81.0 0.0 101.79131128113406 669.5533333333334 100
H 2521.868742728 60.0 0.0 0.0 0 0
E 2521.923734756 86.0 0.0 85.20023520696189 709.5266666666668 100
H 2521.927521448 60.0 0.0 0.0 0 0
E 2521.972737626 91.0 0.0 102.03484000093714 699.5333333333334 100
H 2521.976518354 60.0 0.0 0.0 0 0
E 2522.041643588 94.0 0.0 43.537596935136214 699.5333333333334 100
H 2522.045526222 60.0 0.0 0.0 0 0
E 2522.090764702 98.0 0.0 81.43137796148095 699.5333333333334 100
H 2522.094547306 60.0 0.0 0.0 0 0
E 2522.149448978 103.0 0.0 85.20169866301141 689.5400000000001 100
H 2522.153512548 60.0 0.0 0.0 0 0
E 2522.198452576 106.0 0.0 61.2199944990212 689.5400000000001 100
H 2522.202510042 60.0 0.0 0.0 0 0
E 2522.247450644 110.0 0.0 81.63587184711835 689.5400000000001 100
H 2522.251513388 60.0 0.0 0.0 0 0
E 2522.296576028 113.0 0.0 61.0682249323046 669.5533333333334 100
H 2522.300349434 60.0 0.0 0.0 0 0
E 2522.355261424 117.0 0.0 68.16005808289393 599.6 100
H 2522.359137268 60.0 0.0 0.0 0 0
E 2522.404264630 120.0 0.0 61.220484227437105 539.64 100
H 2522.407856680 60.0 0.0 0.0 0 0
E 2522.453266968 123.0 0.0 61.221568652169985 499.6666666666667 100
H 2522.456860278 60.0 0.0 0.0 0 0
E 2522.502383616 124.0 0.0 20.359695555915206 499.6666666666667 100
H 2522.506164680 60.0 0.0 0.0 0 0
E 2522.561073254 124.0 0.0 0.0 489.67333333333335 100
H 2522.564667740 60.0 0.0 0.0 0 0
E 2522.610076222 124.0 0.0 0.0 439.7066666666667 100
H 2522.613668860 60.0 0.0 0.0 0 0
E 2522.659078854 124.0 0.0 0.0 339.77333333333337 100
H 2522.662953648 60.0 0.0 0.0 0 0
E 2522.708198120 124.0 0.0 0.0 209.86 100
H 2522.711964302 60.0 0.0 0.0 0 0
E 2522.766884818 124.0 0.0 0.0 69.95333333333333 69.95333333333333
H 2522.770851298 60.0 0.0 0.0 0 0
E 2522.815887730 123.0 0.0 -20.40695050934623 0 0
H 2522.819854868 60.0 0.0 0.0 0 0
E 2522.864890586 121.0 0.0 -40.81394766069648 0 0
H 2522.868857010 60.0 0.0 0.0 0 0
E 2522.914007444 119.0 0.0 -40.7192170149286 0 0
H 2522.917773556 60.0 0.0 0.0 0 0
E 2522.972971734 118.0 0.0 -16.959417301571268 0 0
H 2522.976831870 60.0 0.0 0.0 0 0
E 2523.041696508 117.0 0.0 -14.55079357559874 0 0
H 2523.045593786 60.0 0.0 0.0 0 0
E 2523.090701912 118.0 0.0 20.405912784586185 0 0
H 2523.094792054 60.0 0.0 0.0 0 0
E 2523.139820856 118.0 0.0 0.0 0 0
H 2523.143672592 60.0 0.0 0.0 0 0
E 2523.198655856 117.0 0.0 -16.996685646220403 0 0
H 2523.202516076 60.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 2523.247509276 118.0 0.0 20.46939600139191 0 0
H 2523.251613460 58.0 0.0 -40.73536789649888 -29.980000000000004 -29.980000000000004
E 2523.306314554 117.0 0.0 -17.00527629512354 -19.986666666666668 -19.986666666666668
H 2523.310270002 55.0 0.0 -51.145190250153306 0 0
E 2523.365236368 113.0 0.0 -67.88657253508102 -59.96000000000001 -59.96000000000001
H 2523.369092528 53.0 0.0 -34.000579981975385 -19.986666666666668 -19.986666666666668
E 2523.424123686 108.0 0.0 -84.90792533637406 -59.96000000000001 -59.96000000000001
H 2523.427984060 50.0 0.0 -50.94110983526119 -39.973333333333336 -39.973333333333336
E 2523.472921890 104.0 0.0 -81.9702298873353 -29.980000000000004 -29.980000000000004
H 2523.476883624 48.0 0.0 -40.90016017334168 -39.973333333333336 -39.973333333333336
E 2523.521927728 101.0 0.0 -61.21719620471867 0 0
H 2523.525998802 45.0 0.0 -61.08091474321845 -59.96000000000001 -59.96000000000001
E 2523.571195338 99.0 0.0 -40.594621902506475 0 0
H 2523.574875616 42.0 0.0 -61.37879608888113 -59.96000000000001 -59.96000000000001
E 2523.629733384 98.0 0.0 -17.082907072170624 -19.986666666666668 -19.986666666666668
H 2523.633711988 38.0 0.0 -67.98515720869973 -79.94666666666667 -79.94666666666667
E 2523.678733426 96.0 0.0 -40.81629154522886 -49.96666666666667 -49.96666666666667
H 2523.682609494 35.0 0.0 -61.35282237065153 -99.93333333333334 -99.93333333333334
E 2523.737539572 92.0 0.0 -68.020101163933 -29.980000000000004 -29.980000000000004
H 2523.741414044 31.0 0.0 -68.02194728143253 -109.92666666666668 -100
E 2523.797012692 88.0 0.0 -67.25727521958122 0 0
H 2523.800779560 26.0 0.0 -84.22397945625602 -129.91333333333336 -100
E 2523.855146810 87.0 0.0 -17.20160268020291 0 0
H 2523.859168604 21.0 0.0 -85.63250324868281 -179.88000000000002 -100
E 2523.904149050 87.0 0.0 0.0 0 0
H 2523.908116790 16.0 0.0 -102.14883141949204 -239.84000000000003 -100
E 2523.962953026 85.0 0.0 -34.01130563006128 -9.993333333333334 -9.993333333333334
H 2523.966921116 8.0 0.0 -136.04441278697388 -329.78000000000003 -100
E 2524.041871998 82.0 0.0 -38.013673062092664 -29.980000000000004 -29.980000000000004
H 2524.045654238 2.0 0.0 -76.20680912377283 -449.70000000000005 -100
E 2524.100559130 78.0 0.0 -68.15804186834603 -19.986666666666668 -19.986666666666668
H 2524.104152888 2.0 0.0 0.0 -489.67333333333335 -100
E 2524.149561874 74.0 0.0 -81.62808188853361 0 0
H 2524.153157494 2.0 0.0 0.0 -479.68000000000006 -100
E 2524.198562168 73.0 0.0 -20.408040817039463 0 0
H 2524.202155436 2.0 0.0 0.0 -469.6866666666667 -100
E 2524.247685116 72.0 0.0 -20.35708443236172 0 0
H 2524.251468420 2.0 0.0 0.0 -459.6933333333334 -100
E 2524.306370918 71.0 0.0 -17.03989663458686 -39.973333333333336 -39.973333333333336
H 2524.309965614 2.0 0.0 0.0 -439.7066666666667 -100
E 2524.355373522 67.0 0.0 -81.628315099795 -69.95333333333333 -69.95333333333333
H 2524.358969310 2.0 0.0 0.0 -389.74 -100
E 2524.404376546 63.0 0.0 -81.627615470766 -69.95333333333333 -69.95333333333333
H 2524.407878772 2.0 0.0 0.0 -359.76000000000005 -100
E 2524.453680080 60.0 0.0 -60.847565206932174 -39.973333333333336 -39.973333333333336
H 2524.457277058 2.0 0.0 0.0 -289.8066666666667 -100
E 2524.512269184 56.0 0.0 -68.27208007821034 -9.993333333333334 -9.993333333333334
H 2524.516065998 2.0 0.0 0.0 -199.86666666666667 -100
E 2524.561273958 54.0 0.0 -40.81235024165807 -19.986666666666668 -19.986666666666668
H 2524.565072116 2.0 0.0 0.0 -109.92666666666668 -100
E 2524.610276828 51.0 0.0 -61.22090399999416 -39.973333333333336 -39.973333333333336
H 2524.614072074 3.0 0.0 20.408180758045983 -9.993333333333334 -9.993333333333334
E 2524.659435854 48.0 0.0 -61.0264328672403 -39.973333333333336 -39.973333333333336
H 2524.663135270 3.0 0.0 0.0 0 0
E 2524.718126290 45.0 0.0 -51.115653664786265 -29.980000000000004 -29.980000000000004
H 2524.721633948 4.0 0.0 17.094403398319095 0 0
E 2524.767129244 43.0 0.0 -40.81386603744879 -9.993333333333334 -9.993333333333334
H 2524.770636062 4.0 0.0 0.0 0 0
E 2524.816144308 41.0 0.0 -40.8037822822563 0 0
H 2524.819651630 5.0 0.0 20.40168135970268 0 0
E 2524.865216352 39.0 0.0 -40.75640297335475 -9.993333333333334 -9.993333333333334
H 2524.869010842 5.0 0.0 0.0 9.993333333333334 9.993333333333334
E 2524.923907726 36.0 0.0 -51.11483673915989 -9.993333333333334 -9.993333333333334
H 2524.927416140 8.0 0.0 51.36520320485973 119.92000000000002 100
E 2524.972911184 34.0 0.0 -40.81344626720187 0 0
H 2524.976418618 13.0 0.0 102.03565623732196 219.85333333333335 100
E 2525.041913550 33.0 0.0 -14.492256685817543 -9.993333333333334 -9.993333333333334
H 2525.045331804 20.0 0.0 101.57707699087281 279.81333333333333 100
E 2525.090931876 31.0 0.0 -40.801066931666604 -39.973333333333336 -39.973333333333336
H 2525.094446730 28.0 0.0 162.8832750349442 289.8066666666667 100
E 2525.149618140 29.0 0.0 -34.07952498061886 -59.96000000000001 -59.96000000000001
H 2525.153226878 38.0 0.0 170.12546480801015 269.82 100
E 2525.198618602 27.0 0.0 -40.81594169451179 -79.94666666666667 -79.94666666666667
H 2525.202225548 46.0 0.0 163.2697377297949 289.8066666666667 100
E 2525.247620954 24.0 0.0 -61.22155116131778 -89.94000000000001 -89.94000000000001
H 2525.251230672 54.0 0.0 163.2482350216183 299.8 100
E 2525.296744154 22.0 0.0 -40.71396000265545 -109.92666666666668 -100
H 2525.300541542 62.0 0.0 162.2360343680206 269.82 100
E 2525.355428668 18.0 0.0 -68.16108249601889 -159.89333333333335 -100
H 2525.359035922 70.0 0.0 136.76527556910193 209.86 100
E 2525.404430768 15.0 0.0 -61.22186600159562 -229.8466666666667 -100
H 2525.408037896 73.0 0.0 61.22202342294888 119.92000000000002 100
E 2525.453435276 11.0 0.0 -81.62514354793022 -289.8066666666667 -100
H 2525.457044084 76.0 0.0 61.21675899432414 19.986666666666668 19.986666666666668
E 2525.502554276 8.0 0.0 -61.07616197424092 -289.8066666666667 -100
H 2525.506288916 77.0 0.0 20.306699391272236 0 0
E 2525.561239210 4.0 0.0 -68.16059467640474 -269.82 -100
H 2525.564781784 77.0 0.0 0.0 0 0
E 2525.610244404 4.0 0.0 0.0 -259.8266666666667 -100
H 2525.613786012 77.0 0.0 0.0 0 0
E 2525.659243466 3.0 0.0 -20.408553943193724 -289.8066666666667 -100
H 2525.662761078 76.0 0.0 -20.41855339208327 -39.973333333333336 -39.973333333333336
E 2525.708483594 4.0 0.0 20.308639327730805 -329.78000000000003 -100
H 2525.712276362 73.0 0.0 -60.5873531899204 -109.92666666666668 -100
E 2525.767053084 4.0 0.0 0.0 -299.8 -100
H 2525.771053402 68.0 0.0 -85.06723033381289 -239.84000000000003 -100
E 2525.816055758 3.0 0.0 -20.407049623499432 -119.92000000000002 -100
H 2525.820027348 62.0 0.0 -122.51412209979004 -359.76000000000005 -100
E 2525.865058460 4.0 0.0 20.40703796290515 0 0
H 2525.869066492 53.0 0.0 -183.5268576472363 -459.6933333333334 -100
E 2525.914733372 4.0 0.0 0.0 19.986666666666668 19.986666666666668
H 2525.918420944 42.0 0.0 -222.87756330477595 -509.66 -100
E 2525.972865418 6.0 0.0 34.40443159349943 189.87333333333333 100
H 2525.976461472 29.0 0.0 -223.981422084079 -519.6533333333334 -100
E 2526.051667938 11.0 0.0 63.44974754618166 309.79333333333335 100
H 2526.055262382 17.0 0.0 -152.28250536758668 -529.6466666666668 -100
E 2526.100671466 16.0 0.0 102.03346991583837 379.74666666666667 100
H 2526.104546470 8.0 0.0 -182.61472140810844 -509.66 -100
E 2526.149792930 21.0 0.0 101.78849718394379 409.7266666666667 100
H 2526.153569598 1.0 0.0 -142.78974609685582 -459.6933333333334 -100
E 2526.208477234 28.0 0.0 119.28232121477777 399.73333333333335 100
H 2526.212352728 1.0 0.0 0.0 -439.7066666666667 -100
E 2526.257480482 33.0 0.0 102.03405292605515 399.73333333333335 100
H 2526.261353848 1.0 0.0 0.0 -399.73333333333335 -100
E 2526.306480692 38.0 0.0 102.04037901055585 419.72 100
H 2526.310352238 1.0 0.0 0.0 -339.77333333333337 -100
E 2526.355604900 43.0 0.0 101.78281144047247 459.6933333333334 100
H 2526.359375044 1.0 0.0 0.0 -249.83333333333334 -100
E 2526.414385762 49.0 0.0 102.07403899541006 509.66 100
H 2526.418167414 1.0 0.0 0.0 -179.88000000000002 -100
E 2526.463291976 55.0 0.0 122.68379637810762 529.6466666666668 100
H 2526.467170424 1.0 0.0 0.0 -139.90666666666667 -100
E 2526.512294342 60.0 0.0 102.0358894507926 569.62 100
H 2526.515889738 1.0 0.0 0.0 -99.93333333333334 -99.93333333333334
E 2526.561415442 66.0 0.0 122.1471017549771 599.6 100
H 2526.565296228 1.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 2526.620099690 72.0 0.0 102.24208717781501 619.5866666666667 100
H 2526.623691278 1.0 0.0 0.0 -29.980000000000004 -29.980000000000004
E 2526.669102924 76.0 0.0 81.62726566188508 619.5866666666667 100
H 2526.672697508 1.0 0.0 0.0 0 0
E 2526.718106424 81.0 0.0 102.03352821779114 619.5866666666667 100
H 2526.721699482 1.0 0.0 0.0 0 0
E 2526.767227524 85.0 0.0 81.43140116923087 599.6 100
H 2526.771107624 1.0 0.0 0.0 0 0
E 2526.825912346 90.0 0.0 85.20090595141063 609.5933333333334 100
H 2526.829420214 1.0 0.0 0.0 0 0
E 2526.875043302 94.0 0.0 81.41506548373674 629.58 100
H 2526.878827768 1.0 0.0 0.0 0 0
E 2526.924046158 98.0 0.0 81.62789532139296 689.5400000000001 100
H 2526.927833214 1.0 0.0 0.0 0 0
E 2526.973165914 101.0 0.0 61.075221952921225 699.5333333333334 100
H 2526.976933188 1.0 0.0 0.0 0 0
E 2527.051721670 106.0 0.0 63.649059656603164 699.5333333333334 100
H 2527.055629336 1.0 0.0 0.0 0 0
E 2527.100823646 110.0 0.0 81.46311667749498 689.5400000000001 100
H 2527.104723444 2.0 0.0 20.369043063281364 0 0
E 2527.149730392 113.0 0.0 61.34123092160852 689.5400000000001 100
H 2527.153824440 2.0 0.0 0.0 0 0
E 2527.198850834 116.0 0.0 61.07436899692008 679.5466666666667 100
H 2527.202616120 2.0 0.0 0.0 0 0
E 2527.257533374 119.0 0.0 51.122531505908846 659.5600000000001 100
H 2527.261481388 2.0 0.0 0.0 0 0
E 2527.306539156 123.0 0.0 81.62302154506972 669.5533333333334 100
H 2527.310486484 2.0 0.0 0.0 0 0
E 2527.355776876 125.0 0.0 40.619265067272366 669.5533333333334 100
H 2527.359725128 2.0 0.0 0.0 0 0
E 2527.414461250 125.0 0.0 0.0 659.5600000000001 100
H 2527.418640040 2.0 0.0 0.0 0 0
E 2527.473148060 125.0 0.0 0.0 659.5600000000001 100
H 2527.477095234 2.0 0.0 0.0 0 0
E 2527.522150440 125.0 0.0 0.0 659.5600000000001 100
H 2527.526097838 2.0 0.0 0.0 0 0
E 2527.571389770 125.0 0.0 0.0 639.5733333333334 100
H 2527.575337420 3.0 0.0 20.30886452297853 0 0
E 2527.620274970 125.0 0.0 0.0 579.6133333333333 100
H 2527.624218784 3.0 0.0 0.0 0 0
E 2527.678960296 124.0 0.0 -17.040034846275542 379.74666666666667 100
H 2527.682996692 3.0 0.0 0.0 0 0
E 2527.737912896 124.0 0.0 0.0 209.86 100
H 2527.742054432 3.0 0.0 0.0 0 0
E 2527.796566848 124.0 0.0 0.0 229.8466666666667 100
H 2527.800603384 3.0 0.0 0.0 0 0
E 2527.845793032 124.0 0.0 0.0 279.81333333333333 100
H 2527.849823898 3.0 0.0 0.0 0 0
E 2527.904373316 124.0 0.0 0.0 319.7866666666667 100
H 2527.908500628 3.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 2527.953376550 124.0 0.0 0.0 359.76000000000005 100
H 2527.957412358 3.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 2528.032179210 124.0 0.0 0.0 399.73333333333335 100
H 2528.036229242 3.0 0.0 0.0 0 0
E 2528.081988648 124.0 0.0 0.0 399.73333333333335 100
H 2528.085931482 4.0 0.0 20.11981753740366 0 0
E 2528.139984740 124.0 0.0 0.0 359.76000000000005 100
H 2528.144020142 4.0 0.0 0.0 0 0
E 2528.188987456 124.0 0.0 0.0 329.78000000000003 100
H 2528.193127018 5.0 0.0 20.36374702403606 9.993333333333334 9.993333333333334
E 2528.237991110 124.0 0.0 0.0 319.7866666666667 100
H 2528.242131918 8.0 0.0 61.218367959122574 129.91333333333336 100
E 2528.287216412 124.0 0.0 0.0 329.78000000000003 100
H 2528.291248468 13.0 0.0 101.79868089220533 199.86666666666667 100
E 2528.345902354 124.0 0.0 0.0 349.7666666666667 100
H 2528.349936076 21.0 0.0 136.31497811228937 239.84000000000003 100
E 2528.404599916 124.0 0.0 0.0 389.74 100
H 2528.408634660 29.0 0.0 136.28948868678498 249.83333333333334 100
E 2528.463403290 124.0 0.0 0.0 399.73333333333335 100
H 2528.467455002 38.0 0.0 153.00829090786863 239.84000000000003 100
E 2528.522324600 124.0 0.0 0.0 369.7533333333334 100
H 2528.526372140 46.0 0.0 135.783920800315 209.86 100
E 2528.581114380 124.0 0.0 0.0 329.78000000000003 100
H 2528.585061414 54.0 0.0 136.31110856864103 229.8466666666667 100
E 2528.630118692 124.0 0.0 0.0 319.7866666666667 100
H 2528.634065418 60.0 0.0 122.43897457867092 239.84000000000003 100
E 2528.688817318 124.0 0.0 0.0 279.81333333333333 100
H 2528.692764702 67.0 0.0 119.25188048221176 209.86 100
E 2528.737936374 124.0 0.0 0.0 169.88666666666668 100
H 2528.741984180 72.0 0.0 101.58579902058302 219.85333333333335 100
E 2528.796623534 124.0 0.0 0.0 29.980000000000004 29.980000000000004
H 2528.800676842 78.0 0.0 102.22743006633041 199.86666666666667 100
E 2528.845752740 123.0 0.0 -20.354491379286564 0 0
H 2528.849611826 83.0 0.0 102.17638979922874 159.89333333333335 100
E 2528.904429008 120.0 0.0 -51.12799607500665 0 0
H 2528.908384428 88.0 0.0 85.07365387722128 109.92666666666668 100
E 2528.963349856 118.0 0.0 -33.94384276338997 0 0
H 2528.967205218 90.0 0.0 34.00158345372581 59.96000000000001 59.96000000000001
E 2529.042139580 118.0 0.0 0.0 0 0
H 2529.046056850 92.0 0.0 25.364091386245917 9.993333333333334 9.993333333333334
E 2529.091038976 117.0 0.0 -20.450150345310036 0 0
H 2529.094935400 92.0 0.0 0.0 0 0
E 2529.140041076 116.0 0.0 -20.40728866719854 -89.94000000000001 -89.94000000000001
H 2529.144121782 92.0 0.0 0.0 0 0
E 2529.189161518 112.0 0.0 -81.43249199589344 -149.9 -100
H 2529.193118142 92.0 0.0 0.0 0 0
E 2529.247970884 106.0 0.0 -102.02456527098906 -99.93333333333334 -99.93333333333334
H 2529.251739404 92.0 0.0 0.0 0 0
E 2529.296849882 102.0 0.0 -81.8347381016887 0 0
H 2529.300749918 92.0 0.0 0.0 0 0
E 2529.345997470 100.0 0.0 -40.693756934833445 0 0
H 2529.349767992 91.0 0.0 -20.40063834401459 0 0
E 2529.394973852 99.0 0.0 -20.41800474355431 0 0
H 2529.398750450 91.0 0.0 0.0 0 0
E 2529.453658800 98.0 0.0 -17.040144604011815 0 0
H 2529.457533482 91.0 0.0 0.0 0 0
E 2529.512462244 98.0 0.0 0.0 0 0
H 2529.516333804 91.0 0.0 0.0 0 0
E 2529.571265772 98.0 0.0 0.0 0 0
H 2529.575141714 91.0 0.0 0.0 0 0
E 2529.630183904 98.0 0.0 0.0 0 0
H 2529.633953138 91.0 0.0 0.0 0 0
E 2529.689016398 98.0 0.0 0.0 0 0
H 2529.692796104 90.0 0.0 -16.994384681379568 0 0
E 2529.737875348 98.0 0.0 0.0 0 0
H 2529.741894006 90.0 0.0 0.0 0 0
E 2529.786877812 98.0 0.0 0.0 0 0
H 2529.790752942 90.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 2529.845797400 98.0 0.0 0.0 0 0
H 2529.849572976 87.0 0.0 -51.00303070183775 -29.980000000000004 -29.980000000000004
E 2529.904583106 98.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 2529.908362126 84.0 0.0 -51.02982438091263 -49.96666666666667 -49.96666666666667
E 2529.953487682 95.0 0.0 -61.34395276216064 -19.986666666666668 -19.986666666666668
H 2529.957366676 81.0 0.0 -61.21880519249996 -39.973333333333336 -39.973333333333336
E 2530.022490314 93.0 0.0 -28.984401638342273 -9.993333333333334 -9.993333333333334
H 2530.026083890 78.0 0.0 -43.657183191605526 -29.980000000000004 -29.980000000000004
E 2530.071610364 90.0 0.0 -61.07485639767436 0 0
H 2530.075520718 76.0 0.0 -40.45567001173553 -9.993333333333334 -9.993333333333334
E 2530.130294234 87.0 0.0 -51.12137287500592 0 0
H 2530.134312612 74.0 0.0 -34.01829510713156 0 0
E 2530.189100450 87.0 0.0 0.0 0 0
H 2530.192975160 71.0 0.0 -51.13995389355572 -9.993333333333334 -9.993333333333334
E 2530.247903530 85.0 0.0 -34.011823870472604 -49.96666666666667 -49.96666666666667
H 2530.251777596 69.0 0.0 -34.01219636549874 -29.980000000000004 -29.980000000000004
E 2530.307378960 80.0 0.0 -84.06832871991482 -39.973333333333336 -39.973333333333336
H 2530.311056942 66.0 0.0 -50.60784577478314 -89.94000000000001 -89.94000000000001
E 2530.365689324 76.0 0.0 -68.59843989296154 0 0
H 2530.369470850 62.0 0.0 -68.47684287772495 -149.9 -100
E 2530.414512140 73.0 0.0 -61.44668099412869 0 0
H 2530.418534494 57.0 0.0 -101.90845180610235 -159.89333333333335 -100
E 2530.463515164 72.0 0.0 -20.406903867880878 -59.96000000000001 -59.96000000000001
H 2530.467485620 52.0 0.0 -102.1426963706859 -189.87333333333333 -100
E 2530.512637146 68.0 0.0 -81.429939044252 -139.90666666666667 -100
H 2530.516510974 47.0 0.0 -101.988044797895 -199.86666666666667 -100
E 2530.571419716 63.0 0.0 -85.0592275908383 -119.92000000000002 -100
H 2530.575296316 40.0 0.0 -119.07730331876411 -229.8466666666667 -100
E 2530.620322836 59.0 0.0 -81.7943722200519 -59.96000000000001 -59.96000000000001
H 2530.624299564 34.0 0.0 -122.44086351126619 -229.8466666666667 -100
E 2530.669327652 56.0 0.0 -61.21847289460899 -19.986666666666668 -19.986666666666668
H 2530.673397956 28.0 0.0 -122.20359477376722 -239.84000000000003 -100
E 2530.718446876 53.0 0.0 -61.07588344617938 -9.993333333333334 -9.993333333333334
H 2530.722321922 22.0 0.0 -122.63928071552536 -259.8266666666667 -100
E 2530.777130788 50.0 0.0 -51.12133628749618 -9.993333333333334 -9.993333333333334
H 2530.781102952 14.0 0.0 -136.09832968252775 -279.81333333333333 -100
E 2530.835937382 47.0 0.0 -51.01468723040599 0 0
H 2530.839906074 6.0 0.0 -136.04719831038565 -259.8266666666667 -100
E 2530.884940000 45.0 0.0 -40.81414588907719 0 0
H 2530.888901216 2.0 0.0 -81.64074715821198 -219.85333333333335 -100
E 2530.934059406 44.0 0.0 -20.358552381498228 0 0
H 2530.937928124 2.0 0.0 0.0 -199.86666666666667 -100
E 2531.012745684 43.0 0.0 -12.708696171891825 -59.96000000000001 -59.96000000000001
H 2531.016251592 2.0 0.0 0.0 -209.86 -100
E 2531.061847240 40.0 0.0 -61.09786011657417 -159.89333333333335 -100
H 2531.065633736 2.0 0.0 0.0 -189.87333333333333 -100
E 2531.110849900 36.0 0.0 -81.62822181482753 -219.85333333333335 -100
H 2531.114626400 2.0 0.0 0.0 -179.88000000000002 -100
E 2531.159871894 32.0 0.0 -81.59602810158412 -239.84000000000003 -100
H 2531.163746702 2.0 0.0 0.0 -189.87333333333333 -100
E 2531.218558032 27.0 0.0 -85.19899537403437 -219.85333333333335 -100
H 2531.222153246 2.0 0.0 0.0 -219.85333333333335 -100
E 2531.267560804 23.0 0.0 -81.62803524704725 -279.81333333333333 -100
H 2531.271152420 2.0 0.0 0.0 -239.84000000000003 -100
E 2531.316562834 18.0 0.0 -102.03658909665404 -319.7866666666667 -100
H 2531.320158216 2.0 0.0 0.0 -259.8266666666667 -100
E 2531.365681498 14.0 0.0 -81.4354396932874 -349.7666666666667 -100
H 2531.369561500 2.0 0.0 0.0 -269.82 -100
E 2531.424369428 9.0 0.0 -85.19639387533441 -359.76000000000005 -100
H 2531.427873768 2.0 0.0 0.0 -239.84000000000003 -100
E 2531.473372088 4.0 0.0 -102.03527726853441 -349.7666666666667 -100
H 2531.476876344 2.0 0.0 0.0 -219.85333333333335 -100
E 2531.522463508 3.0 0.0 -20.37015836984658 -359.76000000000005 -100
H 2531.526249654 2.0 0.0 0.0 -199.86666666666667 -100
E 2531.571579750 3.0 0.0 0.0 -369.7533333333334 -100
H 2531.575267686 2.0 0.0 0.0 -159.89333333333335 -100
E 2531.630387198 4.0 0.0 17.004648798994676 -369.7533333333334 -100
H 2531.634078452 2.0 0.0 0.0 -119.92000000000002 -100
E 2531.679271628 4.0 0.0 0.0 -299.8 -100
H 2531.683082050 2.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 2531.728275212 4.0 0.0 0.0 -139.90666666666667 -100
H 2531.732179532 2.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 2531.777435624 4.0 0.0 0.0 0 0
H 2531.781123812 3.0 0.0 20.43139668215183 0 0
E 2531.836125318 4.0 0.0 0.0 0 0
H 2531.839910848 3.0 0.0 0.0 0 0
E 2531.885140858 4.0 0.0 0.0 0 0
H 2531.888929930 4.0 0.0 20.400218837191638 0 0
E 2531.934143840 6.0 0.0 40.813842716526736 89.94000000000001 89.94000000000001
H 2531.937934228 4.0 0.0 0.0 0 0
E 2532.003219104 9.0 0.0 43.430887213225546 109.92666666666668 100
H 2532.006631086 4.0 0.0 0.0 49.96666666666667 49.96666666666667
E 2532.061906768 13.0 0.0 68.15742402016 239.84000000000003 100
H 2532.065693488 9.0 0.0 84.65622512320604 149.9 100
E 2532.110908042 16.0 0.0 61.222898000386024 329.78000000000003 100
H 2532.114687720 15.0 0.0 122.46339528283629 229.8466666666667 100
E 2532.159912312 21.0 0.0 102.03192497339931 319.7866666666667 100
H 2532.163692830 22.0 0.0 142.84224645128756 209.86 100
E 2532.209132602 26.0 0.0 101.58412313297272 229.8466666666667 100
H 2532.212810164 28.0 0.0 122.15646720532847 179.88000000000002 100
E 2532.267616286 29.0 0.0 51.29635814338008 139.90666666666667 100
H 2532.271595814 35.0 0.0 119.07667942747838 189.87333333333333 100
E 2532.316619912 32.0 0.0 61.21995951855755 99.93333333333334 99.93333333333334
H 2532.320503260 42.0 0.0 143.12749024029068 229.8466666666667 100
E 2532.365622306 34.0 0.0 40.8143324588353 99.93333333333334 99.93333333333334
H 2532.369502602 49.0 0.0 142.8590612499141 339.77333333333337 100
E 2532.415293788 35.0 0.0 20.13227630306474 109.92666666666668 100
H 2532.419075090 57.0 0.0 161.37983633116465 449.70000000000005 100
E 2532.473427892 37.0 0.0 34.40321364538397 139.90666666666667 100
H 2532.477310022 70.0 0.0 223.2337113409813 529.6466666666668 100
E 2532.522431000 39.0 0.0 40.81373777365418 149.9 100
H 2532.526404438 80.0 0.0 203.68915275367175 539.64 100
E 2532.571434262 40.0 0.0 20.406804755143497 189.87333333333333 100
H 2532.575310554 88.0 0.0 163.5787229552118 499.6666666666667 100
E 2532.620549636 42.0 0.0 40.72044732882381 259.8266666666667 100
H 2532.624329440 97.0 0.0 183.60270366040285 419.72 100
