device_type time pose pose-last_pose vel comanded_vel Nocap_C_vel
H 2308.310076046 14.0 0.0 0.0 0 0
E 2308.355400122 119.0 0.0 40.81439076240022 389.74 100
H 2308.359305086 14.0 0.0 0.0 0 0
E 2308.404517988 121.0 0.0 40.71838137270884 359.76000000000005 100
H 2308.408196488 14.0 0.0 0.0 0 0
E 2308.463204966 122.0 0.0 17.03955518037633 339.77333333333337 100
H 2308.466883732 15.0 0.0 17.0394779485977 0 0
E 2308.512207276 123.0 0.0 20.407201211490847 339.77333333333337 100
H 2308.516009354 15.0 0.0 0.0 0 0
E 2308.561209670 123.0 0.0 0.0 319.7866666666667 100
H 2308.564888296 15.0 0.0 0.0 0 0
E 2308.610327130 123.0 0.0 0.0 249.83333333333334 100
H 2308.614106136 15.0 0.0 0.0 0 0
E 2308.669014514 123.0 0.0 0.0 99.93333333333334 99.93333333333334
H 2308.673002428 15.0 0.0 0.0 0 0
E 2308.718016642 122.0 0.0 -20.40727700652046 0 0
H 2308.721870982 15.0 0.0 0.0 0 0
E 2308.767019022 120.0 0.0 -40.814344119383456 0 0
H 2308.770872676 15.0 0.0 0.0 0 0
E 2308.816136426 117.0 0.0 -61.07814655696222 0 0
H 2308.819991662 16.0 0.0 20.35872646070569 0 0
E 2308.874823936 116.0 0.0 -17.039400717387142 0 0
H 2308.878826186 16.0 0.0 0.0 0 0
E 2308.923826064 113.0 0.0 -61.22183101956138 -19.986666666666668 -19.986666666666668
H 2308.927814678 16.0 0.0 0.0 0 0
E 2308.972828234 110.0 0.0 -61.221778545448686 -59.96000000000001 -59.96000000000001
H 2308.976681538 16.0 0.0 0.0 0 0
E 2309.041945988 105.0 0.0 -72.34031360476762 -89.94000000000001 -89.94000000000001
H 2309.045712212 16.0 0.0 0.0 0 0
E 2309.100633372 99.0 0.0 -102.23662380277906 -49.96666666666667 -49.96666666666667
H 2309.104398868 16.0 0.0 0.0 0 0
E 2309.149635500 95.0 0.0 -81.62910802608184 -39.973333333333336 -39.973333333333336
H 2309.153504344 16.0 0.0 0.0 0 0
E 2309.198637740 91.0 0.0 -81.628921453493 -29.980000000000004 -29.980000000000004
H 2309.202534304 16.0 0.0 0.0 0 0
E 2309.247755326 87.0 0.0 -81.43722698392126 -19.986666666666668 -19.986666666666668
H 2309.251523706 16.0 0.0 0.0 0 0
E 2309.306442906 83.0 0.0 -68.15752157444763 -29.980000000000004 -29.980000000000004
H 2309.310209228 16.0 0.0 0.0 0 0
E 2309.355445146 79.0 0.0 -81.628921453493 -39.973333333333336 -39.973333333333336
H 2309.359346316 16.0 0.0 0.0 0 0
E 2309.404447260 76.0 0.0 -61.22184851057351 -49.96666666666667 -49.96666666666667
H 2309.408312632 16.0 0.0 0.0 0 0
E 2309.453564958 72.0 0.0 -81.43704128818628 -59.96000000000001 -59.96000000000001
H 2309.457242156 16.0 0.0 0.0 0 0
E 2309.512252174 68.0 0.0 -68.157944312569 -49.96666666666667 -49.96666666666667
H 2309.515931556 16.0 0.0 0.0 0 0
E 2309.561254372 65.0 0.0 -61.22174356351439 -39.973333333333336 -39.973333333333336
H 2309.565067972 16.0 0.0 0.0 0 0
E 2309.610256738 61.0 0.0 -81.62871156063407 -39.973333333333336 -39.973333333333336
H 2309.614035772 16.0 0.0 0.0 0 0
E 2309.659374254 58.0 0.0 -61.07800728356337 -29.980000000000004 -29.980000000000004
H 2309.663053006 16.0 0.0 0.0 0 0
E 2309.718061358 55.0 0.0 -51.118555790382366 -59.96000000000001 -59.96000000000001
H 2309.721651854 16.0 0.0 0.0 0 0
E 2309.767063808 52.0 0.0 -61.22142872449584 -109.92666666666668 -100
H 2309.770663404 16.0 0.0 0.0 0 0
E 2309.816065922 48.0 0.0 -81.62913134743134 -119.92000000000002 -100
H 2309.819662340 16.0 0.0 0.0 0 0
E 2309.865736956 45.0 0.0 -60.397373648013065 -99.93333333333334 -99.93333333333334
H 2309.869337896 16.0 0.0 0.0 0 0
E 2309.923871060 40.0 0.0 -86.00803411413271 -99.93333333333334 -99.93333333333334
H 2309.927600856 16.0 0.0 0.0 0 0
E 2309.972873314 37.0 0.0 -61.22167359862944 -149.9 -100
H 2309.976605028 16.0 0.0 0.0 0 0
E 2310.041875414 34.0 0.0 -43.4769376583975 -229.8466666666667 -100
H 2310.045606008 16.0 0.0 0.0 0 0
E 2310.090993000 29.0 0.0 -101.79653373084405 -339.77333333333337 -100
H 2310.094589978 16.0 0.0 0.0 0 0
E 2310.149680552 23.0 0.0 -102.23633113838022 -409.7266666666667 -100
H 2310.153270194 16.0 0.0 0.0 0 0
E 2310.198682540 18.0 0.0 -102.03667655306135 -409.7266666666667 -100
H 2310.202272350 16.0 0.0 0.0 0 0
E 2310.247684976 13.0 0.0 -102.03574369213015 -379.74666666666667 -100
H 2310.251274450 16.0 0.0 0.0 0 0
E 2310.296802114 8.0 0.0 -101.79746222198983 -359.76000000000005 -100
H 2310.300434736 16.0 0.0 0.0 0 0
E 2310.355489820 4.0 0.0 -68.1573752431209 -309.79333333333335 -100
H 2310.359334276 16.0 0.0 0.0 0 0
E 2310.404492032 4.0 0.0 0.0 -219.85333333333335 -100
H 2310.408218734 16.0 0.0 0.0 0 0
E 2310.453494356 4.0 0.0 0.0 -89.94000000000001 -89.94000000000001
H 2310.457084950 16.0 0.0 0.0 0 0
E 2310.502611564 4.0 0.0 0.0 0 0
H 2310.506201178 16.0 0.0 0.0 0 0
E 2310.561299046 4.0 0.0 0.0 0 0
H 2310.564886882 16.0 0.0 0.0 0 0
E 2310.610301272 4.0 0.0 0.0 0 0
H 2310.614022598 16.0 0.0 0.0 0 0
E 2310.659303750 5.0 0.0 20.407131247464392 9.993333333333334 9.993333333333334
H 2310.663023340 16.0 0.0 0.0 0 0
E 2310.708421168 7.0 0.0 40.71875276530979 99.93333333333334 99.93333333333334
H 2310.712011202 16.0 0.0 0.0 0 0
E 2310.767108678 10.0 0.0 51.11820215216142 189.87333333333333 100
H 2310.770787850 16.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 2310.816110778 13.0 0.0 61.22186600159562 229.8466666666667 100
H 2310.819789488 14.0 0.0 -40.81496214478809 -39.973333333333336 -39.973333333333336
E 2310.865113046 17.0 0.0 81.6288748110472 249.83333333333334 100
H 2310.868892430 13.0 0.0 -20.36537851439115 -59.96000000000001 -59.96000000000001
E 2310.914230912 22.0 0.0 101.79595343082964 209.86 100
H 2310.918004304 11.0 0.0 -40.72334930642594 -39.973333333333336 -39.973333333333336
E 2310.972918016 27.0 0.0 85.19759298397061 129.91333333333336 100
H 2310.976596558 9.0 0.0 -34.13420483880437 -19.986666666666668 -19.986666666666668
E 2311.041920158 29.0 0.0 28.984607463517307 119.92000000000002 100
H 2311.045606904 8.0 0.0 -14.49058087606106 0 0
E 2311.090922440 31.0 0.0 40.814425744164616 149.9 100
H 2311.094510864 8.0 0.0 0.0 0 0
E 2311.140039858 34.0 0.0 61.07812914796468 219.85333333333335 100
H 2311.143725008 8.0 0.0 0.0 0 0
E 2311.198727438 38.0 0.0 68.15752157444763 309.79333333333335 100
H 2311.202319376 8.0 0.0 0.0 0 0
E 2311.247729608 42.0 0.0 81.62903806059825 359.76000000000005 100
H 2311.251319558 8.0 0.0 0.0 0 0
E 2311.296731918 47.0 0.0 102.03600605745423 389.74 100
H 2311.300420904 8.0 0.0 0.0 0 0
E 2311.345848748 52.0 0.0 101.79810056959558 399.73333333333335 100
H 2311.349439608 9.0 0.0 20.400376150299365 0 0
E 2311.404536958 58.0 0.0 102.23518488693807 399.73333333333335 100
H 2311.408226336 10.0 0.0 17.010642266032047 79.94666666666667 79.94666666666667
E 2311.453538988 62.0 0.0 81.6292712765657 409.7266666666667 100
H 2311.457129428 13.0 0.0 61.3458142894345 239.84000000000003 100
E 2311.502541186 66.0 0.0 81.62899141801918 389.74 100
H 2311.506320122 20.0 0.0 142.30333891982332 349.7666666666667 100
E 2311.551658226 71.0 0.0 101.79766533150905 359.76000000000005 100
H 2311.555336516 29.0 0.0 183.6120380463934 439.7066666666667 100
E 2311.610346156 74.0 0.0 51.11783632520064 349.7666666666667 100
H 2311.614121704 43.0 0.0 238.1552305318749 489.67333333333335 100
E 2311.659348354 78.0 0.0 81.62899141801918 359.76000000000005 100
H 2311.663027428 54.0 0.0 224.92254689777954 519.6533333333334 100
E 2311.708350790 81.0 0.0 61.22144621527809 369.7533333333334 100
H 2311.712028408 65.0 0.0 224.48530621190653 519.6533333333334 100
E 2311.757467984 85.0 0.0 81.43787692792476 369.7533333333334 100
H 2311.761248236 75.0 0.0 203.1701532972626 519.6533333333334 100
E 2311.816155648 89.0 0.0 68.15742402016 419.72 100
H 2311.819834764 86.0 0.0 187.75647534539226 529.6466666666668 100
E 2311.865157720 93.0 0.0 81.62920131231732 489.67333333333335 100
H 2311.868837144 94.0 0.0 163.25737647904887 519.6533333333334 100
E 2311.914160156 97.0 0.0 81.62859495370412 549.6333333333333 100
H 2311.917935998 98.0 0.0 81.46829659197817 479.68000000000006 100
E 2311.963830546 103.0 0.0 120.79631345794829 619.5866666666667 100
H 2311.967773408 98.0 0.0 0.0 419.72 100
E 2312.041965070 108.0 0.0 63.99219889001997 619.5866666666667 100
H 2312.045730538 98.0 0.0 0.0 289.8066666666667 100
E 2312.090967310 112.0 0.0 81.628921453493 569.62 100
H 2312.094740352 97.0 0.0 -20.404076620298525 199.86666666666667 100
E 2312.139969340 116.0 0.0 81.62927127732324 559.6266666666667 100
H 2312.143735816 97.0 0.0 0.0 89.94000000000001 89.94000000000001
E 2312.189087248 119.0 0.0 61.077519832517446 559.6266666666667 100
H 2312.192941966 97.0 0.0 0.0 0 0
E 2312.247774422 121.0 0.0 34.078996545211304 539.64 100
H 2312.251638870 96.0 0.0 -17.03667368894363 0 0
E 2312.296776508 122.0 0.0 20.40729449754258 489.67333333333335 100
H 2312.300544118 96.0 0.0 0.0 0 0
E 2312.345778748 122.0 0.0 0.0 479.68000000000006 100
H 2312.349674668 96.0 0.0 0.0 0 0
E 2312.394895718 122.0 0.0 0.0 489.67333333333335 100
H 2312.398663146 95.0 0.0 -20.412963227631252 0 0
E 2312.453583746 122.0 0.0 0.0 429.71333333333337 100
H 2312.457350810 95.0 0.0 0.0 0 0
E 2312.502585930 122.0 0.0 0.0 319.7866666666667 100
H 2312.506597700 95.0 0.0 0.0 0 0
E 2312.551588380 122.0 0.0 0.0 219.85333333333335 100
H 2312.555355248 95.0 0.0 0.0 0 0
E 2312.600705616 122.0 0.0 0.0 99.93333333333334 99.93333333333334
H 2312.604470496 94.0 0.0 -20.360275896436224 -39.973333333333336 -39.973333333333336
E 2312.659393280 121.0 0.0 -17.03935600504 0 0
H 2312.663349554 90.0 0.0 -67.93586949030072 -89.94000000000001 -89.94000000000001
E 2312.708395548 119.0 0.0 -40.81443740514484 0 0
H 2312.712250574 85.0 0.0 -102.24735598582454 -109.92666666666668 -100
E 2312.757397774 118.0 0.0 -20.407236193873356 0 0
H 2312.761400346 81.0 0.0 -81.38389736584956 -109.92666666666668 -100
E 2312.806514380 117.0 0.0 -20.35971296546851 0 0
H 2312.810368622 77.0 0.0 -81.6855386122555 -129.91333333333336 -100
E 2312.865202604 117.0 0.0 0.0 0 0
H 2312.869058050 72.0 0.0 -85.1942193064436 -139.90666666666667 -100
E 2312.914204886 117.0 0.0 0.0 0 0
H 2312.918161328 67.0 0.0 -101.82619579882946 -149.9 -100
E 2312.963207140 117.0 0.0 0.0 0 0
H 2312.967062390 62.0 0.0 -102.24726816789466 -139.90666666666667 -100
E 2313.032323606 116.0 0.0 -14.46833233637473 0 0
H 2313.036236676 58.0 0.0 -57.82495535993525 -139.90666666666667 -100
E 2313.091011928 116.0 0.0 0.0 -79.94666666666667 -79.94666666666667
H 2313.094775702 52.0 0.0 -102.49572652638476 -129.91333333333336 -100
E 2313.140014224 112.0 0.0 -81.62882816789717 -189.87333333333333 -100
H 2313.143868564 48.0 0.0 -81.47824015608148 -109.92666666666668 -100
E 2313.189016604 107.0 0.0 -102.03586029940556 -239.84000000000003 -100
H 2313.192972654 44.0 0.0 -81.45960957609782 -89.94000000000001 -89.94000000000001
E 2313.238133210 101.0 0.0 -122.15827779281106 -209.86 -100
H 2313.241988418 40.0 0.0 -81.60639911731391 -89.94000000000001 -89.94000000000001
E 2313.296821448 95.0 0.0 -102.23513610973869 -189.87333333333333 -100
H 2313.300690432 35.0 0.0 -85.17595324736037 -99.93333333333334 -99.93333333333334
E 2313.345823660 90.0 0.0 -102.03621012093706 -209.86 -100
H 2313.349587644 32.0 0.0 -61.353191261506105 -99.93333333333334 -99.93333333333334
E 2313.394825816 85.0 0.0 -102.03632672833162 -209.86 -100
H 2313.398505408 28.0 0.0 -81.76988629370867 -99.93333333333334 -99.93333333333334
E 2313.443942492 80.0 0.0 -101.7984197459294 -199.86666666666667 -100
H 2313.447620054 25.0 0.0 -61.08157635923237 -79.94666666666667 -79.94666666666667
E 2313.502630856 74.0 0.0 -102.23491661846263 -199.86666666666667 -100
H 2313.506306906 22.0 0.0 -51.11877529195076 -79.94666666666667 -79.94666666666667
E 2313.551633180 69.0 0.0 -102.03597690600057 -219.85333333333335 -100
H 2313.555413936 19.0 0.0 -61.091049489299046 -89.94000000000001 -89.94000000000001
E 2313.600635350 63.0 0.0 -122.44355709089737 -229.8466666666667 -100
H 2313.604414552 16.0 0.0 -61.223720126506095 -79.94666666666667 -79.94666666666667
E 2313.649751956 58.0 0.0 -101.79856482828507 -279.81333333333333 -100
H 2313.653519538 13.0 0.0 -61.09359241009961 -69.95333333333333 -69.95333333333333
E 2313.708440152 51.0 0.0 -119.27441081963268 -339.77333333333337 -100
H 2313.712118232 10.0 0.0 -51.195680231361955 -49.96666666666667 -49.96666666666667
E 2313.757442490 46.0 0.0 -102.03594775456355 -349.7666666666667 -100
H 2313.761220670 8.0 0.0 -40.73117509980993 -39.973333333333336 -39.973333333333336
E 2313.806444884 39.0 0.0 -142.85016360592357 -369.7533333333334 -100
H 2313.810123440 5.0 0.0 -61.34621822030753 -69.95333333333333 -69.95333333333333
E 2313.855561938 33.0 0.0 -122.15716357929973 -399.73333333333335 -100
H 2313.859339628 4.0 0.0 -20.318517964165 -89.94000000000001 -89.94000000000001
E 2313.914249644 26.0 0.0 -119.27540667546158 -439.7066666666667 -100
H 2313.917929236 3.0 0.0 -17.067873196855686 -149.9 -100
E 2313.963251968 21.0 0.0 -102.03597690600057 -489.67333333333335 -100
H 2313.966928788 3.0 0.0 0.0 -189.87333333333333 -100
E 2314.032254138 15.0 0.0 -86.95378710527955 -559.6266666666667 -100
H 2314.035933044 3.0 0.0 0.0 -219.85333333333335 -100
E 2314.081924542 8.0 0.0 -140.92899264605327 -599.6 -100
H 2314.085609034 3.0 0.0 0.0 -239.84000000000003 -100
E 2314.140059080 4.0 0.0 -68.80591362045139 -579.6133333333333 -100
H 2314.143735508 3.0 0.0 0.0 -249.83333333333334 -100
E 2314.189061334 4.0 0.0 0.0 -579.6133333333333 -100
H 2314.192739498 3.0 0.0 0.0 -239.84000000000003 -100
E 2314.238063406 4.0 0.0 0.0 -589.6066666666667 -100
H 2314.241830554 3.0 0.0 0.0 -219.85333333333335 -100
E 2314.287180824 4.0 0.0 0.0 -579.6133333333333 -100
H 2314.290978002 3.0 0.0 0.0 -159.89333333333335 -100
E 2314.345868544 4.0 0.0 0.0 -579.6133333333333 -100
H 2314.349547716 4.0 0.0 17.07367053218374 -29.980000000000004 -29.980000000000004
E 2314.394870826 4.0 0.0 0.0 -569.62 -100
H 2314.398549382 4.0 0.0 0.0 0 0
E 2314.443873010 4.0 0.0 0.0 -559.6266666666667 -100
H 2314.447678196 4.0 0.0 0.0 0 0
E 2314.492990134 4.0 0.0 0.0 -559.6266666666667 -100
H 2314.496787410 5.0 0.0 20.36277754329661 0 0
E 2314.551677910 4.0 0.0 0.0 -569.62 -100
H 2314.555356704 6.0 0.0 17.07379296725468 19.986666666666668 19.986666666666668
E 2314.600680066 4.0 0.0 0.0 -579.6133333333333 -100
H 2314.604356886 9.0 0.0 61.224262391674586 119.92000000000002 100
E 2314.649682250 4.0 0.0 0.0 -509.66 -100
H 2314.653374666 14.0 0.0 102.00380351738244 169.88666666666668 100
E 2314.698799416 4.0 0.0 0.0 -449.70000000000005 -100
H 2314.702505090 20.0 0.0 122.12392060787478 219.85333333333335 100
E 2314.757487262 4.0 0.0 0.0 -379.74666666666667 -100
H 2314.761076134 29.0 0.0 153.6595454914064 239.84000000000003 100
E 2314.806489530 4.0 0.0 0.0 -329.78000000000003 -100
H 2314.810079606 36.0 0.0 142.84702112640917 249.83333333333334 100
E 2314.855491630 4.0 0.0 0.0 -279.81333333333333 -100
H 2314.859183934 44.0 0.0 162.91842951082995 269.82 100
E 2314.904608922 4.0 0.0 0.0 -229.8466666666667 -100
H 2314.908196310 52.0 0.0 163.22408038307535 309.79333333333335 100
E 2314.963296698 4.0 0.0 0.0 -129.91333333333336 -100
H 2314.966888818 62.0 0.0 170.37949715919535 359.76000000000005 100
E 2315.032303068 4.0 0.0 0.0 -49.96666666666667 -49.96666666666667
H 2315.035899332 70.0 0.0 115.92436480010494 379.74666666666667 100
E 2315.081301150 4.0 0.0 0.0 0 0
H 2315.085080814 78.0 0.0 162.66284940412896 349.7666666666667 100
E 2315.130418288 5.0 0.0 20.359492444397965 0 0
H 2315.134008938 84.0 0.0 122.62885860847432 279.81333333333333 100
E 2315.189106302 6.0 0.0 17.039254386785863 0 0
H 2315.192797584 91.0 0.0 119.07061101598462 159.89333333333335 100
E 2315.238108108 7.0 0.0 20.407411106448627 39.973333333333336 39.973333333333336
H 2315.241698128 94.0 0.0 61.34901075955336 69.95333333333333 69.95333333333333
E 2315.287110488 9.0 0.0 40.814344119383456 149.9 100
H 2315.290802834 95.0 0.0 20.364646924072936 0 0
E 2315.336227682 12.0 0.0 61.07840769594357 199.86666666666667 100
H 2315.339906630 95.0 0.0 0.0 0 0
E 2315.394915500 17.0 0.0 85.1965564639774 269.82 100
H 2315.398593888 94.0 0.0 -17.0394738836963 0 0
E 2315.443917698 21.0 0.0 81.62899141801918 349.7666666666667 100
H 2315.447689046 93.0 0.0 -20.368607429677652 -9.993333333333334 -9.993333333333334
E 2315.492919868 26.0 0.0 102.03629757574781 369.7533333333334 100
H 2315.496599166 92.0 0.0 -20.445666459180696 -89.94000000000001 -89.94000000000001
E 2315.542035900 32.0 0.0 122.15970540992058 379.74666666666667 100
H 2315.545713588 87.0 0.0 -101.80309156442395 -139.90666666666667 -100
E 2315.600724978 38.0 0.0 102.23367284787803 419.72 100
H 2315.604503424 81.0 0.0 -102.0584578600303 -179.88000000000002 -100
E 2315.649727316 44.0 0.0 122.44313730547626 479.68000000000006 100
H 2315.653405942 76.0 0.0 -102.24422390688221 -209.86 -100
E 2315.698729332 50.0 0.0 122.44394189814902 539.64 100
H 2315.702595208 70.0 0.0 -121.97783150554802 -219.85333333333335 -100
E 2315.747844944 56.0 0.0 122.16075002753921 559.6266666666667 100
H 2315.751709098 64.0 0.0 -122.16503315007314 -219.85333333333335 -100
E 2315.806534288 63.0 0.0 119.27207773876206 569.62 100
H 2315.810301002 57.0 0.0 -119.47043059061225 -219.85333333333335 -100
E 2315.855536458 69.0 0.0 122.44355709089737 569.62 100
H 2315.859402166 52.0 0.0 -101.83057982056886 -209.86 -100
E 2315.904538684 75.0 0.0 122.44341716324014 579.6133333333333 100
H 2315.908305104 46.0 0.0 -122.692014945806 -219.85333333333335 -100
E 2315.953654352 80.0 0.0 101.80050895365336 589.6066666666667 100
H 2315.957421934 40.0 0.0 -122.15772068351468 -219.85333333333335 -100
E 2316.032343892 86.0 0.0 76.24901606985156 599.6 100
H 2316.036217398 34.0 0.0 -76.14651523595775 -219.85333333333335 -100
E 2316.081345964 91.0 0.0 102.03650164039665 599.6 100
H 2316.085024310 28.0 0.0 -122.93340746568873 -209.86 -100
E 2316.130348288 95.0 0.0 81.62878152480044 599.6 100
H 2316.134114568 23.0 0.0 -101.85320272715221 -219.85333333333335 -100
E 2316.180017054 99.0 0.0 80.53350872426084 599.6 100
H 2316.183878324 18.0 0.0 -100.4747310468773 -209.86 -100
E 2316.238153090 104.0 0.0 86.00517586002388 599.6 100
H 2316.242103190 13.0 0.0 -85.87396319667923 -209.86 -100
E 2316.287155330 107.0 0.0 61.221691090119755 609.5933333333334 100
H 2316.291009950 8.0 0.0 -102.23535560290782 -229.8466666666667 -100
E 2316.336157612 111.0 0.0 81.62885148908676 619.5866666666667 100
H 2316.340013506 4.0 0.0 -81.62672929267674 -219.85333333333335 -100
E 2316.385273168 114.0 0.0 61.08044465607153 629.58 100
H 2316.389129580 3.0 0.0 -20.3599334915047 -199.86666666666667 -100
E 2316.443962470 118.0 0.0 68.15552176789475 639.5733333333334 100
H 2316.447914950 3.0 0.0 0.0 -179.88000000000002 -100
E 2316.492964682 121.0 0.0 61.221726071994084 579.6133333333333 100
H 2316.496729282 3.0 0.0 0.0 -169.88666666666668 -100
E 2316.541967034 124.0 0.0 61.22155116131778 489.67333333333335 100
H 2316.545734434 3.0 0.0 0.0 -119.92000000000002 -100
E 2316.591082618 125.0 0.0 20.36013661163357 419.72 100
H 2316.594938120 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 2316.649771794 125.0 0.0 0.0 399.73333333333335 100
H 2316.653451778 4.0 0.0 17.0900270838556 -9.993333333333334 -9.993333333333334
E 2316.698774034 125.0 0.0 0.0 399.73333333333335 100
H 2316.702453192 4.0 0.0 0.0 0 0
E 2316.747776442 125.0 0.0 0.0 349.7666666666667 100
H 2316.751455712 4.0 0.0 0.0 0 0
E 2316.796896184 125.0 0.0 0.0 259.8266666666667 100
H 2316.800572976 4.0 0.0 0.0 0 0
E 2316.855581328 125.0 0.0 0.0 149.9 100
H 2316.859689012 5.0 0.0 16.915883872739474 0 0
E 2316.904583694 124.0 0.0 -20.40717789015852 59.96000000000001 59.96000000000001
H 2316.908436382 6.0 0.0 20.51392721289334 69.95333333333333 69.95333333333333
E 2316.953589966 124.0 0.0 0.0 0 0
H 2316.957445426 9.0 0.0 61.21319158991008 189.87333333333333 100
E 2317.022702302 122.0 0.0 -28.938393863488162 0 0
H 2317.026467966 16.0 0.0 101.41614608810929 289.8066666666667 100
E 2317.081390764 120.0 0.0 -34.078248634441735 0 0
H 2317.085157072 26.0 0.0 170.38937345485598 369.7533333333334 100
E 2317.130393074 119.0 0.0 -20.407201211490847 0 0
H 2317.134394078 35.0 0.0 182.7893434475407 429.71333333333337 100
E 2317.179395034 119.0 0.0 0.0 0 0
H 2317.183251068 46.0 0.0 225.1469032358607 459.6933333333334 100
E 2317.228511556 118.0 0.0 -20.359747785229946 -89.94000000000001 -89.94000000000001
H 2317.232367422 57.0 0.0 223.95799166999063 489.67333333333335 100
E 2317.287200004 113.0 0.0 -85.19564190845715 -169.88666666666668 -100
H 2317.291152232 70.0 0.0 221.1455646453683 519.6533333333334 100
E 2317.336202202 107.0 0.0 -122.44348712702877 -159.89333333333335 -100
H 2317.340057284 80.0 0.0 204.47785230855345 529.6466666666668 100
E 2317.385204680 103.0 0.0 -81.62852499061508 -119.92000000000002 -100
H 2317.389160828 89.0 0.0 183.28615954892666 509.66 100
E 2317.434320852 98.0 0.0 -101.7994643390723 -109.92666666666668 -100
H 2317.438088546 97.0 0.0 163.50650157047394 459.6933333333334 100
E 2317.493009552 93.0 0.0 -85.19527609240693 -109.92666666666668 -100
H 2317.496774600 97.0 0.0 0.0 399.73333333333335 100
E 2317.542011946 89.0 0.0 -81.6286649176706 -89.94000000000001 -89.94000000000001
H 2317.545779360 97.0 0.0 0.0 339.77333333333337 100
E 2317.591014088 85.0 0.0 -81.62908470398814 -69.95333333333333 -69.95333333333333
H 2317.594780984 97.0 0.0 0.0 279.81333333333333 100
E 2317.640130148 81.0 0.0 -81.43975717928586 -69.95333333333333 -69.95333333333333
H 2317.643997760 96.0 0.0 -20.318275215806747 199.86666666666667 100
E 2317.698818890 76.0 0.0 -85.19521512326062 -59.96000000000001 -59.96000000000001
H 2317.702709280 96.0 0.0 0.0 129.91333333333336 100
E 2317.747821116 73.0 0.0 -61.22170858105192 -49.96666666666667 -49.96666666666667
H 2317.751589370 96.0 0.0 0.0 59.96000000000001 59.96000000000001
E 2317.796823552 69.0 0.0 -81.62859495370412 -29.980000000000004 -29.980000000000004
H 2317.800591526 96.0 0.0 0.0 0 0
E 2317.845940270 66.0 0.0 -61.0789996190466 0 0
H 2317.849834524 96.0 0.0 0.0 0 0
E 2317.904628340 65.0 0.0 -17.03923812801465 0 0
H 2317.908450844 96.0 0.0 0.0 0 0
E 2317.953630538 64.0 0.0 -20.407247854315415 0 0
H 2317.957309724 95.0 0.0 -20.467108537938028 0 0
E 2318.022632750 63.0 0.0 -14.492289029857305 -29.980000000000004 -29.980000000000004
H 2318.026319860 95.0 0.0 0.0 0 0
E 2318.071753864 61.0 0.0 -40.715688980363545 -59.96000000000001 -59.96000000000001
H 2318.075344556 95.0 0.0 0.0 0 0
E 2318.130437748 57.0 0.0 -68.16181423853256 -39.973333333333336 -39.973333333333336
H 2318.134359428 95.0 0.0 0.0 0 0
E 2318.179439988 54.0 0.0 -61.221691090119755 -49.96666666666667 -49.96666666666667
H 2318.183117718 95.0 0.0 0.0 0 0
E 2318.228442102 51.0 0.0 -61.22184851057351 -59.96000000000001 -59.96000000000001
H 2318.232131088 94.0 0.0 -20.402596271175916 -39.973333333333336 -39.973333333333336
E 2318.278111876 48.0 0.0 -60.398905781216804 -79.94666666666667 -79.94666666666667
H 2318.281703198 91.0 0.0 -60.51790008578446 -109.92666666666668 -100
E 2318.336247156 45.0 0.0 -51.60377657079548 -79.94666666666667 -79.94666666666667
H 2318.339936618 86.0 0.0 -85.86134903245801 -169.88666666666668 -100
E 2318.385249298 41.0 0.0 -81.62908470398814 -69.95333333333333 -69.95333333333333
H 2318.389036732 81.0 0.0 -101.83275745575209 -229.8466666666667 -100
E 2318.434251580 39.0 0.0 -40.81442574454338 -69.95333333333333 -69.95333333333333
H 2318.438136482 75.0 0.0 -122.20021486847268 -239.84000000000003 -100
E 2318.483367892 36.0 0.0 -61.079504503484486 -69.95333333333333 -69.95333333333333
H 2318.486959802 68.0 0.0 -143.37410893025628 -249.83333333333334 -100
E 2318.542056382 33.0 0.0 -51.11734856366844 -69.95333333333333 -69.95333333333333
H 2318.545744990 60.0 0.0 -136.08870316107138 -319.7866666666667 -100
E 2318.591058636 30.0 0.0 -61.22167359862944 -59.96000000000001 -59.96000000000001
H 2318.594746530 52.0 0.0 -163.260175088165 -369.7533333333334 -100
E 2318.640061058 28.0 0.0 -40.81430913775898 -69.95333333333333 -69.95333333333333
H 2318.643843382 43.0 0.0 -183.31114182296054 -389.74 -100
E 2318.689175634 26.0 0.0 -40.721108943140436 -69.95333333333333 -69.95333333333333
H 2318.692768202 34.0 0.0 -183.9557100051576 -419.72 -100
E 2318.747865944 23.0 0.0 -51.11576340307159 -69.95333333333333 -69.95333333333333
H 2318.751553012 23.0 0.0 -187.1231700845424 -449.70000000000005 -100
E 2318.796872482 21.0 0.0 -40.81088119307106 -69.95333333333333 -69.95333333333333
H 2318.800561356 13.0 0.0 -204.04688638344047 -439.7066666666667 -100
E 2318.845870424 19.0 0.0 -40.818040888021976 -79.94666666666667 -79.94666666666667
H 2318.849656514 4.0 0.0 -183.3174668670989 -439.7066666666667 -100
E 2318.894985112 17.0 0.0 -40.721016083892195 -109.92666666666668 -100
H 2318.898575496 1.0 0.0 -61.32588777088696 -459.6933333333334 -100
E 2318.953675408 15.0 0.0 -34.07718373074098 -109.92666666666668 -100
H 2318.957356106 1.0 0.0 0.0 -459.6933333333334 -100
E 2319.022677578 13.0 0.0 -28.984595701759847 -79.94666666666667 -79.94666666666667
