device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3603.253363642 0.0 100.0 100.0 10 10
H 3603.257417818 0.0 100.0 100.0 10 10
E 3603.312166288 0.0 100.0 100.0 10 10
H 3603.316105594 0.0 100.0 100.0 10 10
E 3603.371082446 0.0 100.0 100.0 10 10
H 3603.375425988 0.0 100.0 100.0 10 10
E 3603.429771874 0.0 100.0 100.0 10 10
H 3603.433711614 0.0 100.0 100.0 10 10
E 3603.478774044 0.0 100.0 100.0 10 10
H 3603.482828696 0.0 100.0 100.0 10 10
E 3603.537576676 0.0 100.0 100.0 10 10
H 3603.541514806 0.0 100.0 100.0 10 10
E 3603.586692344 0.0 100.0 100.0 10 10
H 3603.590943290 0.0 100.0 100.0 10 10
E 3603.645381590 0.0 100.0 100.0 10 10
H 3603.649323626 0.0 100.0 100.0 10 10
E 3603.704184376 0.0 100.0 100.0 10 10
H 3603.708125810 0.0 100.0 100.0 10 10
E 3603.753186616 0.0 100.0 100.0 10 10
H 3603.757240414 0.0 100.0 100.0 10 10
E 3603.812102606 0.0 100.0 100.0 10 10
H 3603.816339552 0.0 100.0 100.0 10 10
E 3603.870792034 0.0 100.0 100.0 10 10
H 3603.874732306 0.0 100.0 100.0 10 10
E 3603.919794330 0.0 100.0 100.0 10 10
H 3603.923736842 0.0 100.0 100.0 10 10
E 3603.978596948 0.0 100.0 100.0 10 10
H 3604.002541462 0.0 100.0 100.0 10 10
E 3604.047712434 0.0 100.0 100.0 10 10
H 3604.051986424 0.0 100.0 100.0 10 10
E 3604.106401834 0.0 100.0 100.0 10 10
H 3604.110339586 0.0 100.0 100.0 10 10
E 3604.155403948 0.0 100.0 100.0 10 10
H 3604.159347258 0.0 100.0 100.0 10 10
E 3604.204406174 0.0 100.0 100.0 10 10
H 3604.208347328 0.0 100.0 100.0 10 10
E 3604.263322332 0.0 100.0 100.0 10 10
E 3604.576823296 0.0 100.0 100.0 10 15
H 3604.580766732 100.0 3.0 3.0 10 15
E 3604.635625984 0.0 100.0 100.0 10 15
H 3604.639567992 0.0 100.0 100.0 10 15
