device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 9732.041013098 0.0 14.0 14.0 50 50 1732 1757
H 9732.044511418 98.0 100.0 14.0 50 50 1732 1757
E 9732.090129676 0.0 14.0 14.0 50 50 1731 1757
H 9732.094032694 98.0 91.0 13.0 50 50 1731 1757
E 9732.148817984 0.0 15.0 14.0 50 50 1731 1757
H 9732.152409628 98.0 98.0 13.0 50 50 1731 1757
E 9732.197820420 0.0 15.0 14.0 50 50 1731 1757
H 9732.201411546 98.0 100.0 14.0 50 50 1732 1757
E 9732.246822758 0.0 15.0 15.0 50 50 1732 1757
H 9732.250618718 98.0 100.0 14.0 50 50 1732 1757
E 9732.295939098 0.0 15.0 15.0 50 50 1731 1757
H 9732.299725930 98.0 100.0 14.0 50 50 1732 1757
E 9732.354627812 0.0 14.0 15.0 50 50 1731 1758
H 9732.358219428 98.0 99.0 14.0 50 50 1731 1757
E 9732.403629716 0.0 14.0 15.0 50 50 1732 1757
H 9732.407424584 98.0 100.0 14.0 50 50 1732 1757
E 9732.452632194 0.0 14.0 15.0 50 50 1731 1757
H 9732.456223810 98.0 100.0 14.0 50 50 1731 1757
E 9732.501748674 0.0 14.0 15.0 50 50 1731 1757
H 9732.505535282 98.0 100.0 15.0 50 50 1732 1757
E 9732.560437052 0.0 13.0 15.0 50 50 1732 1757
H 9732.564232088 98.0 99.0 14.0 50 50 1732 1757
E 9732.609439306 0.0 13.0 15.0 50 50 1731 1758
H 9732.613029578 98.0 100.0 14.0 50 50 1732 1757
E 9732.658441448 0.0 13.0 15.0 50 50 1732 1757
H 9732.662033022 98.0 100.0 14.0 50 50 1731 1757
E 9732.707558012 0.0 13.0 15.0 50 50 1731 1757
H 9732.711739882 98.0 100.0 14.0 50 50 1732 1757
E 9732.766246334 0.0 13.0 15.0 50 50 1732 1757
H 9732.769837572 98.0 100.0 14.0 50 50 1732 1757
E 9732.815248420 0.0 13.0 15.0 50 50 1732 1757
H 9732.818839560 98.0 100.0 13.0 50 50 1732 1757
E 9732.864250772 0.0 13.0 15.0 50 50 1731 1757
H 9732.867929790 98.0 100.0 13.0 50 50 1732 1757
E 9732.914117008 0.0 14.0 15.0 50 50 1731 1757
H 9732.917707826 98.0 100.0 13.0 50 50 1731 1757
E 9732.972055742 0.0 14.0 15.0 50 50 1732 1757
H 9732.975762900 98.0 100.0 14.0 50 50 1732 1757
E 9733.041057926 0.0 13.0 15.0 50 50 1732 1757
H 9733.044559158 98.0 100.0 13.0 50 50 1732 1757
E 9733.090060334 0.0 13.0 15.0 50 50 1732 1758
H 9733.093560194 98.0 100.0 14.0 50 50 1732 1757
E 9733.139176590 0.0 13.0 15.0 50 50 1732 1757
H 9733.143360854 98.0 100.0 14.0 50 50 1732 1764
E 9733.197865136 0.0 13.0 15.0 50 50 1732 1761
H 9733.201544532 98.0 100.0 14.0 50 50 1732 1758
E 9733.246867586 0.0 13.0 15.0 50 50 1731 1757
H 9733.250459146 98.0 100.0 14.0 50 50 1732 1757
E 9733.295869742 0.0 13.0 15.0 50 50 1731 1757
H 9733.299461736 98.0 95.0 14.0 50 50 1731 1757
E 9733.344986376 0.0 13.0 15.0 50 50 1732 1757
H 9733.348862262 98.0 100.0 14.0 50 50 1731 1757
E 9733.403674586 0.0 13.0 15.0 50 50 1732 1757
H 9733.407263976 98.0 100.0 15.0 50 50 1731 1757
E 9733.452676714 0.0 13.0 15.0 50 50 1731 1757
H 9733.456268638 98.0 100.0 15.0 50 50 1731 1757
E 9733.501679108 0.0 14.0 14.0 50 50 1731 1757
H 9733.505356488 98.0 100.0 15.0 50 50 1731 1757
E 9733.550795714 0.0 14.0 14.0 50 50 1731 1757
H 9733.554699082 98.0 100.0 15.0 50 50 1731 1757
E 9733.609483952 0.0 14.0 15.0 50 50 1731 1757
H 9733.613074686 98.0 100.0 15.0 50 50 1732 1757
E 9733.658485968 0.0 14.0 15.0 50 50 1732 1757
H 9733.662077892 98.0 100.0 14.0 50 50 1732 1757
E 9733.707488348 0.0 14.0 15.0 50 50 1732 1757
H 9733.711195352 98.0 100.0 14.0 50 50 1732 1757
E 9733.756604954 0.0 14.0 15.0 50 50 1732 1757
H 9733.760391436 98.0 100.0 14.0 50 50 1732 1757
E 9733.815293304 0.0 14.0 15.0 50 50 1731 1757
H 9733.818884710 98.0 100.0 14.0 50 50 1731 1757
E 9733.864295768 0.0 14.0 15.0 50 50 1731 1757
H 9733.868003962 98.0 100.0 14.0 50 50 1732 1757
E 9733.913297798 0.0 14.0 15.0 50 50 1732 1757
H 9733.916886810 98.0 100.0 14.0 50 50 1732 1757
E 9733.962414236 0.0 14.0 14.0 50 50 1731 1757
H 9733.966290500 98.0 100.0 14.0 50 50 1732 1757
E 9734.041102712 0.0 14.0 14.0 50 50 1731 1757
H 9734.044690058 98.0 100.0 14.0 50 50 1732 1757
E 9734.090104938 0.0 13.0 14.0 50 50 1732 1757
H 9734.093606450 98.0 100.0 15.0 50 50 1732 1757
E 9734.139107178 0.0 13.0 15.0 50 50 1731 1757
H 9734.142698444 98.0 100.0 15.0 50 50 1731 1757
E 9734.188223798 0.0 13.0 15.0 50 50 1732 1757
H 9734.192215856 98.0 100.0 15.0 50 50 1731 1757
E 9734.246912064 0.0 13.0 15.0 50 50 1732 1757
H 9734.250619628 98.0 100.0 15.0 50 50 1731 1757
E 9734.295914402 0.0 14.0 15.0 50 50 1732 1757
H 9734.299505710 98.0 100.0 15.0 50 50 1731 1757
E 9734.344916670 0.0 14.0 15.0 50 50 1732 1757
H 9734.348597298 98.0 100.0 15.0 50 50 1731 1757
E 9734.394033122 0.0 15.0 15.0 50 50 1732 1757
H 9734.397936434 98.0 100.0 15.0 50 50 1732 1757
E 9734.452721640 0.0 15.0 16.0 50 50 1732 1757
H 9734.456312500 98.0 100.0 15.0 50 50 1731 1757
E 9734.501723894 0.0 15.0 16.0 50 50 1732 1757
H 9734.505314222 98.0 100.0 15.0 50 50 1731 1757
E 9734.550726092 0.0 15.0 16.0 50 50 1731 1757
H 9734.554432858 98.0 100.0 14.0 50 50 1731 1757
E 9734.599842404 0.0 15.0 16.0 50 50 1732 1757
H 9734.603628592 98.0 100.0 14.0 50 50 1732 1757
E 9734.658530894 0.0 14.0 16.0 50 50 1731 1757
H 9734.662122272 98.0 100.0 15.0 50 50 1732 1757
E 9734.707533218 0.0 14.0 16.0 50 50 1732 1757
H 9734.711240404 98.0 100.0 15.0 50 50 1731 1757
E 9734.756535500 0.0 14.0 15.0 50 50 1738 1757
