device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 372.236179342 0.0 100.0 100.0 10 10
H 372.240142014 1.0 100.0 100.0 10 10
E 372.294868728 0.0 100.0 100.0 10 10
H 372.298722382 1.0 100.0 100.0 10 10
E 372.343870926 0.0 100.0 100.0 10 10
H 372.347724300 1.0 100.0 100.0 10 10
E 372.392873082 0.0 100.0 100.0 10 10
H 372.396851420 1.0 100.0 100.0 10 10
E 372.441988638 0.0 100.0 100.0 10 10
H 372.445839212 1.0 100.0 100.0 10 10
E 372.500678178 0.0 100.0 100.0 10 10
H 372.504642656 1.0 100.0 100.0 10 10
E 372.549680460 0.0 100.0 100.0 10 10
H 372.553533890 1.0 100.0 100.0 10 10
E 372.598682574 0.0 100.0 100.0 10 10
H 372.602535766 1.0 100.0 100.0 10 10
E 372.647798032 0.0 100.0 100.0 10 10
H 372.651770616 1.0 100.0 100.0 10 10
E 372.706487460 0.0 100.0 100.0 10 10
H 372.710341100 1.0 100.0 100.0 10 10
E 372.755489742 0.0 100.0 100.0 10 10
H 372.759454668 1.0 100.0 100.0 10 10
E 372.804492066 0.0 100.0 100.0 10 10
H 372.808344684 1.0 100.0 100.0 10 10
E 372.853607524 0.0 100.0 100.0 10 10
H 372.857461318 1.0 100.0 100.0 10 10
E 372.912296994 0.0 100.0 100.0 10 10
H 372.916270432 1.0 100.0 100.0 10 10
E 372.961299150 0.0 100.0 100.0 10 10
H 372.965150214 1.0 100.0 100.0 10 10
E 373.030301418 0.0 100.0 100.0 10 10
H 373.034177528 1.0 100.0 100.0 10 10
E 373.079416918 0.0 100.0 100.0 10 10
H 373.083181644 1.0 100.0 100.0 10 10
E 373.138106220 0.0 100.0 100.0 10 10
H 373.141959958 1.0 100.0 100.0 10 10
E 373.187108824 0.0 100.0 100.0 10 10
H 373.191086966 1.0 100.0 100.0 10 10
E 373.236110784 0.0 100.0 100.0 10 10
