device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 3898.557460792 79.0 3.0 6.0 20 20 1811 1820
H 3898.560929054 6.0 3.0 1.0 20 20 1810 1820
E 3898.606577258 79.0 3.0 6.0 20 20 1810 1819
H 3898.610243480 6.0 3.0 1.0 20 20 1810 1819
E 3898.665265790 79.0 3.0 6.0 20 20 1811 1821
H 3898.668736628 6.0 3.0 1.0 20 20 1813 1822
E 3898.714267890 79.0 3.0 6.0 20 20 1815 1823
H 3898.717738658 6.0 3.0 1.0 20 20 1819 1824
E 3898.763270088 79.0 3.0 6.0 20 20 1804 1817
H 3898.766740324 6.0 3.0 1.0 20 20 1789 1812
E 3898.812386848 79.0 3.0 6.0 20 20 1774 1805
H 3898.816053658 6.0 3.0 1.0 20 20 1770 1802
E 3898.871074946 79.0 3.0 6.0 20 20 1765 1800
H 3898.874544440 6.0 3.0 1.0 20 20 1763 1793
E 3898.920077410 79.0 3.0 6.0 20 20 1763 1795
H 3898.923545714 6.0 3.0 1.0 20 20 1761 1801
E 3898.969079454 79.0 3.0 6.0 20 20 1763 1809
H 3898.972549592 6.0 3.0 1.0 20 20 1765 1808
E 3899.038196074 79.0 3.0 6.0 20 20 1761 1806
H 3899.041767740 6.0 3.0 1.0 20 20 1762 1806
E 3899.096884382 79.0 3.0 6.0 20 20 1762 1802
H 3899.100265130 6.0 3.0 1.0 20 20 1764 1793
E 3899.145886748 79.0 3.0 6.0 20 20 1772 1788
H 3899.149354968 6.0 3.0 1.0 20 20 1772 1786
E 3899.194888932 79.0 3.0 6.0 20 20 1780 1784
H 3899.198357586 6.0 3.0 1.0 20 20 1789 1784
E 3899.244558118 79.0 3.0 7.0 20 20 1791 1789
H 3899.248028172 6.0 3.0 1.0 20 20 1797 1797
E 3899.302693860 79.0 3.0 10.0 20 20 1810 1808
H 3899.306527704 6.0 3.0 1.0 20 20 1816 1813
E 3899.351696156 79.0 4.0 13.0 20 20 1817 1817
H 3899.355536762 6.0 3.0 1.0 20 20 1815 1818
E 3899.400698326 79.0 4.0 16.0 20 20 1818 1821
H 3899.404535348 6.0 3.0 2.0 20 20 1816 1821
E 3899.449814302 78.0 5.0 18.0 20 20 1812 1824
H 3899.453557496 6.0 3.0 2.0 20 20 1809 1819
E 3899.508506110 77.0 5.0 21.0 20 20 1809 1824
H 3899.512340332 6.0 3.0 2.0 20 20 1817 1825
E 3899.557508308 76.0 5.0 25.0 20 20 1815 1821
H 3899.561348368 6.0 3.0 2.0 20 20 1807 1813
E 3899.606507860 75.0 5.0 28.0 20 20 1791 1809
H 3899.610342040 6.0 4.0 2.0 20 20 1782 1802
E 3899.655623486 71.0 6.0 29.0 20 20 1775 1796
H 3899.659367296 6.0 4.0 2.0 20 20 1765 1785
E 3899.714312872 67.0 6.0 29.0 20 20 1761 1788
H 3899.718250890 6.0 4.0 2.0 20 20 1761 1790
E 3899.763314874 63.0 6.0 29.0 20 20 1765 1792
H 3899.767251478 6.0 4.0 2.0 20 20 1762 1794
E 3899.812317268 60.0 6.0 30.0 20 20 1762 1798
H 3899.816255944 6.0 3.0 2.0 20 20 1764 1800
E 3899.861432922 56.0 6.0 32.0 20 20 1770 1801
H 3899.865269202 6.0 3.0 2.0 20 20 1766 1800
E 3899.920122014 52.0 5.0 34.0 20 20 1763 1799
H 3899.923621258 6.0 3.0 2.0 20 20 1766 1794
E 3899.969124394 49.0 5.0 33.0 20 20 1766 1790
H 3899.973062230 6.0 3.0 2.0 20 20 1776 1786
E 3900.038126578 46.0 6.0 32.0 20 20 1782 1783
H 3900.041536628 6.0 3.0 2.0 20 20 1788 1779
