device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 1681.858807726 68.0 100.0 100.0 30 30
H 1681.862925574 4.0 100.0 100.0 30 30
E 1681.917724122 70.0 100.0 100.0 30 30
H 1681.922301954 4.0 100.0 100.0 30 30
E 1681.976413284 72.0 100.0 100.0 30 30
H 1682.000531874 4.0 100.0 100.0 30 30
E 1682.055216014 73.0 100.0 100.0 30 30
H 1682.059245984 4.0 100.0 100.0 30 30
E 1682.114018562 74.0 100.0 100.0 30 30
H 1682.118507746 4.0 100.0 100.0 30 30
E 1682.172934524 75.0 100.0 100.0 30 30
H 1682.177251326 4.0 100.0 100.0 30 30
E 1682.231623952 76.0 100.0 100.0 30 30
H 1682.235982516 4.0 100.0 100.0 30 30
E 1682.290426640 77.0 100.0 100.0 30 30
H 1682.294544670 4.0 100.0 100.0 30 30
E 1682.349229440 78.0 100.0 100.0 30 30
H 1682.353586366 4.0 100.0 100.0 30 30
E 1682.408145220 79.0 100.0 100.0 30 30
H 1682.412592894 4.0 100.0 100.0 30 30
E 1682.466834816 80.0 100.0 100.0 30 30
H 1682.471194066 4.0 100.0 100.0 30 30
E 1682.525637392 81.0 100.0 100.0 30 30
H 1682.529757956 4.0 100.0 100.0 30 30
E 1682.584439982 82.0 100.0 100.0 30 30
H 1682.588933422 4.0 100.0 100.0 30 30
E 1682.643355860 83.0 100.0 100.0 30 30
H 1682.647672536 4.0 100.0 100.0 30 30
E 1682.702045330 84.0 100.0 96.0 30 30
H 1682.706028806 4.0 100.0 100.0 30 30
E 1682.760847976 86.0 100.0 84.0 30 30
H 1682.764703044 4.0 100.0 100.0 30 30
E 1682.809850510 88.0 100.0 75.0 30 30
H 1682.813844164 4.0 100.0 100.0 30 30
E 1682.858965716 90.0 100.0 68.0 30 30
H 1682.863245110 4.0 100.0 100.0 30 30
E 1682.917655256 94.0 100.0 61.0 30 30
H 1682.921511472 4.0 100.0 100.0 30 30
E 1682.966657482 98.0 100.0 56.0 30 30
H 1682.970513208 4.0 100.0 100.0 30 30
E 1683.035659694 102.0 100.0 50.0 30 30
H 1683.039514482 4.0 99.0 100.0 30 30
E 1683.085626842 105.0 100.0 45.0 30 30
H 1683.089481350 4.0 93.0 100.0 30 30
E 1683.143464762 108.0 100.0 40.0 30 30
H 1683.147539868 4.0 89.0 99.0 30 30
E 1683.192466876 110.0 100.0 50.0 30 30
H 1683.196410004 4.0 96.0 100.0 30 30
E 1683.241469116 111.0 100.0 70.0 30 30
H 1683.245589778 3.0 100.0 100.0 30 30
E 1683.300385050 110.0 100.0 94.0 30 30
H 1683.304840284 3.0 100.0 100.0 30 30
E 1683.359074688 108.0 100.0 98.0 30 30
H 1683.363144334 3.0 100.0 100.0 30 30
E 1683.417877194 108.0 100.0 100.0 30 30
H 1683.422462040 3.0 100.0 100.0 30 30
E 1683.476679994 107.0 100.0 100.0 30 30
H 1683.480798402 3.0 100.0 100.0 30 30
E 1683.535595746 107.0 100.0 100.0 30 30
H 1683.539910434 3.0 100.0 100.0 30 30
E 1683.594285356 107.0 100.0 100.0 30 30
H 1683.598405640 3.0 100.0 100.0 30 30
E 1683.653087876 106.0 100.0 100.0 30 30
H 1683.657206942 4.0 100.0 100.0 30 30
E 1683.711890760 106.0 100.0 100.0 30 30
H 1683.716346134 4.0 100.0 100.0 30 30
E 1683.770806498 106.0 100.0 100.0 30 30
H 1683.775249426 4.0 100.0 100.0 30 30
E 1683.829496052 107.0 100.0 100.0 30 30
H 1683.833614292 5.0 100.0 100.0 30 30
E 1683.888298740 107.0 100.0 100.0 30 30
H 1683.892416966 5.0 100.0 100.0 30 30
E 1683.947101512 107.0 100.0 100.0 30 30
H 1683.951216812 5.0 100.0 100.0 30 30
E 1684.026017516 107.0 100.0 100.0 30 30
H 1684.030383304 5.0 100.0 100.0 30 30
E 1684.084706846 107.0 100.0 100.0 30 30
H 1684.089071584 5.0 100.0 100.0 30 30
E 1684.143509422 106.0 100.0 100.0 30 30
H 1684.147627956 5.0 100.0 100.0 30 30
E 1684.202312166 104.0 100.0 100.0 30 30
H 1684.206431428 5.0 100.0 100.0 30 30
E 1684.261227946 103.0 100.0 100.0 30 30
H 1684.265686316 5.0 100.0 100.0 30 30
E 1684.319917416 101.0 100.0 100.0 30 30
H 1684.324373616 5.0 100.0 100.0 30 30
E 1684.378720244 100.0 100.0 100.0 30 30
H 1684.382839226 5.0 100.0 100.0 30 30
E 1684.437522932 98.0 100.0 100.0 30 30
H 1684.441889546 5.0 100.0 100.0 30 30
E 1684.496438712 97.0 100.0 100.0 30 30
H 1684.501048170 5.0 100.0 100.0 30 30
E 1684.555128294 95.0 100.0 100.0 30 30
H 1684.559159944 5.0 100.0 100.0 30 30
E 1684.613931094 93.0 100.0 100.0 30 30
H 1684.617961666 5.0 100.0 100.0 30 30
E 1684.672733586 91.0 100.0 100.0 30 30
H 1684.677145070 5.0 100.0 100.0 30 30
E 1684.731649296 89.0 100.0 100.0 30 30
H 1684.736115044 5.0 100.0 100.0 30 30
E 1684.790339144 87.0 100.0 100.0 30 30
H 1684.794704078 5.0 100.0 100.0 30 30
E 1684.849141720 85.0 100.0 100.0 30 30
H 1684.853507032 5.0 100.0 100.0 30 30
E 1684.907944394 83.0 100.0 100.0 30 30
H 1684.911974602 5.0 100.0 100.0 30 30
E 1684.957059726 81.0 100.0 100.0 30 30
H 1684.961521414 5.0 100.0 100.0 30 30
E 1685.035749252 79.0 100.0 100.0 30 30
H 1685.039833850 5.0 100.0 100.0 30 30
E 1685.094552080 78.0 100.0 100.0 30 30
H 1685.098493024 5.0 100.0 100.0 30 30
E 1685.143554236 76.0 100.0 100.0 30 30
H 1685.147584934 5.0 100.0 100.0 30 30
E 1685.202470618 75.0 100.0 100.0 30 30
H 1685.206838478 5.0 100.0 100.0 30 30
E 1685.261159640 73.0 100.0 100.0 30 30
H 1685.265522572 5.0 100.0 100.0 30 30
E 1685.319962286 71.0 100.0 100.0 30 30
H 1685.323994188 5.0 100.0 100.0 30 30
E 1685.378765016 68.0 100.0 100.0 30 30
H 1685.382795546 5.0 100.0 100.0 30 30
E 1685.438431770 67.0 100.0 100.0 30 30
H 1685.442602566 5.0 100.0 100.0 30 30
E 1685.496370308 65.0 100.0 100.0 30 30
H 1685.500732960 5.0 100.0 100.0 30 30
E 1685.555173108 63.0 100.0 100.0 30 30
H 1685.559677734 5.0 100.0 100.0 30 30
E 1685.613975880 61.0 100.0 100.0 30 30
H 1685.618005500 5.0 100.0 100.0 30 30
E 1685.663091170 59.0 100.0 100.0 30 30
H 1685.667458610 5.0 100.0 100.0 30 30
E 1685.721780808 58.0 100.0 100.0 30 30
H 1685.725810834 5.0 100.0 100.0 30 30
E 1685.780583412 56.0 100.0 100.0 30 30
H 1685.784612906 5.0 100.0 100.0 30 30
E 1685.829585722 55.0 100.0 100.0 30 30
H 1685.833755482 5.0 100.0 100.0 30 30
E 1685.888501432 54.0 100.0 100.0 30 30
H 1685.892529834 5.0 100.0 100.0 30 30
E 1685.947191070 54.0 100.0 100.0 30 30
H 1685.951222118 5.0 100.0 100.0 30 30
E 1686.016193114 53.0 100.0 100.0 30 30
H 1686.020131846 5.0 100.0 100.0 30 30
E 1686.074995830 53.0 100.0 100.0 30 30
H 1686.078937292 5.0 100.0 100.0 30 30
E 1686.124111190 53.0 100.0 100.0 30 30
H 1686.128520658 5.0 100.0 100.0 30 30
E 1686.182800926 53.0 100.0 100.0 30 30
H 1686.186831064 5.0 100.0 100.0 30 30
E 1686.231803152 54.0 100.0 100.0 30 30
H 1686.235972576 5.0 100.0 100.0 30 30
E 1686.290605616 54.0 100.0 100.0 30 30
H 1686.294777322 5.0 100.0 100.0 30 30
E 1686.349522936 54.0 100.0 100.0 30 30
H 1686.353554096 5.0 100.0 100.0 30 30
E 1686.408211118 54.0 100.0 100.0 30 30
H 1686.412240920 5.0 100.0 100.0 30 30
E 1686.467013764 54.0 100.0 100.0 30 30
H 1686.471185932 5.0 100.0 100.0 30 30
E 1686.525816550 54.0 100.0 100.0 30 30
H 1686.529987626 5.0 100.0 100.0 30 30
E 1686.584734038 54.0 100.0 100.0 30 30
H 1686.588764932 5.0 100.0 100.0 30 30
E 1686.643422108 53.0 100.0 100.0 30 30
H 1686.647452652 5.0 100.0 100.0 30 30
E 1686.692424222 53.0 100.0 100.0 30 30
H 1686.696454528 5.0 100.0 100.0 30 30
E 1686.751226910 53.0 100.0 100.0 30 30
H 1686.755257034 5.0 100.0 100.0 30 30
E 1686.800343964 52.0 100.0 100.0 30 30
H 1686.804849752 5.0 100.0 100.0 30 30
E 1686.859031698 49.0 100.0 100.0 30 30
H 1686.863148832 5.0 100.0 100.0 30 30
E 1686.917834442 46.0 100.0 100.0 30 30
H 1686.922293204 5.0 100.0 100.0 30 30
E 1686.976637074 44.0 100.0 100.0 30 30
H 1687.000756406 5.0 100.0 100.0 30 30
E 1687.055554814 43.0 100.0 100.0 30 30
H 1687.059585526 5.0 100.0 100.0 30 30
E 1687.114242506 42.0 100.0 100.0 30 30
H 1687.118361362 5.0 100.0 100.0 30 30
E 1687.173045250 41.0 100.0 100.0 30 30
H 1687.177162874 5.0 100.0 100.0 30 30
E 1687.231847826 41.0 100.0 100.0 30 30
H 1687.236304810 5.0 100.0 100.0 30 30
E 1687.290765552 43.0 100.0 100.0 30 30
H 1687.295125516 5.0 100.0 100.0 30 30
E 1687.349453146 47.0 100.0 100.0 30 30
H 1687.353910480 5.0 100.0 100.0 30 30
E 1687.408255834 53.0 100.0 100.0 30 30
H 1687.412373080 5.0 100.0 100.0 30 30
E 1687.467058564 59.0 100.0 100.0 30 30
H 1687.471173010 5.0 100.0 100.0 30 30
E 1687.525976332 66.0 100.0 100.0 30 30
H 1687.530432770 5.0 100.0 100.0 30 30
E 1687.584664052 73.0 100.0 100.0 30 30
H 1687.589122324 5.0 100.0 100.0 30 30
E 1687.643466558 79.0 100.0 100.0 30 30
H 1687.647926538 5.0 100.0 100.0 30 30
E 1687.702269428 86.0 100.0 100.0 30 30
H 1687.706387962 5.0 100.0 100.0 30 30
E 1687.761935370 92.0 100.0 100.0 30 30
H 1687.766196564 5.0 100.0 100.0 30 30
E 1687.819874622 96.0 100.0 100.0 30 30
H 1687.823905684 5.0 100.0 100.0 30 30
E 1687.878677338 99.0 100.0 100.0 30 30
H 1687.882850822 5.0 100.0 100.0 30 30
E 1687.937480166 102.0 100.0 100.0 30 30
H 1687.942076268 5.0 100.0 100.0 30 30
E 1688.016397696 104.0 100.0 100.0 30 30
H 1688.020427288 5.0 100.0 100.0 30 30
E 1688.075085416 106.0 100.0 100.0 30 30
H 1688.079113258 5.0 100.0 100.0 30 30
E 1688.124087824 107.0 100.0 100.0 30 30
H 1688.128205980 5.0 100.0 100.0 30 30
E 1688.182890344 108.0 100.0 100.0 30 30
H 1688.187008542 5.0 100.0 100.0 30 30
E 1688.241808084 110.0 100.0 100.0 30 30
H 1688.246144612 5.0 100.0 100.0 30 30
E 1688.300495846 111.0 100.0 100.0 30 30
H 1688.304613610 5.0 100.0 100.0 30 30
E 1688.359298478 113.0 100.0 100.0 30 30
H 1688.363751192 5.0 100.0 100.0 30 30
E 1688.418101110 113.0 100.0 100.0 30 30
H 1688.422556260 5.0 100.0 100.0 30 30
E 1688.477018780 113.0 100.0 100.0 30 30
H 1688.481326202 5.0 100.0 100.0 30 30
E 1688.535706542 111.0 100.0 100.0 30 30
H 1688.539825300 5.0 100.0 100.0 30 30
E 1688.594509272 109.0 100.0 100.0 30 30
H 1688.598627274 5.0 100.0 100.0 30 30
E 1688.653312226 107.0 100.0 100.0 30 30
H 1688.657768552 5.0 100.0 100.0 30 30
E 1688.712229518 105.0 100.0 100.0 30 30
H 1688.716586836 5.0 100.0 100.0 30 30
E 1688.770917308 104.0 100.0 100.0 30 30
H 1688.775373480 5.0 100.0 100.0 30 30
E 1688.829719982 102.0 100.0 100.0 30 30
H 1688.833840182 5.0 100.0 100.0 30 30
E 1688.888522600 100.0 100.0 100.0 30 30
H 1688.892979318 5.0 100.0 100.0 30 30
E 1688.947440200 98.0 100.0 100.0 30 30
H 1688.951470408 5.0 100.0 100.0 30 30
E 1689.026128032 95.0 100.0 100.0 30 30
H 1689.030069480 5.0 100.0 100.0 30 30
E 1689.075130272 92.0 100.0 100.0 30 30
H 1689.079212910 5.0 100.0 100.0 30 30
E 1689.133932932 89.0 100.0 100.0 30 30
H 1689.137964806 5.0 100.0 100.0 30 30
E 1689.183050504 86.0 100.0 100.0 30 30
H 1689.187419386 5.0 100.0 100.0 30 30
E 1689.241737860 83.0 100.0 100.0 30 30
H 1689.245769342 5.0 100.0 100.0 30 30
E 1689.300540618 80.0 100.0 100.0 30 30
H 1689.304569650 5.0 100.0 100.0 30 30
E 1689.359343236 76.0 100.0 100.0 30 30
H 1689.363514116 5.0 100.0 100.0 30 30
E 1689.418261088 73.0 100.0 100.0 30 30
H 1689.422291184 5.0 100.0 100.0 30 30
E 1689.476948682 70.0 100.0 100.0 30 30
H 1689.480976818 5.0 100.0 100.0 30 30
E 1689.525950824 68.0 100.0 100.0 30 30
H 1689.529981592 5.0 100.0 100.0 30 30
E 1689.584753470 66.0 100.0 100.0 30 30
H 1689.588784574 5.0 100.0 100.0 30 30
E 1689.633870972 64.0 100.0 100.0 30 30
H 1689.638379042 5.0 100.0 100.0 30 30
E 1689.692558398 62.0 100.0 100.0 30 30
H 1689.696588522 5.0 100.0 100.0 30 30
E 1689.741560680 60.0 100.0 100.0 30 30
H 1689.745730594 5.0 100.0 100.0 30 30
E 1689.800363326 57.0 100.0 100.0 30 30
H 1689.804521914 4.0 100.0 100.0 30 30
E 1689.859279862 55.0 100.0 100.0 30 30
H 1689.863311260 4.0 100.0 100.0 30 30
E 1689.917968884 54.0 100.0 100.0 30 30
H 1689.922001318 4.0 100.0 100.0 30 30
E 1689.976771404 54.0 100.0 100.0 30 30
H 1690.000933828 4.0 100.0 100.0 30 30
E 1690.055574092 54.0 100.0 100.0 30 30
H 1690.059515120 4.0 100.0 100.0 30 30
E 1690.105439278 54.0 100.0 100.0 30 30
H 1690.109608254 4.0 100.0 100.0 30 30
E 1690.163379118 54.0 100.0 100.0 30 30
H 1690.167539848 4.0 100.0 100.0 30 30
E 1690.222181722 54.0 100.0 100.0 30 30
H 1690.226351118 3.0 100.0 100.0 30 30
E 1690.280984452 54.0 100.0 100.0 30 30
H 1690.285014744 3.0 100.0 100.0 30 30
E 1690.330100190 54.0 100.0 100.0 30 30
H 1690.334452608 3.0 100.0 100.0 30 30
E 1690.388789352 54.0 100.0 100.0 30 30
H 1690.392820358 3.0 100.0 100.0 30 30
E 1690.447592068 54.0 100.0 100.0 30 30
H 1690.451621968 3.0 100.0 100.0 30 30
E 1690.496594322 54.0 100.0 100.0 30 30
H 1690.500764530 3.0 100.0 100.0 30 30
E 1690.555511964 54.0 100.0 100.0 30 30
H 1690.559541556 3.0 100.0 100.0 30 30
E 1690.614199642 54.0 100.0 100.0 30 30
H 1690.618229654 3.0 100.0 100.0 30 30
E 1690.663201868 54.0 100.0 100.0 30 30
H 1690.667231180 3.0 100.0 100.0 30 30
E 1690.722004514 54.0 100.0 100.0 30 30
H 1690.726033742 3.0 100.0 100.0 30 30
E 1690.771120490 54.0 100.0 100.0 30 30
H 1690.775512906 3.0 100.0 100.0 30 30
E 1690.829809526 55.0 100.0 100.0 30 30
H 1690.833839944 4.0 100.0 100.0 30 30
E 1690.878811780 55.0 100.0 100.0 30 30
H 1690.882980826 4.0 100.0 100.0 30 30
E 1690.937614454 56.0 100.0 100.0 30 30
H 1690.941774932 4.0 100.0 100.0 30 30
E 1691.016530682 60.0 100.0 100.0 30 30
H 1691.020470786 4.0 100.0 100.0 30 30
E 1691.075219914 64.0 100.0 100.0 30 30
H 1691.079250584 4.0 100.0 100.0 30 30
E 1691.134022532 68.0 100.0 100.0 30 30
H 1691.138467014 4.0 100.0 100.0 30 30
E 1691.192825178 73.0 100.0 100.0 30 30
H 1691.197278480 4.0 100.0 100.0 30 30
E 1691.251741448 79.0 100.0 100.0 30 30
H 1691.256053532 4.0 100.0 100.0 30 30
E 1691.310430512 84.0 100.0 100.0 30 30
H 1691.314547702 4.0 100.0 100.0 30 30
E 1691.369233382 89.0 100.0 100.0 30 30
H 1691.373352210 4.0 100.0 100.0 30 30
E 1691.428036000 93.0 100.0 100.0 30 30
H 1691.432480230 4.0 100.0 100.0 30 30
E 1691.486952200 95.0 100.0 100.0 30 30
H 1691.491311954 4.0 100.0 100.0 30 30
E 1691.545641404 98.0 100.0 100.0 30 30
H 1691.549760400 4.0 100.0 100.0 30 30
E 1691.604443966 101.0 100.0 100.0 30 30
H 1691.609027104 4.0 100.0 100.0 30 30
E 1691.663246668 104.0 100.0 100.0 30 30
H 1691.667454410 4.0 100.0 100.0 30 30
E 1691.722162826 106.0 100.0 100.0 30 30
H 1691.726614140 4.0 100.0 100.0 30 30
E 1691.780852128 107.0 100.0 100.0 30 30
H 1691.785058022 5.0 100.0 100.0 30 30
E 1691.839654704 108.0 100.0 100.0 30 30
H 1691.844185258 5.0 100.0 100.0 30 30
E 1691.898457434 109.0 100.0 100.0 30 30
H 1691.902993392 5.0 100.0 100.0 30 30
E 1691.957373172 110.0 100.0 100.0 30 30
H 1691.961775388 5.0 100.0 100.0 30 30
E 1692.036062796 111.0 100.0 100.0 30 30
H 1692.040092822 5.0 100.0 100.0 30 30
E 1692.094865666 111.0 100.0 100.0 30 30
H 1692.098896280 5.0 100.0 100.0 30 30
E 1692.153668242 112.0 100.0 100.0 30 30
H 1692.158120284 5.0 100.0 100.0 30 30
E 1692.212584428 112.0 100.0 100.0 30 30
H 1692.216943804 5.0 100.0 100.0 30 30
E 1692.271273716 113.0 100.0 86.0 30 30
H 1692.275356718 5.0 100.0 100.0 30 30
E 1692.320275774 113.0 100.0 89.0 30 30
H 1692.324217614 5.0 100.0 100.0 30 30
E 1692.369277916 113.0 100.0 100.0 30 30
H 1692.373396660 5.0 100.0 100.0 30 30
E 1692.428944096 112.0 100.0 100.0 30 30
H 1692.433187034 5.0 100.0 100.0 30 30
E 1692.486883488 112.0 100.0 100.0 30 30
H 1692.491323868 5.0 100.0 100.0 30 30
E 1692.545686134 111.0 100.0 100.0 30 30
H 1692.549932012 5.0 100.0 100.0 30 30
E 1692.604488962 110.0 100.0 100.0 30 30
H 1692.608608448 5.0 100.0 100.0 30 30
E 1692.663405022 108.0 100.0 100.0 30 30
H 1692.667849826 5.0 100.0 100.0 30 30
E 1692.722094114 106.0 100.0 100.0 30 30
H 1692.726212858 5.0 100.0 100.0 30 30
E 1692.780896830 104.0 92.0 91.0 30 30
H 1692.784662312 5.0 95.0 100.0 30 30
E 1692.829899042 103.0 96.0 95.0 30 30
H 1692.833807100 5.0 100.0 100.0 30 30
E 1692.879014864 101.0 100.0 100.0 30 30
H 1692.883133398 5.0 100.0 100.0 30 30
E 1692.937704054 100.0 100.0 100.0 30 30
H 1692.941822560 5.0 100.0 100.0 30 30
E 1693.006706322 99.0 100.0 100.0 30 30
H 1693.010558534 5.0 100.0 100.0 30 30
E 1693.055708506 97.0 100.0 100.0 30 30
H 1693.059648498 5.0 100.0 100.0 30 30
E 1693.104824370 96.0 100.0 100.0 30 30
H 1693.109220412 5.0 100.0 100.0 30 30
E 1693.163513392 93.0 100.0 100.0 30 30
H 1693.167543936 5.0 100.0 100.0 30 30
E 1693.212515604 91.0 100.0 100.0 30 30
H 1693.216687968 5.0 100.0 100.0 30 30
E 1693.271318460 89.0 100.0 100.0 30 30
H 1693.275478406 5.0 100.0 100.0 30 30
E 1693.330234632 86.0 100.0 100.0 30 30
H 1693.334265344 5.0 100.0 100.0 30 30
E 1693.388923668 84.0 100.0 100.0 30 30
H 1693.392955276 5.0 100.0 100.0 30 30
E 1693.447726552 81.0 100.0 100.0 30 30
H 1693.451887170 5.0 100.0 100.0 30 30
E 1693.506529128 79.0 100.0 100.0 30 30
H 1693.510559518 5.0 100.0 100.0 30 30
E 1693.565445118 76.0 100.0 100.0 30 30
H 1693.569476642 5.0 100.0 100.0 30 30
E 1693.624134490 74.0 100.0 100.0 30 30
H 1693.628295444 4.0 100.0 100.0 30 30
E 1693.682937094 72.0 100.0 100.0 30 30
H 1693.686968338 4.0 100.0 100.0 30 30
E 1693.741739908 69.0 100.0 100.0 30 30
H 1693.745771208 4.0 100.0 100.0 30 30
E 1693.800655870 67.0 100.0 100.0 30 30
H 1693.805008106 4.0 100.0 100.0 30 30
E 1693.859345214 64.0 100.0 100.0 30 30
H 1693.863516682 4.0 100.0 100.0 30 30
E 1693.918148028 62.0 100.0 100.0 30 30
H 1693.922179846 4.0 100.0 100.0 30 30
E 1693.967150254 61.0 100.0 100.0 30 30
H 1693.971177970 4.0 100.0 100.0 30 30
E 1694.046065978 59.0 100.0 100.0 30 30
H 1694.050006348 4.0 100.0 100.0 30 30
E 1694.104755448 58.0 100.0 100.0 30 30
H 1694.108915450 4.0 100.0 100.0 30 30
E 1694.163558290 56.0 100.0 100.0 30 30
H 1694.167588120 4.0 100.0 100.0 30 30
E 1694.222360810 54.0 100.0 100.0 30 30
H 1694.226390010 4.0 100.0 100.0 30 30
E 1694.281276702 53.0 100.0 100.0 30 30
H 1694.285628994 4.0 100.0 100.0 30 30
E 1694.339966214 53.0 100.0 100.0 30 30
H 1694.344136856 4.0 100.0 100.0 30 30
E 1694.398768958 53.0 100.0 100.0 30 30
H 1694.402799516 4.0 100.0 100.0 30 30
E 1694.447771226 53.0 100.0 100.0 30 30
H 1694.451803002 4.0 100.0 100.0 30 30
E 1694.506687020 53.0 100.0 100.0 30 30
H 1694.510717704 4.0 100.0 100.0 30 30
E 1694.565376588 53.0 100.0 100.0 30 30
H 1694.569537528 4.0 100.0 100.0 30 30
E 1694.624179304 53.0 100.0 100.0 30 30
H 1694.628209988 4.0 100.0 100.0 30 30
E 1694.682981922 54.0 100.0 100.0 30 30
H 1694.687012732 4.0 100.0 100.0 30 30
E 1694.742776566 54.0 100.0 100.0 30 30
H 1694.746807544 4.0 100.0 100.0 30 30
E 1694.800587256 54.0 100.0 100.0 30 30
H 1694.804755308 4.0 100.0 100.0 30 30
E 1694.859389972 53.0 100.0 100.0 30 30
H 1694.863421160 4.0 100.0 100.0 30 30
E 1694.908392296 54.0 100.0 100.0 30 30
H 1694.912422000 4.0 100.0 100.0 30 30
E 1694.967308118 53.0 100.0 100.0 30 30
H 1694.971337766 4.0 100.0 100.0 30 30
E 1695.045997518 54.0 100.0 100.0 30 30
H 1695.050159396 4.0 100.0 100.0 30 30
E 1695.104800192 53.0 100.0 100.0 30 30
H 1695.108917914 4.0 100.0 100.0 30 30
E 1695.163602894 54.0 100.0 100.0 30 30
H 1695.167720602 4.0 100.0 100.0 30 30
E 1695.222518828 54.0 100.0 100.0 30 30
H 1695.226964780 4.0 100.0 100.0 30 30
E 1695.281208382 54.0 100.0 100.0 30 30
H 1695.285469534 4.0 100.0 100.0 30 30
E 1695.340011154 54.0 100.0 100.0 30 30
H 1695.344127518 4.0 100.0 100.0 30 30
E 1695.398813772 53.0 100.0 100.0 30 30
H 1695.402933370 4.0 100.0 100.0 30 30
E 1695.457729188 54.0 100.0 100.0 30 30
H 1695.461847386 4.0 100.0 100.0 30 30
