device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 4387.080485944 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.083980386 98.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 4387.130155130 5.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.133993720 98.0 17.0 20.0 20 20 -3.0859375 -2.841796875
E 4387.188290830 6.0 12.0 15.0 20 20 -3.095703125 -2.841796875
H 4387.191875278 98.0 17.0 20.0 20 20 -3.0859375 -2.841796875
E 4387.237292972 6.0 11.0 14.0 20 20 -3.0859375 -2.841796875
H 4387.240877756 98.0 17.0 21.0 20 20 -3.095703125 -2.841796875
E 4387.286295226 6.0 11.0 14.0 20 20 -3.0859375 -2.841796875
H 4387.289877028 98.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 4387.335411062 6.0 11.0 14.0 20 20 -3.095703125 -2.841796875
H 4387.339119690 98.0 17.0 22.0 20 20 -3.0859375 -2.841796875
E 4387.394100266 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.397815964 98.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 4387.443102338 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.446687150 98.0 17.0 20.0 20 20 -3.0859375 -2.841796875
E 4387.492104732 5.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.495813122 98.0 17.0 20.0 20 20 -3.0859375 -2.841796875
E 4387.541220414 5.0 11.0 14.0 20 20 -3.0859375 -2.841796875
H 4387.544805156 98.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 4387.599909842 6.0 11.0 14.0 20 20 -3.0859375 -2.841796875
H 4387.603492008 98.0 17.0 22.0 20 20 -3.0859375 -2.841796875
E 4387.648911830 5.0 11.0 14.0 20 20 -3.0859375 -2.841796875
H 4387.652751302 98.0 17.0 22.0 20 20 -3.0859375 -2.83203125
E 4387.697914140 6.0 11.0 14.0 20 20 -3.0859375 -2.841796875
H 4387.701499050 98.0 17.0 22.0 20 20 -3.095703125 -2.841796875
E 4387.747029864 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.750613864 98.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 4387.805719040 5.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.809557280 98.0 18.0 22.0 20 20 -3.0859375 -2.841796875
E 4387.854721322 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4387.858306666 98.0 18.0 23.0 20 20 -3.095703125 -2.841796875
E 4387.903723436 6.0 12.0 16.0 20 20 -3.095703125 -2.841796875
H 4387.907307198 98.0 18.0 23.0 20 20 -3.0859375 -2.83203125
E 4387.952839216 6.0 12.0 16.0 20 20 -3.0859375 -2.841796875
H 4387.956419408 98.0 17.0 23.0 20 20 -3.095703125 -2.841796875
E 4388.031528364 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.035024346 98.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 4388.080530730 5.0 12.0 15.0 20 20 -3.095703125 -2.841796875
H 4388.084155750 98.0 18.0 23.0 20 20 -3.095703125 -2.841796875
E 4388.129532970 5.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.133115696 98.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 4388.178648666 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.182233590 98.0 17.0 24.0 20 20 -3.0859375 -2.841796875
E 4388.237337660 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.240922192 98.0 18.0 25.0 20 20 -3.0859375 -2.841796875
E 4388.286340250 6.0 12.0 15.0 20 20 -3.095703125 -2.841796875
H 4388.289924320 98.0 18.0 24.0 20 20 -3.0859375 -2.841796875
E 4388.335342364 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.339059028 98.0 18.0 24.0 20 20 -3.095703125 -2.841796875
E 4388.384458088 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.388042802 98.0 18.0 24.0 20 20 -3.0859375 -2.841796875
E 4388.443147152 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.446729780 98.0 18.0 24.0 20 20 -3.0859375 -2.841796875
E 4388.492149392 6.0 12.0 15.0 20 20 -3.095703125 -2.841796875
H 4388.495734246 98.0 18.0 24.0 20 20 -3.0859375 -2.841796875
E 4388.541151744 5.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4388.544860400 98.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 4388.590267370 5.0 12.0 15.0 20 20 -3.095703125 -2.841796875
H 4388.593982116 98.0 17.0 22.0 20 20 -3.0859375 -2.841796875
E 4388.648956644 5.0 13.0 16.0 20 20 -3.0859375 -2.841796875
H 4388.652538978 98.0 18.0 22.0 20 20 -3.0859375 -2.841796875
E 4388.697958772 5.0 13.0 16.0 20 20 -3.0859375 -2.841796875
H 4388.701667428 98.0 18.0 22.0 20 20 -3.0859375 -2.841796875
E 4388.746961096 6.0 13.0 16.0 20 20 -3.0859375 -2.841796875
H 4388.750677214 98.0 17.0 22.0 20 20 -3.095703125 -2.841796875
E 4388.796076904 5.0 13.0 16.0 20 20 -3.0859375 -2.841796875
H 4388.799659420 98.0 17.0 22.0 20 20 -3.0859375 -2.841796875
