device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 1323.443939286 1.0 14.0 16.0 10 10
E 1323.492941344 1.0 14.0 16.0 10 10
E 1323.541943668 1.0 14.0 15.0 10 10
E 1323.591366062 1.0 14.0 15.0 10 10
E 1323.649748666 1.0 14.0 15.0 10 10
E 1323.806861440 1.0 15.0 16.0 10 15
E 1323.865358438 1.0 15.0 16.0 10 15
E 1323.914360776 1.0 14.0 15.0 10 15
E 1323.973163506 1.0 14.0 15.0 10 15
E 1324.053041170 1.0 14.0 16.0 10 15
E 1324.208773474 1.0 13.0 15.0 10 20
E 1324.267883014 1.0 13.0 15.0 10 20
E 1324.326378626 1.0 13.0 15.0 10 20
E 1324.375380782 1.0 13.0 15.0 10 20
E 1324.424383204 1.0 14.0 15.0 10 20
E 1324.649793508 1.0 13.0 15.0 10 25
E 1324.699215594 1.0 13.0 15.0 10 25
E 1324.757598478 1.0 14.0 16.0 10 25
E 1324.806600466 1.0 13.0 16.0 10 25
E 1324.865403462 1.0 14.0 16.0 10 25
E 1325.061811274 1.0 14.0 16.0 10 30
E 1325.110813654 1.0 14.0 16.0 10 30
E 1325.159929448 1.0 13.0 15.0 10 30
E 1325.218618400 1.0 13.0 15.0 10 30
E 1325.267620738 1.0 13.0 15.0 10 30
E 1325.483230580 1.0 14.0 15.0 10 35
E 1325.542033436 1.0 13.0 14.0 10 35
E 1325.591149118 1.0 13.0 14.0 10 35
E 1325.649838084 1.0 13.0 15.0 10 35
E 1325.806759086 1.0 13.0 15.0 10 40
E 1325.865448136 1.0 13.0 15.0 10 40
E 1325.914450180 1.0 13.0 15.0 10 40
E 1325.963452490 1.0 13.0 16.0 10 40
E 1326.140259728 1.0 13.0 15.0 10 45
E 1326.199062346 1.0 13.0 14.0 10 45
E 1326.249127900 1.0 13.0 14.0 10 45
E 1326.306867400 1.0 13.0 14.0 10 45
E 1326.355869640 1.0 13.0 14.0 10 45
E 1326.512676878 1.0 13.0 14.0 10 50
E 1326.571479580 1.0 13.0 14.0 10 50
E 1326.620481792 1.0 13.0 14.0 10 50
E 1326.669597544 1.0 13.0 14.0 10 50
E 1326.728286790 1.0 14.0 14.0 10 50
E 1326.934095988 1.0 13.0 15.0 15 10
E 1327.003098158 1.0 14.0 16.0 15 10
E 1327.052100398 1.0 13.0 16.0 15 10
E 1327.101216304 1.0 13.0 15.0 15 10
E 1327.159905214 1.0 12.0 15.0 15 10
E 1327.307025684 1.0 13.0 14.0 15 15
E 1327.365714874 1.0 13.0 14.0 15 15
E 1327.414717016 1.0 13.0 14.0 15 15
E 1327.463719340 1.0 13.0 14.0 15 15
E 1327.512835176 1.0 13.0 14.0 15 15
E 1327.669528636 1.0 13.0 15.0 15 20
E 1327.728444934 1.0 13.0 15.0 15 20
E 1327.787133914 1.0 13.0 15.0 15 20
E 1327.836136182 1.0 13.0 15.0 15 20
E 1327.885138618 1.0 14.0 15.0 15 20
E 1328.120748460 1.0 14.0 15.0 15 25
E 1328.169864408 1.0 14.0 15.0 15 25
E 1328.228553430 1.0 14.0 15.0 15 25
E 1328.277555572 1.0 13.0 16.0 15 25
E 1328.434362922 1.0 14.0 16.0 15 30
E 1328.493165442 1.0 15.0 15.0 15 30
E 1328.542167598 1.0 14.0 15.0 15 30
E 1328.591283588 1.0 14.0 15.0 15 30
E 1328.649972596 1.0 15.0 16.0 15 30
E 1328.855781934 1.0 14.0 16.0 15 35
E 1328.904784412 1.0 14.0 16.0 15 35
E 1328.953786456 1.0 14.0 15.0 15 35
E 1329.022902348 1.0 14.0 15.0 15 35
E 1329.189396424 1.0 15.0 14.0 15 40
