device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 1357.943700968 116.0 33.0 8.0 50 50 1806 1766
H 1357.947434194 92.0 38.0 51.0 50 50 1807 1766
E 1358.012703124 116.0 33.0 8.0 50 50 1806 1766
H 1358.016346974 92.0 39.0 51.0 50 50 1806 1766
E 1358.062568604 116.0 33.0 8.0 50 50 1806 1766
H 1358.066068296 92.0 40.0 51.0 50 50 1806 1766
E 1358.120508122 116.0 34.0 8.0 50 50 1806 1766
H 1358.124095664 92.0 39.0 49.0 50 50 1806 1766
E 1358.169510278 116.0 35.0 8.0 50 50 1805 1767
H 1358.173101572 92.0 39.0 48.0 50 50 1804 1766
E 1358.218512574 116.0 35.0 9.0 50 50 1797 1767
H 1358.222103854 92.0 39.0 49.0 50 50 1792 1768
E 1358.267627822 116.0 34.0 8.0 50 50 1785 1768
H 1358.271362042 92.0 39.0 50.0 50 50 1785 1769
E 1358.326317628 116.0 34.0 8.0 50 50 1785 1769
H 1358.330051120 92.0 41.0 50.0 50 50 1788 1770
E 1358.375319910 116.0 34.0 8.0 50 50 1790 1770
H 1358.378910868 92.0 42.0 50.0 50 50 1796 1770
E 1358.424321982 116.0 33.0 8.0 50 50 1799 1771
H 1358.427913752 92.0 41.0 49.0 50 50 1798 1772
E 1358.473437468 116.0 34.0 8.0 50 50 1796 1773
H 1358.477026578 92.0 42.0 49.0 50 50 1803 1775
E 1358.532126868 116.0 35.0 9.0 50 50 1804 1777
H 1358.535861228 92.0 45.0 55.0 50 50 1799 1775
E 1358.581129150 116.0 36.0 11.0 50 50 1804 1774
H 1358.585038454 92.0 42.0 59.0 50 50 1806 1772
E 1358.630131320 116.0 37.0 12.0 50 50 1806 1770
H 1358.633898300 92.0 39.0 58.0 50 50 1809 1770
E 1358.679246946 116.0 36.0 13.0 50 50 1810 1770
H 1358.683012736 92.0 37.0 58.0 50 50 1811 1770
E 1358.737936318 114.0 34.0 14.0 50 50 1813 1772
H 1358.741705258 92.0 34.0 61.0 50 50 1812 1772
E 1358.786938586 114.0 35.0 16.0 50 50 1810 1773
H 1358.790849220 92.0 32.0 64.0 50 50 1812 1773
E 1358.835940882 113.0 37.0 18.0 50 50 1810 1774
H 1358.839849990 92.0 30.0 65.0 50 50 1812 1774
E 1358.885056256 113.0 35.0 21.0 50 50 1811 1774
H 1358.888823656 92.0 30.0 68.0 50 50 1808 1774
E 1358.943745740 112.0 32.0 25.0 50 50 1807 1768
H 1358.947512146 92.0 29.0 74.0 50 50 1797 1766
E 1359.012747966 111.0 30.0 27.0 50 50 1788 1765
H 1359.016423190 92.0 28.0 80.0 50 50 1781 1765
E 1359.061750234 111.0 28.0 30.0 50 50 1791 1766
H 1359.065524228 89.0 27.0 85.0 50 50 1791 1764
E 1359.110865734 110.0 26.0 31.0 50 50 1777 1762
H 1359.114773904 85.0 26.0 86.0 50 50 1770 1761
E 1359.169555246 110.0 24.0 33.0 50 50 1763 1761
H 1359.173323094 81.0 25.0 84.0 50 50 1757 1760
E 1359.218557514 109.0 22.0 34.0 50 50 1757 1758
H 1359.222325152 77.0 24.0 82.0 50 50 1749 1757
E 1359.267559600 109.0 21.0 34.0 50 50 1745 1757
H 1359.271326930 73.0 24.0 82.0 50 50 1744 1757
