device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 2051.326211662 1.0 100.0 100.0 10 10
H 2051.330153446 1.0 100.0 100.0 10 10
E 2051.384899956 2.0 100.0 100.0 10 10
H 2051.388843658 1.0 100.0 100.0 10 10
E 2051.433902406 1.0 100.0 100.0 10 10
H 2051.438087034 1.0 100.0 100.0 10 10
E 2051.492705010 1.0 100.0 100.0 10 10
H 2051.496645898 1.0 100.0 100.0 10 10
E 2051.541821574 1.0 100.0 100.0 10 10
H 2051.545763652 1.0 100.0 100.0 10 10
E 2051.600509924 1.0 100.0 100.0 10 10
H 2051.604446346 1.0 100.0 100.0 10 10
E 2051.659312626 2.0 100.0 100.0 10 10
H 2051.663254578 1.0 100.0 100.0 10 10
E 2051.708314908 1.0 100.0 100.0 10 10
H 2051.712502966 1.0 100.0 100.0 10 10
E 2051.767231948 1.0 100.0 100.0 10 10
H 2051.771170904 1.0 100.0 100.0 10 10
E 2051.825920200 2.0 100.0 100.0 10 10
H 2051.829860850 1.0 100.0 100.0 10 10
E 2051.874922398 1.0 100.0 100.0 10 10
H 2051.878864434 1.0 100.0 100.0 10 10
E 2051.933725128 2.0 100.0 100.0 10 10
H 2051.937667752 1.0 100.0 100.0 10 10
E 2052.002842070 2.0 100.0 100.0 10 10
H 2052.006851292 1.0 100.0 100.0 10 10
E 2052.061530070 1.0 100.0 100.0 10 10
H 2052.065383080 1.0 100.0 100.0 10 10
E 2052.110532324 1.0 100.0 100.0 10 10
H 2052.114470090 1.0 100.0 100.0 10 10
E 2052.159534522 2.0 100.0 100.0 10 10
H 2052.163473492 1.0 100.0 100.0 10 10
E 2052.218451534 1.0 100.0 100.0 10 10
H 2052.222393864 1.0 100.0 100.0 10 10
E 2052.277139870 2.0 100.0 100.0 10 10
H 2052.281325646 1.0 100.0 100.0 10 10
E 2052.335942656 1.0 100.0 100.0 10 10
