device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 4480.143453632 50.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4480.147250852 98.0 20.0 23.0 20 20 -3.0859375 -2.841796875
E 4480.192455914 50.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4480.196128492 98.0 19.0 23.0 20 20 -3.0859375 -2.841796875
E 4480.241571806 50.0 12.0 15.0 20 20 -3.0859375 -2.83203125
H 4480.245755622 98.0 19.0 23.0 20 20 -3.0859375 -2.841796875
E 4480.300260996 50.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.303931768 98.0 20.0 22.0 20 20 -3.0859375 -2.841796875
E 4480.349263012 51.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.352934890 98.0 20.0 21.0 20 20 -3.095703125 -2.841796875
E 4480.398265392 51.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.402058944 98.0 20.0 20.0 20 20 -3.0859375 -2.841796875
E 4480.447381228 51.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.451690232 98.0 20.0 20.0 20 20 -3.095703125 -2.841796875
E 4480.506070124 50.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4480.509864880 98.0 21.0 20.0 20 20 -3.095703125 -2.841796875
E 4480.555072700 50.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4480.558743864 98.0 21.0 21.0 20 20 -3.0859375 -2.841796875
E 4480.604074758 50.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.607744816 98.0 21.0 22.0 20 20 -3.0859375 -2.841796875
E 4480.653190524 50.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.657375054 98.0 21.0 21.0 20 20 -3.0859375 -2.841796875
E 4480.711879574 51.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.715552348 98.0 21.0 21.0 20 20 -3.0859375 -2.841796875
E 4480.760882010 51.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.764673798 98.0 21.0 22.0 20 20 -3.095703125 -2.841796875
E 4480.809883928 51.0 13.0 13.0 20 20 -3.0859375 -2.83203125
H 4480.813678292 98.0 21.0 22.0 20 20 -3.0859375 -2.841796875
E 4480.858999848 51.0 13.0 13.0 20 20 -3.0859375 -2.841796875
H 4480.862865276 98.0 21.0 21.0 20 20 -3.0859375 -2.841796875
E 4480.917688912 51.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4480.921361546 98.0 21.0 21.0 20 20 -3.095703125 -2.841796875
E 4480.966691264 50.0 13.0 14.0 20 20 -3.0859375 -2.83203125
H 4480.970362974 98.0 21.0 20.0 20 20 -3.095703125 -2.841796875
E 4481.035693504 50.0 13.0 14.0 20 20 -3.095703125 -2.841796875
H 4481.039276622 98.0 21.0 20.0 20 20 -3.0859375 -2.841796875
E 4481.084809326 50.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4481.088712078 98.0 21.0 21.0 20 20 -3.0859375 -2.841796875
E 4481.143498544 50.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4481.147295246 98.0 21.0 20.0 20 20 -3.0859375 -2.841796875
E 4481.192500616 51.0 13.0 15.0 20 20 -3.0859375 -2.841796875
H 4481.196297122 98.0 21.0 20.0 20 20 -3.0859375 -2.841796875
E 4481.241502898 51.0 13.0 15.0 20 20 -3.095703125 -2.841796875
H 4481.245175378 98.0 21.0 20.0 20 20 -3.0859375 -2.841796875
