device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 2419.278853862 0.0 100.0 100.0 10 10
H 2419.282917138 1.0 100.0 100.0 10 10
E 2419.337543346 0.0 100.0 100.0 10 10
H 2419.341596640 1.0 100.0 100.0 10 10
E 2419.386545530 0.0 100.0 100.0 10 10
H 2419.390487720 1.0 100.0 100.0 10 10
E 2419.435547910 0.0 100.0 100.0 10 10
H 2419.439490366 1.0 100.0 100.0 10 10
E 2419.484663452 0.0 100.0 100.0 10 10
H 2419.488607420 1.0 100.0 100.0 10 10
E 2419.543352838 0.0 100.0 100.0 10 10
H 2419.547418466 1.0 100.0 100.0 10 10
E 2419.602155568 0.0 100.0 100.0 10 10
H 2419.606209730 1.0 100.0 100.0 10 10
E 2419.651157710 0.0 100.0 100.0 10 10
H 2419.655095518 1.0 100.0 100.0 10 10
E 2419.700273182 0.0 100.0 100.0 10 10
H 2419.704215358 1.0 100.0 100.0 10 10
E 2419.758962638 0.0 100.0 100.0 10 10
H 2419.762905108 1.0 100.0 100.0 10 10
E 2419.807964878 0.0 100.0 100.0 10 10
H 2419.812029540 1.0 100.0 100.0 10 10
E 2419.866767524 0.0 100.0 100.0 10 10
H 2419.870818984 1.0 100.0 100.0 10 10
E 2419.925683612 0.0 100.0 100.0 10 10
H 2419.929626432 1.0 100.0 100.0 10 10
E 2420.004372970 0.0 100.0 100.0 10 10
H 2420.008133384 1.0 100.0 100.0 10 10
E 2420.053375168 0.0 100.0 100.0 10 10
H 2420.057228556 1.0 100.0 100.0 10 10
E 2420.102377422 0.0 100.0 100.0 10 10
H 2420.106441552 1.0 100.0 100.0 10 10
E 2420.151492838 0.0 100.0 100.0 10 10
H 2420.155546944 1.0 100.0 100.0 10 10
E 2420.210182476 0.0 100.0 100.0 10 10
H 2420.214119906 1.0 100.0 100.0 10 10
E 2420.259184506 0.0 100.0 100.0 10 10
H 2420.263127326 1.0 100.0 100.0 10 10
E 2420.308186830 0.0 100.0 100.0 10 10
E 2420.563111724 0.0 100.0 100.0 10 15
H 2420.567053872 1.0 100.0 100.0 10 15
E 2420.621801558 0.0 100.0 100.0 10 15
H 2420.625867592 1.0 100.0 100.0 10 15
E 2420.670803308 0.0 100.0 100.0 10 15
H 2420.674855006 1.0 100.0 100.0 10 15
E 2420.719805604 0.0 100.0 100.0 10 15
H 2420.723742628 1.0 100.0 100.0 10 15
E 2420.768921020 0.0 100.0 100.0 10 15
H 2420.772863280 1.0 100.0 100.0 10 15
E 2420.827610532 0.0 100.0 100.0 10 15
H 2420.831552386 1.0 100.0 100.0 10 15
E 2420.876612856 0.0 100.0 100.0 10 15
H 2420.880677868 1.0 100.0 100.0 10 15
E 2420.935415530 0.0 100.0 100.0 10 15
H 2420.939469790 1.0 100.0 100.0 10 15
E 2421.014331268 0.0 100.0 100.0 10 15
H 2421.018183886 1.0 100.0 100.0 10 15
E 2421.073020738 0.0 100.0 100.0 10 15
H 2421.076873622 1.0 100.0 100.0 10 15
E 2421.122023230 0.0 100.0 100.0 10 15
H 2421.125964300 1.0 100.0 100.0 10 15
E 2421.171025414 0.0 100.0 100.0 10 15
H 2421.175087136 1.0 100.0 100.0 10 15
E 2421.221000472 0.0 100.0 100.0 10 15
H 2421.224940394 1.0 100.0 100.0 10 15
E 2421.278830356 0.0 100.0 100.0 10 15
H 2421.282772294 1.0 100.0 100.0 10 15
E 2421.327832624 0.0 100.0 100.0 10 15
H 2421.331775752 1.0 100.0 100.0 10 15
E 2421.376834668 0.0 100.0 100.0 10 15
H 2421.380778090 1.0 100.0 100.0 10 15
E 2421.425950168 0.0 100.0 100.0 10 15
H 2421.430016538 1.0 100.0 100.0 10 15
E 2421.484639610 0.0 100.0 100.0 10 15
H 2421.488693058 1.0 100.0 100.0 10 15
E 2421.533642032 0.0 100.0 100.0 10 15
H 2421.537584222 1.0 100.0 100.0 10 15
E 2421.582644062 0.0 100.0 100.0 10 15
H 2421.586585538 1.0 100.0 100.0 10 15
E 2421.641560094 0.0 100.0 100.0 10 15
E 2421.955061268 0.0 100.0 100.0 10 20
H 2421.959126196 1.0 100.0 100.0 10 20
E 2422.024063312 0.0 100.0 100.0 10 20
H 2422.028026180 1.0 100.0 100.0 10 20
E 2422.073178770 0.0 100.0 100.0 10 20
H 2422.077026936 1.0 100.0 100.0 10 20
E 2422.131868506 0.0 100.0 100.0 10 20
H 2422.135812278 1.0 100.0 100.0 10 20
E 2422.180870522 0.0 100.0 100.0 10 20
H 2422.184811340 1.0 100.0 100.0 10 20
E 2422.229872818 0.0 100.0 100.0 10 20
H 2422.233938684 1.0 100.0 100.0 10 20
E 2422.288788780 0.0 100.0 100.0 10 20
H 2422.292843460 1.0 100.0 100.0 10 20
E 2422.347478194 0.0 100.0 100.0 10 20
H 2422.351420832 1.0 100.0 100.0 10 20
E 2422.396480392 0.0 100.0 100.0 10 20
H 2422.400423156 1.0 100.0 100.0 10 20
E 2422.445482884 0.0 100.0 100.0 10 20
H 2422.449424808 1.0 100.0 100.0 10 20
E 2422.494598160 0.0 100.0 100.0 10 20
H 2422.498659252 1.0 100.0 100.0 10 20
E 2422.553287476 0.0 100.0 100.0 10 20
H 2422.557342884 1.0 100.0 100.0 10 20
E 2422.612090332 0.0 100.0 100.0 10 20
H 2422.616026810 1.0 100.0 100.0 10 20
E 2422.661092572 0.0 100.0 100.0 10 20
H 2422.665035028 1.0 100.0 100.0 10 20
E 2422.710207904 0.0 100.0 100.0 10 20
H 2422.714149884 1.0 100.0 100.0 10 20
E 2422.768897458 0.0 100.0 100.0 10 20
H 2422.772963702 1.0 100.0 100.0 10 20
E 2422.827700146 0.0 100.0 100.0 10 20
H 2422.831754350 1.0 100.0 100.0 10 20
E 2422.876702414 0.0 100.0 100.0 10 20
H 2422.880640516 1.0 100.0 100.0 10 20
E 2422.925817928 0.0 100.0 100.0 10 20
H 2422.929757976 1.0 100.0 100.0 10 20
E 2423.004507300 0.0 100.0 100.0 10 20
E 2423.416126074 0.0 100.0 100.0 10 25
H 2423.420065898 1.0 100.0 100.0 10 25
E 2423.465128398 0.0 100.0 100.0 10 25
H 2423.469071946 1.0 100.0 100.0 10 25
E 2423.514130554 0.0 100.0 100.0 10 25
H 2423.518072086 1.0 100.0 100.0 10 25
E 2423.563246124 0.0 100.0 100.0 10 25
H 2423.567307622 1.0 100.0 100.0 10 25
E 2423.621935482 0.0 100.0 100.0 10 25
H 2423.625985906 1.0 100.0 100.0 10 25
E 2423.670937806 0.0 100.0 100.0 10 25
H 2423.674879576 1.0 100.0 100.0 10 25
E 2423.719940130 0.0 100.0 100.0 10 25
H 2423.723878946 1.0 100.0 100.0 10 25
E 2423.778855938 0.0 100.0 100.0 10 25
H 2423.782797890 1.0 100.0 100.0 10 25
E 2423.837545296 0.0 100.0 100.0 10 25
H 2423.841608488 1.0 100.0 100.0 10 25
E 2423.886547522 0.0 100.0 100.0 10 25
H 2423.890602398 1.0 100.0 100.0 10 25
E 2423.935549888 0.0 100.0 100.0 10 25
H 2423.939491854 1.0 100.0 100.0 10 25
E 2424.004665318 0.0 100.0 100.0 10 25
H 2424.008428910 1.0 100.0 100.0 10 25
E 2424.063354760 0.0 100.0 100.0 10 25
H 2424.067208890 1.0 100.0 100.0 10 25
E 2424.112356916 0.0 100.0 100.0 10 25
H 2424.116419058 1.0 100.0 100.0 10 25
E 2424.161359212 0.0 100.0 100.0 10 25
H 2424.165410084 1.0 100.0 100.0 10 25
E 2424.220275062 0.0 100.0 100.0 10 25
H 2424.224215936 1.0 100.0 100.0 10 25
E 2424.278964700 0.0 100.0 100.0 10 25
H 2424.282903880 1.0 100.0 100.0 10 25
E 2424.327966828 0.0 100.0 100.0 10 25
H 2424.331910894 1.0 100.0 100.0 10 25
E 2424.376968984 0.0 100.0 100.0 10 25
H 2424.381035424 1.0 100.0 100.0 10 25
E 2424.426084806 0.0 100.0 100.0 10 25
E 2424.739585602 0.0 100.0 100.0 10 30
H 2424.743529066 1.0 100.0 100.0 10 30
E 2424.788587884 0.0 100.0 100.0 10 30
H 2424.792531698 1.0 100.0 100.0 10 30
E 2424.847503986 0.0 100.0 100.0 10 30
H 2424.851445056 1.0 100.0 100.0 10 30
E 2424.906193288 0.0 100.0 100.0 10 30
H 2424.910260162 1.0 100.0 100.0 10 30
E 2424.964995906 0.0 100.0 100.0 10 30
H 2424.969049074 1.0 100.0 100.0 10 30
E 2425.033998160 0.0 100.0 100.0 10 30
H 2425.037851562 1.0 100.0 100.0 10 30
E 2425.083113800 0.0 100.0 100.0 10 30
H 2425.086966418 1.0 100.0 100.0 10 30
E 2425.141803130 0.0 100.0 100.0 10 30
H 2425.145746412 1.0 100.0 100.0 10 30
E 2425.190805426 0.0 100.0 100.0 10 30
H 2425.194867918 1.0 100.0 100.0 10 30
E 2425.249608352 0.0 100.0 100.0 10 30
H 2425.253661828 1.0 100.0 100.0 10 30
E 2425.308524020 0.0 100.0 100.0 10 30
H 2425.312462038 1.0 100.0 100.0 10 30
E 2425.367213406 0.0 100.0 100.0 10 30
H 2425.371155666 1.0 100.0 100.0 10 30
E 2425.416215688 0.0 100.0 100.0 10 30
H 2425.420158900 1.0 100.0 100.0 10 30
E 2425.475018502 0.0 100.0 100.0 10 30
H 2425.479083430 1.0 100.0 100.0 10 30
E 2425.534487646 0.0 100.0 100.0 10 30
H 2425.538737430 1.0 100.0 100.0 10 30
E 2425.592623626 0.0 100.0 100.0 10 30
H 2425.596566572 1.0 100.0 100.0 10 30
E 2425.641625950 0.0 100.0 100.0 10 30
H 2425.645567636 1.0 100.0 100.0 10 30
E 2425.690628232 0.0 100.0 100.0 10 30
H 2425.694570338 1.0 100.0 100.0 10 30
E 2425.739743816 0.0 100.0 100.0 10 30
E 2426.024242680 0.0 100.0 100.0 10 35
H 2426.028220976 1.0 100.0 100.0 10 35
E 2426.073244836 0.0 100.0 100.0 10 35
H 2426.077205856 1.0 100.0 100.0 10 35
E 2426.122247034 0.0 100.0 100.0 10 35
H 2426.126189812 1.0 100.0 100.0 10 35
E 2426.171362660 0.0 100.0 100.0 10 35
H 2426.175306628 1.0 100.0 100.0 10 35
E 2426.230051920 0.0 100.0 100.0 10 35
