device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 2700.453290782 1.0 100.0 100.0 10 10
H 2700.457229850 1.0 100.0 100.0 10 10
E 2700.512211028 2.0 100.0 100.0 10 10
H 2700.516276012 1.0 100.0 100.0 10 10
E 2700.571011714 2.0 100.0 100.0 10 10
H 2700.574950208 1.0 100.0 100.0 10 10
E 2700.629818014 2.0 100.0 100.0 10 10
H 2700.633759378 1.0 100.0 100.0 10 10
E 2700.688503270 1.0 100.0 100.0 10 10
H 2700.692570102 1.0 100.0 100.0 10 10
E 2700.747305916 1.0 100.0 100.0 10 10
H 2700.751246930 1.0 100.0 100.0 10 10
E 2700.796547080 1.0 100.0 100.0 10 10
H 2700.800607192 1.0 100.0 100.0 10 10
E 2700.855111194 1.0 100.0 100.0 10 10
H 2700.859054714 1.0 100.0 100.0 10 10
E 2700.914039490 2.0 100.0 100.0 10 10
H 2700.917980392 1.0 100.0 100.0 10 10
E 2700.972717844 2.0 100.0 100.0 10 10
H 2700.976784578 1.0 100.0 100.0 10 10
E 2701.051637208 2.0 100.0 100.0 10 10
H 2701.055489630 1.0 100.0 100.0 10 10
E 2701.110447890 2.0 100.0 100.0 10 10
H 2701.114512720 1.0 100.0 100.0 10 10
E 2701.169129492 2.0 100.0 100.0 10 10
H 2701.173071850 1.0 100.0 100.0 10 10
E 2701.228055156 1.0 100.0 100.0 10 10
H 2701.231997094 1.0 100.0 100.0 10 10
E 2701.286850760 1.0 100.0 100.0 10 10
H 2701.290915814 1.0 100.0 100.0 10 10
E 2701.345538732 2.0 100.0 100.0 10 10
H 2701.349481230 1.0 100.0 100.0 10 10
E 2701.404461358 2.0 100.0 100.0 10 10
H 2701.408526650 1.0 100.0 100.0 10 10
E 2701.463146026 2.0 100.0 100.0 10 10
H 2701.467088146 1.0 100.0 100.0 10 10
E 2701.522183018 1.0 100.0 100.0 10 10
