device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 578.637309834 0.0 100.0 100.0 10 10
H 578.641286156 1.0 100.0 100.0 10 10
E 578.696228484 0.0 100.0 100.0 10 10
H 578.700083832 1.0 100.0 100.0 10 10
E 578.754924282 0.0 100.0 100.0 10 10
H 578.758777754 1.0 100.0 100.0 10 10
E 578.813717842 0.0 100.0 100.0 10 10
H 578.817573372 1.0 100.0 100.0 10 10
E 578.862720124 0.0 100.0 100.0 10 10
H 578.866681018 1.0 100.0 100.0 10 10
E 578.911835722 0.0 100.0 100.0 10 10
H 578.915814494 1.0 100.0 100.0 10 10
E 578.970527754 0.0 100.0 100.0 10 10
H 578.974381240 1.0 100.0 100.0 10 10
E 579.039539388 0.0 100.0 100.0 10 10
H 579.043303372 1.0 100.0 100.0 10 10
E 579.088529476 0.0 100.0 100.0 10 10
H 579.092418018 1.0 100.0 100.0 10 10
E 579.137644948 0.0 100.0 100.0 10 10
H 579.141606780 1.0 100.0 100.0 10 10
E 579.196334572 0.0 100.0 100.0 10 10
H 579.200188296 1.0 100.0 100.0 10 10
E 579.255139976 0.0 100.0 100.0 10 10
H 579.259118650 1.0 100.0 100.0 10 10
E 579.304139416 0.0 100.0 100.0 10 10
H 579.307988688 1.0 100.0 100.0 10 10
E 579.353267320 0.0 100.0 100.0 10 10
H 579.357116970 1.0 100.0 100.0 10 10
E 579.411944652 0.0 100.0 100.0 10 10
H 579.415910054 1.0 100.0 100.0 10 10
E 579.460946458 0.0 100.0 100.0 10 10
H 579.464798796 1.0 100.0 100.0 10 10
E 579.509955166 0.0 100.0 100.0 10 10
H 579.513926630 1.0 100.0 100.0 10 10
E 579.559064212 0.0 100.0 100.0 10 10
H 579.562913400 1.0 100.0 100.0 10 10
E 579.617767752 0.0 100.0 100.0 10 10
