device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
H 897.404567772 44.0 8.0 46.0 10 10
E 897.450167592 37.0 9.0 41.0 10 10
H 897.453673920 36.0 8.0 52.0 10 10
E 897.499287656 33.0 9.0 39.0 10 10
H 897.502982732 28.0 8.0 59.0 10 10
E 897.557969146 28.0 9.0 36.0 10 10
H 897.561388002 18.0 8.0 63.0 10 10
E 897.606872462 24.0 9.0 34.0 10 10
H 897.610389206 8.0 8.0 63.0 10 10
E 897.655973416 21.0 8.0 33.0 10 10
H 897.659390018 2.0 8.0 61.0 10 10
E 897.705549474 18.0 8.0 34.0 10 10
H 897.709062060 2.0 8.0 59.0 10 10
E 897.763679490 14.0 8.0 35.0 10 10
H 897.767097478 2.0 7.0 59.0 10 10
E 897.812771176 11.0 8.0 34.0 10 10
H 897.816189948 2.0 7.0 55.0 10 10
E 897.861684586 9.0 9.0 32.0 10 10
E 898.097421660 4.0 9.0 21.0 10 15
H 898.100662926 2.0 5.0 27.0 10 15
E 898.146414240 4.0 17.0 19.0 10 15
H 898.150236156 2.0 5.0 25.0 10 15
E 898.205099440 5.0 25.0 16.0 10 15
H 898.208731740 2.0 6.0 25.0 10 15
E 898.254100910 6.0 30.0 15.0 10 15
H 898.257708416 2.0 8.0 27.0 10 15
E 898.303103892 8.0 37.0 15.0 10 15
H 898.306712028 2.0 10.0 30.0 10 15
E 898.352223844 12.0 45.0 15.0 10 15
H 898.356113716 2.0 11.0 30.0 10 15
E 898.410907336 17.0 52.0 15.0 10 15
H 898.414794604 2.0 12.0 28.0 10 15
E 898.459910402 22.0 56.0 15.0 10 15
H 898.463800092 2.0 12.0 26.0 10 15
E 898.508913426 28.0 60.0 14.0 10 15
H 898.512798818 2.0 12.0 24.0 10 15
E 898.558033056 34.0 63.0 15.0 10 15
H 898.561921052 2.0 12.0 23.0 10 15
E 898.616715848 41.0 67.0 17.0 10 15
H 898.620603508 2.0 12.0 23.0 10 15
E 898.665720370 48.0 71.0 17.0 10 15
H 898.669607484 2.0 12.0 22.0 10 15
E 898.714721602 55.0 74.0 18.0 10 15
H 898.718610620 3.0 11.0 21.0 10 15
E 898.763842044 61.0 82.0 19.0 10 15
H 898.767725336 3.0 11.0 21.0 10 15
E 898.822527636 69.0 89.0 19.0 10 15
H 898.826219968 3.0 11.0 21.0 10 15
E 898.871530464 76.0 87.0 19.0 10 15
H 898.875221718 3.0 11.0 20.0 10 15
E 898.920531766 82.0 87.0 20.0 10 15
H 898.924222530 3.0 11.0 19.0 10 15
E 898.969649534 88.0 93.0 20.0 10 15
H 898.973531944 3.0 10.0 19.0 10 15
E 899.048334636 96.0 100.0 20.0 10 15
H 899.052303524 3.0 9.0 17.0 10 15
E 899.097336330 101.0 100.0 19.0 10 15
H 899.101300108 3.0 9.0 15.0 10 15
E 899.146340768 107.0 100.0 19.0 10 15
H 899.150295754 3.0 8.0 14.0 10 15
E 899.195460748 112.0 100.0 20.0 10 15
H 899.199315466 3.0 8.0 13.0 10 15
E 899.254146018 118.0 100.0 21.0 10 15
H 899.258099170 3.0 8.0 12.0 10 15
E 899.303245418 122.0 100.0 22.0 10 15
H 899.307103748 3.0 8.0 11.0 10 15
E 899.352281132 125.0 100.0 22.0 10 15
H 899.356235964 3.0 7.0 11.0 10 15
E 899.401270156 128.0 100.0 23.0 10 15
H 899.405256838 3.0 7.0 10.0 10 15
E 899.459953298 128.0 100.0 24.0 10 15
H 899.464042404 3.0 7.0 10.0 10 15
E 899.508956728 128.0 100.0 25.0 10 15
H 899.513044000 3.0 7.0 11.0 10 15
E 899.558057038 127.0 100.0 24.0 10 15
H 899.561914822 3.0 7.0 11.0 10 15
E 899.607079074 128.0 96.0 22.0 10 15
H 899.610949556 3.0 7.0 12.0 10 15
E 899.665764414 128.0 86.0 19.0 10 15
H 899.669447170 4.0 7.0 11.0 10 15
E 899.714767074 127.0 78.0 17.0 10 15
H 899.718449802 4.0 7.0 11.0 10 15
E 899.763769300 127.0 71.0 16.0 10 15
H 899.767451202 4.0 7.0 10.0 10 15
E 899.813440908 127.0 60.0 18.0 10 15
H 899.817118568 4.0 6.0 10.0 10 15
E 899.871573598 127.0 50.0 18.0 10 15
H 899.875252994 4.0 6.0 9.0 10 15
E 899.920576566 127.0 43.0 17.0 10 15
H 899.924256466 4.0 6.0 8.0 10 15
E 899.969576930 127.0 36.0 21.0 10 15
H 899.973258370 4.0 5.0 7.0 10 15
E 900.038697764 127.0 31.0 26.0 10 15
H 900.042285544 4.0 5.0 6.0 10 15
E 900.097384336 124.0 27.0 30.0 10 15
H 900.100977660 4.0 5.0 5.0 10 15
E 900.146662614 123.0 23.0 29.0 10 15
H 900.150339518 4.0 5.0 5.0 10 15
E 900.195388620 121.0 21.0 31.0 10 15
H 900.199442446 4.0 4.0 4.0 10 15
E 900.244508418 121.0 19.0 35.0 10 15
H 900.248331426 4.0 4.0 4.0 10 15
E 900.303192568 117.0 17.0 38.0 10 15
H 900.306874148 4.0 4.0 4.0 10 15
E 900.352194374 113.0 15.0 39.0 10 15
H 900.355874008 4.0 4.0 3.0 10 15
E 900.401197986 108.0 13.0 35.0 10 15
H 900.404880070 4.0 4.0 3.0 10 15
E 900.450315348 103.0 12.0 36.0 10 15
H 900.454315596 4.0 4.0 3.0 10 15
E 900.509000912 98.0 12.0 37.0 10 15
H 900.512592402 4.0 4.0 3.0 10 15
E 900.558004930 93.0 11.0 37.0 10 15
H 900.561595496 4.0 4.0 3.0 10 15
E 900.607105702 88.0 11.0 35.0 10 15
H 900.610695876 4.0 4.0 3.0 10 15
E 900.656222714 84.0 10.0 35.0 10 15
H 900.660001328 4.0 4.0 3.0 10 15
E 900.714907270 78.0 10.0 37.0 10 15
H 900.718501014 4.0 4.0 3.0 10 15
E 900.763913038 73.0 10.0 38.0 10 15
H 900.767503450 4.0 4.0 3.0 10 15
E 900.812914326 68.0 10.0 40.0 10 15
H 900.816508714 4.0 3.0 2.0 10 15
E 900.862033228 63.0 10.0 42.0 10 15
H 900.865813452 4.0 3.0 2.0 10 15
E 900.920717980 58.0 9.0 45.0 10 15
H 900.924134750 4.0 3.0 2.0 10 15
E 900.969756172 52.0 9.0 47.0 10 15
H 900.973272328 4.0 3.0 2.0 10 15
E 901.038757768 47.0 9.0 47.0 10 15
H 901.042183638 4.0 3.0 2.0 10 15
E 901.087742816 41.0 9.0 47.0 10 15
H 901.091197526 4.0 3.0 2.0 10 15
E 901.146431236 36.0 8.0 46.0 10 15
H 901.149849294 4.0 3.0 2.0 10 15
E 901.195433644 31.0 8.0 44.0 10 15
H 901.198849560 4.0 3.0 2.0 10 15
E 901.244533730 27.0 8.0 41.0 10 15
H 901.247948400 4.0 3.0 2.0 10 15
E 901.293688612 23.0 7.0 37.0 10 15
H 901.297393250 4.0 3.0 2.0 10 15
E 901.352373350 19.0 6.0 32.0 10 15
H 901.355885964 4.0 3.0 2.0 10 15
E 901.401375226 16.0 6.0 30.0 10 15
H 901.404891074 4.0 3.0 2.0 10 15
E 901.450377522 15.0 6.0 30.0 10 15
H 901.453892726 4.0 3.0 2.0 10 15
E 901.499494842 13.0 7.0 30.0 10 15
H 901.503198962 4.0 3.0 2.0 10 15
E 901.558180490 10.0 6.0 28.0 10 15
H 901.561696436 4.0 3.0 2.0 10 15
E 901.607181022 9.0 6.0 24.0 10 15
H 901.610608138 4.0 3.0 2.0 10 15
E 901.656052894 8.0 8.0 21.0 10 15
H 901.659514184 4.0 3.0 2.0 10 15
E 901.705174876 8.0 14.0 18.0 10 15
H 901.708676332 4.0 3.0 2.0 10 15
E 901.763666988 8.0 33.0 17.0 10 15
H 901.767362330 4.0 3.0 4.0 10 15
E 901.812669186 10.0 52.0 16.0 10 15
H 901.816454982 4.0 5.0 6.0 10 15
E 901.861671580 15.0 66.0 15.0 10 15
H 901.865558596 4.0 6.0 9.0 10 15
E 901.911634836 21.0 77.0 15.0 10 15
H 901.915224562 4.0 8.0 12.0 10 15
E 901.969476466 30.0 86.0 15.0 10 15
H 901.973687960 4.0 9.0 14.0 10 15
E 902.038478608 37.0 89.0 14.0 10 15
H 902.042597534 4.0 9.0 15.0 10 15
E 902.087480834 44.0 89.0 14.0 10 15
H 902.091598500 4.0 9.0 15.0 10 15
E 902.136926076 51.0 88.0 14.0 10 15
H 902.140709870 4.0 9.0 14.0 10 15
E 902.195286042 60.0 86.0 14.0 10 15
H 902.199200400 4.0 9.0 13.0 10 15
E 902.244288030 66.0 83.0 14.0 10 15
H 902.248204404 4.0 8.0 13.0 10 15
E 902.293290354 73.0 82.0 14.0 10 15
H 902.297207834 4.0 8.0 13.0 10 15
E 902.342734616 79.0 81.0 14.0 10 15
H 902.346618860 4.0 7.0 13.0 10 15
E 902.401095226 86.0 85.0 15.0 10 15
H 902.405012608 4.0 6.0 12.0 10 15
E 902.450097424 92.0 93.0 15.0 10 15
H 902.454011628 4.0 6.0 12.0 10 15
E 902.499099846 98.0 97.0 16.0 10 15
H 902.503016598 4.0 6.0 11.0 10 15
E 902.548556162 103.0 95.0 17.0 10 15
H 902.552330968 4.0 6.0 9.0 10 15
E 902.606904676 109.0 93.0 17.0 10 15
H 902.611095058 4.0 5.0 8.0 10 15
E 902.655906930 114.0 91.0 17.0 10 15
H 902.660102562 4.0 5.0 7.0 10 15
E 902.704909296 118.0 91.0 17.0 10 15
H 902.709105208 4.0 5.0 7.0 10 15
E 902.754354412 122.0 95.0 18.0 10 15
H 902.758129036 4.0 5.0 7.0 10 15
E 902.812714014 126.0 97.0 19.0 10 15
H 902.816912922 4.0 5.0 7.0 10 15
E 902.861716296 127.0 97.0 18.0 10 15
H 902.865913818 4.0 5.0 7.0 10 15
E 902.910718620 127.0 96.0 18.0 10 15
H 902.914909254 4.0 5.0 8.0 10 15
E 902.960168412 127.0 91.0 17.0 10 15
H 902.963942896 4.0 5.0 9.0 10 15
E 903.038523478 127.0 85.0 15.0 10 15
H 903.042728504 4.0 5.0 9.0 10 15
E 903.087525774 127.0 80.0 14.0 10 15
H 903.091730296 4.0 4.0 9.0 10 15
E 903.136527874 127.0 73.0 13.0 10 15
H 903.140731724 4.0 4.0 9.0 10 15
E 903.185972962 127.0 64.0 13.0 10 15
H 903.189848890 4.0 4.0 9.0 10 15
E 903.244332760 127.0 54.0 14.0 10 15
H 903.248640504 4.0 5.0 8.0 10 15
E 903.293335084 126.0 46.0 13.0 10 15
H 903.297636556 4.0 4.0 8.0 10 15
E 903.342337296 127.0 40.0 15.0 10 15
H 903.346647812 4.0 4.0 8.0 10 15
E 903.391790196 127.0 34.0 19.0 10 15
H 903.395566962 4.0 4.0 7.0 10 15
E 903.450142420 126.0 29.0 23.0 10 15
H 903.454335056 4.0 4.0 6.0 10 15
E 903.499144464 123.0 25.0 25.0 10 15
H 903.503341580 4.0 4.0 6.0 10 15
E 903.548146844 122.0 22.0 26.0 10 15
H 903.552343218 4.0 4.0 5.0 10 15
E 903.597590322 120.0 20.0 31.0 10 15
H 903.601364008 4.0 4.0 5.0 10 15
E 903.655951828 118.0 18.0 42.0 10 15
H 903.660153704 4.0 4.0 4.0 10 15
E 903.704953914 113.0 17.0 46.0 10 15
H 903.709147166 4.0 4.0 4.0 10 15
E 903.753956196 108.0 15.0 44.0 10 15
H 903.758152878 4.0 4.0 4.0 10 15
E 903.803395264 103.0 13.0 39.0 10 15
H 903.807169006 4.0 4.0 5.0 10 15
E 903.861761040 97.0 12.0 36.0 10 15
H 903.865962048 4.0 4.0 5.0 10 15
E 903.910763322 92.0 12.0 37.0 10 15
H 903.914980304 4.0 4.0 5.0 10 15
E 903.959765674 87.0 12.0 43.0 10 15
H 903.963973178 4.0 4.0 4.0 10 15
E 904.029869840 81.0 12.0 47.0 10 15
H 904.033370708 4.0 4.0 4.0 10 15
E 904.087570546 74.0 12.0 48.0 10 15
H 904.091498078 3.0 3.0 4.0 10 15
E 904.136572814 68.0 12.0 50.0 10 15
H 904.140776552 4.0 3.0 3.0 10 15
E 904.185575194 62.0 11.0 50.0 10 15
H 904.189785694 4.0 3.0 3.0 10 15
E 904.234885014 56.0 11.0 47.0 10 15
E 904.450491370 33.0 11.0 48.0 10 20
H 904.454083546 4.0 3.0 2.0 10 20
E 904.508989754 28.0 10.0 46.0 10 20
H 904.512871072 4.0 3.0 2.0 10 20
E 904.557992064 25.0 10.0 48.0 10 20
H 904.561870260 4.0 3.0 2.0 10 20
E 904.606994304 21.0 11.0 53.0 10 20
H 904.610877344 4.0 4.0 3.0 10 20
E 904.656398680 17.0 11.0 56.0 10 20
H 904.660182446 4.0 4.0 3.0 10 20
E 904.714799232 12.0 11.0 59.0 10 20
H 904.718679584 4.0 4.0 3.0 10 20
E 904.763801416 9.0 11.0 59.0 10 20
H 904.767594912 4.0 3.0 3.0 10 20
E 904.812803782 5.0 11.0 55.0 10 20
H 904.816749332 4.0 3.0 3.0 10 20
E 904.862239000 4.0 12.0 50.0 10 20
H 904.866057388 4.0 3.0 3.0 10 20
E 904.920608598 4.0 11.0 43.0 10 20
H 904.924470274 4.0 3.0 2.0 10 20
E 904.969610754 4.0 11.0 37.0 10 20
H 904.973476308 4.0 3.0 3.0 10 20
E 905.038613064 4.0 17.0 32.0 10 20
H 905.042394142 4.0 3.0 4.0 10 20
E 905.087916948 4.0 25.0 28.0 10 20
H 905.091378154 4.0 4.0 6.0 10 20
E 905.146418076 5.0 29.0 26.0 10 20
H 905.150032078 4.0 5.0 8.0 10 20
E 905.195420316 6.0 29.0 24.0 10 20
H 905.199033814 4.0 7.0 9.0 10 20
E 905.244422598 6.0 30.0 22.0 10 20
H 905.248170356 4.0 9.0 10.0 10 20
E 905.293861148 7.0 32.0 20.0 10 20
H 905.297381826 4.0 9.0 11.0 10 20
E 905.352227260 9.0 35.0 18.0 10 20
H 905.356076630 4.0 10.0 14.0 10 20
E 905.401229682 12.0 38.0 17.0 10 20
H 905.405161134 4.0 11.0 16.0 10 20
E 905.450231824 15.0 40.0 17.0 10 20
H 905.454163612 4.0 14.0 17.0 10 20
E 905.499670836 18.0 43.0 18.0 10 20
H 905.503471752 4.0 17.0 17.0 10 20
E 905.558036808 23.0 47.0 18.0 10 20
H 905.561982218 4.0 20.0 17.0 10 20
E 905.607039090 27.0 54.0 18.0 10 20
H 905.610980440 4.0 22.0 17.0 10 20
E 905.656041148 31.0 59.0 18.0 10 20
H 905.659982386 4.0 23.0 19.0 10 20
E 905.705493726 36.0 60.0 17.0 10 20
H 905.709296448 4.0 23.0 21.0 10 20
E 905.763846300 43.0 62.0 18.0 10 20
H 905.767788000 4.0 23.0 20.0 10 20
E 905.812848568 48.0 65.0 19.0 10 20
H 905.816791710 4.0 22.0 20.0 10 20
E 905.861850822 54.0 68.0 19.0 10 20
H 905.865794370 4.0 21.0 21.0 10 20
E 905.911302042 60.0 68.0 19.0 10 20
H 905.915102426 4.0 20.0 21.0 10 20
E 905.969655750 67.0 70.0 20.0 10 20
H 905.973879732 4.0 20.0 22.0 10 20
E 906.038657892 72.0 72.0 20.0 10 20
H 906.042600110 4.0 18.0 22.0 10 20
E 906.087660090 78.0 74.0 20.0 10 20
H 906.091600152 4.0 17.0 21.0 10 20
E 906.137670092 84.0 77.0 20.0 10 20
H 906.141360632 4.0 16.0 21.0 10 20
E 906.195464976 91.0 82.0 20.0 10 20
H 906.199244976 4.0 14.0 22.0 10 20
E 906.244467160 96.0 85.0 20.0 10 20
H 906.248248994 4.0 13.0 21.0 10 20
E 906.293469582 101.0 82.0 20.0 10 20
H 906.297437056 4.0 12.0 20.0 10 20
E 906.342874854 106.0 81.0 19.0 10 20
H 906.346752070 4.0 10.0 18.0 10 20
E 906.401274286 111.0 78.0 18.0 10 20
H 906.405244966 4.0 9.0 16.0 10 20
E 906.450276624 116.0 76.0 17.0 10 20
H 906.454246884 4.0 9.0 15.0 10 20
E 906.499278850 119.0 76.0 16.0 10 20
H 906.503250300 4.0 9.0 14.0 10 20
E 906.548683772 122.0 75.0 16.0 10 20
H 906.552560428 4.0 9.0 13.0 10 20
E 906.607083708 125.0 74.0 16.0 10 20
H 906.611051728 4.0 8.0 13.0 10 20
E 906.656086060 125.0 71.0 15.0 10 20
H 906.660060212 4.0 8.0 12.0 10 20
E 906.705088230 125.0 67.0 15.0 10 20
H 906.709058560 4.0 7.0 12.0 10 20
E 906.754494006 125.0 62.0 15.0 10 20
H 906.758367050 4.0 7.0 12.0 10 20
E 906.812893354 125.0 57.0 13.0 10 20
H 906.817149158 4.0 6.0 12.0 10 20
E 906.861895552 125.0 52.0 12.0 10 20
H 906.866152280 4.0 6.0 11.0 10 20
E 906.910897610 125.0 46.0 12.0 10 20
H 906.915153456 4.0 6.0 11.0 10 20
E 906.960307446 124.0 40.0 15.0 10 20
H 906.964173182 4.0 6.0 10.0 10 20
E 907.038702664 124.0 34.0 22.0 10 20
H 907.042679826 4.0 6.0 10.0 10 20
E 907.087704960 123.0 30.0 28.0 10 20
H 907.091898450 4.0 6.0 9.0 10 20
E 907.136707032 121.0 26.0 32.0 10 20
H 907.140913430 4.0 5.0 8.0 10 20
E 907.186011154 119.0 23.0 33.0 10 20
H 907.190114666 4.0 5.0 7.0 10 20
E 907.244512128 118.0 20.0 37.0 10 20
H 907.248474632 4.0 5.0 6.0 10 20
E 907.293514116 117.0 18.0 43.0 10 20
H 907.297478006 4.0 5.0 6.0 10 20
E 907.342516356 112.0 16.0 47.0 10 20
H 907.346477222 4.0 5.0 5.0 10 20
