device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 5215.879419128 1.0 100.0 100.0 10 10
H 5215.883487248 1.0 100.0 100.0 10 10
E 5215.928421270 2.0 100.0 100.0 10 10
H 5215.932487668 1.0 100.0 100.0 10 10
E 5215.977423608 1.0 100.0 100.0 10 10
H 5216.001363194 1.0 100.0 100.0 10 10
E 5216.046540256 1.0 100.0 100.0 10 10
H 5216.050386560 1.0 100.0 100.0 10 10
E 5216.105228480 1.0 100.0 100.0 10 10
H 5216.109169438 1.0 100.0 100.0 10 10
E 5216.164031308 1.0 100.0 100.0 10 10
H 5216.168089404 1.0 100.0 100.0 10 10
E 5216.222833870 2.0 100.0 100.0 10 10
H 5216.226899456 1.0 100.0 100.0 10 10
E 5216.281751092 1.0 100.0 100.0 10 10
H 5216.285691504 1.0 100.0 100.0 10 10
E 5216.340439176 2.0 100.0 100.0 10 10
H 5216.344380624 1.0 100.0 100.0 10 10
E 5216.389441528 1.0 100.0 100.0 10 10
H 5216.393384866 1.0 100.0 100.0 10 10
E 5216.438443712 1.0 100.0 100.0 10 10
H 5216.442511622 1.0 100.0 100.0 10 10
E 5216.487560416 1.0 100.0 100.0 10 10
H 5216.491627514 1.0 100.0 100.0 10 10
E 5216.546248654 2.0 100.0 100.0 10 10
H 5216.550192468 1.0 100.0 100.0 10 10
E 5216.595250894 2.0 100.0 100.0 10 10
H 5216.599193812 1.0 100.0 100.0 10 10
E 5216.644253050 1.0 100.0 100.0 10 10
H 5216.648194680 1.0 100.0 100.0 10 10
E 5216.703170314 1.0 100.0 100.0 10 10
H 5216.707232610 1.0 100.0 100.0 10 10
E 5216.761858426 1.0 100.0 100.0 10 10
H 5216.765924292 1.0 100.0 100.0 10 10
E 5216.810860792 1.0 100.0 100.0 10 10
H 5216.814797718 1.0 100.0 100.0 10 10
E 5216.859863074 1.0 100.0 100.0 10 10
H 5216.863806608 1.0 100.0 100.0 10 10
E 5216.908979666 1.0 100.0 100.0 10 10
