E 13488.934037678 231 92 100 100 6 161 0
H 13488.937982612 526 313 100 100 2 161 0
E 13489.012535992 232 92 100 100 6 161 0
H 13489.016831276 529 313 100 100 2 161 0
E 13489.071338638 232 93 100 100 6 161 0
H 13489.075770562 530 313 100 100 2 161 0
E 13489.130141368 232 93 100 100 6 161 0
H 13489.134379056 530 311 100 100 2 161 0
E 13489.189393232 231 92 100 100 6 161 0
H 13489.193339552 530 311 100 100 2 161 0
E 13489.247746772 231 92 100 100 6 161 0
H 13489.252032522 529 310 100 100 2 161 0
E 13489.306549474 231 92 100 100 6 161 0
H 13489.310786070 525 310 100 100 2 161 0
E 13489.365352078 229 91 100 100 6 161 0
H 13489.369730130 522 310 100 100 2 161 0
E 13489.425165202 228 90 100 100 6 161 0
H 13489.429106314 521 311 100 100 2 161 0
E 13489.482957454 228 90 100 100 6 161 0
H 13489.487237380 521 311 100 100 2 161 0
E 13489.541760310 229 90 100 100 6 161 0
H 13489.546231924 522 311 100 100 2 161 0
E 13489.600562900 227 90 100 100 6 161 0
H 13489.604845402 523 312 100 100 2 161 0
E 13489.659814274 227 89 100 100 6 161 0
H 13489.663757052 526 313 100 100 2 161 0
E 13489.718168248 226 89 100 100 6 161 0
H 13489.722406790 528 314 100 100 2 161 0
E 13489.776970894 225 90 100 100 6 161 0
H 13489.781257526 528 315 100 100 2 161 0
E 13489.835773568 225 90 100 100 6 161 0
H 13489.840297430 524 317 100 100 2 161 0
E 13489.894884424 225 90 100 100 6 161 0
H 13489.898827454 521 319 100 100 2 161 0
E 13489.953379042 225 90 100 100 6 161 0
H 13489.957805142 521 320 100 100 2 161 0
E 13490.032181786 225 90 100 100 6 161 0
H 13490.036709582 523 319 100 100 2 161 0
E 13490.090984264 228 92 100 100 6 161 0
H 13490.095229960 519 320 100 100 2 161 0
E 13490.150094854 230 93 100 100 6 161 0
H 13490.154040348 516 321 100 100 2 161 0
E 13490.208589864 231 94 100 100 6 162 0
H 13490.213017924 518 319 100 100 2 162 0
E 13490.267392454 232 93 100 100 6 162 0
H 13490.271733714 519 318 100 100 2 162 0
E 13490.326194988 233 94 100 100 6 162 0
H 13490.330535324 516 319 100 100 2 162 0
E 13490.385591486 234 94 100 100 6 162 0
H 13490.389538702 511 320 100 100 2 162 0
E 13490.443800448 234 93 100 100 6 162 0
H 13490.448425936 511 318 100 100 2 162 0
E 13490.502603248 234 93 100 100 6 162 0
H 13490.506942198 510 317 100 100 2 162 0
E 13490.561405824 235 94 100 100 6 162 0
H 13490.565745726 504 315 100 100 2 162 0
E 13490.620802994 235 94 100 100 6 162 0
H 13490.624748432 502 313 100 100 2 162 0
E 13490.679011284 235 94 100 100 6 162 0
H 13490.683636464 506 311 100 100 2 162 0
E 13490.737813888 233 93 100 100 6 162 0
H 13490.742145334 507 310 100 100 2 162 0
E 13490.796616576 233 93 100 100 6 162 0
H 13490.800956170 504 308 100 100 2 162 0
E 13490.856009896 233 92 100 100 6 162 0
H 13490.859955684 505 306 100 100 2 162 0
E 13490.914222036 232 91 100 100 6 162 0
H 13490.918846306 509 305 100 100 2 162 0
E 13490.973024808 230 90 100 100 6 162 0
H 13490.977364304 511 305 100 100 2 162 0
E 13491.051827440 229 89 100 100 6 162 0
H 13491.056071400 512 306 100 100 2 162 0
E 13491.111225842 228 89 100 100 6 162 0
H 13491.115172386 513 307 100 100 2 162 0
E 13491.169432816 228 89 100 100 6 162 0
H 13491.174058010 513 307 100 100 2 162 0
E 13491.228235364 227 88 100 100 6 162 0
H 13491.232572662 513 307 100 100 2 162 0
E 13491.287038066 225 88 100 100 6 162 0
H 13491.291375126 514 309 100 100 2 162 0
E 13491.345955218 224 88 100 100 6 162 0
H 13491.350382060 515 311 100 100 2 162 0
E 13491.404643694 224 89 100 100 6 162 0
H 13491.409266326 516 312 100 100 2 162 0
E 13491.463446214 223 90 100 100 6 162 0
H 13491.467788482 518 312 100 100 2 162 0
E 13491.522248818 223 90 100 100 6 162 0
H 13491.526586130 522 313 100 100 2 162 0
E 13491.581166012 223 91 100 100 6 162 0
H 13491.585594702 523 315 100 100 2 162 0
E 13491.639854152 223 92 100 100 6 162 0
H 13491.644473564 523 318 100 100 2 162 0
E 13491.698656882 224 92 100 100 6 162 0
H 13491.702995916 526 320 100 100 2 162 0
E 13491.757459640 224 92 100 100 6 162 0
H 13491.761793228 532 320 100 100 2 162 0
E 13491.817413142 226 93 100 100 6 162 0
H 13491.821359070 536 320 100 100 2 162 0
E 13491.875065072 227 94 100 100 6 162 0
H 13491.879683798 538 320 100 100 2 162 0
E 13491.933867886 228 95 100 100 6 162 0
H 13491.938206318 542 320 100 100 2 162 0
E 13492.012670392 230 95 100 100 6 162 0
H 13492.016915724 545 320 100 100 2 162 0
E 13492.071587460 231 95 100 100 6 162 0
H 13492.075926410 547 318 100 100 2 162 0
E 13492.130275978 234 95 100 100 6 162 0
H 13492.134895138 545 315 100 100 2 162 0
E 13492.189078400 237 96 100 100 6 162 0
H 13492.193414858 546 312 100 100 2 162 0
E 13492.247881060 239 97 100 100 6 162 0
H 13492.252215082 549 311 100 100 2 162 0
E 13492.306798128 241 97 100 100 6 162 0
H 13492.311224480 551 309 100 100 2 162 0
E 13492.365486478 242 98 100 100 6 162 0
H 13492.370102964 549 307 100 100 2 162 0
E 13492.424289166 244 98 100 100 6 162 0
H 13492.428626016 549 304 100 100 2 162 0
E 13492.483091812 245 99 100 100 6 162 0
H 13492.487130154 548 304 100 100 2 162 0
E 13492.542008796 242 97 100 100 6 162 0
H 13492.546434070 548 304 100 100 2 162 0
E 13492.600697258 239 96 100 100 6 162 0
H 13492.604635500 545 305 100 100 2 162 0
E 13492.659499946 237 95 100 100 6 162 0
H 13492.663443424 543 305 100 100 2 162 0
