device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 210.622894846 113.0 31.0 21.0 50 50 0.8363381410256421 1.2406486742424225
E 210.730585156 113.0 29.0 20.0 50 50 0.8989383012820524 1.166666666666665
E 210.829257492 113.0 27.0 20.0 50 50 0.9615384615384629 1.166666666666665
E 210.936394578 112.0 26.0 19.0 50 50 0.8989383012820524 1.166666666666665
E 211.113201844 112.0 25.0 20.0 50 50 0.9615384615384629 1.166666666666665
E 211.211206310 111.0 23.0 19.0 50 50 0.9615384615384629 1.3886126893939374
E 211.319011126 111.0 21.0 21.0 50 50 1.0867387820512837 1.9804687499999976
E 211.417015690 108.0 19.0 27.0 50 50 0.022536057692307168 3.904000946969693
E 211.524820492 108.0 20.0 41.0 50 50 0.022536057692307168 5.013731060606055
E 211.622825014 106.0 19.0 65.0 50 50 -0.04006410256410321 4.791785037878783
E 211.779632210 94.0 20.0 100.0 50 50 0.022536057692307168 2.1284327651515125
E 211.877751238 82.0 22.0 100.0 50 50 1.3371394230769251 1.8325047348484826
E 212.005441772 69.0 25.0 100.0 50 50 1.5249399038461562 1.462594696969695
E 212.103560786 59.0 27.0 100.0 50 50 1.7753405448717978 1.5365767045454526
E 212.211251096 48.0 25.0 100.0 50 50 1.9631410256410289 1.462594696969695
E 212.309370166 39.0 26.0 100.0 50 50 1.8379407051282082 1.462594696969695
E 212.417060574 29.0 28.0 100.0 50 50 1.7127403846153875 1.5365767045454526
E 212.515179308 24.0 29.0 100.0 50 50 1.6501402243589771 1.61055871212121
E 212.573867756 20.0 31.0 100.0 50 50 1.6501402243589771 1.61055871212121
E 212.720988898 14.0 33.0 100.0 50 50 1.2745392628205148 1.5365767045454526
E 212.779676996 13.0 33.0 100.0 50 50 1.0867387820512837 1.61055871212121
E 212.927351460 9.0 41.0 99.0 50 50 0.8989383012820524 1.6845407196969675
E 213.054488630 9.0 47.0 90.0 50 50 1.0241386217948731 1.61055871212121
E 213.152607490 10.0 48.0 80.0 50 50 0.9615384615384629 1.5365767045454526
E 213.309300320 11.0 53.0 66.0 50 50 0.9615384615384629 1.61055871212121
E 213.417105164 11.0 58.0 60.0 50 50 0.9615384615384629 1.5365767045454526
E 213.515109686 11.0 56.0 56.0 50 50 0.9615384615384629 1.5365767045454526
E 213.622914712 11.0 56.0 54.0 50 50 1.0241386217948731 1.61055871212121
E 213.720919234 11.0 57.0 53.0 50 50 1.0241386217948731 1.61055871212121
E 213.770035756 11.0 60.0 53.0 50 50 1.0241386217948731 1.5365767045454526
E 213.877726262 11.0 63.0 52.0 50 50 0.9615384615384629 1.61055871212121
E 213.975845220 11.0 67.0 52.0 50 50 0.9615384615384629 1.61055871212121
E 214.054533514 11.0 65.0 51.0 50 50 1.0241386217948731 1.61055871212121
E 214.152538036 11.0 67.0 47.0 50 50 1.0241386217948731 1.61055871212121
E 214.260342922 11.0 74.0 47.0 50 50 0.9615384615384629 1.61055871212121
E 214.358347346 11.0 77.0 48.0 50 50 1.0241386217948731 1.6845407196969675
E 214.466152288 11.0 86.0 49.0 50 50 1.149338942307694 1.6845407196969675
E 214.564156810 12.0 100.0 47.0 50 50 1.2119391025641044 1.462594696969695
