E 890.007580496 10.0 0.0 0
H 890.010639916 95.0 0.0 0
E 890.056697494 10.0 0.0 0
H 890.060037768 95.0 0.0 0
E 890.115385410 10.0 0.0 0
H 890.118805540 95.0 0.0 0
E 890.164387860 10.0 0.0 0
H 890.167799702 95.0 0.0 0
E 890.213390086 10.0 0.0 0
H 890.216950916 95.0 0.0 0
E 890.262507014 10.0 0.0 0
H 890.266078246 95.0 0.0 0
E 890.321195056 10.0 0.0 0
H 890.324696638 95.0 0.0 0
E 890.370197254 10.0 0.0 0
H 890.373698220 95.0 0.0 0
E 890.419199634 10.0 0.0 0
H 890.422702630 95.0 0.0 0
E 890.468865950 10.0 0.0 0
H 890.472514168 95.0 0.0 0
E 890.527004436 10.0 0.0 0
H 890.530593784 95.0 0.0 0
E 890.576006858 10.0 0.0 0
H 890.579596178 95.0 0.0 0
E 890.625008762 10.0 0.0 0
H 890.628597816 95.0 0.0 0
E 890.674125354 10.0 0.0 0
H 890.677859644 95.0 0.0 0
E 890.732813984 10.0 0.0 0
H 890.736404312 95.0 0.0 0
E 890.781816056 10.0 0.0 0
H 890.785406188 95.0 0.0 0
E 890.830818380 10.0 0.0 0
H 890.834404984 95.0 0.0 0
E 890.879934930 10.0 0.0 0
H 890.883683262 95.0 0.0 0
E 890.938623238 10.0 0.0 0
H 890.942359894 95.0 0.0 0
E 891.007625422 11.0 14.492294910537858 0
H 891.011037768 95.0 0.0 0
E 891.056627760 10.0 -20.407189550865365 0
H 891.060128530 95.0 0.0 0
E 891.105744072 11.0 20.35983483449483 119.92000000000002
H 891.109432498 95.0 0.0 0
E 891.164432632 15.0 68.15638345877586 279.81333333333333
H 891.168022540 95.0 0.0 0
E 891.213434816 20.0 102.03626842412757 389.74
H 891.217171206 95.0 0.0 0
E 891.262437112 25.0 102.03603520939801 399.73333333333335
H 891.266026922 95.0 0.0 0
E 891.311554012 30.0 101.79795548997696 329.78000000000003
H 891.315243278 95.0 0.0 0
E 891.370241956 36.0 102.23564826195914 289.8066666666667
H 891.373831738 95.0 0.0 0
E 891.419244420 41.0 102.03568538906585 289.8066666666667
H 891.422832102 95.0 0.0 0
E 891.468246604 45.0 81.62901473949144 309.79333333333335
H 891.471982798 95.0 0.0 0
E 891.517363518 50.0 101.79792647391436 289.8066666666667
H 891.521055584 95.0 0.0 0
E 891.576051840 55.0 85.19582481848552 229.8466666666667
H 891.579639410 95.0 0.0 0
E 891.625053646 59.0 81.62964442579451 179.88000000000002
H 891.628640936 95.0 0.0 0
E 891.674055928 62.0 61.22163861667303 129.91333333333336
H 891.677790498 95.0 0.0 0
E 891.723172968 65.0 61.078599199046806 99.93333333333334
H 891.726864418 95.0 0.0 0
E 891.781860996 68.0 51.117750966171435 89.94000000000001
H 891.785449826 96.0 17.069096796253717 29.980000000000004
E 891.830863180 70.0 40.814507369651025 99.93333333333334
H 891.834452150 97.0 20.40719538120011 49.96666666666667
E 891.879865266 72.0 40.81458899527454 109.92666666666668
H 891.883544032 97.0 0.0 79.94666666666667
E 891.928982054 74.0 40.719275047063796 99.93333333333334
H 891.932670676 97.0 0.0 89.94000000000001
E 892.007670264 75.0 12.708384140394788 49.96666666666667
H 892.011081714 97.0 0.0 79.94666666666667
E 892.056672462 76.0 20.40724785445745 29.980000000000004
H 892.060174184 97.0 0.0 69.95333333333333
E 892.105674716 76.0 0.0 19.986666666666668
H 892.109383302 96.0 -20.3214371775483 59.96000000000001
E 892.154791952 76.0 0.0 19.986666666666668
H 892.158483948 97.0 20.366330821774813 69.95333333333333
E 892.213479798 76.0 0.0 29.980000000000004
