device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 5366.229551854 2.0 100.0 100.0 10 10
H 5366.233496802 1.0 100.0 100.0 10 10
E 5366.278553954 1.0 100.0 100.0 10 10
H 5366.282497390 1.0 100.0 100.0 10 10
E 5366.337356726 1.0 100.0 100.0 10 10
H 5366.341296004 1.0 100.0 100.0 10 10
E 5366.386473374 1.0 100.0 100.0 10 10
H 5366.390541172 1.0 100.0 100.0 10 10
E 5366.445161542 2.0 100.0 100.0 10 10
H 5366.449228682 1.0 100.0 100.0 10 10
E 5366.503964314 1.0 100.0 100.0 10 10
H 5366.507907260 1.0 100.0 100.0 10 10
E 5366.552966470 1.0 100.0 100.0 10 10
H 5366.557028556 1.0 100.0 100.0 10 10
E 5366.602083244 1.0 100.0 100.0 10 10
H 5366.606017244 1.0 100.0 100.0 10 10
E 5366.660771538 1.0 100.0 100.0 10 10
H 5366.664712776 1.0 100.0 100.0 10 10
E 5366.709773680 1.0 100.0 100.0 10 10
H 5366.713833456 1.0 100.0 100.0 10 10
E 5366.768576284 2.0 100.0 100.0 10 10
H 5366.772521232 1.0 100.0 100.0 10 10
E 5366.818566812 1.0 100.0 100.0 10 10
H 5366.822502450 1.0 100.0 100.0 10 10
E 5366.876381212 1.0 100.0 100.0 10 10
H 5366.880325208 1.0 100.0 100.0 10 10
E 5366.925383564 1.0 100.0 100.0 10 10
H 5366.929327546 1.0 100.0 100.0 10 10
E 5366.974385818 1.0 100.0 100.0 10 10
H 5366.978448016 1.0 100.0 100.0 10 10
E 5367.053303082 1.0 100.0 100.0 10 10
H 5367.057156554 1.0 100.0 100.0 10 10
E 5367.111991264 2.0 100.0 100.0 10 10
H 5367.116053882 1.0 100.0 100.0 10 10
E 5367.160993462 2.0 100.0 100.0 10 10
H 5367.164928064 1.0 100.0 100.0 10 10
E 5367.209995660 1.0 100.0 100.0 10 10
H 5367.213929730 1.0 100.0 100.0 10 10
E 5367.259112420 2.0 100.0 100.0 10 10
H 5367.263178860 1.0 100.0 100.0 10 10
E 5367.317800518 1.0 100.0 100.0 10 10
E 5367.572612222 1.0 100.0 100.0 10 15
H 5367.576554692 1.0 100.0 100.0 10 15
E 5367.631414994 1.0 100.0 100.0 10 15
H 5367.635478522 1.0 100.0 100.0 10 15
E 5367.690332286 1.0 100.0 100.0 10 15
H 5367.694274420 1.0 100.0 100.0 10 15
E 5367.749020370 1.0 100.0 100.0 10 15
H 5367.752954216 1.0 100.0 100.0 10 15
E 5367.798022610 1.0 100.0 100.0 10 15
H 5367.802088014 1.0 100.0 100.0 10 15
E 5367.856825172 1.0 100.0 100.0 10 15
H 5367.860768328 1.0 100.0 100.0 10 15
E 5367.905941988 1.0 100.0 100.0 10 15
H 5367.910008036 1.0 100.0 100.0 10 15
E 5367.964630100 1.0 100.0 100.0 10 15
H 5367.968570652 1.0 100.0 100.0 10 15
E 5368.043432746 1.0 100.0 100.0 10 15
H 5368.047286946 1.0 100.0 100.0 10 15
E 5368.092435000 2.0 100.0 100.0 10 15
H 5368.096530140 1.0 100.0 100.0 10 15
E 5368.141551718 1.0 100.0 100.0 10 15
H 5368.145491640 1.0 100.0 100.0 10 15
E 5368.200240082 1.0 100.0 100.0 10 15
H 5368.204179696 1.0 100.0 100.0 10 15
E 5368.249242196 1.0 100.0 100.0 10 15
H 5368.253185534 1.0 100.0 100.0 10 15
E 5368.308044926 2.0 100.0 100.0 10 15
H 5368.311983826 1.0 100.0 100.0 10 15
E 5368.357161658 1.0 100.0 100.0 10 15
H 5368.361549636 1.0 100.0 100.0 10 15
E 5368.415849854 1.0 100.0 100.0 10 15
H 5368.419792898 1.0 100.0 100.0 10 15
E 5368.464852080 2.0 100.0 100.0 10 15
H 5368.468795082 1.0 100.0 100.0 10 15
E 5368.513854264 2.0 100.0 100.0 10 15
H 5368.517793360 1.0 100.0 100.0 10 15
E 5368.572771514 1.0 100.0 100.0 10 15
H 5368.576714754 1.0 100.0 100.0 10 15
E 5368.631459738 1.0 100.0 100.0 10 15
E 5368.847069650 1.0 100.0 100.0 10 20
H 5368.851004126 1.0 100.0 100.0 10 20
E 5368.896071722 1.0 100.0 100.0 10 20
H 5368.900138288 1.0 100.0 100.0 10 20
E 5368.954874578 1.0 100.0 100.0 10 20
