device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 10056.556290630 0.0 14.0 15.0 50 50 1732 1758
H 10056.559969956 98.0 100.0 14.0 50 50 1732 1757
E 10056.614306672 0.0 14.0 16.0 50 50 1731 1757
H 10056.618391046 98.0 100.0 14.0 50 50 1732 1757
E 10056.673109556 0.0 13.0 15.0 50 50 1731 1757
H 10056.677072760 98.0 100.0 14.0 50 50 1731 1757
E 10056.731912412 0.0 14.0 16.0 50 50 1732 1757
H 10056.735787010 98.0 100.0 15.0 50 50 1732 1757
E 10056.781148130 0.0 14.0 16.0 50 50 1731 1757
H 10056.784827274 98.0 100.0 15.0 50 50 1732 1757
E 10056.839718852 0.0 14.0 16.0 50 50 1732 1757
H 10056.843803534 98.0 100.0 15.0 50 50 1731 1757
E 10056.898521890 0.0 14.0 16.0 50 50 1731 1757
H 10056.902484548 98.0 100.0 15.0 50 50 1731 1757
E 10056.957325320 0.0 14.0 16.0 50 50 1731 1757
H 10056.961200268 98.0 100.0 14.0 50 50 1732 1757
E 10057.036363516 0.0 14.0 17.0 50 50 1732 1757
H 10057.040049324 98.0 100.0 14.0 50 50 1731 1757
E 10057.094931886 0.0 14.0 17.0 50 50 1732 1757
H 10057.098526022 98.0 100.0 14.0 50 50 1732 1757
E 10057.143929730 0.0 14.0 17.0 50 50 1732 1757
H 10057.147804734 98.0 100.0 14.0 50 50 1732 1757
E 10057.202825672 0.0 14.0 17.0 50 50 1731 1757
H 10057.206702580 98.0 96.0 14.0 50 50 1731 1757
E 10057.252065030 0.0 14.0 17.0 50 50 1732 1757
H 10057.255742564 98.0 97.0 14.0 50 50 1732 1757
E 10057.310544878 0.0 14.0 17.0 50 50 1732 1757
H 10057.314626172 98.0 100.0 14.0 50 50 1731 1757
E 10057.369347370 0.0 15.0 18.0 50 50 1732 1757
H 10057.373310000 98.0 96.0 14.0 50 50 1732 1757
E 10057.418350506 0.0 15.0 18.0 50 50 1732 1757
H 10057.422313318 98.0 100.0 14.0 50 50 1731 1757
E 10057.467586294 0.0 15.0 17.0 50 50 1732 1757
H 10057.471265662 98.0 100.0 14.0 50 50 1732 1757
E 10057.526244026 0.0 14.0 17.0 50 50 1732 1757
H 10057.530239612 98.0 100.0 14.0 50 50 1732 1757
E 10057.584959928 0.0 14.0 17.0 50 50 1732 1757
H 10057.588926940 98.0 100.0 15.0 50 50 1732 1757
E 10057.643761174 0.0 14.0 16.0 50 50 1731 1757
H 10057.647724588 98.0 99.0 15.0 50 50 1732 1757
E 10057.692999580 0.0 14.0 16.0 50 50 1732 1757
H 10057.696678598 98.0 100.0 15.0 50 50 1732 1758
E 10057.751569238 0.0 15.0 16.0 50 50 1732 1757
H 10057.755561100 98.0 100.0 15.0 50 50 1732 1757
E 10057.810460476 0.0 15.0 16.0 50 50 1731 1757
H 10057.814339008 98.0 100.0 15.0 50 50 1732 1757
E 10057.869176000 0.0 15.0 15.0 50 50 1732 1757
H 10057.873142270 98.0 99.0 15.0 50 50 1732 1757
E 10057.918413006 0.0 14.0 15.0 50 50 1732 1757
H 10057.922179650 98.0 100.0 15.0 50 50 1731 1757
E 10057.976982426 0.0 15.0 15.0 50 50 1732 1757
H 10058.000973742 98.0 100.0 15.0 50 50 1731 1757
E 10058.045984190 0.0 15.0 15.0 50 50 1731 1757
H 10058.049577430 98.0 100.0 15.0 50 50 1731 1757
E 10058.104787382 0.0 14.0 15.0 50 50 1732 1757
H 10058.108661742 98.0 98.0 15.0 50 50 1731 1757
E 10058.154025984 0.0 14.0 15.0 50 50 1732 1757
H 10058.157704610 98.0 95.0 15.0 50 50 1732 1757
E 10058.212595040 0.0 15.0 15.0 50 50 1732 1757
H 10058.216491884 98.0 98.0 15.0 50 50 1732 1757
E 10058.271397840 0.0 15.0 15.0 50 50 1732 1757
H 10058.275389660 98.0 100.0 14.0 50 50 1731 1757
E 10058.330286362 0.0 15.0 15.0 50 50 1732 1757
H 10058.334164628 98.0 96.0 15.0 50 50 1731 1757
E 10058.389208372 0.0 14.0 15.0 50 50 1731 1757
H 10058.392887572 98.0 97.0 14.0 50 50 1731 1757
E 10058.447923056 0.0 14.0 15.0 50 50 1731 1757
H 10058.451693928 98.0 100.0 14.0 50 50 1732 1757
E 10058.496809740 0.0 14.0 15.0 50 50 1731 1757
H 10058.500799572 98.0 100.0 14.0 50 50 1732 1757
E 10058.555613520 0.0 13.0 15.0 50 50 1732 1757
H 10058.559487936 98.0 100.0 14.0 50 50 1732 1757
E 10058.614623590 0.0 13.0 14.0 50 50 1732 1757
H 10058.618302664 98.0 98.0 14.0 50 50 1732 1757
E 10058.673337546 0.0 13.0 14.0 50 50 1732 1757
H 10058.677109300 98.0 100.0 14.0 50 50 1732 1757
E 10058.722223964 0.0 12.0 15.0 50 50 1732 1757
