device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 4018.438557532 0.0 100.0 100.0 10 10
H 4018.442500786 0.0 100.0 100.0 10 10
E 4018.487672654 0.0 100.0 100.0 10 10
H 4018.491726886 0.0 100.0 100.0 10 10
E 4018.546362558 0.0 100.0 100.0 10 10
H 4018.550413822 0.0 100.0 100.0 10 10
E 4018.595364700 0.0 100.0 100.0 10 10
H 4018.599307520 0.0 100.0 100.0 10 10
E 4018.644366856 0.0 100.0 100.0 10 10
H 4018.648309620 0.0 100.0 100.0 10 10
E 4018.703282580 0.0 100.0 100.0 10 10
H 4018.707224350 0.0 100.0 100.0 10 10
E 4018.761972288 0.0 100.0 100.0 10 10
H 4018.766026548 0.0 100.0 100.0 10 10
E 4018.810974472 0.0 100.0 100.0 10 10
H 4018.815025120 0.0 100.0 100.0 10 10
E 4018.859976852 0.0 100.0 100.0 10 10
H 4018.863921002 0.0 100.0 100.0 10 10
E 4018.909091890 0.0 100.0 100.0 10 10
H 4018.913031980 0.0 100.0 100.0 10 10
E 4018.967781822 0.0 100.0 100.0 10 10
H 4018.971724600 0.0 100.0 100.0 10 10
E 4019.046584440 0.0 100.0 100.0 10 10
H 4019.050549156 0.0 100.0 100.0 10 10
E 4019.095586596 0.0 100.0 100.0 10 10
H 4019.099551102 0.0 100.0 100.0 10 10
E 4019.144701704 0.0 100.0 100.0 10 10
H 4019.148643796 0.0 100.0 100.0 10 10
E 4019.203391706 0.0 100.0 100.0 10 10
H 4019.207328464 0.0 100.0 100.0 10 10
E 4019.252393890 0.0 100.0 100.0 10 10
H 4019.256332762 0.0 100.0 100.0 10 10
E 4019.301396046 0.0 100.0 100.0 10 10
H 4019.305446638 0.0 100.0 100.0 10 10
E 4019.350511210 0.0 100.0 100.0 10 10
H 4019.354564812 0.0 100.0 100.0 10 10
E 4019.409201100 0.0 100.0 100.0 10 10
H 4019.413141344 0.0 100.0 100.0 10 10
E 4019.458203228 0.0 100.0 100.0 10 10
E 4019.732615688 0.0 100.0 100.0 10 15
H 4019.736558718 0.0 100.0 100.0 10 15
E 4019.781731048 0.0 100.0 100.0 10 15
H 4019.785784412 0.0 100.0 100.0 10 15
E 4019.840420616 0.0 100.0 100.0 10 15
H 4019.844471530 0.0 100.0 100.0 10 15
E 4019.889422968 0.0 100.0 100.0 10 15
H 4019.893366082 0.0 100.0 100.0 10 15
E 4019.938425124 0.0 100.0 100.0 10 15
H 4019.942366964 0.0 100.0 100.0 10 15
E 4020.007540316 0.0 100.0 100.0 10 15
H 4020.011298966 0.0 100.0 100.0 10 15
E 4020.066230052 0.0 100.0 100.0 10 15
H 4020.070190316 0.0 100.0 100.0 10 15
E 4020.115232320 0.0 100.0 100.0 10 15
H 4020.119285950 0.0 100.0 100.0 10 15
E 4020.174035106 0.0 100.0 100.0 10 15
H 4020.177975854 0.0 100.0 100.0 10 15
E 4020.223150214 0.0 100.0 100.0 10 15
H 4020.227090906 0.0 100.0 100.0 10 15
E 4020.281839866 0.0 100.0 100.0 10 15
H 4020.285783330 0.0 100.0 100.0 10 15
E 4020.330842232 0.0 100.0 100.0 10 15
H 4020.334896674 0.0 100.0 100.0 10 15
E 4020.379844458 0.0 100.0 100.0 10 15
