device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 411.441201446 100.0 3.0 3.0 10 10
H 411.447754328 100.0 3.0 3.0 10 10
E 411.500197096 1.0 100.0 100.0 10 10
H 411.504171262 1.0 100.0 100.0 10 10
E 411.558806794 1.0 100.0 100.0 10 10
H 411.562657928 1.0 100.0 100.0 10 10
E 411.617690906 1.0 100.0 100.0 10 10
H 411.621547276 1.0 100.0 100.0 10 10
E 411.666611764 1.0 100.0 100.0 10 10
H 411.670584572 1.0 100.0 100.0 10 10
E 411.725527712 1.0 100.0 100.0 10 10
H 411.729378426 1.0 100.0 100.0 10 10
E 411.784301840 1.0 100.0 100.0 10 10
H 411.788277448 1.0 100.0 100.0 10 10
E 411.843019702 1.0 100.0 100.0 10 10
H 411.846873888 1.0 100.0 100.0 10 10
E 411.901907860 1.0 100.0 100.0 10 10
H 411.905763628 1.0 100.0 100.0 10 10
E 411.951495482 1.0 100.0 100.0 10 10
H 411.955473750 1.0 100.0 100.0 10 10
E 412.029627416 2.0 100.0 100.0 10 10
H 412.033490296 1.0 100.0 100.0 10 10
E 412.078629670 1.0 100.0 100.0 10 10
H 412.082614616 1.0 100.0 100.0 10 10
E 412.137432190 1.0 100.0 100.0 10 10
H 412.141282344 1.0 100.0 100.0 10 10
E 412.186761330 2.0 100.0 100.0 10 10
H 412.190611764 1.0 100.0 100.0 10 10
E 412.245237188 1.0 100.0 100.0 10 10
H 412.249091094 1.0 100.0 100.0 10 10
E 412.304039848 1.0 100.0 100.0 10 10
H 412.307888462 1.0 100.0 100.0 10 10
E 412.362932906 1.0 100.0 100.0 10 10
H 412.366914296 1.0 100.0 100.0 10 10
E 412.421758512 2.0 100.0 100.0 10 10
H 412.425609772 1.0 100.0 100.0 10 10
E 412.480538968 1.0 100.0 100.0 10 10
H 412.484395702 1.0 100.0 100.0 10 10
E 412.529450320 1.0 100.0 100.0 10 10
H 412.533427384 1.0 100.0 100.0 10 10
E 412.588252882 1.0 100.0 100.0 10 10
H 412.592104128 1.0 100.0 100.0 10 10
E 412.647168900 2.0 100.0 100.0 10 10
H 412.651145362 1.0 100.0 100.0 10 10
E 412.705858300 1.0 100.0 100.0 10 10
H 412.709826866 1.0 100.0 100.0 10 10
E 412.764756132 1.0 100.0 100.0 10 10
H 412.768609772 1.0 100.0 100.0 10 10
E 412.813759842 1.0 100.0 100.0 10 10
H 412.817618144 1.0 100.0 100.0 10 10
E 412.872579022 2.0 100.0 100.0 10 10
H 412.876432494 1.0 100.0 100.0 10 10
E 412.931268478 1.0 100.0 100.0 10 10
H 412.935246130 1.0 100.0 100.0 10 10
E 413.000270802 1.0 100.0 100.0 10 10
H 413.004172882 1.0 100.0 100.0 10 10
E 413.049273098 1.0 100.0 100.0 10 10
H 413.053158182 1.0 100.0 100.0 10 10
E 413.108290952 1.0 100.0 100.0 10 10
H 413.112143836 1.0 100.0 100.0 10 10
E 413.166878488 1.0 100.0 100.0 10 10
H 413.170728684 1.0 100.0 100.0 10 10
E 413.215972624 1.0 100.0 100.0 10 10
H 413.219823828 1.0 100.0 100.0 10 10
E 413.274683360 1.0 100.0 100.0 10 10
H 413.278659752 1.0 100.0 100.0 10 10
E 413.333599350 1.0 100.0 100.0 10 10
H 413.337446368 1.0 100.0 100.0 10 10
E 413.392389970 1.0 100.0 100.0 10 10
H 413.396371416 1.0 100.0 100.0 10 10
E 413.451091424 1.0 100.0 100.0 10 10
