device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2569.328626312 97.0 23.0 11.0 20 20 -2.9296875 -2.6171875
H 2569.332207050 42.0 15.0 21.0 20 20 -2.919921875 -2.59765625
E 2569.377628636 97.0 22.0 11.0 20 20 -2.9296875 -2.568359375
H 2569.381213462 42.0 15.0 21.0 20 20 -2.919921875 -2.5390625
E 2569.426630876 97.0 20.0 10.0 20 20 -2.9296875 -2.548828125
H 2569.430125598 42.0 14.0 20.0 20 20 -2.9296875 -2.55859375
E 2569.476619514 97.0 18.0 10.0 20 20 -2.939453125 -2.578125
H 2569.480111212 42.0 14.0 18.0 20 20 -2.919921875 -2.568359375
E 2569.534435790 97.0 17.0 9.0 20 20 -2.91015625 -2.59765625
H 2569.537844510 42.0 13.0 16.0 20 20 -2.900390625 -2.587890625
E 2569.583438184 97.0 15.0 8.0 20 20 -2.900390625 -2.587890625
H 2569.586844580 42.0 12.0 14.0 20 20 -2.91015625 -2.59765625
E 2569.632440270 97.0 14.0 8.0 20 20 -2.900390625 -2.568359375
H 2569.635973534 42.0 12.0 13.0 20 20 -2.890625 -2.568359375
E 2569.681556442 97.0 13.0 8.0 20 20 -2.900390625 -2.587890625
H 2569.685107094 42.0 11.0 12.0 20 20 -2.890625 -2.578125
E 2569.740245156 97.0 12.0 7.0 20 20 -2.890625 -2.568359375
H 2569.743653876 42.0 11.0 11.0 20 20 -2.890625 -2.578125
E 2569.789247606 96.0 11.0 7.0 20 20 -2.890625 -2.578125
H 2569.792657012 42.0 11.0 10.0 20 20 -2.900390625 -2.587890625
E 2569.838249650 96.0 11.0 7.0 20 20 -2.880859375 -2.578125
H 2569.841655598 42.0 11.0 10.0 20 20 -2.890625 -2.578125
E 2569.887365794 96.0 12.0 7.0 20 20 -2.880859375 -2.578125
H 2569.890899114 42.0 11.0 9.0 20 20 -2.880859375 -2.578125
E 2569.946054606 96.0 13.0 8.0 20 20 -2.880859375 -2.578125
H 2569.949604670 42.0 11.0 9.0 20 20 -2.8515625 -2.59765625
E 2570.015056790 96.0 12.0 8.0 20 20 -2.861328125 -2.6171875
