device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 4157.296163336 16.0 41.0 18.0 20 20 1755 1757
H 4157.299941866 97.0 79.0 37.0 20 20 1773 1757
E 4157.354853170 22.0 48.0 21.0 20 20 1784 1757
H 4157.358532580 97.0 80.0 38.0 20 20 1792 1757
E 4157.403855438 28.0 55.0 23.0 20 20 1812 1757
H 4157.407532720 97.0 79.0 37.0 20 20 1816 1757
E 4157.452857608 34.0 59.0 25.0 20 20 1831 1757
H 4157.456625750 97.0 75.0 36.0 20 20 1831 1757
E 4157.502722276 40.0 59.0 26.0 20 20 1830 1757
H 4157.506584624 97.0 74.0 33.0 20 20 1829 1757
E 4157.560662396 47.0 58.0 26.0 20 20 1822 1757
H 4157.564341176 97.0 74.0 31.0 20 20 1797 1757
E 4157.609664734 52.0 59.0 25.0 20 20 1777 1758
H 4157.613343808 97.0 71.0 29.0 20 20 1778 1760
E 4157.658666932 58.0 61.0 25.0 20 20 1785 1758
H 4157.662346384 97.0 70.0 27.0 20 20 1785 1758
E 4157.707782166 63.0 62.0 25.0 20 20 1788 1761
H 4157.711561886 97.0 71.0 26.0 20 20 1790 1761
E 4157.766471804 69.0 63.0 24.0 20 20 1787 1762
H 4157.770239848 97.0 70.0 29.0 20 20 1787 1760
E 4157.815474100 74.0 64.0 25.0 20 20 1786 1761
H 4157.819151844 97.0 69.0 32.0 20 20 1786 1762
E 4157.864476172 79.0 64.0 25.0 20 20 1787 1762
H 4157.868155302 97.0 70.0 33.0 20 20 1785 1762
E 4157.913591084 84.0 67.0 26.0 20 20 1785 1762
H 4157.917270004 97.0 71.0 34.0 20 20 1784 1762
E 4157.972281352 90.0 76.0 27.0 20 20 1785 1762
H 4157.976062598 97.0 78.0 36.0 20 20 1783 1762
E 4158.041283438 95.0 87.0 28.0 20 20 1784 1761
H 4158.044962582 97.0 84.0 39.0 20 20 1786 1762
E 4158.090285734 101.0 96.0 29.0 20 20 1784 1761
H 4158.093963618 97.0 88.0 41.0 20 20 1782 1762
E 4158.139401010 106.0 100.0 28.0 20 20 1785 1761
H 4158.143343424 97.0 94.0 45.0 20 20 1785 1762
E 4158.198090774 111.0 100.0 27.0 20 20 1787 1760
H 4158.202033692 97.0 100.0 51.0 20 20 1784 1760
E 4158.247092972 114.0 100.0 26.0 20 20 1782 1762
H 4158.251133330 97.0 100.0 56.0 20 20 1782 1762
E 4158.296095128 117.0 100.0 27.0 20 20 1783 1763
H 4158.300126918 97.0 100.0 59.0 20 20 1784 1762
E 4158.345210096 117.0 100.0 27.0 20 20 1786 1762
H 4158.349153854 97.0 100.0 62.0 20 20 1787 1762
E 4158.403899972 117.0 100.0 26.0 20 20 1787 1762
H 4158.407843254 97.0 100.0 65.0 20 20 1783 1762
E 4158.452902296 116.0 100.0 26.0 20 20 1782 1762
H 4158.456845648 97.0 100.0 66.0 20 20 1784 1762
E 4158.501904634 117.0 100.0 26.0 20 20 1786 1762
H 4158.505943214 97.0 100.0 68.0 20 20 1785 1762
E 4158.551019756 117.0 100.0 25.0 20 20 1785 1762
H 4158.555050342 97.0 100.0 70.0 20 20 1785 1762
E 4158.609709408 117.0 100.0 24.0 20 20 1785 1762
H 4158.613651710 97.0 100.0 73.0 20 20 1785 1762
E 4158.658711942 117.0 100.0 23.0 20 20 1786 1762
H 4158.662655910 97.0 100.0 78.0 20 20 1785 1762
E 4158.707713944 116.0 100.0 22.0 20 20 1784 1762
H 4158.711656428 97.0 100.0 81.0 20 20 1786 1762
E 4158.756828940 117.0 100.0 21.0 20 20 1785 1761
H 4158.760869886 97.0 100.0 81.0 20 20 1788 1761
E 4158.815518956 117.0 98.0 20.0 20 20 1786 1761
H 4158.819410200 97.0 100.0 82.0 20 20 1786 1761
E 4158.864521252 117.0 94.0 19.0 20 20 1786 1761
H 4158.868289534 97.0 100.0 81.0 20 20 1788 1761
E 4158.913523310 117.0 88.0 18.0 20 20 1787 1761
H 4158.917288722 97.0 97.0 79.0 20 20 1787 1761
E 4158.962638320 117.0 82.0 17.0 20 20 1788 1762
H 4158.966405370 97.0 93.0 80.0 20 20 1789 1762
E 4159.041328224 117.0 76.0 16.0 20 20 1788 1763
H 4159.045108112 97.0 87.0 82.0 20 20 1790 1764
E 4159.090330436 117.0 73.0 16.0 20 20 1791 1765
H 4159.094131016 97.0 83.0 82.0 20 20 1791 1764
E 4159.139332788 117.0 71.0 16.0 20 20 1789 1764
H 4159.143100734 97.0 80.0 81.0 20 20 1786 1764
E 4159.188447714 117.0 71.0 15.0 20 20 1787 1764
H 4159.192215996 97.0 77.0 79.0 20 20 1788 1764
E 4159.247137590 117.0 68.0 14.0 20 20 1790 1764
H 4159.250904570 97.0 73.0 79.0 20 20 1790 1764
E 4159.296139970 117.0 64.0 14.0 20 20 1789 1762
H 4159.300009220 97.0 70.0 79.0 20 20 1789 1762
E 4159.345142168 117.0 61.0 13.0 20 20 1790 1762
H 4159.349033762 97.0 68.0 78.0 20 20 1791 1762
E 4159.394258270 117.0 58.0 13.0 20 20 1789 1763
H 4159.398026202 97.0 65.0 76.0 20 20 1789 1762
E 4159.452947054 117.0 56.0 12.0 20 20 1788 1761
H 4159.456714356 97.0 62.0 76.0 20 20 1790 1761
E 4159.501949294 117.0 54.0 12.0 20 20 1790 1762
H 4159.505716400 97.0 60.0 76.0 20 20 1791 1762
E 4159.550951534 117.0 53.0 12.0 20 20 1790 1762
H 4159.554819244 97.0 61.0 76.0 20 20 1790 1762
E 4159.600940326 117.0 53.0 12.0 20 20 1789 1762
H 4159.604706592 97.0 62.0 76.0 20 20 1790 1762
E 4159.658756588 117.0 59.0 13.0 20 20 1793 1762
H 4159.662524184 97.0 65.0 77.0 20 20 1793 1762
E 4159.707758828 117.0 66.0 14.0 20 20 1790 1761
H 4159.711526452 97.0 68.0 79.0 20 20 1790 1761
E 4159.756760816 117.0 75.0 14.0 20 20 1790 1760
H 4159.760651402 97.0 69.0 83.0 20 20 1786 1760
E 4159.805876708 118.0 86.0 15.0 20 20 1791 1760
H 4159.809740750 97.0 70.0 87.0 20 20 1790 1761
E 4159.864565856 118.0 96.0 16.0 20 20 1791 1761
H 4159.868332864 97.0 72.0 95.0 20 20 1793 1761
E 4159.913568264 118.0 100.0 16.0 20 20 1793 1760
H 4159.917511980 96.0 76.0 99.0 20 20 1793 1760
E 4159.962570462 118.0 100.0 17.0 20 20 1793 1761
H 4159.966511700 95.0 79.0 100.0 20 20 1790 1762
E 4160.031686060 118.0 100.0 17.0 20 20 1792 1761
H 4160.035662214 95.0 81.0 100.0 20 20 1791 1761
E 4160.090375334 118.0 100.0 17.0 20 20 1790 1761
H 4160.094325266 95.0 80.0 100.0 20 20 1790 1761
E 4160.139377658 118.0 100.0 16.0 20 20 1788 1762
H 4160.143321276 95.0 75.0 100.0 20 20 1786 1761
E 4160.188379898 118.0 100.0 16.0 20 20 1790 1761
H 4160.192324328 93.0 72.0 100.0 20 20 1789 1760
E 4160.237495748 118.0 100.0 16.0 20 20 1786 1761
H 4160.241438862 92.0 73.0 100.0 20 20 1789 1761
E 4160.296184854 118.0 100.0 16.0 20 20 1787 1761
H 4160.300224218 91.0 75.0 100.0 20 20 1786 1760
E 4160.345186940 118.0 100.0 15.0 20 20 1786 1761
H 4160.349226612 90.0 75.0 100.0 20 20 1785 1761
E 4160.394189194 118.0 99.0 15.0 20 20 1785 1761
H 4160.397956818 90.0 75.0 100.0 20 20 1783 1761
E 4160.443305100 118.0 94.0 14.0 20 20 1785 1761
H 4160.447070862 90.0 76.0 100.0 20 20 1787 1761
E 4160.501994206 118.0 89.0 14.0 20 20 1786 1761
H 4160.505848098 90.0 74.0 100.0 20 20 1785 1760
E 4160.550996362 118.0 87.0 14.0 20 20 1783 1761
H 4160.554949318 90.0 72.0 100.0 20 20 1784 1760
E 4160.599998756 118.0 83.0 14.0 20 20 1784 1757
H 4160.603949892 89.0 69.0 100.0 20 20 1782 1757
E 4160.649114326 118.0 77.0 13.0 20 20 1779 1757
H 4160.652970164 88.0 66.0 98.0 20 20 1778 1757
E 4160.707803530 118.0 70.0 13.0 20 20 1782 1757
H 4160.711657170 87.0 62.0 99.0 20 20 1783 1757
E 4160.756805840 118.0 67.0 13.0 20 20 1783 1757
H 4160.760660880 85.0 60.0 100.0 20 20 1785 1757
E 4160.805808038 118.0 65.0 13.0 20 20 1784 1757
H 4160.809760686 83.0 59.0 100.0 20 20 1786 1758
E 4160.854923916 118.0 63.0 13.0 20 20 1785 1757
H 4160.858881156 82.0 60.0 98.0 20 20 1788 1757
E 4160.913613022 118.0 61.0 12.0 20 20 1787 1757
H 4160.917467950 81.0 61.0 94.0 20 20 1788 1757
E 4160.962615304 118.0 60.0 12.0 20 20 1786 1757
H 4160.966470414 81.0 59.0 93.0 20 20 1786 1757
E 4161.031617306 118.0 56.0 12.0 20 20 1786 1757
H 4161.035383208 81.0 57.0 92.0 20 20 1786 1757
E 4161.080733184 118.0 53.0 11.0 20 20 1788 1757
H 4161.084600166 81.0 55.0 93.0 20 20 1789 1757
E 4161.139422332 118.0 49.0 11.0 20 20 1790 1757
H 4161.143380020 81.0 53.0 93.0 20 20 1790 1757
