device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 654.121289784 0.0 100.0 100.0 10 10
H 654.125144978 1.0 100.0 100.0 10 10
E 654.180207034 0.0 100.0 100.0 10 10
H 654.184059918 1.0 100.0 100.0 10 10
E 654.238895160 0.0 100.0 100.0 10 10
H 654.242979506 1.0 100.0 100.0 10 10
E 654.287897568 0.0 100.0 100.0 10 10
H 654.291748772 1.0 100.0 100.0 10 10
E 654.336899640 0.0 100.0 100.0 10 10
H 654.340754680 1.0 100.0 100.0 10 10
E 654.386016526 0.0 100.0 100.0 10 10
H 654.389869732 1.0 100.0 100.0 10 10
E 654.444704694 0.0 100.0 100.0 10 10
H 654.448558530 1.0 100.0 100.0 10 10
E 654.493706836 0.0 100.0 100.0 10 10
H 654.497796306 1.0 100.0 100.0 10 10
E 654.542709048 0.0 100.0 100.0 10 10
H 654.546557914 1.0 100.0 100.0 10 10
E 654.591825766 0.0 100.0 100.0 10 10
H 654.595676508 1.0 100.0 100.0 10 10
E 654.650514018 0.0 100.0 100.0 10 10
H 654.654365768 1.0 100.0 100.0 10 10
E 654.699516342 0.0 100.0 100.0 10 10
H 654.703369744 1.0 100.0 100.0 10 10
E 654.748518498 0.0 100.0 100.0 10 10
H 654.752607380 1.0 100.0 100.0 10 10
E 654.797635300 0.0 100.0 100.0 10 10
H 654.801489990 1.0 100.0 100.0 10 10
E 654.856323328 0.0 100.0 100.0 10 10
H 654.860176548 1.0 100.0 100.0 10 10
E 654.905325708 0.0 100.0 100.0 10 10
H 654.909179012 1.0 100.0 100.0 10 10
E 654.954328032 0.0 100.0 100.0 10 10
H 654.958181812 1.0 100.0 100.0 10 10
E 655.023444610 0.0 100.0 100.0 10 10
H 655.027442618 1.0 100.0 100.0 10 10
E 655.082132862 0.0 100.0 100.0 10 10
H 655.085899674 1.0 100.0 100.0 10 10
E 655.131134934 0.0 100.0 100.0 10 10
H 655.134990184 1.0 100.0 100.0 10 10
E 655.180137174 0.0 100.0 100.0 10 10
