device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 60.395671752 23.0 66.0 84.0 10 10
H 60.399187712 3.0 8.0 48.0 10 10
E 60.444674062 18.0 68.0 95.0 10 10
H 60.448189854 3.0 8.0 49.0 10 10
E 60.493789366 14.0 67.0 100.0 10 10
H 60.497579096 3.0 8.0 50.0 10 10
E 60.552520640 8.0 64.0 100.0 10 10
H 60.556320688 3.0 8.0 52.0 10 10
E 60.601547492 4.0 65.0 100.0 10 10
H 60.605346350 3.0 8.0 52.0 10 10
E 60.650549970 4.0 73.0 98.0 10 10
H 60.653980166 3.0 8.0 50.0 10 10
E 60.699670062 4.0 80.0 95.0 10 10
H 60.703094224 3.0 8.0 49.0 10 10
E 60.758379916 4.0 82.0 86.0 10 10
H 60.761809412 3.0 8.0 51.0 10 10
E 60.807387364 4.0 84.0 79.0 10 10
H 60.810819002 3.0 7.0 49.0 10 10
E 60.856345602 5.0 92.0 70.0 10 10
H 60.859776092 3.0 7.0 47.0 10 10
E 60.905452576 9.0 99.0 62.0 10 10
H 60.909167504 3.0 7.0 45.0 10 10
E 60.964138448 16.0 100.0 54.0 10 10
H 60.968028656 3.0 7.0 43.0 10 10
E 61.033144062 23.0 94.0 50.0 10 10
H 61.036575014 3.0 7.0 49.0 10 10
E 61.082102272 29.0 89.0 45.0 10 10
H 61.085617084 3.0 7.0 58.0 10 10
E 61.131217954 35.0 87.0 41.0 10 10
H 61.135020466 3.0 7.0 64.0 10 10
E 61.189907004 42.0 84.0 36.0 10 10
H 61.193510758 3.0 7.0 64.0 10 10
E 61.238909356 49.0 80.0 32.0 10 10
H 61.242514650 3.0 7.0 68.0 10 10
E 61.287911568 54.0 76.0 28.0 10 10
H 61.291516400 3.0 7.0 73.0 10 10
E 61.337027026 60.0 77.0 25.0 10 10
H 61.340821698 3.0 7.0 73.0 10 10
E 61.395716524 67.0 78.0 22.0 10 10
H 61.399317716 3.0 7.0 72.0 10 10
E 61.444718708 73.0 76.0 20.0 10 10
H 61.448323470 3.0 7.0 76.0 10 10
E 61.493721116 78.0 75.0 18.0 10 10
H 61.497324800 3.0 7.0 82.0 10 10
E 61.542836336 83.0 76.0 16.0 10 10
H 61.546637518 3.0 7.0 84.0 10 10
E 61.601525974 89.0 76.0 14.0 10 10
H 61.605129574 3.0 7.0 83.0 10 10
E 61.650528298 94.0 75.0 13.0 10 10
H 61.654344992 4.0 7.0 84.0 10 10
E 61.699530482 98.0 74.0 12.0 10 10
H 61.703135384 3.0 7.0 79.0 10 10
E 61.748645814 103.0 76.0 11.0 10 10
H 61.752434830 3.0 7.0 69.0 10 10
E 61.807335284 107.0 75.0 10.0 10 10
H 61.811219122 3.0 6.0 64.0 10 10
E 61.856337622 112.0 67.0 10.0 10 10
H 61.860219878 3.0 6.0 59.0 10 10
E 61.905339918 116.0 60.0 9.0 10 10
H 61.908852490 3.0 6.0 51.0 10 10
E 61.954453920 119.0 53.0 9.0 10 10
H 61.958157522 3.0 6.0 45.0 10 10
E 62.033144734 123.0 48.0 9.0 10 10
H 62.036573404 3.0 5.0 40.0 10 10
E 62.082207846 125.0 44.0 9.0 10 10
H 62.085551228 3.0 5.0 36.0 10 10
E 62.131149536 125.0 43.0 10.0 10 10
H 62.135046842 4.0 5.0 32.0 10 10
E 62.180820234 125.0 42.0 10.0 10 10
H 62.184522058 3.0 4.0 28.0 10 10
E 62.238954086 125.0 39.0 9.0 10 10
H 62.242380264 3.0 4.0 24.0 10 10
E 62.288010618 125.0 37.0 9.0 10 10
H 62.291441234 3.0 4.0 22.0 10 10
E 62.336958608 125.0 34.0 9.0 10 10
H 62.340472762 3.0 4.0 20.0 10 10
E 62.386147664 125.0 30.0 8.0 10 10
H 62.389575788 3.0 4.0 19.0 10 10
E 62.444832584 125.0 25.0 7.0 10 10
H 62.448265174 3.0 4.0 20.0 10 10
E 62.493765706 125.0 22.0 8.0 10 10
H 62.497295288 3.0 4.0 21.0 10 10
E 62.542768128 125.0 19.0 9.0 10 10
H 62.546375634 3.0 4.0 23.0 10 10
E 62.591883362 123.0 17.0 11.0 10 10
H 62.595713930 3.0 4.0 24.0 10 10
E 62.650572888 121.0 16.0 11.0 10 10
H 62.654603012 3.0 4.0 23.0 10 10
E 62.699575156 120.0 17.0 12.0 10 10
H 62.703609830 3.0 4.0 22.0 10 10
E 62.748577424 119.0 18.0 14.0 10 10
H 62.752608416 3.0 4.0 27.0 10 10
E 62.797692896 117.0 17.0 19.0 10 10
H 62.801483312 3.0 5.0 34.0 10 10
E 62.856382394 117.0 16.0 25.0 10 10
H 62.860267030 3.0 5.0 36.0 10 10
E 62.905384592 115.0 16.0 31.0 10 10
H 62.909269620 3.0 5.0 36.0 10 10
E 62.954386902 111.0 16.0 37.0 10 10
H 62.958271426 3.0 6.0 38.0 10 10
E 63.023502052 105.0 22.0 37.0 10 10
H 63.027292104 3.0 7.0 41.0 10 10
E 63.082191774 100.0 27.0 33.0 10 10
H 63.085795500 4.0 6.0 38.0 10 10
E 63.131193902 98.0 26.0 34.0 10 10
H 63.134798230 3.0 6.0 37.0 10 10
E 63.180196114 96.0 24.0 36.0 10 10
H 63.183800134 3.0 8.0 40.0 10 10
E 63.229311376 93.0 21.0 38.0 10 10
H 63.233105796 4.0 9.0 42.0 10 10
E 63.288001070 87.0 22.0 39.0 10 10
H 63.291603550 3.0 8.0 44.0 10 10
E 63.337003380 82.0 26.0 38.0 10 10
H 63.340605930 4.0 8.0 45.0 10 10
E 63.386005760 79.0 28.0 39.0 10 10
H 63.389608282 3.0 8.0 46.0 10 10
E 63.435120882 75.0 29.0 41.0 10 10
H 63.438917290 3.0 8.0 49.0 10 10
E 63.493806516 71.0 36.0 44.0 10 10
H 63.497414988 4.0 9.0 52.0 10 10
E 63.542808756 69.0 41.0 43.0 10 10
H 63.546416948 3.0 9.0 53.0 10 10
E 63.591810856 68.0 42.0 44.0 10 10
H 63.595417284 3.0 10.0 54.0 10 10
E 63.640930402 67.0 38.0 48.0 10 10
H 63.644725592 4.0 11.0 56.0 10 10
E 63.699615826 64.0 36.0 48.0 10 10
H 63.703136266 3.0 12.0 57.0 10 10
E 63.748618080 61.0 38.0 44.0 10 10
H 63.752138478 4.0 13.0 56.0 10 10
E 63.797844656 59.0 41.0 43.0 10 10
H 63.801560998 3.0 13.0 54.0 10 10
E 63.846966568 58.0 42.0 46.0 10 10
H 63.850581284 3.0 14.0 54.0 10 10
E 63.905503144 57.0 40.0 52.0 10 10
H 63.909313930 3.0 14.0 59.0 10 10
E 63.954506896 53.0 38.0 55.0 10 10
H 63.958318116 3.0 14.0 64.0 10 10
E 64.023508576 49.0 39.0 54.0 10 10
H 64.027035414 3.0 15.0 67.0 10 10
E 64.072628654 45.0 42.0 52.0 10 10
H 64.076347306 3.0 15.0 70.0 10 10
E 64.131314890 42.0 46.0 53.0 10 10
H 64.135177224 3.0 15.0 74.0 10 10
E 64.180318026 41.0 48.0 54.0 10 10
H 64.184181592 3.0 15.0 77.0 10 10
E 64.229321078 41.0 48.0 59.0 10 10
H 64.233130800 3.0 17.0 80.0 10 10
E 64.278993162 39.0 49.0 66.0 10 10
H 64.282608564 3.0 19.0 89.0 10 10
E 64.337043980 34.0 52.0 66.0 10 10
H 64.340652032 3.0 21.0 97.0 10 10
E 64.386046178 30.0 56.0 61.0 10 10
E 64.660458834 12.0 63.0 85.0 10 15
H 64.664067292 3.0 28.0 100.0 10 15
E 64.709578324 9.0 65.0 79.0 10 15
H 64.713093682 3.0 30.0 100.0 10 15
E 64.768263790 9.0 68.0 74.0 10 15
H 64.771784468 3.0 32.0 100.0 10 15
E 64.817266016 10.0 71.0 69.0 10 15
H 64.820785756 3.0 33.0 100.0 10 15
E 64.866413254 10.0 69.0 67.0 10 15
H 64.870126194 3.0 34.0 100.0 10 15
E 64.915532366 10.0 66.0 68.0 10 15
H 64.919244788 3.0 35.0 100.0 10 15
E 64.974219344 11.0 65.0 66.0 10 15
H 64.977928868 3.0 35.0 100.0 10 15
E 65.043221906 11.0 65.0 62.0 10 15
H 65.046652312 3.0 35.0 100.0 10 15
E 65.092224314 11.0 66.0 57.0 10 15
H 65.095652774 4.0 37.0 100.0 10 15
E 65.141301384 11.0 63.0 51.0 10 15
H 65.145009116 4.0 39.0 100.0 10 15
E 65.199987368 13.0 60.0 46.0 10 15
H 65.203508018 4.0 40.0 100.0 10 15
E 65.248990294 15.0 59.0 42.0 10 15
H 65.252510286 4.0 41.0 100.0 10 15
E 65.297993122 17.0 57.0 41.0 10 15
H 65.301514038 4.0 41.0 100.0 10 15
E 65.347113424 19.0 55.0 42.0 10 15
H 65.350820316 4.0 40.0 100.0 10 15
E 65.405799576 20.0 54.0 40.0 10 15
H 65.409319190 4.0 38.0 100.0 10 15
E 65.454801746 21.0 53.0 39.0 10 15
H 65.458323026 4.0 38.0 100.0 10 15
E 65.503805288 22.0 52.0 38.0 10 15
H 65.507322522 4.0 37.0 100.0 10 15
E 65.552924484 24.0 51.0 36.0 10 15
H 65.556634358 4.0 35.0 100.0 10 15
E 65.611611504 25.0 50.0 33.0 10 15
H 65.615131146 4.0 34.0 100.0 10 15
E 65.660614276 27.0 51.0 30.0 10 15
H 65.664134562 4.0 34.0 100.0 10 15
E 65.709616908 29.0 52.0 27.0 10 15
H 65.713137110 4.0 33.0 96.0 10 15
E 65.758736594 31.0 54.0 24.0 10 15
H 65.762443276 4.0 32.0 87.0 10 15
E 65.817423446 37.0 56.0 21.0 10 15
H 65.820944810 4.0 33.0 78.0 10 15
E 65.866422032 42.0 56.0 19.0 10 15
H 65.869943298 4.0 34.0 72.0 10 15
E 65.915424468 48.0 58.0 17.0 10 15
H 65.918945650 4.0 35.0 71.0 10 15
E 65.964544084 54.0 60.0 16.0 10 15
H 65.968251788 4.0 41.0 75.0 10 15
E 66.043230502 61.0 63.0 14.0 10 15
H 66.046661846 4.0 48.0 75.0 10 15
E 66.092135834 66.0 65.0 14.0 10 15
H 66.095664954 4.0 54.0 70.0 10 15
E 66.141284752 72.0 66.0 13.0 10 15
H 66.145095230 5.0 56.0 67.0 10 15
E 66.190415792 78.0 67.0 12.0 10 15
H 66.194224520 6.0 57.0 61.0 10 15
E 66.249103232 84.0 70.0 11.0 10 15
H 66.252912814 7.0 53.0 54.0 10 15
E 66.298105108 89.0 73.0 11.0 10 15
H 66.301914802 7.0 48.0 49.0 10 15
E 66.347108832 94.0 77.0 10.0 10 15
H 66.350918820 7.0 43.0 44.0 10 15
E 66.396781266 100.0 79.0 10.0 10 15
H 66.400386784 7.0 40.0 40.0 10 15
E 66.454756946 105.0 81.0 10.0 10 15
H 66.458365852 7.0 36.0 36.0 10 15
E 66.503759200 110.0 82.0 10.0 10 15
H 66.507366986 7.0 32.0 32.0 10 15
E 66.552762910 114.0 77.0 10.0 10 15
H 66.556371508 7.0 28.0 29.0 10 15
E 66.601881728 118.0 70.0 9.0 10 15
H 66.605307178 7.0 26.0 26.0 10 15
E 66.660665250 122.0 61.0 8.0 10 15
H 66.664097364 7.0 23.0 23.0 10 15
E 66.709571492 125.0 55.0 8.0 10 15
H 66.713100472 7.0 21.0 20.0 10 15
E 66.758731848 125.0 50.0 7.0 10 15
H 66.762165026 7.0 19.0 18.0 10 15
E 66.807848720 125.0 47.0 7.0 10 15
H 66.811566588 7.0 17.0 17.0 10 15
E 66.866540794 125.0 48.0 7.0 10 15
H 66.870351090 7.0 16.0 14.0 10 15
E 66.915543328 125.0 50.0 7.0 10 15
H 66.919353246 7.0 14.0 13.0 10 15
E 66.964546730 125.0 46.0 6.0 10 15
H 66.968357684 7.0 13.0 11.0 10 15
E 67.033665940 125.0 42.0 6.0 10 15
H 67.037383430 7.0 12.0 10.0 10 15
E 67.092352876 125.0 35.0 5.0 10 15
H 67.095782764 7.0 10.0 9.0 10 15
E 67.141355256 125.0 30.0 5.0 10 15
H 67.145170746 7.0 10.0 9.0 10 15
E 67.190358210 125.0 26.0 6.0 10 15
H 67.194171880 7.0 9.0 10.0 10 15
E 67.239477644 125.0 23.0 9.0 10 15
H 67.243295486 7.0 8.0 10.0 10 15
E 67.298160940 125.0 20.0 13.0 10 15
H 67.301951566 7.0 9.0 12.0 10 15
E 67.347166414 122.0 18.0 16.0 10 15
H 67.350959014 7.0 10.0 14.0 10 15
E 67.396167870 120.0 21.0 19.0 10 15
H 67.399961198 7.0 9.0 14.0 10 15
E 67.445437986 119.0 23.0 23.0 10 15
H 67.449131438 7.0 9.0 14.0 10 15
E 67.503815354 117.0 21.0 29.0 10 15
H 67.507919230 7.0 10.0 15.0 10 15
E 67.552817538 116.0 19.0 33.0 10 15
H 67.556769248 7.0 10.0 16.0 10 15
E 67.601820282 114.0 18.0 36.0 10 15
H 67.605774778 7.0 10.0 16.0 10 15
E 67.650938638 111.0 17.0 37.0 10 15
H 67.654791382 7.0 10.0 16.0 10 15
E 67.709757552 105.0 23.0 37.0 10 15
H 67.713713168 7.0 10.0 17.0 10 15
E 67.758776452 103.0 28.0 38.0 10 15
H 67.762740314 7.0 10.0 16.0 10 15
E 67.807727984 101.0 25.0 42.0 10 15
H 67.811684496 7.0 10.0 16.0 10 15
E 67.856851156 98.0 22.0 47.0 10 15
H 67.860718026 7.0 10.0 17.0 10 15
E 67.915534354 91.0 20.0 51.0 10 15
H 67.919055214 6.0 11.0 19.0 10 15
E 67.964539072 85.0 19.0 46.0 10 15
H 67.968059400 6.0 14.0 19.0 10 15
E 68.033542362 79.0 19.0 40.0 10 15
H 68.036971774 6.0 17.0 21.0 10 15
E 68.082563950 74.0 18.0 36.0 10 15
H 68.086090116 6.0 17.0 25.0 10 15
E 68.141250844 71.0 19.0 31.0 10 15
H 68.144902870 6.0 18.0 32.0 10 15
E 68.190253028 69.0 22.0 29.0 10 15
H 68.194112002 6.0 22.0 36.0 10 15
E 68.239253770 68.0 22.0 31.0 10 15
H 68.243114676 6.0 26.0 36.0 10 15
E 68.288375794 67.0 21.0 33.0 10 15
H 68.292235916 6.0 24.0 35.0 10 15
E 68.347061120 66.0 23.0 35.0 10 15
H 68.350919338 6.0 21.0 35.0 10 15
E 68.396064984 65.0 23.0 38.0 10 15
H 68.399680988 6.0 19.0 34.0 10 15
E 68.445065558 62.0 21.0 40.0 10 15
H 68.448684516 6.0 17.0 34.0 10 15
E 68.494739490 59.0 21.0 41.0 10 15
H 68.498354024 5.0 16.0 35.0 10 15
E 68.552872978 53.0 23.0 38.0 10 15
H 68.556394958 4.0 14.0 36.0 10 15
E 68.601993630 51.0 24.0 37.0 10 15
H 68.605513174 4.0 14.0 35.0 10 15
E 68.650995702 50.0 27.0 37.0 10 15
H 68.654515246 4.0 13.0 35.0 10 15
E 68.700112854 49.0 33.0 38.0 10 15
H 68.703819592 4.0 13.0 41.0 10 15
E 68.758801806 48.0 37.0 43.0 10 15
H 68.762321742 4.0 13.0 45.0 10 15
E 68.807804060 48.0 38.0 45.0 10 15
H 68.811322176 4.0 13.0 46.0 10 15
E 68.856807784 48.0 39.0 45.0 10 15
H 68.860328532 4.0 13.0 49.0 10 15
E 68.905926966 47.0 39.0 50.0 10 15
H 68.909639696 4.0 13.0 53.0 10 15
E 68.964613860 47.0 40.0 57.0 10 15
H 68.968134202 4.0 12.0 54.0 10 15
E 69.033614364 44.0 37.0 64.0 10 15
H 69.037045344 4.0 13.0 55.0 10 15
E 69.082502672 39.0 38.0 69.0 10 15
H 69.086049502 4.0 13.0 56.0 10 15
E 69.131721310 33.0 40.0 69.0 10 15
H 69.135543758 4.0 13.0 57.0 10 15
E 69.190406958 27.0 42.0 57.0 10 15
H 69.193925340 4.0 13.0 56.0 10 15
E 69.239440432 26.0 44.0 50.0 10 15
H 69.242960886 3.0 14.0 61.0 10 15
E 69.288443568 26.0 46.0 45.0 10 15
H 69.291964554 3.0 15.0 69.0 10 15
E 69.337563590 26.0 48.0 40.0 10 15
H 69.341392688 4.0 15.0 74.0 10 15
E 69.396223534 27.0 50.0 34.0 10 15
H 69.399743960 3.0 16.0 78.0 10 15
E 69.445225578 29.0 54.0 31.0 10 15
H 69.448746270 3.0 18.0 85.0 10 15
E 69.494228154 32.0 56.0 28.0 10 15
H 69.497748734 3.0 19.0 89.0 10 15
E 69.543349632 36.0 53.0 25.0 10 15
H 69.547147832 3.0 19.0 89.0 10 15
E 69.602033432 40.0 50.0 22.0 10 15
H 69.605552808 3.0 19.0 92.0 10 15
E 69.651036596 44.0 49.0 20.0 10 15
H 69.654553900 3.0 20.0 97.0 10 15
E 69.700039802 48.0 48.0 18.0 10 15
H 69.703557456 3.0 19.0 100.0 10 15
E 69.749160734 52.0 47.0 17.0 10 15
H 69.752957184 3.0 19.0 100.0 10 15
E 69.807846550 57.0 43.0 15.0 10 15
E 70.092457022 78.0 45.0 9.0 10 20
H 70.095801216 3.0 14.0 83.0 10 20
E 70.141357118 83.0 47.0 9.0 10 20
H 70.144796862 3.0 13.0 75.0 10 20
E 70.190483454 87.0 48.0 8.0 10 20
H 70.193821768 3.0 12.0 70.0 10 20
E 70.249168066 92.0 44.0 8.0 10 20
H 70.252512134 3.0 12.0 66.0 10 20
E 70.298260172 95.0 43.0 8.0 10 20
H 70.301604002 3.0 11.0 61.0 10 20
E 70.347270826 99.0 43.0 8.0 10 20
H 70.350730198 4.0 11.0 57.0 10 20
E 70.396393718 102.0 40.0 8.0 10 20
H 70.400134448 4.0 11.0 52.0 10 20
E 70.455081788 106.0 35.0 8.0 10 20
H 70.458627400 4.0 10.0 46.0 10 20
E 70.504084210 107.0 31.0 8.0 10 20
H 70.507628198 4.0 10.0 43.0 10 20
E 70.553087360 109.0 29.0 8.0 10 20
H 70.556633462 4.0 9.0 41.0 10 20
E 70.602761180 110.0 27.0 10.0 10 20
H 70.606480084 4.0 9.0 39.0 10 20
E 70.660792482 109.0 28.0 12.0 10 20
H 70.664400618 4.0 8.0 37.0 10 20
E 70.709794974 109.0 32.0 12.0 10 20
H 70.713402508 4.0 8.0 37.0 10 20
E 70.758797998 109.0 35.0 11.0 10 20
H 70.762407058 4.0 7.0 37.0 10 20
E 70.807919336 109.0 33.0 12.0 10 20
H 70.811933346 4.0 7.0 36.0 10 20
E 70.866601540 109.0 30.0 13.0 10 20
H 70.870712668 4.0 7.0 34.0 10 20
E 70.915606594 109.0 28.0 15.0 10 20
H 70.919718366 4.0 7.0 35.0 10 20
E 70.964608596 109.0 27.0 16.0 10 20
H 70.968721964 4.0 7.0 35.0 10 20
E 71.033730270 108.0 26.0 20.0 10 20
H 71.037773946 4.0 7.0 35.0 10 20
E 71.092414812 106.0 26.0 23.0 10 20
H 71.096022318 4.0 8.0 36.0 10 20
E 71.141418676 104.0 25.0 25.0 10 20
H 71.145576746 4.0 8.0 38.0 10 20
E 71.190421042 103.0 29.0 26.0 10 20
H 71.194575388 4.0 8.0 40.0 10 20
E 71.239540602 102.0 34.0 26.0 10 20
H 71.243445650 4.0 8.0 45.0 10 20
E 71.298224626 101.0 38.0 27.0 10 20
H 71.302231832 4.0 9.0 50.0 10 20
E 71.347229792 101.0 41.0 29.0 10 20
H 71.351235248 4.0 9.0 51.0 10 20
E 71.396232368 101.0 38.0 33.0 10 20
H 71.400241450 4.0 11.0 54.0 10 20
E 71.445352656 99.0 36.0 42.0 10 20
H 71.449267700 4.0 12.0 58.0 10 20
E 71.504038906 97.0 37.0 50.0 10 20
H 71.507644942 4.0 13.0 62.0 10 20
E 71.553041986 95.0 38.0 55.0 10 20
H 71.556649856 4.0 12.0 64.0 10 20
E 71.602044786 94.0 36.0 62.0 10 20
H 71.605651564 4.0 13.0 65.0 10 20
E 71.651165186 89.0 33.0 66.0 10 20
H 71.655081266 4.0 13.0 64.0 10 20
E 71.709851590 81.0 39.0 65.0 10 20
H 71.713459222 3.0 12.0 62.0 10 20
E 71.758853704 76.0 43.0 63.0 10 20
H 71.762462106 3.0 12.0 60.0 10 20
E 71.807856084 73.0 40.0 65.0 10 20
H 71.811463086 3.0 12.0 61.0 10 20
E 71.856977282 69.0 41.0 69.0 10 20
H 71.860892578 4.0 12.0 65.0 10 20
E 71.915662496 63.0 47.0 72.0 10 20
H 71.919183384 4.0 12.0 72.0 10 20
E 71.964665394 58.0 52.0 72.0 10 20
H 71.968185876 4.0 12.0 73.0 10 20
E 72.033815250 55.0 55.0 72.0 10 20
H 72.037246678 4.0 12.0 75.0 10 20
E 72.082937848 54.0 58.0 77.0 10 20
H 72.086557842 4.0 13.0 80.0 10 20
E 72.141570002 51.0 62.0 84.0 10 20
H 72.145089756 4.0 14.0 85.0 10 20
E 72.190574860 47.0 63.0 89.0 10 20
H 72.194093900 4.0 14.0 87.0 10 20
E 72.239577226 43.0 64.0 91.0 10 20
H 72.243095944 4.0 15.0 88.0 10 20
E 72.288700006 39.0 67.0 92.0 10 20
H 72.292406632 3.0 15.0 94.0 10 20
E 72.347385136 34.0 72.0 94.0 10 20
H 72.350905982 3.0 15.0 100.0 10 20
E 72.396385122 31.0 78.0 98.0 10 20
H 72.399905296 3.0 17.0 100.0 10 20
E 72.445424140 29.0 81.0 100.0 10 20
H 72.449217398 4.0 18.0 100.0 10 20
E 72.494414452 29.0 79.0 100.0 10 20
H 72.498303302 3.0 18.0 100.0 10 20
E 72.553098392 26.0 75.0 100.0 10 20
H 72.557084402 3.0 21.0 100.0 10 20
E 72.602101248 23.0 72.0 100.0 10 20
H 72.606087188 3.0 23.0 100.0 10 20
E 72.651103530 20.0 68.0 100.0 10 20
H 72.655090002 3.0 24.0 100.0 10 20
E 72.700778960 16.0 63.0 100.0 10 20
H 72.704469738 4.0 23.0 100.0 10 20
E 72.758909746 11.0 61.0 100.0 10 20
H 72.762892522 3.0 22.0 100.0 10 20
E 72.807912784 6.0 60.0 100.0 10 20
H 72.811802362 3.0 21.0 100.0 10 20
E 72.856915626 3.0 58.0 100.0 10 20
H 72.860805372 3.0 23.0 100.0 10 20
E 72.906037930 3.0 57.0 100.0 10 20
H 72.909853798 4.0 25.0 100.0 10 20
E 72.964840100 4.0 58.0 100.0 10 20
H 72.968660686 4.0 25.0 100.0 10 20
E 73.033724698 4.0 58.0 100.0 10 20
H 73.037674434 4.0 25.0 100.0 10 20
E 73.082726756 4.0 59.0 100.0 10 20
H 73.086676226 4.0 24.0 100.0 10 20
E 73.131849326 4.0 61.0 99.0 10 20
H 73.135708706 4.0 24.0 100.0 10 20
E 73.190533154 4.0 64.0 85.0 10 20
H 73.194391400 4.0 23.0 100.0 10 20
E 73.239536094 4.0 68.0 75.0 10 20
H 73.243418728 4.0 21.0 98.0 10 20
E 73.288536948 5.0 72.0 67.0 10 20
H 73.292419960 4.0 20.0 88.0 10 20
E 73.337660680 6.0 74.0 60.0 10 20
H 73.341501930 4.0 20.0 80.0 10 20
E 73.396345026 9.0 73.0 52.0 10 20
H 73.399995148 4.0 19.0 74.0 10 20
E 73.445347896 14.0 76.0 46.0 10 20
H 73.449275876 4.0 19.0 68.0 10 20
E 73.494350934 19.0 81.0 42.0 10 20
H 73.498277780 4.0 18.0 62.0 10 20
E 73.543472776 26.0 81.0 37.0 10 20
H 73.547298920 4.0 17.0 57.0 10 20
E 73.602156940 34.0 78.0 33.0 10 20
H 73.605791984 4.0 16.0 56.0 10 20
E 73.651159740 41.0 75.0 29.0 10 20
H 73.654793370 4.0 16.0 55.0 10 20
E 73.700162512 47.0 73.0 26.0 10 20
H 73.703797332 4.0 16.0 53.0 10 20
E 73.749284704 54.0 77.0 24.0 10 20
H 73.753208848 4.0 15.0 50.0 10 20
E 73.807968714 62.0 83.0 22.0 10 20
H 73.811604836 4.0 15.0 46.0 10 20
E 73.856971150 69.0 87.0 21.0 10 20
H 73.860607090 4.0 15.0 42.0 10 20
E 73.905973992 75.0 92.0 20.0 10 20
H 73.909609526 4.0 15.0 40.0 10 20
E 73.955093972 81.0 94.0 18.0 10 20
H 73.959019110 4.0 14.0 40.0 10 20
E 74.033780320 89.0 92.0 17.0 10 20
H 74.037327220 4.0 14.0 38.0 10 20
E 74.082782910 95.0 91.0 16.0 10 20
H 74.086329796 4.0 13.0 35.0 10 20
E 74.131785878 100.0 91.0 15.0 10 20
H 74.135799888 4.0 13.0 33.0 10 20
E 74.180907342 105.0 90.0 14.0 10 20
H 74.184746450 4.0 13.0 32.0 10 20
E 74.239589308 110.0 84.0 13.0 10 20
H 74.243530938 4.0 13.0 29.0 10 20
E 74.288594922 114.0 75.0 12.0 10 20
H 74.292541228 4.0 13.0 27.0 10 20
E 74.337597750 118.0 66.0 11.0 10 20
H 74.341544714 4.0 13.0 25.0 10 20
E 74.386716610 121.0 58.0 10.0 10 20
H 74.390560296 5.0 14.0 24.0 10 20
E 74.445403770 125.0 50.0 9.0 10 20
H 74.448980168 5.0 15.0 24.0 10 20
E 74.494406416 125.0 45.0 9.0 10 20
H 74.497983108 5.0 15.0 24.0 10 20
E 74.543409216 125.0 42.0 9.0 10 20
H 74.546984032 5.0 15.0 23.0 10 20
E 74.592530974 125.0 40.0 9.0 10 20
H 74.596308888 6.0 14.0 25.0 10 20
E 74.651210952 125.0 34.0 10.0 10 20
H 74.655174114 6.0 14.0 28.0 10 20
E 74.700217994 125.0 29.0 11.0 10 20
H 74.704178846 6.0 14.0 28.0 10 20
E 74.749219072 125.0 26.0 14.0 10 20
H 74.753181758 6.0 14.0 27.0 10 20
E 74.798895202 124.0 23.0 16.0 10 20
H 74.802657842 6.0 14.0 28.0 10 20
E 74.857027416 121.0 20.0 18.0 10 20
H 74.860978678 6.0 14.0 30.0 10 20
E 74.906030020 120.0 19.0 18.0 10 20
