device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 561.125864508 118.0 27.0 11.0 50 50 0.4678415697674415 1.5496428571428582
E 561.233669786 118.0 27.0 11.0 50 50 0.4678415697674415 1.4938392857142868
E 561.331674182 118.0 26.0 11.0 50 50 0.4678415697674415 1.4938392857142868
E 561.439478956 118.0 25.0 11.0 50 50 0.5435440891472865 1.5496428571428582
E 561.537483422 118.0 26.0 10.0 50 50 0.3542877906976741 1.7170535714285726
E 561.645288392 118.0 41.0 11.0 50 50 0.4678415697674415 1.9402678571428587
E 561.694290534 118.0 54.0 11.0 50 50 0.9977592054263562 2.665714285714288
E 561.851097786 118.0 70.0 17.0 50 50 0.9599079457364338 2.8889285714285737
E 561.949102378 116.0 68.0 32.0 50 50 0.8085029069767439 3.279553571428574
E 562.076907096 113.0 69.0 48.0 50 50 0.4678415697674415 3.837589285714289
E 562.174911590 111.0 75.0 76.0 50 50 0.5056928294573639 4.339821428571432
E 562.282716546 109.0 72.0 100.0 50 50 0.7706516472868213 4.8420535714285755
E 562.380720998 107.0 67.0 100.0 50 50 1.6033793604651159 5.00946428571429
E 562.488526010 106.0 60.0 100.0 50 50 1.5655281007751933 4.8420535714285755
E 562.586530364 105.0 54.0 100.0 50 50 1.679081879844961 4.897857142857148
E 562.694335264 104.0 50.0 100.0 50 50 1.9440406976744182 4.116607142857147
E 562.792339800 100.0 47.0 100.0 50 50 1.4141230620155034 3.1679464285714314
E 562.900144784 93.0 48.0 100.0 50 50 1.679081879844961 3.000535714285717
E 563.018149264 86.0 40.0 100.0 50 50 1.4141230620155034 2.3866964285714305
E 563.125954346 76.0 37.0 100.0 50 50 1.7169331395348832 1.884464285714287
E 563.223958728 67.0 33.0 100.0 50 50 2.019743217054263 1.3822321428571438
E 563.331763614 56.0 33.0 100.0 50 50 2.057594476744186 1.2706250000000008
E 563.429768136 48.0 46.0 100.0 50 50 2.2089995155038755 1.2148214285714294
E 563.478885386 45.0 44.0 100.0 50 50 2.171148255813953 1.2148214285714294
E 563.586575234 39.0 41.0 100.0 50 50 2.2089995155038755 1.2148214285714294
E 563.684694948 34.0 51.0 100.0 50 50 2.6253633720930227 1.1590178571428578
E 563.792384600 31.0 59.0 100.0 50 50 3.04172722868217 1.1032142857142864
E 563.891057706 31.0 55.0 100.0 50 50 3.19313226744186 1.047410714285715
E 564.018194022 30.0 54.0 100.0 50 50 3.268834786821705 1.1032142857142864
E 564.116313834 30.0 55.0 100.0 50 50 3.1552810077519378 1.2706250000000008
E 564.175001162 30.0 53.0 100.0 50 50 3.1552810077519378 1.1032142857142864
E 564.273005670 30.0 57.0 100.0 50 50 2.9660247093023253 1.1032142857142864
E 564.380810528 30.0 51.0 100.0 50 50 2.473958333333333 0.9358035714285718
E 564.478815036 29.0 50.0 100.0 50 50 1.8683381782945732 0.8241964285714289
E 564.586620062 29.0 58.0 90.0 50 50 1.7547843992248058 0.9358035714285718
E 564.684624668 29.0 64.0 72.0 50 50 1.7547843992248058 0.8800000000000004
E 564.792429400 29.0 68.0 64.0 50 50 1.679081879844961 0.9358035714285718
E 564.890433908 29.0 83.0 55.0 50 50 1.679081879844961 0.8800000000000004
E 565.018238822 29.0 91.0 47.0 50 50 1.6412306201550384 0.9916071428571434
E 565.116243246 29.0 92.0 46.0 50 50 1.679081879844961 0.9916071428571434
E 565.224048104 29.0 88.0 43.0 50 50 1.7169331395348832 1.047410714285715
E 565.322052850 29.0 87.0 43.0 50 50 1.7547843992248058 1.047410714285715
E 565.429857596 29.0 89.0 42.0 50 50 1.7547843992248058 0.9916071428571434
E 565.478859780 29.0 92.0 40.0 50 50 1.9818919573643408 0.9916071428571434
E 565.635667172 32.0 91.0 41.0 50 50 2.322553294573643 1.1032142857142864
E 565.733671470 32.0 93.0 46.0 50 50 2.322553294573643 1.1032142857142864
E 565.841476398 32.0 96.0 43.0 50 50 2.473958333333333 1.1590178571428578
E 566.009151184 33.0 98.0 45.0 50 50 2.5496608527131777 1.1590178571428578
E 566.067285750 33.0 100.0 42.0 50 50 2.3604045542635657 1.047410714285715
E 566.165290440 36.0 100.0 39.0 50 50 1.7169331395348832 1.047410714285715
E 566.273095340 41.0 100.0 36.0 50 50 0.05147771317829423 0.7683928571428574
E 566.371099834 48.0 100.0 32.0 50 50 0.8842054263565888 0.600982142857143
E 566.478904748 57.0 100.0 30.0 50 50 0.6570978682170538 0.600982142857143
E 566.576909144 65.0 100.0 28.0 50 50 0.6949491279069764 0.489375
E 566.684714044 74.0 100.0 25.0 50 50 0.7328003875968988 0.5451785714285715
E 566.782718538 83.0 100.0 24.0 50 50 0.7328003875968988 0.37776785714285704
E 566.890523648 93.0 100.0 22.0 50 50 0.013626453488371748 0.489375
