device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 1235.897179794 1.0 100.0 100.0 10 10
H 1235.901245254 1.0 100.0 100.0 10 10
E 1235.955982510 2.0 100.0 100.0 10 10
H 1235.959921718 1.0 100.0 100.0 10 10
E 1236.025099116 2.0 100.0 100.0 10 10
H 1236.028953260 1.0 100.0 100.0 10 10
E 1236.083787298 1.0 100.0 100.0 10 10
H 1236.087764362 1.0 100.0 100.0 10 10
E 1236.132789622 2.0 100.0 100.0 10 10
H 1236.136733254 1.0 100.0 100.0 10 10
E 1236.181791974 1.0 100.0 100.0 10 10
H 1236.185854928 1.0 100.0 100.0 10 10
E 1236.240709014 1.0 100.0 100.0 10 10
H 1236.244650252 1.0 100.0 100.0 10 10
E 1236.299397322 2.0 100.0 100.0 10 10
H 1236.303337118 1.0 100.0 100.0 10 10
E 1236.348399394 2.0 100.0 100.0 10 10
H 1236.352462782 1.0 100.0 100.0 10 10
E 1236.407202082 1.0 100.0 100.0 10 10
H 1236.411142872 1.0 100.0 100.0 10 10
E 1236.456318744 2.0 100.0 100.0 10 10
H 1236.460384736 1.0 100.0 100.0 10 10
E 1236.515007220 2.0 100.0 100.0 10 10
H 1236.518945448 1.0 100.0 100.0 10 10
E 1236.564009334 2.0 100.0 100.0 10 10
H 1236.567952168 1.0 100.0 100.0 10 10
E 1236.613011658 1.0 100.0 100.0 10 10
H 1236.617077566 1.0 100.0 100.0 10 10
E 1236.671928586 2.0 100.0 100.0 10 10
H 1236.675872708 1.0 100.0 100.0 10 10
E 1236.730617034 1.0 100.0 100.0 10 10
H 1236.734682438 1.0 100.0 100.0 10 10
E 1236.779619064 1.0 100.0 100.0 10 10
H 1236.783561744 1.0 100.0 100.0 10 10
E 1236.828621360 2.0 100.0 100.0 10 10
H 1236.832564068 1.0 100.0 100.0 10 10
E 1236.877737966 1.0 100.0 100.0 10 10
H 1236.881803748 1.0 100.0 100.0 10 10
E 1236.936426316 1.0 100.0 100.0 10 10
