device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 2257.345692774 78.0 100.0 100.0 30 30
H 2257.349850886 39.0 100.0 100.0 30 30
E 2257.404382594 79.0 100.0 91.0 30 30
H 2257.408235450 39.0 100.0 100.0 30 30
E 2257.453384750 80.0 100.0 79.0 30 30
H 2257.457236976 39.0 92.0 87.0 30 30
E 2257.502387088 80.0 98.0 70.0 30 30
H 2257.506065210 39.0 82.0 76.0 30 30
E 2257.551502700 80.0 89.0 61.0 30 30
H 2257.555318078 38.0 73.0 68.0 30 30
E 2257.610191862 79.0 78.0 51.0 30 30
H 2257.613998196 38.0 65.0 63.0 30 30
E 2257.659194312 78.0 69.0 45.0 30 30
H 2257.662871146 38.0 59.0 65.0 30 30
E 2257.708196342 76.0 62.0 39.0 30 30
H 2257.711874254 37.0 53.0 67.0 30 30
E 2257.757865416 73.0 74.0 54.0 30 30
H 2257.761867190 37.0 67.0 79.0 30 30
E 2257.816001494 68.0 100.0 91.0 30 30
H 2257.819854364 36.0 100.0 100.0 30 30
E 2257.865003566 66.0 100.0 100.0 30 30
H 2257.869162126 36.0 100.0 100.0 30 30
E 2257.923806660 63.0 100.0 100.0 30 30
H 2257.927979822 36.0 100.0 100.0 30 30
E 2258.002722566 61.0 100.0 100.0 30 30
H 2258.006574344 36.0 100.0 100.0 30 30
E 2258.061411728 59.0 100.0 100.0 30 30
H 2258.065353932 36.0 100.0 100.0 30 30
E 2258.120214528 56.0 100.0 100.0 30 30
H 2258.124242524 36.0 100.0 100.0 30 30
E 2258.179017006 54.0 100.0 100.0 30 30
H 2258.183187774 36.0 100.0 100.0 30 30
E 2258.237933094 53.0 100.0 100.0 30 30
H 2258.242107194 36.0 100.0 100.0 30 30
E 2258.296622494 51.0 100.0 100.0 30 30
H 2258.300652954 36.0 100.0 100.0 30 30
E 2258.345624622 50.0 100.0 100.0 30 30
H 2258.349655026 36.0 100.0 100.0 30 30
E 2258.404427380 49.0 100.0 100.0 30 30
H 2258.408456776 36.0 100.0 100.0 30 30
E 2258.463343454 49.0 100.0 100.0 30 30
H 2258.467516014 36.0 100.0 100.0 30 30
E 2258.522032840 49.0 100.0 100.0 30 30
H 2258.526205106 35.0 100.0 100.0 30 30
E 2258.580835444 47.0 100.0 100.0 30 30
H 2258.584865288 35.0 100.0 100.0 30 30
E 2258.629837684 44.0 100.0 100.0 30 30
H 2258.633867920 35.0 100.0 100.0 30 30
E 2258.688753618 41.0 100.0 100.0 30 30
H 2258.692784036 35.0 100.0 100.0 30 30
E 2258.747443116 40.0 100.0 100.0 30 30
H 2258.751616908 35.0 100.0 100.0 30 30
E 2258.806245762 40.0 100.0 100.0 30 30
H 2258.810419358 35.0 100.0 100.0 30 30
E 2258.865048352 41.0 100.0 100.0 30 30
H 2258.869079288 35.0 100.0 100.0 30 30
E 2258.914161010 41.0 100.0 100.0 30 30
H 2258.918190826 35.0 100.0 100.0 30 30
E 2258.972853364 41.0 100.0 100.0 30 30
H 2258.976884216 35.0 100.0 100.0 30 30
E 2259.051655996 41.0 100.0 100.0 30 30
H 2259.055739362 35.0 100.0 100.0 30 30
E 2259.110458600 41.0 100.0 100.0 30 30
H 2259.114629746 35.0 100.0 100.0 30 30
E 2259.169375584 41.0 100.0 100.0 30 30
H 2259.173405806 35.0 100.0 100.0 30 30
E 2259.228064130 41.0 100.0 100.0 30 30
H 2259.232093218 35.0 100.0 100.0 30 30
E 2259.286866916 41.0 100.0 100.0 30 30
H 2259.290897894 35.0 100.0 100.0 30 30
E 2259.345669520 41.0 100.0 100.0 30 30
H 2259.349840778 35.0 100.0 100.0 30 30
E 2259.404586420 42.0 100.0 100.0 30 30
H 2259.408760324 35.0 100.0 100.0 30 30
E 2259.463274812 43.0 100.0 100.0 30 30
H 2259.467305160 36.0 100.0 100.0 30 30
E 2259.522077458 44.0 100.0 100.0 30 30
H 2259.526106826 40.0 100.0 100.0 30 30
E 2259.580880328 46.0 100.0 100.0 30 30
H 2259.584910214 40.0 100.0 100.0 30 30
E 2259.639796612 47.0 100.0 100.0 30 30
H 2259.643969550 40.0 100.0 100.0 30 30
E 2259.698485662 48.0 100.0 100.0 30 30
H 2259.702655744 40.0 100.0 100.0 30 30
E 2259.757288252 49.0 100.0 100.0 30 30
H 2259.761318054 40.0 100.0 100.0 30 30
E 2259.816090898 51.0 100.0 100.0 30 30
