device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3885.363997816 0.0 100.0 100.0 10 10
H 3885.368049570 0.0 100.0 100.0 10 10
E 3885.413000238 0.0 100.0 100.0 10 10
H 3885.416938942 0.0 100.0 100.0 10 10
E 3885.471802800 0.0 100.0 100.0 10 10
H 3885.475855926 0.0 100.0 100.0 10 10
E 3885.520918692 0.0 100.0 100.0 10 10
H 3885.524860462 0.0 100.0 100.0 10 10
E 3885.579607602 0.0 100.0 100.0 10 10
H 3885.583550394 0.0 100.0 100.0 10 10
E 3885.628609884 0.0 100.0 100.0 10 10
H 3885.632663682 0.0 100.0 100.0 10 10
E 3885.687412656 0.0 100.0 100.0 10 10
H 3885.691357072 0.0 100.0 100.0 10 10
E 3885.746328492 0.0 100.0 100.0 10 10
H 3885.750382486 0.0 100.0 100.0 10 10
E 3885.805018032 0.0 100.0 100.0 10 10
H 3885.808959662 0.0 100.0 100.0 10 10
E 3885.863820664 0.0 100.0 100.0 10 10
H 3885.867762140 0.0 100.0 100.0 10 10
E 3885.912822904 0.0 100.0 100.0 10 10
H 3885.916877836 0.0 100.0 100.0 10 10
E 3885.971738978 0.0 100.0 100.0 10 10
H 3885.975676324 0.0 100.0 100.0 10 10
E 3886.050428364 0.0 100.0 100.0 10 10
H 3886.054393360 0.0 100.0 100.0 10 10
E 3886.099430464 0.0 100.0 100.0 10 10
H 3886.103282564 0.0 100.0 100.0 10 10
E 3886.158233250 0.0 100.0 100.0 10 10
H 3886.162172556 0.0 100.0 100.0 10 10
E 3886.207348736 0.0 100.0 100.0 10 10
H 3886.211404214 0.0 100.0 100.0 10 10
E 3886.266038094 0.0 100.0 100.0 10 10
H 3886.269975034 0.0 100.0 100.0 10 10
E 3886.324840782 0.0 100.0 100.0 10 10
H 3886.328896750 0.0 100.0 100.0 10 10
E 3886.373843106 0.0 100.0 100.0 10 10
