device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 67.364336070 119.0 55.0 18.0 10 10
H 67.368020268 4.0 11.0 20.0 10 10
E 67.423029026 119.0 47.0 19.0 10 10
H 67.426809488 4.0 10.0 17.0 10 10
E 67.472031014 119.0 40.0 21.0 10 10
H 67.475811854 4.0 10.0 16.0 10 10
E 67.521073322 119.0 34.0 25.0 10 10
H 67.524861302 5.0 10.0 14.0 10 10
E 67.570149958 118.0 30.0 36.0 10 10
H 67.573836606 5.0 10.0 13.0 10 10
E 67.628834178 114.0 27.0 44.0 10 10
H 67.632620366 5.0 9.0 12.0 10 10
E 67.677836390 110.0 27.0 42.0 10 10
H 67.681716588 5.0 9.0 11.0 10 10
E 67.726838588 106.0 25.0 38.0 10 10
H 67.730720424 5.0 8.0 10.0 10 10
E 67.775955166 103.0 24.0 35.0 10 10
H 67.779642598 5.0 8.0 10.0 10 10
E 67.834643586 99.0 23.0 38.0 10 10
H 67.838142060 5.0 8.0 10.0 10 10
E 67.883645952 95.0 20.0 41.0 10 10
H 67.887145742 5.0 8.0 9.0 10 10
E 67.932647996 91.0 19.0 38.0 10 10
H 67.936148976 5.0 7.0 9.0 10 10
E 68.001764462 87.0 18.0 32.0 10 10
H 68.005086634 5.0 8.0 8.0 10 10
E 68.060452994 82.0 18.0 27.0 10 10
H 68.063864444 5.0 8.0 8.0 10 10
E 68.109474274 81.0 17.0 26.0 10 10
H 68.112978222 5.0 11.0 8.0 10 10
E 68.158477760 80.0 16.0 31.0 10 10
H 68.162176882 5.0 14.0 7.0 10 10
E 68.207598832 76.0 15.0 37.0 10 10
H 68.211292158 5.0 13.0 7.0 10 10
E 68.266282996 71.0 15.0 42.0 10 10
H 68.269786426 5.0 13.0 8.0 10 10
E 68.315282884 67.0 17.0 40.0 10 10
H 68.318787868 5.0 12.0 8.0 10 10
E 68.364289156 63.0 17.0 35.0 10 10
H 68.367794882 5.0 12.0 9.0 10 10
E 68.413409388 59.0 16.0 32.0 10 10
H 68.417106634 5.0 12.0 10.0 10 10
E 68.472094672 55.0 15.0 33.0 10 10
H 68.475599698 5.0 14.0 10.0 10 10
E 68.521097794 52.0 14.0 40.0 10 10
H 68.524603352 5.0 17.0 10.0 10 10
E 68.570080392 47.0 13.0 45.0 10 10
H 68.573580140 5.0 23.0 10.0 10 10
E 68.619196984 42.0 12.0 44.0 10 10
H 68.622896428 8.0 32.0 10.0 10 10
E 68.677885348 37.0 10.0 41.0 10 10
H 68.681388778 14.0 37.0 10.0 10 10
E 68.726887616 32.0 10.0 37.0 10 10
H 68.730389660 20.0 36.0 9.0 10 10
E 68.775889800 28.0 10.0 36.0 10 10
H 68.779391410 26.0 36.0 9.0 10 10
E 68.825006574 24.0 9.0 38.0 10 10
H 68.828331252 31.0 37.0 8.0 10 10
E 68.883694700 20.0 9.0 42.0 10 10
H 68.887019686 38.0 38.0 7.0 10 10
E 68.932697010 15.0 8.0 49.0 10 10
H 68.936123020 45.0 38.0 7.0 10 10
E 69.001699278 11.0 8.0 55.0 10 10
H 69.004947418 51.0 36.0 6.0 10 10
E 69.050811628 6.0 8.0 56.0 10 10
H 69.054057416 57.0 33.0 6.0 10 10
E 69.109499894 2.0 8.0 61.0 10 10
H 69.112736190 61.0 31.0 6.0 10 10
E 69.158502162 2.0 8.0 66.0 10 10
H 69.161739130 65.0 29.0 7.0 10 10
E 69.207508560 2.0 8.0 68.0 10 10
H 69.210741930 69.0 26.0 7.0 10 10
E 69.257182156 2.0 9.0 67.0 10 10
H 69.260520498 72.0 24.0 8.0 10 10
E 69.315309386 2.0 12.0 62.0 10 10
H 69.318811150 75.0 23.0 15.0 10 10
E 69.364311528 2.0 21.0 57.0 10 10
H 69.367814230 75.0 23.0 29.0 10 10
E 69.413313852 3.0 33.0 49.0 10 10
H 69.416815938 74.0 23.0 55.0 10 10
E 69.462429856 3.0 44.0 43.0 10 10
H 69.466262090 68.0 23.0 82.0 10 10
E 69.521118822 4.0 52.0 37.0 10 10
H 69.524634754 57.0 24.0 99.0 10 10
E 69.570121090 6.0 57.0 33.0 10 10
H 69.573635188 46.0 25.0 100.0 10 10
E 69.619123190 10.0 61.0 30.0 10 10
H 69.623013328 35.0 25.0 100.0 10 10
E 69.668239390 14.0 66.0 28.0 10 10
H 69.672033992 25.0 25.0 93.0 10 10
E 69.726928132 21.0 73.0 25.0 10 10
H 69.730429658 13.0 25.0 81.0 10 10
E 69.775930386 27.0 78.0 24.0 10 10
H 69.779430974 4.0 25.0 71.0 10 10
E 69.824932696 33.0 82.0 23.0 10 10
H 69.828431954 2.0 25.0 63.0 10 10
E 69.874048504 40.0 83.0 22.0 10 10
H 69.877927386 3.0 25.0 55.0 10 10
E 69.932737470 48.0 81.0 20.0 10 10
H 69.936238772 3.0 27.0 48.0 10 10
E 70.001739710 55.0 83.0 19.0 10 10
H 70.005062008 3.0 29.0 44.0 10 10
E 70.050742034 62.0 86.0 19.0 10 10
H 70.054152728 4.0 27.0 39.0 10 10
E 70.099857912 69.0 86.0 18.0 10 10
H 70.103270356 3.0 24.0 35.0 10 10
E 70.158547046 76.0 87.0 17.0 10 10
H 70.162047788 4.0 22.0 31.0 10 10
E 70.207549076 83.0 88.0 18.0 10 10
H 70.211048908 4.0 22.0 27.0 10 10
E 70.256551442 88.0 89.0 18.0 10 10
H 70.260053290 4.0 20.0 25.0 10 10
E 70.305667082 94.0 89.0 18.0 10 10
H 70.309359708 4.0 18.0 22.0 10 10
E 70.364356412 100.0 87.0 19.0 10 10
H 70.368138582 5.0 17.0 19.0 10 10
E 70.413358526 105.0 87.0 20.0 10 10
H 70.417139800 5.0 15.0 17.0 10 10
E 70.462360766 110.0 87.0 21.0 10 10
H 70.466142348 5.0 14.0 16.0 10 10
E 70.511476364 114.0 89.0 21.0 10 10
H 70.515162578 5.0 14.0 15.0 10 10
E 70.570165876 119.0 89.0 22.0 10 10
H 70.573950454 5.0 13.0 15.0 10 10
E 70.619167892 121.0 87.0 23.0 10 10
H 70.622953688 5.0 13.0 15.0 10 10
E 70.668170258 121.0 89.0 24.0 10 10
H 70.671956460 5.0 12.0 15.0 10 10
E 70.717290000 121.0 88.0 26.0 10 10
H 70.720975262 5.0 12.0 15.0 10 10
E 70.775975144 121.0 82.0 27.0 10 10
H 70.779763138 5.0 12.0 15.0 10 10
E 70.824977552 121.0 75.0 25.0 10 10
H 70.828860676 5.0 11.0 14.0 10 10
E 70.873979610 121.0 71.0 22.0 10 10
H 70.877861460 5.0 11.0 14.0 10 10
E 70.923095068 121.0 66.0 19.0 10 10
H 70.926780764 5.0 11.0 13.0 10 10
E 71.001784664 121.0 57.0 16.0 10 10
H 71.005195890 5.0 11.0 13.0 10 10
E 71.050838424 121.0 51.0 15.0 10 10
H 71.054341000 5.0 11.0 12.0 10 10
E 71.099839124 121.0 45.0 16.0 10 10
H 71.103343646 5.0 11.0 11.0 10 10
E 71.148959720 121.0 41.0 18.0 10 10
H 71.152646732 5.0 10.0 11.0 10 10
E 71.207749052 121.0 35.0 20.0 10 10
H 71.211437436 5.0 10.0 10.0 10 10
E 71.256650268 120.0 30.0 23.0 10 10
H 71.260462216 5.0 10.0 9.0 10 10
E 71.305650408 118.0 26.0 26.0 10 10
H 71.309562512 5.0 10.0 8.0 10 10
E 71.355321806 117.0 24.0 27.0 10 10
H 71.358911504 5.0 10.0 8.0 10 10
E 71.413403424 116.0 23.0 28.0 10 10
H 71.417234216 5.0 10.0 8.0 10 10
E 71.462461034 115.0 22.0 31.0 10 10
H 71.466200182 5.0 9.0 8.0 10 10
E 71.511407862 113.0 20.0 40.0 10 10
H 71.515335646 5.0 10.0 8.0 10 10
E 71.560523936 109.0 17.0 48.0 10 10
H 71.564352670 5.0 10.0 9.0 10 10
E 71.619213532 103.0 16.0 46.0 10 10
H 71.623138922 5.0 10.0 8.0 10 10
E 71.668216346 97.0 15.0 40.0 10 10
H 71.671718278 5.0 10.0 8.0 10 10
E 71.717218474 92.0 16.0 35.0 10 10
H 71.720719580 5.0 9.0 8.0 10 10
E 71.766336242 88.0 16.0 33.0 10 10
H 71.770169526 5.0 9.0 8.0 10 10
E 71.825024018 84.0 14.0 35.0 10 10
H 71.828524046 5.0 8.0 7.0 10 10
E 71.874028162 79.0 13.0 35.0 10 10
H 71.877528400 5.0 8.0 7.0 10 10
E 71.923030024 75.0 11.0 34.0 10 10
H 71.926530150 5.0 8.0 7.0 10 10
E 71.972145986 71.0 10.0 35.0 10 10
H 71.975981146 5.0 8.0 7.0 10 10
E 72.050835806 65.0 9.0 35.0 10 10
H 72.054069792 5.0 7.0 6.0 10 10
E 72.099838046 60.0 9.0 36.0 10 10
H 72.103071052 5.0 7.0 6.0 10 10
E 72.148853292 55.0 8.0 37.0 10 10
E 72.354649890 37.0 6.0 34.0 10 15
H 72.357975898 5.0 5.0 5.0 10 15
E 72.413619178 33.0 7.0 39.0 10 15
H 72.417235126 5.0 5.0 4.0 10 15
E 72.472306030 28.0 7.0 46.0 10 15
H 72.475733986 5.0 4.0 4.0 10 15
E 72.521308928 23.0 7.0 49.0 10 15
H 72.524737724 5.0 4.0 4.0 10 15
E 72.570309040 18.0 6.0 49.0 10 15
H 72.573732880 5.0 4.0 3.0 10 15
E 72.619444868 14.0 6.0 51.0 10 15
H 72.623061950 5.0 4.0 3.0 10 15
E 72.678117664 8.0 7.0 58.0 10 15
H 72.681455250 4.0 4.0 3.0 10 15
E 72.727066746 4.0 8.0 64.0 10 15
H 72.730435958 4.0 4.0 3.0 10 15
E 72.776068972 3.0 8.0 70.0 10 15
H 72.779303994 4.0 4.0 3.0 10 15
E 72.825184108 3.0 9.0 75.0 10 15
H 72.828420866 5.0 4.0 3.0 10 15
E 72.883885408 3.0 9.0 74.0 10 15
H 72.887124616 5.0 4.0 3.0 10 15
E 72.932931216 3.0 9.0 75.0 10 15
H 72.936261676 5.0 4.0 3.0 10 15
E 73.001878268 3.0 9.0 75.0 10 15
H 73.005069512 5.0 5.0 4.0 10 15
E 73.050993474 3.0 9.0 73.0 10 15
H 73.054140996 5.0 8.0 4.0 10 15
E 73.109683266 3.0 16.0 69.0 10 15
H 73.113096088 5.0 19.0 6.0 10 15
E 73.158702474 3.0 26.0 62.0 10 15
H 73.162119328 7.0 29.0 9.0 10 15
E 73.207714304 4.0 35.0 54.0 10 15
H 73.211249150 11.0 35.0 11.0 10 15
E 73.256834158 4.0 43.0 47.0 10 15
H 73.260571682 16.0 39.0 15.0 10 15
E 73.315523810 5.0 52.0 40.0 10 15
H 73.319038398 22.0 44.0 18.0 10 15
E 73.364524230 7.0 60.0 37.0 10 15
H 73.368044236 28.0 49.0 22.0 10 15
E 73.413525686 11.0 67.0 34.0 10 15
H 73.417326924 34.0 56.0 26.0 10 15
E 73.463201018 16.0 76.0 32.0 10 15
H 73.466803652 40.0 60.0 28.0 10 15
E 73.521302012 23.0 87.0 30.0 10 15
H 73.524803706 48.0 63.0 31.0 10 15
E 73.570304280 30.0 89.0 28.0 10 15
H 73.573803916 55.0 64.0 34.0 10 15
E 73.619306534 37.0 91.0 27.0 10 15
H 73.622808088 61.0 64.0 34.0 10 15
E 73.668421740 45.0 96.0 27.0 10 15
H 73.672216944 66.0 65.0 33.0 10 15
E 73.727111378 54.0 99.0 26.0 10 15
H 73.730613352 72.0 66.0 31.0 10 15
E 73.776113758 62.0 100.0 25.0 10 15
H 73.780087938 78.0 61.0 29.0 10 15
E 73.825116054 69.0 100.0 24.0 10 15
H 73.829092068 83.0 56.0 27.0 10 15
E 73.874232394 75.0 100.0 23.0 10 15
H 73.878109512 87.0 52.0 25.0 10 15
E 73.932921108 83.0 100.0 21.0 10 15
H 73.936896842 92.0 50.0 23.0 10 15
E 74.001923096 89.0 95.0 20.0 10 15
H 74.005245576 95.0 48.0 21.0 10 15
E 74.050959006 94.0 90.0 19.0 10 15
H 74.054369238 96.0 44.0 20.0 10 15
E 74.100041774 99.0 86.0 19.0 10 15
H 74.103730410 96.0 39.0 17.0 10 15
E 74.158730222 105.0 83.0 18.0 10 15
H 74.162319416 96.0 34.0 15.0 10 15
E 74.207732588 110.0 84.0 18.0 10 15
H 74.211320102 96.0 29.0 14.0 10 15
E 74.256734688 114.0 81.0 20.0 10 15
H 74.260324400 96.0 26.0 13.0 10 15
E 74.305851196 117.0 76.0 22.0 10 15
H 74.309737736 96.0 23.0 12.0 10 15
E 74.364539812 120.0 73.0 24.0 10 15
H 74.368129510 95.0 20.0 12.0 10 15
E 74.413541926 121.0 69.0 25.0 10 15
H 74.417131708 95.0 18.0 12.0 10 15
E 74.462544166 122.0 68.0 26.0 10 15
H 74.466134284 95.0 17.0 12.0 10 15
E 74.511660618 122.0 66.0 26.0 10 15
H 74.515545674 94.0 15.0 12.0 10 15
E 74.570349276 122.0 63.0 25.0 10 15
H 74.573937644 94.0 13.0 11.0 10 15
E 74.619351390 121.0 60.0 24.0 10 15
H 74.622939072 94.0 12.0 11.0 10 15
E 74.668353518 121.0 57.0 23.0 10 15
H 74.671943748 93.0 11.0 10.0 10 15
E 74.717469942 121.0 55.0 22.0 10 15
H 74.721356468 93.0 10.0 9.0 10 15
E 74.776158544 121.0 52.0 22.0 10 15
H 74.779748816 93.0 9.0 9.0 10 15
E 74.825160756 121.0 46.0 19.0 10 15
H 74.828748298 93.0 8.0 9.0 10 15
E 74.874162884 121.0 42.0 20.0 10 15
H 74.877753394 93.0 8.0 9.0 10 15
E 74.923278188 121.0 37.0 22.0 10 15
H 74.927166128 93.0 8.0 9.0 10 15
E 75.001968092 121.0 31.0 26.0 10 15
H 75.005376826 93.0 7.0 8.0 10 15
E 75.051062004 119.0 27.0 28.0 10 15
H 75.054565476 93.0 7.0 8.0 10 15
E 75.100065378 118.0 24.0 27.0 10 15
H 75.103845952 93.0 6.0 7.0 10 15
E 75.149184616 117.0 21.0 27.0 10 15
H 75.152869542 93.0 6.0 7.0 10 15
E 75.207871496 116.0 19.0 29.0 10 15
H 75.211650362 93.0 6.0 7.0 10 15
E 75.256971946 116.0 17.0 32.0 10 15
H 75.260649466 93.0 5.0 7.0 10 15
E 75.305781812 114.0 15.0 38.0 10 15
H 75.309705886 93.0 5.0 7.0 10 15
E 75.354897494 110.0 14.0 46.0 10 15
H 75.358820476 93.0 6.0 8.0 10 15
E 75.413586824 104.0 14.0 46.0 10 15
H 75.417603830 93.0 6.0 11.0 10 15
E 75.462589106 98.0 13.0 41.0 10 15
H 75.466177026 93.0 6.0 14.0 10 15
E 75.511591136 93.0 11.0 38.0 10 15
H 75.515181520 93.0 6.0 21.0 10 15
E 75.561259622 88.0 10.0 39.0 10 15
H 75.564847458 92.0 7.0 34.0 10 15
E 75.619451490 83.0 9.0 40.0 10 15
H 75.622866818 86.0 8.0 56.0 10 15
E 75.668450356 78.0 9.0 40.0 10 15
H 75.671970124 78.0 9.0 75.0 10 15
E 75.717452274 73.0 9.0 37.0 10 15
H 75.720972434 69.0 9.0 83.0 10 15
E 75.766574424 68.0 8.0 33.0 10 15
H 75.770282240 58.0 9.0 85.0 10 15
E 75.825259526 64.0 8.0 29.0 10 15
H 75.828777670 45.0 9.0 86.0 10 15
E 75.874261178 60.0 7.0 28.0 10 15
H 75.877781520 34.0 9.0 85.0 10 15
E 75.923262914 57.0 7.0 29.0 10 15
H 75.926782780 23.0 8.0 85.0 10 15
E 75.972386100 54.0 7.0 31.0 10 15
H 75.976091998 13.0 8.0 81.0 10 15
E 76.051065490 49.0 6.0 33.0 10 15
H 76.054494902 2.0 7.0 71.0 10 15
E 76.100017120 45.0 6.0 34.0 10 15
H 76.103520438 2.0 7.0 64.0 10 15
E 76.149019458 41.0 6.0 37.0 10 15
H 76.152523980 2.0 6.0 56.0 10 15
E 76.198136246 37.0 5.0 38.0 10 15
H 76.201931016 2.0 6.0 48.0 10 15
E 76.256824498 33.0 5.0 37.0 10 15
H 76.260236088 2.0 5.0 39.0 10 15
E 76.305826822 28.0 5.0 37.0 10 15
H 76.309152004 2.0 5.0 34.0 10 15
E 76.354828684 25.0 5.0 38.0 10 15
H 76.358154692 2.0 5.0 29.0 10 15
E 76.404009284 21.0 5.0 40.0 10 15
H 76.407331708 2.0 4.0 25.0 10 15
E 76.462685440 16.0 6.0 44.0 10 15
H 76.466113326 2.0 4.0 21.0 10 15
E 76.511635908 12.0 6.0 50.0 10 15
H 76.515089862 3.0 4.0 18.0 10 15
E 76.560638176 8.0 6.0 55.0 10 15
H 76.563875242 3.0 4.0 15.0 10 15
E 76.609755258 4.0 8.0 63.0 10 15
H 76.612992156 3.0 4.0 13.0 10 15
E 76.668492454 2.0 9.0 70.0 10 15
H 76.671731396 3.0 4.0 12.0 10 15
E 76.717544212 2.0 9.0 69.0 10 15
H 76.720874644 3.0 4.0 10.0 10 15
E 76.766447696 2.0 9.0 67.0 10 15
H 76.769815620 3.0 4.0 9.0 10 15
E 76.815564722 2.0 9.0 65.0 10 15
H 76.818800164 3.0 5.0 8.0 10 15
E 76.874252568 2.0 11.0 61.0 10 15
H 76.877666090 3.0 8.0 9.0 10 15
E 76.923311172 3.0 20.0 54.0 10 15
H 76.926728516 3.0 11.0 9.0 10 15
E 76.972358394 3.0 30.0 47.0 10 15
H 76.975865730 3.0 15.0 10.0 10 15
E 77.041480292 4.0 41.0 41.0 10 15
H 77.045124352 3.0 20.0 12.0 10 15
E 77.100134734 5.0 54.0 35.0 10 15
H 77.103652794 5.0 30.0 15.0 10 15
E 77.149136694 8.0 61.0 31.0 10 15
H 77.152656672 8.0 38.0 18.0 10 15
E 77.198140138 12.0 67.0 28.0 10 15
H 77.201940004 13.0 42.0 21.0 10 15
E 77.247261588 17.0 75.0 27.0 10 15
H 77.250962250 18.0 43.0 23.0 10 15
E 77.305945360 24.0 86.0 26.0 10 15
H 77.309449994 23.0 43.0 25.0 10 15
E 77.354949588 31.0 95.0 24.0 10 15
H 77.358455944 27.0 47.0 26.0 10 15
E 77.403952038 39.0 100.0 21.0 10 15
H 77.407730526 32.0 56.0 25.0 10 15
E 77.453073124 46.0 100.0 20.0 10 15
H 77.456750518 39.0 63.0 26.0 10 15
E 77.511680946 54.0 100.0 18.0 10 15
H 77.515557518 49.0 67.0 27.0 10 15
E 77.560756560 60.0 100.0 18.0 10 15
H 77.564539192 57.0 67.0 28.0 10 15
E 77.609685384 67.0 100.0 18.0 10 15
H 77.613658556 65.0 65.0 32.0 10 15
E 77.659354556 73.0 100.0 18.0 10 15
H 77.663029640 71.0 60.0 36.0 10 15
E 77.717490116 80.0 100.0 19.0 10 15
H 77.721356804 75.0 55.0 38.0 10 15
E 77.766492510 86.0 100.0 20.0 10 15
H 77.770361578 78.0 54.0 41.0 10 15
E 77.815494666 91.0 100.0 20.0 10 15
H 77.819364574 79.0 51.0 46.0 10 15
E 77.864611468 97.0 100.0 21.0 10 15
H 77.868386722 79.0 47.0 48.0 10 15
E 77.923375810 104.0 100.0 22.0 10 15
H 77.927242428 79.0 43.0 49.0 10 15
E 77.972301862 108.0 100.0 23.0 10 15
H 77.976262364 79.0 41.0 51.0 10 15
E 78.041304172 113.0 100.0 25.0 10 15
H 78.045269952 79.0 39.0 53.0 10 15
E 78.090420862 117.0 100.0 27.0 10 15
H 78.094191244 78.0 36.0 54.0 10 15
E 78.149108904 121.0 100.0 29.0 10 15
H 78.152970454 76.0 33.0 51.0 10 15
E 78.198111312 123.0 100.0 29.0 10 15
H 78.201974486 74.0 32.0 49.0 10 15
E 78.247194486 122.0 100.0 30.0 10 15
H 78.250965666 72.0 30.0 48.0 10 15
E 78.296316762 123.0 100.0 32.0 10 15
H 78.300177290 69.0 27.0 51.0 10 15
E 78.354918494 122.0 100.0 31.0 10 15
H 78.358783628 66.0 24.0 52.0 10 15
E 78.403920636 123.0 100.0 28.0 10 15
H 78.407882244 63.0 21.0 48.0 10 15
E 78.452922932 122.0 100.0 25.0 10 15
H 78.456885380 59.0 19.0 44.0 10 15
E 78.502125008 122.0 100.0 23.0 10 15
H 78.505889902 56.0 17.0 40.0 10 15
E 78.560727790 122.0 100.0 20.0 10 15
E 78.815652166 121.0 52.0 25.0 10 20
H 78.819444598 46.0 11.0 24.0 10 20
E 78.874337912 121.0 45.0 28.0 10 20
H 78.877930172 46.0 10.0 21.0 10 20
E 78.923457080 121.0 38.0 35.0 10 20
H 78.927360882 46.0 10.0 18.0 10 20
E 79.002142910 118.0 32.0 45.0 10 20
H 79.005558378 46.0 9.0 17.0 10 20
E 79.051285710 116.0 28.0 43.0 10 20
H 79.054790022 46.0 9.0 16.0 10 20
E 79.100233728 115.0 25.0 45.0 10 20
H 79.104018222 46.0 8.0 15.0 10 20
E 79.149362528 112.0 22.0 50.0 10 20
H 79.153050240 46.0 7.0 14.0 10 20
E 79.207952402 107.0 20.0 51.0 10 20
H 79.211836058 46.0 7.0 13.0 10 20
E 79.256954460 102.0 18.0 47.0 10 20
H 79.260838382 46.0 6.0 13.0 10 20
E 79.305956798 98.0 16.0 46.0 10 20
H 79.309559824 46.0 6.0 14.0 10 20
E 79.355076218 93.0 14.0 50.0 10 20
H 79.358867222 46.0 6.0 14.0 10 20
E 79.413762328 87.0 13.0 57.0 10 20
H 79.417367062 46.0 5.0 14.0 10 20
E 79.462764834 81.0 12.0 59.0 10 20
H 79.466368812 46.0 5.0 14.0 10 20
E 79.511767424 74.0 11.0 57.0 10 20
H 79.515372018 46.0 5.0 14.0 10 20
E 79.560888650 68.0 10.0 54.0 10 20
H 79.564679738 46.0 5.0 13.0 10 20
E 79.619571414 61.0 10.0 49.0 10 20
H 79.623174734 46.0 5.0 13.0 10 20
E 79.668576790 56.0 10.0 44.0 10 20
H 79.672181076 46.0 4.0 13.0 10 20
E 79.717578848 52.0 10.0 42.0 10 20
H 79.721180978 46.0 4.0 13.0 10 20
E 79.767253116 48.0 9.0 42.0 10 20
H 79.770676466 46.0 5.0 13.0 10 20
E 79.825385078 43.0 8.0 45.0 10 20
H 79.828714628 46.0 5.0 13.0 10 20
E 79.874517126 40.0 8.0 46.0 10 20
H 79.877847460 46.0 4.0 15.0 10 20
E 79.923390888 35.0 7.0 46.0 10 20
H 79.926846564 46.0 4.0 17.0 10 20
E 79.972607482 31.0 8.0 46.0 10 20
H 79.975932384 46.0 4.0 18.0 10 20
E 80.051295566 27.0 8.0 45.0 10 20
H 80.054536104 46.0 4.0 17.0 10 20
E 80.100200212 23.0 8.0 46.0 10 20
H 80.103622932 46.0 4.0 16.0 10 20
E 80.149202984 19.0 8.0 46.0 10 20
H 80.152532128 46.0 6.0 14.0 10 20
E 80.198452870 16.0 8.0 45.0 10 20
H 80.201772662 46.0 8.0 13.0 10 20
E 80.257138182 12.0 8.0 46.0 10 20
H 80.260379364 46.0 8.0 12.0 10 20
E 80.306009480 9.0 8.0 49.0 10 20
H 80.309287076 46.0 7.0 10.0 10 20
E 80.355113724 6.0 8.0 51.0 10 20
H 80.358267476 46.0 6.0 9.0 10 20
E 80.404134472 4.0 8.0 51.0 10 20
H 80.407399776 46.0 6.0 9.0 10 20
E 80.462820540 3.0 8.0 51.0 10 20
H 80.465972990 46.0 5.0 9.0 10 20
E 80.511951468 3.0 8.0 52.0 10 20
H 80.515103862 46.0 5.0 9.0 10 20
E 80.560824040 4.0 8.0 53.0 10 20
H 80.564102322 46.0 5.0 10.0 10 20
E 80.610065036 4.0 8.0 52.0 10 20
H 80.613212474 46.0 5.0 10.0 10 20
E 80.668632216 4.0 13.0 46.0 10 20
H 80.672079912 46.0 7.0 11.0 10 20
E 80.717635492 4.0 20.0 40.0 10 20
H 80.720963838 46.0 8.0 13.0 10 20
E 80.766767750 4.0 29.0 36.0 10 20
H 80.770097104 46.0 9.0 16.0 10 20
E 80.815759098 4.0 38.0 32.0 10 20
H 80.819210616 46.0 9.0 19.0 10 20
E 80.874444774 6.0 48.0 28.0 10 20
H 80.877903558 46.0 10.0 23.0 10 20
E 80.923549144 9.0 59.0 25.0 10 20
H 80.926879226 46.0 10.0 26.0 10 20
E 80.972450136 14.0 71.0 24.0 10 20
H 80.975966656 46.0 12.0 28.0 10 20
E 81.041570690 20.0 79.0 23.0 10 20
H 81.044893898 46.0 12.0 28.0 10 20
E 81.100385264 28.0 83.0 21.0 10 20
H 81.103800634 46.0 12.0 27.0 10 20
E 81.149388484 35.0 85.0 20.0 10 20
H 81.152806836 46.0 11.0 26.0 10 20
E 81.198391284 42.0 84.0 18.0 10 20
H 81.201808446 46.0 11.0 25.0 10 20
E 81.247511432 49.0 84.0 17.0 10 20
H 81.251117132 46.0 10.0 25.0 10 20
E 81.306197430 57.0 86.0 16.0 10 20
H 81.309701406 46.0 10.0 24.0 10 20
E 81.355200216 64.0 84.0 15.0 10 20
H 81.358704794 46.0 10.0 25.0 10 20
E 81.404202596 71.0 84.0 15.0 10 20
H 81.407707006 46.0 10.0 25.0 10 20
E 81.453323584 77.0 88.0 16.0 10 20
H 81.457021264 46.0 9.0 24.0 10 20
E 81.512009176 85.0 95.0 16.0 10 20
H 81.515513838 46.0 9.0 22.0 10 20
E 81.561011150 90.0 100.0 17.0 10 20
H 81.564788322 46.0 11.0 21.0 10 20
