E 2888.851956574 21.0 0.0 0
H 2888.855282288 3.0 0.0 0
E 2888.910644602 21.0 0.0 0
H 2888.914114642 3.0 0.0 0
E 2888.959646898 21.0 0.0 0
H 2888.962974950 3.0 0.0 0
E 2889.028649026 21.0 0.0 0
H 2889.031886274 3.0 0.0 0
E 2889.078802276 21.0 0.0 0
H 2889.082133226 3.0 0.0 0
E 2889.136454080 21.0 0.0 0
H 2889.140097132 3.0 0.0 0
E 2889.185456264 22.0 20.407253684825513 0
H 2889.188959442 3.0 0.0 0
E 2889.234458462 23.0 20.407247854504796 0
H 2889.238091714 3.0 0.0 0
E 2889.283574382 23.0 0.0 0
H 2889.287073472 3.0 0.0 0
E 2889.342263474 23.0 0.0 0
H 2889.345767800 3.0 0.0 0
E 2889.391265602 23.0 0.0 0
H 2889.394868908 3.0 0.0 9.993333333333334
E 2889.440267926 23.0 0.0 0
H 2889.443770796 6.0 61.347324667367474 79.94666666666667
E 2889.489382824 23.0 0.0 0
H 2889.493017014 9.0 60.91838362084055 69.95333333333333
E 2889.548072728 23.0 0.0 0
H 2889.551576130 14.0 85.38380258373476 89.94000000000001
E 2889.597075010 23.0 0.0 0
H 2889.600577264 18.0 81.63076389167773 100
E 2889.646077292 23.0 0.0 0
H 2889.649680052 23.0 101.82721192980651 100
E 2889.695192232 23.0 0.0 0
H 2889.698695424 29.0 122.41057764437588 100
E 2889.753882262 23.0 0.0 0
H 2889.757515248 35.0 102.00642558913582 100
E 2889.802884670 23.0 0.0 0
H 2889.806386952 39.0 81.84695176537464 99.93333333333334
E 2889.851886756 23.0 0.0 0
H 2889.855390816 43.0 81.62621625095859 79.94666666666667
E 2889.901001738 23.0 0.0 0
H 2889.904602384 47.0 81.28170189591607 89.94000000000001
E 2889.959691586 23.0 0.0 0
H 2889.963195828 51.0 68.26702318430698 100
E 2890.028693840 23.0 0.0 0
H 2890.032236148 56.0 72.42144880013247 100
E 2890.077695926 23.0 0.0 0
H 2890.081109448 61.0 102.30534872783247 100
E 2890.126811034 23.0 0.0 0
H 2890.130313848 66.0 101.61692856781734 100
E 2890.185501232 23.0 0.0 0
H 2890.189105462 71.0 85.04614280496209 100
E 2890.234503220 23.0 0.0 0
H 2890.238006314 76.0 102.24770725905252 100
E 2890.283505488 23.0 0.0 0
H 2890.287130480 80.0 81.4263187691588 100
E 2890.332620428 24.0 20.360403575783273 0
H 2890.336121282 84.0 81.64797955349508 100
E 2890.391310458 24.0 0.0 0
H 2890.394813146 88.0 68.15254666286548 99.93333333333334
E 2890.440312796 24.0 0.0 0
H 2890.443916088 90.0 40.7307570287823 49.96666666666667
E 2890.489314826 24.0 0.0 0
H 2890.492994110 91.0 20.375719298641766 0
E 2890.538429892 24.0 0.0 0
H 2890.542234126 91.0 0.0 0
E 2890.597119824 24.0 0.0 0
H 2890.600799696 88.0 -51.22463590795831 -100
E 2890.646122162 24.0 0.0 0
H 2890.649802370 79.0 -183.6634466114949 -100
E 2890.695124360 24.0 0.0 0
H 2890.698897262 68.0 -224.05589567201883 -100
E 2890.744239272 24.0 0.0 0
H 2890.747919452 58.0 -203.98925466218927 -100
E 2890.802929400 24.0 0.0 0
H 2890.806732248 46.0 -204.03723026538827 -100
E 2890.851931612 24.0 0.0 0
H 2890.855611274 36.0 -204.58672805935197 -100
E 2890.900933768 24.0 0.0 0
H 2890.904609118 26.0 -204.09061263984506 -100
E 2890.950048596 24.0 0.0 0
H 2890.953820700 16.0 -203.20419692978342 -100
E 2891.028738752 24.0 0.0 0
H 2891.032326742 4.0 -152.8544771117588 -100
E 2891.077741006 24.0 0.0 0
H 2891.081455766 1.0 -61.06370034927062 -100
E 2891.126743176 24.0 0.0 0
H 2891.130422516 1.0 0.0 -100
E 2891.176607914 24.0 0.0 0
H 2891.180286036 1.0 0.0 -100
E 2891.234548202 24.0 0.0 0
H 2891.238352492 1.0 0.0 -100
E 2891.283550246 24.0 0.0 0
H 2891.287230356 1.0 0.0 -100
E 2891.332552444 24.0 0.0 0
H 2891.336232596 1.0 0.0 -100
E 2891.381667370 25.0 20.36040937955654 29.980000000000004
H 2891.385435106 1.0 0.0 -100
E 2891.440357540 28.0 51.115885334524265 100
H 2891.444034850 1.0 0.0 -100
E 2891.489359766 31.0 61.22170858162007 100
H 2891.493137918 1.0 0.0 -100
E 2891.538361950 34.0 61.22176105447654 100
H 2891.542041248 2.0 20.448505244926764 -100
E 2891.587476848 37.0 61.0812629602079 100
H 2891.591153780 2.0 0.0 0
E 2891.646166990 41.0 68.15454629482966 100
H 2891.649975410 3.0 17.000548947656547 0
E 2891.695169314 45.0 81.62878152480044 100
H 2891.698848766 4.0 20.461046300949903 19.986666666666668
E 2891.744171386 48.0 61.22190098423799 100
H 2891.747953304 6.0 40.72943319418942 100
E 2891.793285990 52.0 81.44217145620031 100
H 2891.796964868 12.0 122.42008845093414 100
E 2891.851976258 56.0 68.15439997680632 100
H 2891.855652854 22.0 170.39262516249124 100
E 2891.900978610 60.0 81.62873488175703 100
H 2891.904756790 31.0 183.28469636177587 100
E 2891.949980794 63.0 61.22176105447654 100
H 2891.953659084 40.0 184.04044603859253 100
E 2892.019095328 67.0 57.87494711339337 100
H 2892.022786792 49.0 130.19381461338884 100
E 2892.077785638 72.0 85.19293900445922 100
H 2892.081373530 58.0 153.6183837372078 100
E 2892.126787864 75.0 61.22170858105192 100
H 2892.130467344 65.0 142.58415530688703 100
E 2892.175790202 79.0 81.62875820365085 100
H 2892.179570622 71.0 122.19143495859535 100
E 2892.224905198 82.0 61.081141083300984 100
H 2892.228583964 75.0 81.61043170677911 100
E 2892.283595018 86.0 68.15492022304697 100
H 2892.287374332 79.0 68.038356214802 100
E 2892.332597426 89.0 61.221481197440724 100
H 2892.336276542 82.0 61.34692072192368 69.95333333333333
E 2892.381599652 92.0 61.22170858105192 69.95333333333333
H 2892.385278194 84.0 40.8149504838868 29.980000000000004
E 2892.430716006 94.0 40.71963484946621 0
H 2892.434517314 85.0 20.309055076516813 0
E 2892.489404510 96.0 34.07822424632136 0
H 2892.493081680 85.0 0.0 0
E 2892.538406932 97.0 20.40715456887949 0
H 2892.542226034 85.0 0.0 0
E 2892.587409074 97.0 0.0 0
H 2892.591087168 85.0 0.0 0
E 2892.636525442 97.0 0.0 0
H 2892.640205006 85.0 0.0 0
E 2892.695213876 97.0 0.0 0
H 2892.699016794 85.0 0.0 0
E 2892.744216200 97.0 0.0 0
H 2892.747894924 85.0 0.0 0
E 2892.793218510 97.0 0.0 0
H 2892.797037570 85.0 0.0 0
E 2892.842334164 96.0 -20.360107594143383 0
H 2892.846011026 85.0 0.0 0
E 2892.901023214 95.0 -17.038953603814832 0
H 2892.904700328 85.0 0.0 0
E 2892.950025622 94.0 -20.407160399146907 0
H 2892.953827392 85.0 0.0 0
E 2893.019027960 94.0 0.0 0
H 2893.022613808 85.0 0.0 0
E 2893.068143726 93.0 -20.36006116655733 0
H 2893.071858514 85.0 0.0 0
E 2893.126832874 91.0 -34.07785030391414 0
H 2893.130511808 84.0 -17.049340826414554 0
E 2893.175834960 90.0 -20.40729449754258 0
H 2893.179513922 83.0 -20.407282836857835 -100
E 2893.224837214 88.0 -40.81444906575296 0
H 2893.228615212 79.0 -81.46425480848441 -100
E 2893.274702036 87.0 -20.054217781199817 0
H 2893.278380508 74.0 -100.47162183099638 -100
E 2893.332642016 86.0 -17.259239647543207 0
H 2893.336321020 65.0 -155.3317305855188 -100
E 2893.381644438 85.0 -20.40715456887949 0
H 2893.385417620 55.0 -203.68009189957894 -100
E 2893.430646482 84.0 -20.407311988784063 0
H 2893.434325696 45.0 -204.46520938644827 -100
E 2893.479762108 83.0 -20.360119201167233 0
H 2893.483581840 35.0 -203.02035823151743 -100
E 2893.538451550 83.0 0.0 0
H 2893.542130666 23.0 -204.95714124182336 -100
E 2893.587453664 82.0 -20.407282836857835 0
H 2893.591132206 14.0 -183.66769697418565 -100
E 2893.636456058 82.0 0.0 0
H 2893.640252802 4.0 -203.58059173494536 -100
E 2893.685570914 82.0 0.0 0
H 2893.689249792 2.0 -40.81883397328909 -100
E 2893.744260944 83.0 17.03866908911693 0
H 2893.748076000 2.0 0.0 -100
E 2893.793263198 82.0 -20.40722453287648 79.94666666666667
H 2893.796942972 2.0 0.0 -100
E 2893.842265410 83.0 20.40724202418741 59.96000000000001
H 2893.845944148 2.0 0.0 -100
E 2893.891380098 83.0 0.0 0
H 2893.895147176 2.0 0.0 -100
E 2893.950070324 81.0 -34.07722437452945 0
H 2893.953747746 2.0 0.0 -100
E 2894.019072732 80.0 -14.492247864749528 19.986666666666668
H 2894.022763048 2.0 0.0 -100
E 2894.068074958 79.0 -20.407236193683975 0
H 2894.071663858 2.0 0.0 -100
E 2894.117189464 77.0 -40.72116698066843 0
H 2894.120868748 2.0 0.0 -100
E 2894.175879704 75.0 -34.07721624581681 0
H 2894.179644094 2.0 0.0 -100
E 2894.224882000 74.0 -20.407207041974292 0
H 2894.228557980 2.0 0.0 -79.94666666666667
E 2894.273884030 72.0 -40.81463563866162 0
H 2894.277705302 2.0 0.0 -39.973333333333336
E 2894.322998886 70.0 -40.72087679543688 -59.96000000000001
H 2894.326678156 2.0 0.0 -9.993333333333334
E 2894.381689196 65.0 -85.19293900445922 -100
H 2894.385368788 2.0 0.0 0
E 2894.430691408 60.0 -102.03621012093706 -100
H 2894.434497294 2.0 0.0 0
E 2894.479693606 54.0 -122.44348712589247 -100
H 2894.483370734 2.0 0.0 0
E 2894.528808434 47.0 -142.52315003583627 -100
H 2894.532585578 2.0 0.0 0
E 2894.587498702 39.0 -136.30879995255648 -100
H 2894.591176474 2.0 0.0 0
E 2894.636500942 31.0 -163.257842906986 -100
H 2894.640179652 2.0 0.0 0
E 2894.685503056 24.0 -142.85097985800485 -100
H 2894.689270050 2.0 0.0 -9.993333333333334
E 2894.734617884 17.0 -142.52315003583627 -100
H 2894.738297070 2.0 0.0 -29.980000000000004
E 2894.793307970 10.0 -119.27056981931455 -100
H 2894.797084890 2.0 0.0 -9.993333333333334
E 2894.842310140 5.0 -102.03629757669472 -100
H 2894.845900790 2.0 0.0 0
