3.0 99.0 101.0 19.0 21.0 50.0 2.0 20.0 1.0 10.0 10.0 1.0 10.0 1000.0 50.0
3.0 75.0 75.0 20.0 20.0 60.0 1.67 20.0 1.0 0.0 0.0 1.0 10.0 1000.0 50.0
