device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 69.533256948 102.0 47.0 81.0 50 50 1815 1782
H 69.536850944 9.0 7.0 19.0 50 50 1812 1783
E 69.582259356 101.0 46.0 86.0 50 50 1815 1785
H 69.585852960 9.0 7.0 18.0 50 50 1819 1786
E 69.631381100 100.0 48.0 87.0 50 50 1820 1775
H 69.635303816 9.0 7.0 17.0 50 50 1797 1768
E 69.690066132 100.0 50.0 88.0 50 50 1783 1767
H 69.693658294 9.0 7.0 16.0 50 50 1787 1766
E 69.739069156 99.0 45.0 94.0 50 50 1793 1770
H 69.742573412 9.0 7.0 16.0 50 50 1801 1770
E 69.788167688 97.0 43.0 99.0 50 50 1805 1772
H 69.791673456 9.0 7.0 16.0 50 50 1807 1773
E 69.837288592 93.0 41.0 100.0 50 50 1806 1775
H 69.840966168 9.0 7.0 17.0 50 50 1806 1770
E 69.895877416 88.0 41.0 95.0 50 50 1783 1766
H 69.899481240 9.0 7.0 18.0 50 50 1772 1764
E 69.944880930 84.0 40.0 88.0 50 50 1766 1762
H 69.948513566 9.0 7.0 19.0 50 50 1767 1763
E 70.013883338 83.0 40.0 81.0 50 50 1766 1763
H 70.017442684 9.0 8.0 18.0 50 50 1758 1761
E 70.063004844 82.0 40.0 78.0 50 50 1755 1764
H 70.066750460 9.0 7.0 19.0 50 50 1753 1766
E 70.121689036 81.0 38.0 77.0 50 50 1749 1767
H 70.125336736 9.0 7.0 20.0 50 50 1749 1765
E 70.170688952 79.0 38.0 75.0 50 50 1748 1769
H 70.174335644 9.0 7.0 21.0 50 50 1752 1770
E 70.219695084 78.0 38.0 77.0 50 50 1754 1774
H 70.223342728 9.0 7.0 21.0 50 50 1757 1777
E 70.268815498 78.0 38.0 79.0 50 50 1757 1777
H 70.272652968 9.0 7.0 20.0 50 50 1756 1778
E 70.327501020 77.0 38.0 77.0 50 50 1757 1779
H 70.331147754 9.0 7.0 21.0 50 50 1755 1778
E 70.376503862 76.0 37.0 84.0 50 50 1754 1778
H 70.380151744 9.0 7.0 21.0 50 50 1754 1779
E 70.425506718 75.0 36.0 92.0 50 50 1753 1777
H 70.429110080 9.0 7.0 21.0 50 50 1753 1774
E 70.474628560 71.0 35.0 100.0 50 50 1746 1769
H 70.478498426 9.0 7.0 21.0 50 50 1750 1770
E 70.533313172 65.0 33.0 100.0 50 50 1751 1770
H 70.537285336 9.0 8.0 22.0 50 50 1745 1769
E 70.582315300 60.0 31.0 96.0 50 50 1747 1767
H 70.585820438 9.0 8.0 23.0 50 50 1746 1766
E 70.631447334 56.0 31.0 91.0 50 50 1746 1763
H 70.634953172 9.0 8.0 23.0 50 50 1746 1763
E 70.680570058 52.0 29.0 87.0 50 50 1747 1762
H 70.684266310 9.0 8.0 22.0 50 50 1747 1763
E 70.739254446 48.0 28.0 88.0 50 50 1749 1763
H 70.742758716 9.0 8.0 21.0 50 50 1749 1762
E 70.788257694 44.0 28.0 89.0 50 50 1750 1763
H 70.791763322 9.0 8.0 21.0 50 50 1751 1762
E 70.837259948 41.0 30.0 89.0 50 50 1751 1763
H 70.840765324 9.0 8.0 22.0 50 50 1752 1762
E 70.886381258 37.0 31.0 93.0 50 50 1752 1762
H 70.890078854 9.0 9.0 22.0 50 50 1752 1762
E 70.945067004 33.0 31.0 100.0 50 50 1752 1763
H 70.948841866 9.0 9.0 21.0 50 50 1752 1764
E 71.014069118 29.0 30.0 100.0 50 50 1752 1764
H 71.017853332 9.0 9.0 21.0 50 50 1751 1770
E 71.063071316 26.0 29.0 100.0 50 50 1749 1772
H 71.066854606 9.0 9.0 22.0 50 50 1751 1778
E 71.112193494 22.0 28.0 100.0 50 50 1755 1778
H 71.115871434 9.0 9.0 24.0 50 50 1758 1780
E 71.170847446 18.0 28.0 100.0 50 50 1761 1780
H 71.174658092 9.0 9.0 25.0 50 50 1761 1779
E 71.219751042 15.0 31.0 100.0 50 50 1763 1780
H 71.223757926 9.0 9.0 25.0 50 50 1762 1780
E 71.268753520 12.0 34.0 100.0 50 50 1761 1780
H 71.272855100 9.0 9.0 27.0 50 50 1759 1783
E 71.318428502 9.0 33.0 100.0 50 50 1759 1783
H 71.322017514 9.0 9.0 27.0 50 50 1760 1781
E 71.376560674 6.0 34.0 100.0 50 50 1760 1781
H 71.380153676 9.0 9.0 25.0 50 50 1759 1781
E 71.425562872 4.0 36.0 100.0 50 50 1758 1782
H 71.429156448 9.0 9.0 23.0 50 50 1758 1780
E 71.474565826 4.0 37.0 100.0 50 50 1757 1781
H 71.478159248 9.0 10.0 23.0 50 50 1757 1781
E 71.523687108 4.0 39.0 100.0 50 50 1755 1778
H 71.527467556 9.0 10.0 24.0 50 50 1755 1778
E 71.582370852 4.0 38.0 100.0 50 50 1753 1774
H 71.585964512 9.0 11.0 26.0 50 50 1750 1771
E 71.631374576 3.0 36.0 100.0 50 50 1748 1766
H 71.634968278 9.0 11.0 26.0 50 50 1748 1768
E 71.680377866 4.0 34.0 100.0 50 50 1748 1770
H 71.683970238 9.0 12.0 27.0 50 50 1751 1771
E 71.729498994 3.0 32.0 100.0 50 50 1750 1774
H 71.733279274 9.0 12.0 26.0 50 50 1753 1774
E 71.788181450 4.0 29.0 100.0 50 50 1756 1772
H 71.791772646 9.0 11.0 23.0 50 50 1758 1773
E 71.837186238 4.0 27.0 100.0 50 50 1758 1773
H 71.840780360 9.0 11.0 21.0 50 50 1758 1771
