device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3483.777326382 0.0 100.0 100.0 10 10
H 3483.781380292 100.0 3.0 3.0 10 10
E 3483.836016244 0.0 100.0 100.0 10 10
H 3483.839959022 0.0 100.0 100.0 10 10
E 3483.885018582 0.0 100.0 100.0 10 10
H 3483.889068348 0.0 100.0 100.0 10 10
E 3483.934020654 0.0 100.0 100.0 10 10
H 3483.937962942 0.0 100.0 100.0 10 10
E 3484.003135734 0.0 100.0 100.0 10 10
H 3484.006901160 0.0 100.0 100.0 10 10
E 3484.061825694 0.0 100.0 100.0 10 10
H 3484.065790760 0.0 100.0 100.0 10 10
E 3484.110828018 0.0 100.0 100.0 10 10
H 3484.114769340 0.0 100.0 100.0 10 10
E 3484.159830216 0.0 100.0 100.0 10 10
H 3484.163881172 0.0 100.0 100.0 10 10
E 3484.208945156 0.0 100.0 100.0 10 10
H 3484.212887780 0.0 100.0 100.0 10 10
E 3484.267634976 0.0 100.0 100.0 10 10
H 3484.271577740 0.0 100.0 100.0 10 10
E 3484.316637342 0.0 100.0 100.0 10 10
H 3484.320693128 0.0 100.0 100.0 10 10
E 3484.375440016 0.0 100.0 100.0 10 10
H 3484.379382416 0.0 100.0 100.0 10 10
E 3484.424555404 0.0 100.0 100.0 10 10
H 3484.428606822 0.0 100.0 100.0 10 10
E 3484.483244874 0.0 100.0 100.0 10 10
H 3484.487186924 0.0 100.0 100.0 10 10
E 3484.532247240 0.0 100.0 100.0 10 10
H 3484.536185594 0.0 100.0 100.0 10 10
E 3484.581249564 0.0 100.0 100.0 10 10
H 3484.585305322 0.0 100.0 100.0 10 10
E 3484.640165386 0.0 100.0 100.0 10 10
H 3484.644106652 0.0 100.0 100.0 10 10
E 3484.698854772 0.0 100.0 100.0 10 10
H 3484.702905588 0.0 100.0 100.0 10 10
E 3484.757657614 0.0 100.0 100.0 10 10
H 3484.761599664 0.0 100.0 100.0 10 10
E 3484.816460218 0.0 100.0 100.0 10 10
E 3485.208877200 0.0 100.0 100.0 10 15
H 3485.212926210 0.0 100.0 100.0 10 15
E 3485.257879524 0.0 100.0 100.0 10 15
H 3485.261822722 0.0 100.0 100.0 10 15
E 3485.306995094 0.0 100.0 100.0 10 15
H 3485.310937634 0.0 100.0 100.0 10 15
E 3485.365684396 0.0 100.0 100.0 10 15
H 3485.369738964 0.0 100.0 100.0 10 15
E 3485.424487140 0.0 100.0 100.0 10 15
H 3485.428430646 0.0 100.0 100.0 10 15
E 3485.473489296 0.0 100.0 100.0 10 15
H 3485.477539426 0.0 100.0 100.0 10 15
E 3485.522604838 0.0 100.0 100.0 10 15
H 3485.526543948 0.0 100.0 100.0 10 15
E 3485.581294098 0.0 100.0 100.0 10 15
H 3485.585235868 0.0 100.0 100.0 10 15
E 3485.630296338 0.0 100.0 100.0 10 15
H 3485.634349954 0.0 100.0 100.0 10 15
E 3485.689099110 0.0 100.0 100.0 10 15
H 3485.693041230 0.0 100.0 100.0 10 15
E 3485.738214820 0.0 100.0 100.0 10 15
H 3485.742269262 0.0 100.0 100.0 10 15
E 3485.796904122 0.0 100.0 100.0 10 15
H 3485.800846690 0.0 100.0 100.0 10 15
E 3485.845906278 0.0 100.0 100.0 10 15
H 3485.849849938 0.0 100.0 100.0 10 15
E 3485.894908602 0.0 100.0 100.0 10 15
H 3485.898959152 0.0 100.0 100.0 10 15
E 3485.944024088 0.0 100.0 100.0 10 15
H 3485.947966418 0.0 100.0 100.0 10 15
E 3486.022713432 0.0 100.0 100.0 10 15
H 3486.026679016 0.0 100.0 100.0 10 15
E 3486.071715672 0.0 100.0 100.0 10 15
H 3486.075568570 0.0 100.0 100.0 10 15
E 3486.120717856 0.0 100.0 100.0 10 15
H 3486.124660480 0.0 100.0 100.0 10 15
E 3486.169833398 0.0 100.0 100.0 10 15
H 3486.173885124 0.0 100.0 100.0 10 15
E 3486.228523008 0.0 100.0 100.0 10 15
E 3486.542137134 0.0 100.0 100.0 10 20
H 3486.546187320 100.0 3.0 3.0 10 20
E 3486.601053194 0.0 100.0 100.0 10 20
H 3486.604995188 0.0 100.0 100.0 10 20
E 3486.659742720 0.0 100.0 100.0 10 20
H 3486.663792178 0.0 100.0 100.0 10 20
E 3486.718545380 0.0 100.0 100.0 10 20
H 3486.722488634 0.0 100.0 100.0 10 20
E 3486.767547438 0.0 100.0 100.0 10 20
H 3486.771601376 0.0 100.0 100.0 10 20
E 3486.816663106 0.0 100.0 100.0 10 20
H 3486.820605128 0.0 100.0 100.0 10 20
E 3486.875352366 0.0 100.0 100.0 10 20
H 3486.879295844 0.0 100.0 100.0 10 20
E 3486.924354690 0.0 100.0 100.0 10 20
H 3486.928409524 0.0 100.0 100.0 10 20
E 3486.973357154 0.0 100.0 100.0 10 20
H 3486.977296530 0.0 100.0 100.0 10 20
E 3487.042472360 0.0 100.0 100.0 10 20
H 3487.046439022 0.0 100.0 100.0 10 20
E 3487.101161746 0.0 100.0 100.0 10 20
H 3487.105098994 0.0 100.0 100.0 10 20
E 3487.150164084 0.0 100.0 100.0 10 20
H 3487.154105728 0.0 100.0 100.0 10 20
E 3487.199166366 0.0 100.0 100.0 10 20
H 3487.203222978 0.0 100.0 100.0 10 20
E 3487.258635594 0.0 100.0 100.0 10 20
H 3487.262577686 0.0 100.0 100.0 10 20
E 3487.316771700 0.0 100.0 100.0 10 20
H 3487.320827052 0.0 100.0 100.0 10 20
E 3487.365773898 0.0 100.0 100.0 10 20
H 3487.369712140 0.0 100.0 100.0 10 20
E 3487.414776208 0.0 100.0 100.0 10 20
H 3487.418720022 0.0 100.0 100.0 10 20
E 3487.463891680 0.0 100.0 100.0 10 20
H 3487.467943154 0.0 100.0 100.0 10 20
E 3487.522581038 0.0 100.0 100.0 10 20
H 3487.526523088 0.0 100.0 100.0 10 20
E 3487.571583460 0.0 100.0 100.0 10 20
E 3487.885310860 0.0 100.0 100.0 10 25
H 3487.889254954 100.0 3.0 3.0 10 25
E 3487.944000372 0.0 100.0 100.0 10 25
H 3487.948052714 0.0 100.0 100.0 10 25
E 3488.022803130 0.0 100.0 100.0 10 25
H 3488.026657512 0.0 100.0 100.0 10 25
E 3488.071805370 0.0 100.0 100.0 10 25
H 3488.075770982 0.0 100.0 100.0 10 25
E 3488.120920618 0.0 100.0 100.0 10 25
H 3488.124861408 0.0 100.0 100.0 10 25
E 3488.179610158 0.0 100.0 100.0 10 25
H 3488.183549646 0.0 100.0 100.0 10 25
E 3488.228612454 0.0 100.0 100.0 10 25
H 3488.232668002 0.0 100.0 100.0 10 25
E 3488.287415422 0.0 100.0 100.0 10 25
H 3488.291353762 0.0 100.0 100.0 10 25
E 3488.336530558 0.0 100.0 100.0 10 25
H 3488.340585336 0.0 100.0 100.0 10 25
E 3488.395220070 0.0 100.0 100.0 10 25
H 3488.399161000 0.0 100.0 100.0 10 25
E 3488.444222184 0.0 100.0 100.0 10 25
H 3488.448161826 0.0 100.0 100.0 10 25
E 3488.493224466 0.0 100.0 100.0 10 25
H 3488.497280168 0.0 100.0 100.0 10 25
E 3488.542340092 0.0 100.0 100.0 10 25
H 3488.546282156 0.0 100.0 100.0 10 25
E 3488.601029562 0.0 100.0 100.0 10 25
H 3488.605082660 0.0 100.0 100.0 10 25
E 3488.650031760 0.0 100.0 100.0 10 25
H 3488.653972242 0.0 100.0 100.0 10 25
E 3488.708834434 0.0 100.0 100.0 10 25
H 3488.712775840 0.0 100.0 100.0 10 25
E 3488.757949794 0.0 100.0 100.0 10 25
H 3488.762005020 0.0 100.0 100.0 10 25
E 3488.816639250 0.0 100.0 100.0 10 25
H 3488.820581552 0.0 100.0 100.0 10 25
E 3488.865641574 0.0 100.0 100.0 10 25
H 3488.869692894 0.0 100.0 100.0 10 25
E 3488.924444346 0.0 100.0 100.0 10 25
E 3489.267859144 0.0 100.0 100.0 10 30
H 3489.271913348 0.0 100.0 100.0 10 30
E 3489.326661748 0.0 100.0 100.0 10 30
H 3489.330605758 0.0 100.0 100.0 10 30
E 3489.375664086 0.0 100.0 100.0 10 30
H 3489.379713614 0.0 100.0 100.0 10 30
E 3489.425332810 0.0 100.0 100.0 10 30
H 3489.429271654 0.0 100.0 100.0 10 30
E 3489.483468832 0.0 100.0 100.0 10 30
H 3489.487411148 0.0 100.0 100.0 10 30
E 3489.532471114 0.0 100.0 100.0 10 30
H 3489.536525780 0.0 100.0 100.0 10 30
E 3489.591273774 0.0 100.0 100.0 10 30
H 3489.595213486 0.0 100.0 100.0 10 30
E 3489.640389316 0.0 100.0 100.0 10 30
H 3489.644443394 0.0 100.0 100.0 10 30
E 3489.699078702 0.0 100.0 100.0 10 30
H 3489.703020318 0.0 100.0 100.0 10 30
E 3489.748080970 0.0 100.0 100.0 10 30
H 3489.752023202 0.0 100.0 100.0 10 30
E 3489.797083126 0.0 100.0 100.0 10 30
H 3489.801137694 0.0 100.0 100.0 10 30
E 3489.855999032 0.0 100.0 100.0 10 30
H 3489.859942006 0.0 100.0 100.0 10 30
