device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 1862.935175360 1.0 100.0 100.0 10 10
H 1862.939236760 1.0 100.0 100.0 10 10
E 1863.013863682 1.0 100.0 100.0 10 10
H 1863.017718946 1.0 100.0 100.0 10 10
E 1863.062866006 1.0 100.0 100.0 10 10
H 1863.066842412 1.0 100.0 100.0 10 10
E 1863.111868106 1.0 100.0 100.0 10 10
H 1863.115810590 1.0 100.0 100.0 10 10
E 1863.160984796 1.0 100.0 100.0 10 10
H 1863.164926804 1.0 100.0 100.0 10 10
E 1863.219673076 1.0 100.0 100.0 10 10
H 1863.223735568 1.0 100.0 100.0 10 10
E 1863.278475736 2.0 100.0 100.0 10 10
H 1863.282418878 1.0 100.0 100.0 10 10
E 1863.327478144 1.0 100.0 100.0 10 10
H 1863.331544248 1.0 100.0 100.0 10 10
E 1863.386395058 1.0 100.0 100.0 10 10
H 1863.390463514 1.0 100.0 100.0 10 10
E 1863.445083422 1.0 100.0 100.0 10 10
H 1863.449025052 1.0 100.0 100.0 10 10
E 1863.494085634 2.0 100.0 100.0 10 10
H 1863.498146138 1.0 100.0 100.0 10 10
E 1863.543088028 1.0 100.0 100.0 10 10
H 1863.547025276 1.0 100.0 100.0 10 10
E 1863.602755160 2.0 100.0 100.0 10 10
H 1863.606694074 1.0 100.0 100.0 10 10
E 1863.660693376 1.0 100.0 100.0 10 10
H 1863.664755518 1.0 100.0 100.0 10 10
E 1863.719495924 1.0 100.0 100.0 10 10
H 1863.723438786 1.0 100.0 100.0 10 10
E 1863.768498150 2.0 100.0 100.0 10 10
H 1863.772559564 1.0 100.0 100.0 10 10
E 1863.817615022 1.0 100.0 100.0 10 10
H 1863.821557898 1.0 100.0 100.0 10 10
E 1863.876303232 2.0 100.0 100.0 10 10
H 1863.880241250 1.0 100.0 100.0 10 10
E 1863.925305304 1.0 100.0 100.0 10 10
H 1863.929372864 1.0 100.0 100.0 10 10
E 1864.004108146 1.0 100.0 100.0 10 10
