device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 4343.500048248 6.0 12.0 16.0 20 20 -3.0859375 -2.841796875
H 4343.503762000 98.0 18.0 22.0 20 20 -3.0859375 -2.841796875
E 4343.558737228 5.0 12.0 16.0 20 20 -3.095703125 -2.841796875
H 4343.562322278 98.0 19.0 22.0 20 20 -3.0859375 -2.83203125
E 4343.607739608 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4343.611323258 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4343.656741736 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4343.660449580 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4343.705857628 5.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4343.709439304 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4343.764546832 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4343.768263146 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4343.813548806 6.0 11.0 15.0 20 20 -3.095703125 -2.841796875
H 4343.817133548 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4343.862551144 6.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 4343.866131378 98.0 19.0 21.0 20 20 -3.0859375 -2.841796875
E 4343.911666994 6.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 4343.915374810 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4343.970356198 6.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 4343.973940268 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4344.039358256 6.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 4344.042985558 98.0 19.0 23.0 20 20 -3.0859375 -2.841796875
E 4344.088360426 6.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 4344.091855288 98.0 19.0 24.0 20 20 -3.0859375 -2.841796875
E 4344.137476416 6.0 12.0 17.0 20 20 -3.0859375 -2.841796875
H 4344.141060794 98.0 19.0 23.0 20 20 -3.0859375 -2.841796875
E 4344.196165452 6.0 12.0 17.0 20 20 -3.095703125 -2.841796875
H 4344.199874024 98.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 4344.245167692 6.0 12.0 17.0 20 20 -3.0859375 -2.841796875
H 4344.248749816 98.0 19.0 23.0 20 20 -3.0859375 -2.841796875
E 4344.294169890 6.0 12.0 17.0 20 20 -3.0859375 -2.841796875
H 4344.297885896 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4344.343285810 6.0 12.0 16.0 20 20 -3.0859375 -2.841796875
H 4344.346869810 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4344.401974916 6.0 12.0 16.0 20 20 -3.0859375 -2.841796875
H 4344.405558216 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4344.450977128 5.0 12.0 16.0 20 20 -3.0859375 -2.841796875
H 4344.454684104 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4344.499979424 6.0 12.0 16.0 20 20 -3.095703125 -2.841796875
H 4344.503564404 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4344.549095148 6.0 13.0 16.0 20 20 -3.0859375 -2.83203125
H 4344.552807794 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4344.607784366 6.0 13.0 16.0 20 20 -3.0859375 -2.841796875
H 4344.611368576 98.0 19.0 22.0 20 20 -3.095703125 -2.841796875
E 4344.656786480 5.0 13.0 16.0 20 20 -3.0859375 -2.83203125
H 4344.660371068 98.0 19.0 22.0 20 20 -3.0859375 -2.841796875
E 4344.705788846 5.0 13.0 15.0 20 20 -3.095703125 -2.841796875
H 4344.709496900 98.0 19.0 21.0 20 20 -3.0859375 -2.841796875
E 4344.755648866 5.0 13.0 15.0 20 20 -3.0859375 -2.841796875
H 4344.759235736 98.0 19.0 21.0 20 20 -3.095703125 -2.841796875
E 4344.813593816 5.0 13.0 14.0 20 20 -3.0859375 -2.83203125
H 4344.817178684 98.0 20.0 21.0 20 20 -3.0859375 -2.841796875
E 4344.862596014 6.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4344.866309514 98.0 20.0 21.0 20 20 -3.095703125 -2.83203125
E 4344.911598086 6.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 4344.915182772 98.0 20.0 21.0 20 20 -3.0859375 -2.841796875
E 4344.960714090 6.0 13.0 14.0 20 20 -3.095703125 -2.841796875
H 4344.964297390 98.0 20.0 22.0 20 20 -3.095703125 -2.83203125
E 4345.039403070 6.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 4345.043021566 98.0 20.0 21.0 20 20 -3.095703125 -2.841796875
E 4345.088405408 6.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 4345.091898394 98.0 20.0 21.0 20 20 -3.0859375 -2.841796875
E 4345.137407522 5.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4345.141123738 98.0 20.0 20.0 20 20 -3.0859375 -2.841796875
E 4345.186523358 5.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4345.190108786 98.0 20.0 20.0 20 20 -3.095703125 -2.841796875
E 4345.245212408 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4345.248797122 98.0 20.0 21.0 20 20 -3.095703125 -2.841796875
E 4345.294214858 6.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 4345.297923738 98.0 19.0 21.0 20 20 -3.0859375 -2.841796875
E 4345.343216930 6.0 13.0 15.0 20 20 -3.0859375 -2.841796875
H 4345.346801336 98.0 19.0 21.0 20 20 -3.0859375 -2.841796875
