device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 1949.448934920 1.0 100.0 100.0 10 10
H 1949.453002326 100.0 3.0 3.0 10 10
E 1949.507737776 1.0 100.0 100.0 10 10
H 1949.511679938 1.0 100.0 100.0 10 10
E 1949.556740100 1.0 100.0 100.0 10 10
H 1949.560804846 1.0 100.0 100.0 10 10
E 1949.605856650 2.0 100.0 100.0 10 10
H 1949.609798182 1.0 100.0 100.0 10 10
E 1949.664544860 1.0 100.0 100.0 10 10
H 1949.668488422 1.0 100.0 100.0 10 10
E 1949.713547100 1.0 100.0 100.0 10 10
H 1949.717612000 1.0 100.0 100.0 10 10
E 1949.772349732 2.0 100.0 100.0 10 10
H 1949.776293868 1.0 100.0 100.0 10 10
E 1949.821466422 1.0 100.0 100.0 10 10
H 1949.825529600 1.0 100.0 100.0 10 10
E 1949.880154702 2.0 100.0 100.0 10 10
H 1949.884096486 1.0 100.0 100.0 10 10
E 1949.929156984 1.0 100.0 100.0 10 10
H 1949.933100420 1.0 100.0 100.0 10 10
E 1949.978159294 2.0 100.0 100.0 10 10
H 1950.002226378 1.0 100.0 100.0 10 10
E 1950.047829222 1.0 100.0 100.0 10 10
H 1950.051677556 1.0 100.0 100.0 10 10
E 1950.105964222 1.0 100.0 100.0 10 10
H 1950.110030704 1.0 100.0 100.0 10 10
E 1950.164766952 1.0 100.0 100.0 10 10
H 1950.168709548 1.0 100.0 100.0 10 10
E 1950.223569500 2.0 100.0 100.0 10 10
H 1950.227512348 1.0 100.0 100.0 10 10
E 1950.272686288 1.0 100.0 100.0 10 10
H 1950.276752266 1.0 100.0 100.0 10 10
E 1950.331374442 2.0 100.0 100.0 10 10
H 1950.335318368 1.0 100.0 100.0 10 10
E 1950.380376598 1.0 100.0 100.0 10 10
H 1950.384438124 1.0 100.0 100.0 10 10
E 1950.429378950 1.0 100.0 100.0 10 10
H 1950.433317458 1.0 100.0 100.0 10 10
E 1950.488296130 1.0 100.0 100.0 10 10
