device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3447.241611860 1.0 100.0 100.0 10 10
H 3447.245677040 1.0 100.0 100.0 10 10
E 3447.300414604 2.0 100.0 100.0 10 10
H 3447.304352300 1.0 100.0 100.0 10 10
E 3447.349531686 2.0 100.0 100.0 10 10
H 3447.353599190 1.0 100.0 100.0 10 10
E 3447.408219518 1.0 100.0 100.0 10 10
H 3447.412284712 1.0 100.0 100.0 10 10
E 3447.467022178 2.0 100.0 100.0 10 10
H 3447.470964522 1.0 100.0 100.0 10 10
E 3447.516024418 1.0 100.0 100.0 10 10
H 3447.520089626 1.0 100.0 100.0 10 10
E 3447.574942018 1.0 100.0 100.0 10 10
H 3447.578885146 1.0 100.0 100.0 10 10
E 3447.633629794 2.0 100.0 100.0 10 10
H 3447.637572208 1.0 100.0 100.0 10 10
E 3447.682632118 1.0 100.0 100.0 10 10
H 3447.686698950 1.0 100.0 100.0 10 10
E 3447.741434750 2.0 100.0 100.0 10 10
H 3447.745373328 1.0 100.0 100.0 10 10
E 3447.790551916 2.0 100.0 100.0 10 10
H 3447.794610152 1.0 100.0 100.0 10 10
E 3447.849239776 1.0 100.0 100.0 10 10
H 3447.853305180 1.0 100.0 100.0 10 10
E 3447.908042464 2.0 100.0 100.0 10 10
H 3447.911976296 1.0 100.0 100.0 10 10
E 3447.957044620 1.0 100.0 100.0 10 10
H 3447.961101820 1.0 100.0 100.0 10 10
E 3448.035962220 2.0 100.0 100.0 10 10
H 3448.039810148 1.0 100.0 100.0 10 10
E 3448.094650066 1.0 100.0 100.0 10 10
H 3448.098504686 1.0 100.0 100.0 10 10
E 3448.143652264 2.0 100.0 100.0 10 10
H 3448.147718620 1.0 100.0 100.0 10 10
E 3448.202454784 2.0 100.0 100.0 10 10
H 3448.206397086 1.0 100.0 100.0 10 10
E 3448.251571950 2.0 100.0 100.0 10 10
H 3448.255634498 1.0 100.0 100.0 10 10
E 3448.310259824 1.0 100.0 100.0 10 10
H 3448.314325466 1.0 100.0 100.0 10 10
E 3448.369062554 1.0 100.0 100.0 10 10
