device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 4550.577808476 133.0 70.0 15.0 20 20 -3.0859375 -2.841796875
H 4550.581656474 97.0 13.0 22.0 20 20 -3.0859375 -2.841796875
E 4550.626924172 133.0 73.0 15.0 20 20 -3.095703125 -2.841796875
H 4550.630684488 97.0 13.0 21.0 20 20 -3.0859375 -2.841796875
E 4550.685613250 133.0 78.0 15.0 20 20 -3.0859375 -2.841796875
H 4550.689496626 97.0 12.0 20.0 20 20 -3.0859375 -2.841796875
E 4550.734615406 133.0 79.0 15.0 20 20 -3.095703125 -2.841796875
H 4550.738375344 97.0 12.0 20.0 20 20 -3.095703125 -2.841796875
E 4550.783617940 133.0 87.0 15.0 20 20 -3.095703125 -2.841796875
H 4550.787375484 97.0 12.0 21.0 20 20 -3.095703125 -2.841796875
E 4550.832733566 133.0 100.0 15.0 20 20 -3.0859375 -2.841796875
H 4550.836757908 97.0 12.0 21.0 20 20 -3.0859375 -2.83203125
E 4550.891422854 133.0 100.0 16.0 20 20 -3.0859375 -2.841796875
H 4550.895359206 97.0 13.0 21.0 20 20 -3.095703125 -2.841796875
E 4550.940425094 133.0 100.0 15.0 20 20 -3.0859375 -2.841796875
H 4550.944484408 97.0 12.0 21.0 20 20 -3.0859375 -2.841796875
E 4551.009427068 133.0 100.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.013184668 97.0 12.0 21.0 20 20 -3.0859375 -2.83203125
E 4551.059096156 133.0 97.0 15.0 20 20 -3.0859375 -2.83203125
H 4551.062766634 97.0 11.0 21.0 20 20 -3.095703125 -2.841796875
E 4551.117232220 133.0 88.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.121080330 97.0 11.0 21.0 20 20 -3.0859375 -2.841796875
E 4551.166234334 133.0 79.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.169992620 96.0 11.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.215236616 133.0 70.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.219090900 94.0 11.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.264352382 133.0 63.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.268112894 92.0 10.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.323041404 133.0 56.0 14.0 20 20 -3.0859375 -2.841796875
H 4551.326800642 90.0 10.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.372043784 133.0 53.0 14.0 20 20 -3.095703125 -2.83203125
H 4551.375888688 87.0 10.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.421046066 133.0 55.0 14.0 20 20 -3.0859375 -2.841796875
H 4551.424805990 86.0 10.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.470161594 133.0 63.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.474018062 83.0 10.0 22.0 20 20 -3.095703125 -2.841796875
E 4551.528851162 133.0 79.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.532611380 81.0 11.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.577853066 133.0 89.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.581613648 79.0 11.0 23.0 20 20 -3.0859375 -2.841796875
E 4551.626855376 133.0 90.0 14.0 20 20 -3.0859375 -2.841796875
H 4551.630704256 77.0 11.0 23.0 20 20 -3.095703125 -2.841796875
E 4551.675971240 133.0 88.0 14.0 20 20 -3.0859375 -2.841796875
H 4551.679730800 75.0 11.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.734660430 133.0 84.0 14.0 20 20 -3.0859375 -2.841796875
H 4551.738518984 73.0 11.0 23.0 20 20 -3.0859375 -2.841796875
E 4551.783662572 133.0 80.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.787423490 71.0 11.0 23.0 20 20 -3.0859375 -2.841796875
E 4551.832664770 133.0 81.0 15.0 20 20 -3.0859375 -2.841796875
H 4551.836424680 69.0 11.0 22.0 20 20 -3.0859375 -2.83203125
E 4551.881780508 133.0 90.0 15.0 20 20 -3.095703125 -2.841796875
H 4551.885624012 67.0 12.0 22.0 20 20 -3.0859375 -2.841796875
E 4551.940469754 133.0 100.0 15.0 20 20 -3.095703125 -2.841796875
H 4551.944402732 67.0 13.0 22.0 20 20 -3.0859375 -2.841796875
E 4552.009472162 133.0 100.0 15.0 20 20 -3.0859375 -2.841796875
H 4552.013355244 67.0 14.0 23.0 20 20 -3.0859375 -2.841796875
E 4552.058474276 133.0 100.0 15.0 20 20 -3.0859375 -2.841796875
H 4552.062321196 67.0 15.0 23.0 20 20 -3.0859375 -2.841796875
E 4552.107589958 133.0 100.0 16.0 20 20 -3.095703125 -2.841796875
H 4552.111525666 67.0 16.0 23.0 20 20 -3.095703125 -2.841796875
E 4552.166279288 133.0 100.0 16.0 20 20 -3.0859375 -2.841796875
H 4552.170304610 67.0 17.0 23.0 20 20 -3.0859375 -2.83203125
E 4552.215281444 133.0 100.0 16.0 20 20 -3.0859375 -2.83203125
H 4552.219218384 67.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 4552.264283586 133.0 100.0 16.0 20 20 -3.095703125 -2.8515625
H 4552.268344608 67.0 19.0 23.0 20 20 -3.0859375 -2.841796875
E 4552.313399422 133.0 100.0 16.0 20 20 -3.0859375 -2.841796875
