device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2325.465373846 22.0 7.0 9.0 20 20 -2.998046875 -2.7734375
H 2325.468693974 5.0 8.0 3.0 20 20 -2.98828125 -2.763671875
E 2325.523508048 22.0 7.0 9.0 20 20 -2.998046875 -2.763671875
H 2325.526828372 5.0 8.0 3.0 20 20 -2.98828125 -2.7734375
E 2325.572590438 22.0 7.0 9.0 20 20 -2.998046875 -2.763671875
H 2325.575910272 5.0 10.0 16.0 20 20 -2.998046875 -2.763671875
E 2325.621577222 22.0 7.0 9.0 20 20 -2.98828125 -2.763671875
H 2325.624898806 4.0 21.0 51.0 20 20 -2.98828125 -2.763671875
E 2325.670695774 22.0 8.0 9.0 20 20 -2.998046875 -2.763671875
H 2325.674209144 4.0 33.0 89.0 20 20 -2.998046875 -2.763671875
E 2325.729354290 22.0 8.0 9.0 20 20 -2.998046875 -2.75390625
H 2325.732674460 3.0 41.0 100.0 20 20 -2.998046875 -2.75390625
E 2325.778358588 22.0 8.0 9.0 20 20 -2.998046875 -2.744140625
H 2325.781679808 3.0 43.0 100.0 20 20 -2.998046875 -2.744140625
E 2325.827361290 22.0 8.0 9.0 20 20 -3.0078125 -2.75390625
H 2325.830680060 3.0 39.0 100.0 20 20 -3.0078125 -2.75390625
E 2325.876480178 22.0 8.0 9.0 20 20 -3.017578125 -2.75390625
H 2325.879992330 3.0 35.0 100.0 20 20 -3.0078125 -2.763671875
E 2325.935171608 22.0 7.0 8.0 20 20 -2.998046875 -2.763671875
H 2325.938492870 3.0 30.0 89.0 20 20 -2.998046875 -2.75390625
E 2326.004166638 22.0 7.0 8.0 20 20 -2.998046875 -2.744140625
H 2326.007309204 3.0 26.0 76.0 20 20 -2.998046875 -2.75390625
E 2326.053131288 22.0 7.0 8.0 20 20 -2.98828125 -2.75390625
H 2326.056799484 4.0 23.0 64.0 20 20 -2.998046875 -2.75390625
E 2326.102248762 22.0 7.0 8.0 20 20 -2.98828125 -2.75390625
H 2326.105880558 3.0 21.0 54.0 20 20 -2.98828125 -2.744140625
E 2326.160936440 22.0 7.0 7.0 20 20 -2.98828125 -2.75390625
