device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 1833.860433098 0.0 100.0 100.0 10 10
H 1833.864374952 1.0 100.0 100.0 10 10
E 1833.919122008 0.0 100.0 100.0 10 10
H 1833.923064058 1.0 100.0 100.0 10 10
E 1833.977923338 0.0 100.0 100.0 10 10
H 1834.001991976 1.0 100.0 100.0 10 10
E 1834.047041876 0.0 100.0 100.0 10 10
H 1834.051007698 1.0 100.0 100.0 10 10
E 1834.105854406 0.0 100.0 100.0 10 10
H 1834.109795028 1.0 100.0 100.0 10 10
E 1834.164644340 0.0 100.0 100.0 10 10
H 1834.168584024 1.0 100.0 100.0 10 10
E 1834.223336050 0.0 100.0 100.0 10 10
H 1834.227277414 1.0 100.0 100.0 10 10
E 1834.282252390 0.0 100.0 100.0 10 10
H 1834.286314924 1.0 100.0 100.0 10 10
E 1834.340941832 0.0 100.0 100.0 10 10
H 1834.344994678 1.0 100.0 100.0 10 10
E 1834.399866978 0.0 100.0 100.0 10 10
H 1834.403811212 1.0 100.0 100.0 10 10
E 1834.458654714 0.0 100.0 100.0 10 10
H 1834.462592956 1.0 100.0 100.0 10 10
E 1834.517461868 0.0 100.0 100.0 10 10
H 1834.521405934 1.0 100.0 100.0 10 10
E 1834.576153732 0.0 100.0 100.0 10 10
H 1834.580215146 1.0 100.0 100.0 10 10
E 1834.634953928 0.0 100.0 100.0 10 10
H 1834.639008888 1.0 100.0 100.0 10 10
E 1834.693882280 0.0 100.0 100.0 10 10
H 1834.697824736 1.0 100.0 100.0 10 10
E 1834.752784382 0.0 100.0 100.0 10 10
H 1834.756728154 1.0 100.0 100.0 10 10
E 1834.811363924 0.0 100.0 100.0 10 10
H 1834.815306814 1.0 100.0 100.0 10 10
E 1834.870165100 0.0 100.0 100.0 10 10
E 1840.301811888 0.0 100.0 100.0 10 15
H 1840.306044956 1.0 100.0 100.0 10 15
E 1840.360614464 0.0 100.0 100.0 10 15
H 1840.364987560 1.0 100.0 100.0 10 15
E 1840.419417124 0.0 100.0 100.0 10 15
H 1840.423779776 1.0 100.0 100.0 10 15
E 1840.478640764 0.0 100.0 100.0 10 15
H 1840.482582870 1.0 100.0 100.0 10 15
E 1840.537022682 0.0 100.0 100.0 10 15
H 1840.541282966 1.0 100.0 100.0 10 15
E 1840.595825202 0.0 100.0 100.0 10 15
H 1840.600183780 1.0 100.0 100.0 10 15
E 1840.654627932 0.0 100.0 100.0 10 15
H 1840.658973812 1.0 100.0 100.0 10 15
E 1840.713740314 0.0 100.0 100.0 10 15
H 1840.717682280 1.0 100.0 100.0 10 15
E 1840.772233434 0.0 100.0 100.0 10 15
H 1840.776604920 1.0 100.0 100.0 10 15
E 1840.831036024 0.0 100.0 100.0 10 15
H 1840.835265648 1.0 100.0 100.0 10 15
E 1840.889838726 0.0 100.0 100.0 10 15
H 1840.894073600 1.0 100.0 100.0 10 15
E 1840.949070332 0.0 100.0 100.0 10 15
H 1840.953122170 1.0 100.0 100.0 10 15
E 1841.027444298 0.0 100.0 100.0 10 15
H 1841.031812312 1.0 100.0 100.0 10 15
E 1841.086246762 0.0 100.0 100.0 10 15
H 1841.090492836 1.0 100.0 100.0 10 15
E 1841.145049618 0.0 100.0 100.0 10 15
H 1841.149302174 1.0 100.0 100.0 10 15
E 1841.204162336 0.0 100.0 100.0 10 15
H 1841.208226998 1.0 100.0 100.0 10 15
E 1841.262654826 0.0 100.0 100.0 10 15
H 1841.266888776 1.0 100.0 100.0 10 15
E 1841.321457528 0.0 100.0 100.0 10 15
E 1846.831304838 0.0 100.0 100.0 10 20
H 1846.835646168 1.0 100.0 100.0 10 20
E 1846.890539174 0.0 100.0 100.0 10 20
H 1846.894480594 1.0 100.0 100.0 10 20
E 1846.948910088 0.0 100.0 100.0 10 20
H 1846.953154398 1.0 100.0 100.0 10 20
E 1847.027712720 0.0 100.0 100.0 10 20
H 1847.032068932 1.0 100.0 100.0 10 20
E 1847.086515576 0.0 100.0 100.0 10 20
H 1847.090786556 1.0 100.0 100.0 10 20
E 1847.145860344 0.0 100.0 100.0 10 20
H 1847.149807532 1.0 100.0 100.0 10 20
E 1847.204120868 0.0 100.0 100.0 10 20
H 1847.208690426 1.0 100.0 100.0 10 20
E 1847.262923640 0.0 100.0 100.0 10 20
H 1847.267162588 1.0 100.0 100.0 10 20
E 1847.321726244 0.0 100.0 100.0 10 20
H 1847.325977302 1.0 100.0 100.0 10 20
E 1847.380835882 0.0 100.0 100.0 10 20
H 1847.384901314 1.0 100.0 100.0 10 20
E 1847.439331634 0.0 100.0 100.0 10 20
H 1847.443667770 1.0 100.0 100.0 10 20
E 1847.498134266 0.0 100.0 100.0 10 20
H 1847.502383546 1.0 100.0 100.0 10 20
E 1847.556936954 0.0 100.0 100.0 10 20
H 1847.561199310 1.0 100.0 100.0 10 20
E 1847.616046004 0.0 100.0 100.0 10 20
H 1847.619990994 1.0 100.0 100.0 10 20
E 1847.674542246 0.0 100.0 100.0 10 20
H 1847.678920914 1.0 100.0 100.0 10 20
E 1847.733345018 0.0 100.0 100.0 10 20
H 1847.737808162 1.0 100.0 100.0 10 20
E 1847.792147790 0.0 100.0 100.0 10 20
E 1853.272992678 0.0 100.0 100.0 10 25
H 1853.276934588 1.0 100.0 100.0 10 25
E 1853.331908710 0.0 100.0 100.0 10 25
H 1853.336168616 1.0 100.0 100.0 10 25
E 1853.390598054 0.0 100.0 100.0 10 25
H 1853.394539782 1.0 100.0 100.0 10 25
E 1853.449400784 0.0 100.0 100.0 10 25
