device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 3357.485844898 0.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 3357.489426938 97.0 17.0 22.0 20 20 -3.0859375 -2.83203125
E 3357.543979646 0.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 3357.547564514 97.0 17.0 22.0 20 20 -3.0859375 -2.841796875
E 3357.592981914 0.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 3357.596566390 97.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 3357.641984154 0.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 3357.645681708 97.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 3357.691100732 0.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 3357.694684382 97.0 17.0 21.0 20 20 -3.0859375 -2.841796875
E 3357.749788872 0.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 3357.753497192 97.0 18.0 22.0 20 20 -3.095703125 -2.841796875
E 3357.798791336 0.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 3357.802376148 97.0 18.0 22.0 20 20 -3.095703125 -2.83203125
E 3357.847793534 0.0 11.0 16.0 20 20 -3.0859375 -2.841796875
H 3357.851377772 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3357.896910308 0.0 11.0 15.0 20 20 -3.0859375 -2.841796875
H 3357.900605762 97.0 18.0 21.0 20 20 -3.095703125 -2.841796875
E 3357.955598588 0.0 11.0 15.0 20 20 -3.095703125 -2.841796875
H 3357.959182070 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3358.024600674 0.0 12.0 14.0 20 20 -3.095703125 -2.841796875
H 3358.028218932 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3358.073602914 0.0 12.0 14.0 20 20 -3.095703125 -2.841796875
H 3358.077097482 97.0 18.0 20.0 20 20 -3.0859375 -2.841796875
E 3358.122719576 0.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 3358.126304052 97.0 18.0 20.0 20 20 -3.095703125 -2.841796875
E 3358.181407814 0.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 3358.185103296 97.0 18.0 20.0 20 20 -3.095703125 -2.841796875
E 3358.230410054 0.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 3358.233993326 97.0 18.0 20.0 20 20 -3.095703125 -2.841796875
E 3358.279412378 0.0 13.0 13.0 20 20 -3.0859375 -2.841796875
H 3358.283120460 97.0 18.0 20.0 20 20 -3.0859375 -2.841796875
E 3358.328528928 0.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 3358.332113740 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3358.387217166 0.0 13.0 14.0 20 20 -3.0859375 -2.841796875
H 3358.390914524 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3358.436219462 0.0 12.0 14.0 20 20 -3.095703125 -2.841796875
H 3358.439801390 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3358.485221744 0.0 12.0 14.0 20 20 -3.0859375 -2.841796875
H 3358.488806514 97.0 18.0 21.0 20 20 -3.0859375 -2.841796875
E 3358.534338350 0.0 13.0 15.0 20 20 -3.0859375 -2.841796875
H 3358.538046054 97.0 18.0 21.0 20 20 -3.095703125 -2.841796875
E 3358.593026616 0.0 13.0 15.0 20 20 -3.0859375 -2.841796875
H 3358.596610644 97.0 18.0 22.0 20 20 -3.095703125 -2.841796875
E 3358.642028954 0.0 13.0 15.0 20 20 -3.0859375 -2.841796875
H 3358.645725528 97.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 3358.691031236 0.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 3358.694614200 97.0 18.0 23.0 20 20 -3.0859375 -2.841796875
E 3358.740147814 0.0 12.0 14.0 20 20 -3.095703125 -2.83203125
H 3358.743731842 97.0 17.0 23.0 20 20 -3.0859375 -2.83203125
E 3358.798835996 0.0 12.0 15.0 20 20 -3.0859375 -2.841796875
H 3358.802544442 97.0 18.0 23.0 20 20 -3.095703125 -2.841796875
E 3358.847838194 0.0 12.0 15.0 20 20 -3.0859375 -2.841796875
