device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2772.729062698 0.0 12.0 15.0 50 50 1732 1757
H 2772.732653180 98.0 100.0 13.0 50 50 1732 1757
E 2772.787751286 0.0 13.0 15.0 50 50 1731 1757
H 2772.791430192 98.0 100.0 13.0 50 50 1732 1757
E 2772.836753190 0.0 13.0 15.0 50 50 1731 1757
H 2772.840344540 98.0 100.0 13.0 50 50 1732 1757
E 2772.885755528 0.0 13.0 15.0 50 50 1731 1757
H 2772.889347200 98.0 100.0 13.0 50 50 1732 1757
E 2772.935729606 0.0 13.0 15.0 50 50 1731 1757
H 2772.939608698 98.0 100.0 13.0 50 50 1731 1757
E 2773.013560358 0.0 13.0 15.0 50 50 1732 1757
H 2773.017062094 98.0 100.0 13.0 50 50 1731 1757
E 2773.062562668 0.0 13.0 16.0 50 50 1732 1757
H 2773.066062318 98.0 100.0 13.0 50 50 1732 1757
E 2773.111564922 0.0 14.0 16.0 50 50 1731 1757
H 2773.115269014 98.0 100.0 13.0 50 50 1732 1757
E 2773.160681458 0.0 14.0 15.0 50 50 1732 1757
H 2773.164272612 98.0 100.0 13.0 50 50 1732 1757
E 2773.219369850 0.0 13.0 15.0 50 50 1732 1757
H 2773.223048966 98.0 100.0 13.0 50 50 1732 1757
E 2773.268372034 0.0 14.0 15.0 50 50 1731 1757
H 2773.271960766 98.0 100.0 13.0 50 50 1732 1757
E 2773.317374288 0.0 15.0 14.0 50 50 1731 1757
H 2773.320963790 98.0 100.0 14.0 50 50 1732 1757
E 2773.366490852 0.0 15.0 14.0 50 50 1732 1757
H 2773.370194832 98.0 100.0 14.0 50 50 1731 1757
E 2773.425179132 0.0 15.0 14.0 50 50 1732 1757
H 2773.428770664 98.0 100.0 14.0 50 50 1731 1757
E 2773.474181582 0.0 15.0 15.0 50 50 1731 1757
H 2773.477860726 98.0 100.0 14.0 50 50 1731 1757
E 2773.523183738 0.0 15.0 15.0 50 50 1732 1757
H 2773.526775340 98.0 100.0 13.0 50 50 1731 1758
E 2773.572300330 0.0 15.0 15.0 50 50 1731 1757
H 2773.575890434 98.0 100.0 13.0 50 50 1731 1757
E 2773.630988624 0.0 15.0 15.0 50 50 1732 1757
H 2773.634691624 98.0 100.0 13.0 50 50 1732 1757
E 2773.679990822 0.0 14.0 15.0 50 50 1732 1757
H 2773.683581794 98.0 100.0 13.0 50 50 1731 1757
E 2773.728993146 0.0 14.0 15.0 50 50 1732 1757
H 2773.732672864 98.0 100.0 13.0 50 50 1732 1757
E 2773.778109766 0.0 14.0 16.0 50 50 1732 1757
H 2773.781699758 98.0 100.0 13.0 50 50 1731 1757
E 2773.836797948 0.0 14.0 16.0 50 50 1732 1757
H 2773.840389424 98.0 100.0 13.0 50 50 1731 1757
E 2773.885800230 0.0 14.0 16.0 50 50 1732 1757
H 2773.889502866 98.0 100.0 13.0 50 50 1731 1757
E 2773.934802638 0.0 14.0 16.0 50 50 1731 1757
H 2773.938393624 98.0 100.0 13.0 50 50 1731 1757
E 2774.003918992 0.0 14.0 16.0 50 50 1732 1757
H 2774.007419202 98.0 100.0 13.0 50 50 1731 1757
E 2774.062607342 0.0 14.0 17.0 50 50 1732 1757
H 2774.066106530 98.0 100.0 13.0 50 50 1731 1757
E 2774.111609708 0.0 14.0 16.0 50 50 1731 1757
H 2774.115200162 98.0 100.0 13.0 50 50 1731 1757
E 2774.160612060 0.0 14.0 16.0 50 50 1731 1757
H 2774.164314066 98.0 100.0 13.0 50 50 1731 1757
E 2774.209728372 0.0 14.0 16.0 50 50 1731 1757
H 2774.213318896 98.0 100.0 13.0 50 50 1732 1757
E 2774.268416876 0.0 15.0 16.0 50 50 1732 1757
H 2774.272095824 98.0 100.0 13.0 50 50 1731 1757
E 2774.317418990 0.0 15.0 16.0 50 50 1732 1757
H 2774.321009752 98.0 100.0 13.0 50 50 1732 1757
E 2774.366421440 0.0 14.0 16.0 50 50 1732 1757
H 2774.370008100 98.0 100.0 13.0 50 50 1731 1757
E 2774.415537906 0.0 14.0 15.0 50 50 1732 1757
H 2774.419241676 98.0 100.0 13.0 50 50 1731 1757
E 2774.474226326 0.0 14.0 15.0 50 50 1732 1757
H 2774.477817662 98.0 100.0 13.0 50 50 1731 1757
E 2774.523228706 0.0 14.0 16.0 50 50 1731 1757
H 2774.526907514 98.0 100.0 13.0 50 50 1731 1757
E 2774.572230792 0.0 14.0 16.0 50 50 1732 1757
H 2774.575822142 98.0 100.0 14.0 50 50 1731 1757
E 2774.621347314 0.0 13.0 16.0 50 50 1731 1757
H 2774.624939028 98.0 100.0 14.0 50 50 1731 1757
E 2774.680035608 0.0 13.0 15.0 50 50 1732 1757
H 2774.683736928 98.0 100.0 14.0 50 50 1732 1757
E 2774.729037932 0.0 13.0 15.0 50 50 1732 1757
H 2774.732625852 98.0 100.0 14.0 50 50 1732 1757
E 2774.778040074 0.0 13.0 15.0 50 50 1731 1757
H 2774.781717412 98.0 100.0 14.0 50 50 1732 1757
E 2774.827156680 0.0 13.0 15.0 50 50 1732 1757
H 2774.830748184 98.0 100.0 14.0 50 50 1731 1757
E 2774.885845016 0.0 13.0 14.0 50 50 1732 1757
H 2774.889436268 98.0 100.0 14.0 50 50 1732 1757
E 2774.934847284 0.0 13.0 14.0 50 50 1731 1757
H 2774.938551040 98.0 100.0 14.0 50 50 1732 1757
E 2775.003849440 0.0 13.0 15.0 50 50 1732 1757
H 2775.007261898 98.0 100.0 14.0 50 50 1732 1757
E 2775.053798640 0.0 13.0 15.0 50 50 1732 1757
H 2775.057300558 98.0 97.0 14.0 50 50 1731 1757
E 2775.111654494 0.0 13.0 14.0 50 50 1731 1757
H 2775.115358334 98.0 100.0 14.0 50 50 1731 1757
E 2775.160656762 0.0 13.0 14.0 50 50 1731 1757
H 2775.164247118 98.0 100.0 14.0 50 50 1731 1757
E 2775.209658974 0.0 13.0 15.0 50 50 1732 1757
H 2775.213337880 98.0 100.0 14.0 50 50 1732 1757
E 2775.258775524 0.0 13.0 15.0 50 50 1732 1757
H 2775.262367196 98.0 100.0 14.0 50 50 1731 1757
E 2775.317463762 0.0 13.0 15.0 50 50 1731 1757
H 2775.321055434 98.0 100.0 14.0 50 50 1732 1757
E 2775.366466198 0.0 13.0 15.0 50 50 1732 1757
H 2775.370169926 98.0 100.0 14.0 50 50 1732 1757
E 2775.415468340 0.0 14.0 15.0 50 50 1732 1757
H 2775.419059550 98.0 100.0 14.0 50 50 1731 1757
E 2775.464584834 0.0 14.0 16.0 50 50 1732 1757
H 2775.468263390 98.0 100.0 14.0 50 50 1731 1757
E 2775.523273226 0.0 14.0 15.0 50 50 1732 1757
H 2775.526864366 98.0 100.0 13.0 50 50 1732 1757
E 2775.572275340 0.0 13.0 15.0 50 50 1731 1757
H 2775.575866578 98.0 100.0 13.0 50 50 1732 1757
E 2775.621277706 0.0 13.0 15.0 50 50 1732 1757
H 2775.624981476 98.0 100.0 13.0 50 50 1731 1757
E 2775.670394242 0.0 13.0 15.0 50 50 1731 1757
H 2775.673984794 98.0 100.0 13.0 50 50 1732 1757
E 2775.729082634 0.0 13.0 15.0 50 50 1732 1757
H 2775.732760882 98.0 100.0 13.0 50 50 1731 1757
E 2775.778085042 0.0 13.0 16.0 50 50 1732 1757
H 2775.781672458 98.0 100.0 13.0 50 50 1731 1757
E 2775.827087226 0.0 13.0 16.0 50 50 1732 1757
H 2775.830677610 98.0 100.0 13.0 50 50 1732 1757
