device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
H 570.517531308 23.0 14.0 19.0 10 10
E 570.572440680 28.0 15.0 70.0 10 10
H 570.576128294 23.0 14.0 18.0 10 10
E 570.621442934 21.0 15.0 72.0 10 10
H 570.625158366 23.0 13.0 17.0 10 10
E 570.670445160 21.0 15.0 77.0 10 10
H 570.674034648 23.0 13.0 16.0 10 10
E 570.719560338 20.0 14.0 81.0 10 10
H 570.723347800 23.0 13.0 14.0 10 10
E 570.778249962 19.0 14.0 86.0 10 10
H 570.781881436 23.0 12.0 13.0 10 10
E 570.827252188 19.0 14.0 94.0 10 10
H 570.830751880 23.0 12.0 12.0 10 10
E 570.876254302 18.0 14.0 99.0 10 10
H 570.879755744 23.0 12.0 12.0 10 10
E 570.925371538 18.0 13.0 95.0 10 10
H 570.929197850 23.0 13.0 13.0 10 10
E 571.004059468 18.0 15.0 85.0 10 10
H 571.007470148 23.0 15.0 16.0 10 10
E 571.053061666 18.0 17.0 74.0 10 10
H 571.056562058 23.0 17.0 18.0 10 10
E 571.102063654 18.0 24.0 65.0 10 10
H 571.105651854 23.0 22.0 22.0 10 10
E 571.151180890 19.0 32.0 57.0 10 10
H 571.155054620 23.0 29.0 26.0 10 10
E 571.209868694 20.0 39.0 49.0 10 10
H 571.213458266 23.0 44.0 31.0 10 10
E 571.258871060 20.0 46.0 43.0 10 10
H 571.262459778 26.0 56.0 37.0 10 10
E 571.307873132 21.0 56.0 39.0 10 10
H 571.311564554 30.0 68.0 44.0 10 10
E 571.356990200 23.0 64.0 36.0 10 10
H 571.360877538 37.0 83.0 52.0 10 10
E 571.415678200 28.0 80.0 35.0 10 10
H 571.419267212 47.0 97.0 59.0 10 10
E 571.464680244 34.0 93.0 34.0 10 10
H 571.468367242 57.0 100.0 63.0 10 10
E 571.513682666 42.0 100.0 33.0 10 10
H 571.517462190 66.0 100.0 67.0 10 10
E 571.562799692 49.0 100.0 32.0 10 10
H 571.566678406 73.0 100.0 69.0 10 10
E 571.621487636 59.0 100.0 31.0 10 10
E 571.837097590 90.0 100.0 35.0 10 15
H 571.840774116 96.0 92.0 69.0 10 15
E 571.886099830 91.0 100.0 39.0 10 15
H 571.889776370 96.0 93.0 69.0 10 15
E 571.935101930 93.0 100.0 42.0 10 15
H 571.938776244 96.0 94.0 73.0 10 15
E 572.004219040 94.0 100.0 43.0 10 15
H 572.008003044 96.0 93.0 78.0 10 15
E 572.062906858 95.0 100.0 42.0 10 15
H 572.066495632 96.0 84.0 75.0 10 15
E 572.111909084 95.0 100.0 39.0 10 15
H 572.115587276 96.0 77.0 71.0 10 15
E 572.160911394 95.0 100.0 37.0 10 15
H 572.164676974 96.0 70.0 68.0 10 15
E 572.210028518 95.0 100.0 35.0 10 15
H 572.214023740 96.0 65.0 65.0 10 15
E 572.268716364 95.0 100.0 34.0 10 15
H 572.272522390 95.0 58.0 60.0 10 15
E 572.317718394 95.0 93.0 31.0 10 15
H 572.321307840 95.0 53.0 58.0 10 15
E 572.366720676 95.0 86.0 29.0 10 15
H 572.370310640 95.0 48.0 56.0 10 15
E 572.415837856 94.0 81.0 26.0 10 15
H 572.419753236 95.0 44.0 54.0 10 15
E 572.474525534 93.0 80.0 24.0 10 15
H 572.478115680 95.0 41.0 55.0 10 15
E 572.523527774 91.0 80.0 22.0 10 15
H 572.527204020 94.0 39.0 59.0 10 15
E 572.572530056 90.0 75.0 23.0 10 15
H 572.576218048 90.0 36.0 60.0 10 15
E 572.621647404 88.0 64.0 23.0 10 15
H 572.625433242 86.0 33.0 60.0 10 15
E 572.680335040 86.0 54.0 24.0 10 15
H 572.684044592 79.0 30.0 62.0 10 15
E 572.729337294 85.0 47.0 26.0 10 15
H 572.733025888 73.0 29.0 63.0 10 15
E 572.778339660 85.0 41.0 28.0 10 15
H 572.781929316 67.0 27.0 59.0 10 15
E 572.827455006 84.0 35.0 31.0 10 15
H 572.831374852 61.0 25.0 55.0 10 15
E 572.886144546 82.0 30.0 37.0 10 15
H 572.889735560 55.0 23.0 51.0 10 15
E 572.935146632 81.0 26.0 40.0 10 15
H 572.938735672 50.0 21.0 47.0 10 15
E 573.004148858 79.0 23.0 41.0 10 15
H 573.007659568 45.0 19.0 41.0 10 15
E 573.053264162 75.0 21.0 41.0 10 15
H 573.056864010 42.0 18.0 36.0 10 15
E 573.111953800 71.0 18.0 39.0 10 15
H 573.115542658 39.0 17.0 31.0 10 15
E 573.160956040 67.0 17.0 41.0 10 15
H 573.164543862 39.0 16.0 27.0 10 15
E 573.209958280 63.0 17.0 44.0 10 15
H 573.213547824 39.0 15.0 25.0 10 15
E 573.259073878 58.0 16.0 45.0 10 15
H 573.262762402 39.0 14.0 22.0 10 15
E 573.317763096 53.0 15.0 44.0 10 15
H 573.321390174 39.0 14.0 19.0 10 15
E 573.366765504 48.0 14.0 43.0 10 15
H 573.370263110 39.0 13.0 17.0 10 15
E 573.415767618 44.0 13.0 43.0 10 15
H 573.419270054 39.0 13.0 15.0 10 15
E 573.464883370 40.0 12.0 42.0 10 15
H 573.468384826 39.0 12.0 13.0 10 15
E 573.523572490 35.0 10.0 36.0 10 15
H 573.527173570 39.0 12.0 11.0 10 15
E 573.572574842 32.0 10.0 32.0 10 15
H 573.576206204 39.0 12.0 10.0 10 15
E 573.621577110 29.0 9.0 28.0 10 15
H 573.624989694 39.0 11.0 10.0 10 15
E 573.670692484 27.0 8.0 25.0 10 15
H 573.674106370 39.0 11.0 10.0 10 15
E 573.729382038 25.0 7.0 22.0 10 15
H 573.732796260 39.0 11.0 10.0 10 15
E 573.778384180 24.0 7.0 21.0 10 15
H 573.781928714 39.0 11.0 10.0 10 15
E 573.827386364 24.0 7.0 20.0 10 15
H 573.830927384 39.0 11.0 10.0 10 15
E 573.877249408 23.0 7.0 20.0 10 15
H 573.880988780 39.0 10.0 10.0 10 15
E 573.935191712 23.0 6.0 20.0 10 15
H 573.938606284 39.0 10.0 9.0 10 15
E 574.004193602 23.0 6.0 21.0 10 15
H 574.007426356 39.0 10.0 8.0 10 15
E 574.053195912 23.0 6.0 21.0 10 15
H 574.056516600 39.0 10.0 7.0 10 15
E 574.102311384 23.0 6.0 21.0 10 15
H 574.105814156 39.0 10.0 7.0 10 15
E 574.161000910 23.0 6.0 22.0 10 15
H 574.164538332 39.0 10.0 6.0 10 15
E 574.210003276 23.0 6.0 22.0 10 15
H 574.213414544 39.0 10.0 6.0 10 15
E 574.259005404 23.0 6.0 23.0 10 15
H 574.262418576 39.0 10.0 6.0 10 15
E 574.308120848 23.0 6.0 24.0 10 15
H 574.311532074 39.0 10.0 6.0 10 15
E 574.366810332 23.0 5.0 24.0 10 15
H 574.370311536 39.0 10.0 6.0 10 15
E 574.415812544 23.0 5.0 24.0 10 15
H 574.419355664 39.0 10.0 7.0 10 15
E 574.464814812 23.0 5.0 24.0 10 15
H 574.468229706 39.0 10.0 8.0 10 15
E 574.513930172 23.0 5.0 23.0 10 15
H 574.517339228 39.0 10.0 8.0 10 15
E 574.572620034 23.0 5.0 23.0 10 15
H 574.576029300 39.0 11.0 9.0 10 15
E 574.621621784 22.0 5.0 22.0 10 15
H 574.625120328 39.0 11.0 9.0 10 15
E 574.670624094 22.0 5.0 21.0 10 15
H 574.674164974 39.0 11.0 9.0 10 15
E 574.719739622 22.0 5.0 21.0 10 15
H 574.723154684 39.0 11.0 9.0 10 15
E 574.778428980 22.0 5.0 21.0 10 15
H 574.781842964 39.0 11.0 9.0 10 15
E 574.827431374 22.0 5.0 20.0 10 15
H 574.830846576 39.0 11.0 9.0 10 15
E 574.876433572 22.0 5.0 19.0 10 15
H 574.879974116 39.0 12.0 10.0 10 15
E 574.925549156 22.0 5.0 18.0 10 15
H 574.929092990 39.0 11.0 10.0 10 15
E 575.004238528 22.0 5.0 17.0 10 15
H 575.007474824 39.0 11.0 10.0 10 15
E 575.053241006 22.0 5.0 17.0 10 15
H 575.056565936 39.0 11.0 10.0 10 15
E 575.102242882 22.0 5.0 18.0 10 15
H 575.105656544 39.0 11.0 10.0 10 15
E 575.151358676 22.0 5.0 18.0 10 15
H 575.154899570 39.0 11.0 10.0 10 15
E 575.210047768 22.0 5.0 18.0 10 15
H 575.213589418 39.0 11.0 10.0 10 15
E 575.259050218 22.0 5.0 18.0 10 15
H 575.262462312 39.0 11.0 10.0 10 15
E 575.308052458 22.0 5.0 18.0 10 15
H 575.311465126 39.0 11.0 10.0 10 15
E 575.357167846 22.0 4.0 17.0 10 15
H 575.360580248 39.0 11.0 9.0 10 15
E 575.415857302 22.0 4.0 16.0 10 15
H 575.419400198 39.0 11.0 10.0 10 15
E 575.464859500 22.0 4.0 16.0 10 15
H 575.468313734 39.0 11.0 10.0 10 15
E 575.513861866 22.0 4.0 16.0 10 15
H 575.517186138 39.0 11.0 10.0 10 15
E 575.562977520 22.0 4.0 14.0 10 15
H 575.566300742 39.0 11.0 9.0 10 15
E 575.621666668 22.0 4.0 13.0 10 15
H 575.624993628 39.0 11.0 9.0 10 15
E 575.670668852 22.0 4.0 12.0 10 15
H 575.674124458 39.0 11.0 9.0 10 15
E 575.719671316 22.0 4.0 11.0 10 15
H 575.723125942 39.0 11.0 8.0 10 15
E 575.768786830 22.0 4.0 10.0 10 15
H 575.772108890 39.0 10.0 8.0 10 15
E 575.827476090 22.0 4.0 9.0 10 15
H 575.830714038 39.0 10.0 9.0 10 15
E 575.876478470 22.0 4.0 9.0 10 15
H 575.879716782 39.0 10.0 9.0 10 15
E 575.925480472 22.0 4.0 8.0 10 15
H 575.928844882 39.0 10.0 8.0 10 15
E 575.975471798 22.0 4.0 8.0 10 15
H 575.979033440 39.0 10.0 8.0 10 15
E 576.053285456 22.0 4.0 8.0 10 15
H 576.056563136 39.0 10.0 9.0 10 15
E 576.102287724 22.0 4.0 8.0 10 15
H 576.105522858 39.0 10.0 9.0 10 15
E 576.151289922 22.0 4.0 8.0 10 15
H 576.154525980 39.0 10.0 9.0 10 15
E 576.200405324 22.0 4.0 8.0 10 15
H 576.203637336 39.0 10.0 8.0 10 15
E 576.259094962 22.0 4.0 9.0 10 15
H 576.262462788 39.0 10.0 8.0 10 15
E 576.308097076 22.0 4.0 10.0 10 15
H 576.311549812 39.0 10.0 9.0 10 15
E 576.357099526 22.0 4.0 10.0 10 15
H 576.360425282 39.0 11.0 10.0 10 15
E 576.406214900 22.0 4.0 11.0 10 15
H 576.409537912 39.0 11.0 10.0 10 15
E 576.464904496 22.0 4.0 11.0 10 15
H 576.468228516 39.0 11.0 10.0 10 15
E 576.513906526 22.0 4.0 12.0 10 15
H 576.517361124 39.0 11.0 10.0 10 15
E 576.562908654 22.0 4.0 13.0 10 15
H 576.566360592 39.0 11.0 11.0 10 15
E 576.612024182 22.0 4.0 13.0 10 15
H 576.615350036 39.0 11.0 11.0 10 15
E 576.670713568 22.0 4.0 13.0 10 15
H 576.674039394 39.0 11.0 11.0 10 15
E 576.719715822 22.0 4.0 12.0 10 15
H 576.723043482 39.0 11.0 11.0 10 15
E 576.768718118 22.0 4.0 12.0 10 15
H 576.772173682 39.0 11.0 11.0 10 15
E 576.817833828 22.0 4.0 11.0 10 15
H 576.821289056 39.0 11.0 11.0 10 15
E 576.876523214 22.0 4.0 11.0 10 15
H 576.879849824 39.0 11.0 11.0 10 15
E 576.925525342 22.0 4.0 10.0 10 15
H 576.928852218 39.0 11.0 11.0 10 15
E 576.974527498 22.0 4.0 10.0 10 15
H 576.977853534 39.0 11.0 11.0 10 15
E 577.043642998 22.0 4.0 11.0 10 15
H 577.047009130 39.0 11.0 11.0 10 15
E 577.102332496 22.0 4.0 11.0 10 15
H 577.105786338 39.0 11.0 11.0 10 15
E 577.151334764 22.0 4.0 11.0 10 15
H 577.154660996 39.0 11.0 11.0 10 15
E 577.200336892 22.0 4.0 10.0 10 15
H 577.203661906 39.0 11.0 11.0 10 15
E 577.249452840 22.0 4.0 10.0 10 15
H 577.252776118 39.0 11.0 11.0 10 15
E 577.308141834 22.0 4.0 10.0 10 15
H 577.311598980 39.0 11.0 11.0 10 15
E 577.357144158 22.0 4.0 9.0 10 15
H 577.360510878 39.0 11.0 11.0 10 15
E 577.406146384 22.0 4.0 10.0 10 15
H 577.409471398 39.0 11.0 10.0 10 15
E 577.455262290 22.0 4.0 10.0 10 15
H 577.458586506 39.0 11.0 10.0 10 15
E 577.513951256 22.0 4.0 11.0 10 15
H 577.517278440 39.0 11.0 10.0 10 15
E 577.562953720 22.0 4.0 11.0 10 15
H 577.566411230 39.0 11.0 10.0 10 15
E 577.611955834 22.0 4.0 11.0 10 15
H 577.615408444 39.0 11.0 10.0 10 15
E 577.661071740 22.0 4.0 11.0 10 15
H 577.664396838 39.0 11.0 10.0 10 15
E 577.719760846 22.0 4.0 11.0 10 15
H 577.723087190 39.0 11.0 10.0 10 15
E 577.768762834 22.0 4.0 10.0 10 15
H 577.772088212 39.0 11.0 9.0 10 15
E 577.817765200 22.0 4.0 10.0 10 15
H 577.821219574 39.0 11.0 10.0 10 15
E 577.866880546 22.0 4.0 10.0 10 15
H 577.870332722 39.0 11.0 10.0 10 15
E 577.925570408 22.0 4.0 10.0 10 15
H 577.928896556 39.0 11.0 10.0 10 15
E 577.974572452 22.0 4.0 10.0 10 15
E 578.249384100 22.0 4.0 10.0 10 20
H 578.252840420 39.0 11.0 10.0 10 20
E 578.308300006 22.0 4.0 10.0 10 20
H 578.311622052 39.0 12.0 10.0 10 20
E 578.366989392 22.0 4.0 9.0 10 20
H 578.370357162 39.0 11.0 10.0 10 20
E 578.415991576 22.0 4.0 9.0 10 20
H 578.419357400 39.0 11.0 9.0 10 20
E 578.464994040 22.0 4.0 10.0 10 20
H 578.468319096 39.0 11.0 9.0 10 20
E 578.514109526 22.0 4.0 10.0 10 20
H 578.517434904 39.0 11.0 10.0 10 20
E 578.572798842 22.0 4.0 10.0 10 20
H 578.576125438 39.0 12.0 10.0 10 20
E 578.621801026 21.0 4.0 10.0 10 20
H 578.625256688 39.0 12.0 10.0 10 20
E 578.670803378 22.0 4.0 9.0 10 20
H 578.674167424 39.0 12.0 10.0 10 20
E 578.719920348 22.0 4.0 10.0 10 20
H 578.723246272 39.0 12.0 10.0 10 20
E 578.778608166 21.0 4.0 10.0 10 20
H 578.781934874 39.0 12.0 10.0 10 20
E 578.827610406 22.0 4.0 10.0 10 20
H 578.830936610 39.0 12.0 10.0 10 20
E 578.876612772 22.0 4.0 10.0 10 20
H 578.880065802 39.0 12.0 10.0 10 20
E 578.925728174 22.0 4.0 10.0 10 20
H 578.929183108 39.0 12.0 10.0 10 20
