device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 7919.264297586 0.0 14.0 16.0 50 50 1732 1757
H 7919.267889454 98.0 100.0 15.0 50 50 1731 1757
E 7919.322432908 0.0 13.0 16.0 50 50 1731 1757
H 7919.326209492 98.0 97.0 15.0 50 50 1732 1757
E 7919.371434980 0.0 13.0 16.0 50 50 1732 1757
H 7919.375327596 98.0 100.0 15.0 50 50 1732 1757
E 7919.420437178 0.0 13.0 16.0 50 50 1732 1757
H 7919.424124568 98.0 100.0 15.0 50 50 1732 1757
E 7919.469553574 0.0 13.0 16.0 50 50 1731 1757
H 7919.473144770 98.0 100.0 15.0 50 50 1732 1757
E 7919.528242050 0.0 13.0 16.0 50 50 1731 1757
H 7919.531920270 98.0 100.0 15.0 50 50 1731 1757
E 7919.577244346 0.0 13.0 16.0 50 50 1732 1757
H 7919.581020706 98.0 100.0 15.0 50 50 1731 1757
E 7919.626246530 0.0 12.0 16.0 50 50 1732 1757
