device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 5171.548998506 0.0 100.0 100.0 10 10
H 5171.553334656 0.0 100.0 100.0 10 10
E 5171.607801068 0.0 100.0 100.0 10 10
H 5171.612049914 0.0 100.0 100.0 10 10
E 5171.666903160 0.0 100.0 100.0 10 10
H 5171.670955586 0.0 100.0 100.0 10 10
E 5171.725406682 0.0 100.0 100.0 10 10
H 5171.729641850 0.0 100.0 100.0 10 10
E 5171.784209174 0.0 100.0 100.0 10 10
H 5171.788565120 0.0 100.0 100.0 10 10
E 5171.843011946 0.0 100.0 100.0 10 10
H 5171.847358106 0.0 100.0 100.0 10 10
E 5171.902119428 0.0 100.0 100.0 10 10
H 5171.906059952 0.0 100.0 100.0 10 10
E 5171.960617308 0.0 100.0 100.0 10 10
H 5171.964978392 0.0 100.0 100.0 10 10
E 5172.039420122 0.0 100.0 100.0 10 10
H 5172.043764882 0.0 100.0 100.0 10 10
E 5172.098222684 0.0 100.0 100.0 10 10
E 5172.333433478 0.0 100.0 100.0 10 15
H 5172.337875748 0.0 100.0 100.0 10 15
E 5172.392544460 0.0 100.0 100.0 10 15
H 5172.396482240 0.0 100.0 100.0 10 15
E 5172.451038994 0.0 100.0 100.0 10 15
H 5172.455395598 0.0 100.0 100.0 10 15
E 5172.509841402 0.0 100.0 100.0 10 15
H 5172.514282258 0.0 100.0 100.0 10 15
E 5172.568644062 0.0 100.0 100.0 10 15
H 5172.572974290 0.0 100.0 100.0 10 15
E 5172.627866624 0.0 100.0 100.0 10 15
H 5172.631804838 0.0 100.0 100.0 10 15
E 5172.686249648 0.0 100.0 100.0 10 15
H 5172.690500664 0.0 100.0 100.0 10 15
E 5172.745052294 0.0 100.0 100.0 10 15
H 5172.749383292 0.0 100.0 100.0 10 15
E 5172.803854898 0.0 100.0 100.0 10 15
H 5172.808107594 0.0 100.0 100.0 10 15
E 5172.862964172 0.0 100.0 100.0 10 15
E 5173.108375862 0.0 100.0 100.0 10 20
H 5173.112320894 0.0 100.0 100.0 10 20
E 5173.166870690 0.0 100.0 100.0 10 20
H 5173.171125276 0.0 100.0 100.0 10 20
E 5173.225673210 0.0 100.0 100.0 10 20
H 5173.230124748 0.0 100.0 100.0 10 20
E 5173.284476010 0.0 100.0 100.0 10 20
H 5173.288730008 0.0 100.0 100.0 10 20
E 5173.343693742 0.0 100.0 100.0 10 20
H 5173.347639754 0.0 100.0 100.0 10 20
E 5173.402081428 0.0 100.0 100.0 10 20
H 5173.406532238 0.0 100.0 100.0 10 20
E 5173.460884088 0.0 100.0 100.0 10 20
H 5173.465230346 0.0 100.0 100.0 10 20
E 5173.519686860 0.0 100.0 100.0 10 20
H 5173.524137978 0.0 100.0 100.0 10 20
E 5173.579460238 0.0 100.0 100.0 10 20
H 5173.583403268 0.0 100.0 100.0 10 20
E 5173.637292194 0.0 100.0 100.0 10 20
E 5173.921505060 0.0 100.0 100.0 10 25
H 5173.925868888 0.0 100.0 100.0 10 25
E 5174.000308014 0.0 100.0 100.0 10 25
H 5174.004167310 0.0 100.0 100.0 10 25
E 5174.049422898 0.0 100.0 100.0 10 25
H 5174.053564392 0.0 100.0 100.0 10 25
E 5174.108112634 0.0 100.0 100.0 10 25
H 5174.112461090 0.0 100.0 100.0 10 25
E 5174.166915336 0.0 100.0 100.0 10 25
H 5174.171264492 0.0 100.0 100.0 10 25
E 5174.225717982 0.0 100.0 100.0 10 25
H 5174.230064828 0.0 100.0 100.0 10 25
E 5174.284633650 0.0 100.0 100.0 10 25
H 5174.289088058 0.0 100.0 100.0 10 25
E 5174.343323554 0.0 100.0 100.0 10 25
H 5174.347654076 0.0 100.0 100.0 10 25
E 5174.402126144 0.0 100.0 100.0 10 25
H 5174.406455826 0.0 100.0 100.0 10 25
E 5174.460928860 0.0 100.0 100.0 10 25
E 5174.696139570 0.0 100.0 100.0 10 30
H 5174.700488068 0.0 100.0 100.0 10 30
E 5174.755055252 0.0 100.0 100.0 10 30
H 5174.759302012 0.0 100.0 100.0 10 30
