device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 382.674624202 8.0 19.0 6.0 50 50 1749 1764
H 382.678270880 9.0 10.0 8.0 50 50 1750 1764
E 382.723626456 8.0 20.0 7.0 50 50 1751 1764
H 382.727273442 9.0 9.0 7.0 50 50 1752 1764
E 382.772743524 8.0 20.0 6.0 50 50 1751 1763
H 382.776291670 9.0 10.0 7.0 50 50 1750 1765
E 382.831431356 7.0 19.0 7.0 50 50 1749 1766
H 382.835127034 9.0 10.0 7.0 50 50 1754 1762
E 382.880433638 7.0 19.0 7.0 50 50 1756 1758
H 382.884224320 9.0 10.0 7.0 50 50 1757 1760
E 382.929435766 8.0 20.0 7.0 50 50 1758 1760
H 382.933226560 9.0 10.0 8.0 50 50 1757 1760
E 382.978552876 8.0 22.0 7.0 50 50 1759 1761
H 383.002107238 9.0 10.0 8.0 50 50 1770 1760
E 383.057240904 8.0 25.0 8.0 50 50 1765 1758
H 383.060478124 9.0 19.0 9.0 50 50 1765 1760
E 383.106243046 8.0 31.0 8.0 50 50 1770 1757
H 383.109890480 9.0 35.0 10.0 50 50 1775 1758
E 383.155245412 8.0 38.0 9.0 50 50 1778 1758
H 383.158894666 9.0 48.0 12.0 50 50 1784 1758
E 383.204362284 9.0 43.0 11.0 50 50 1781 1760
H 383.207864818 9.0 55.0 14.0 50 50 1785 1760
E 383.263050340 10.0 49.0 13.0 50 50 1786 1760
H 383.266639730 10.0 60.0 16.0 50 50 1784 1761
E 383.312052496 11.0 53.0 14.0 50 50 1788 1761
H 383.315642838 10.0 61.0 19.0 50 50 1792 1764
E 383.361054876 12.0 55.0 15.0 50 50 1796 1765
H 383.364787290 10.0 60.0 22.0 50 50 1798 1767
E 383.410171804 12.0 58.0 16.0 50 50 1800 1765
H 383.413903042 10.0 56.0 23.0 50 50 1804 1766
E 383.468859692 12.0 66.0 19.0 50 50 1815 1768
H 383.472450692 10.0 52.0 24.0 50 50 1820 1767
E 383.517861988 12.0 75.0 22.0 50 50 1826 1769
H 383.521452778 10.0 51.0 26.0 50 50 1828 1770
E 383.566864004 16.0 83.0 24.0 50 50 1818 1770
H 383.570552234 10.0 51.0 27.0 50 50 1818 1772
E 383.615981268 20.0 88.0 26.0 50 50 1817 1772
H 383.619571890 10.0 50.0 27.0 50 50 1819 1774
E 383.674669002 26.0 93.0 27.0 50 50 1817 1773
H 383.678401220 10.0 46.0 30.0 50 50 1823 1774
E 383.723671438 31.0 96.0 27.0 50 50 1823 1774
H 383.727263166 10.0 45.0 36.0 50 50 1827 1774
E 383.772673594 36.0 100.0 27.0 50 50 1827 1774
H 383.776542522 10.0 44.0 44.0 50 50 1826 1774
E 383.821790480 42.0 100.0 27.0 50 50 1825 1774
H 383.825557138 10.0 42.0 50.0 50 50 1828 1774
E 383.880478662 49.0 100.0 26.0 50 50 1826 1774
H 383.884245110 10.0 39.0 58.0 50 50 1824 1774
E 383.929480720 55.0 100.0 25.0 50 50 1824 1775
H 383.933246958 10.0 37.0 64.0 50 50 1817 1777
E 383.978482974 61.0 100.0 24.0 50 50 1816 1777
H 384.002249450 10.0 36.0 65.0 50 50 1813 1776
E 384.047599972 66.0 99.0 23.0 50 50 1810 1779
H 384.051243304 10.0 34.0 66.0 50 50 1810 1777
E 384.106287860 73.0 97.0 23.0 50 50 1808 1776
H 384.109978078 10.0 31.0 63.0 50 50 1813 1777
E 384.155290100 78.0 98.0 23.0 50 50 1816 1778
H 384.158878440 10.0 28.0 64.0 50 50 1817 1777
E 384.204292522 83.0 100.0 23.0 50 50 1819 1775
H 384.208058662 10.0 27.0 68.0 50 50 1819 1776
E 384.253962618 87.0 100.0 24.0 50 50 1817 1775
H 384.257830454 10.0 26.0 67.0 50 50 1815 1776
E 384.312097324 93.0 100.0 25.0 50 50 1813 1777
