3.0 100.0 100.0 50.0 50.0 60.0 1.67 20.0 1.0 0.0 0.0 1.0 10.0 1000.0 50.0
3.0 100.0 100.0 50.0 50.0 60.0 1.67 20.0 1.0 0.0 0.0 1.0 10.0 1000.0 50.0
E 9934.128577974 15 13 15 13 0 160 0
H 9934.132167350 14 99 14 99 98 160 0
E 9934.187266380 15 13 15 13 0 160 0
H 9934.190857324 14 110 14 100 98 160 0
E 9934.236268536 15 13 15 13 0 160 0
H 9934.239860026 14 110 14 100 98 160 0
E 9934.285270692 15 13 15 13 0 160 0
H 9934.288861720 14 104 14 100 98 160 0
E 9934.334387172 15 14 15 14 0 160 0
H 9934.338183580 14 103 14 100 98 160 0
E 9934.393075634 14 14 14 14 0 161 0
H 9934.396666144 14 108 14 100 98 161 0
E 9934.442077874 14 13 14 13 0 161 0
H 9934.445668356 14 104 14 100 98 161 0
E 9934.491080184 14 13 14 13 0 161 0
H 9934.494669392 14 96 14 96 98 161 0
E 9934.540196566 14 13 14 13 0 161 0
H 9934.543784262 14 86 14 86 98 161 0
E 9934.598885056 14 13 14 13 0 161 0
H 9934.602680512 14 95 14 95 98 161 0
E 9934.647887352 14 13 14 13 0 161 0
H 9934.651473830 14 103 14 100 98 161 0
E 9934.696889606 14 14 14 14 0 161 0
H 9934.700480760 14 106 14 100 98 161 0
E 9934.746755870 14 13 14 13 0 161 0
H 9934.750648248 14 104 14 100 98 161 0
E 9934.804694282 14 13 14 13 0 161 0
H 9934.808284918 14 101 14 100 98 161 0
E 9934.853696774 14 13 14 13 0 161 0
H 9934.857404996 14 108 14 100 98 161 0
E 9934.902699098 14 13 14 13 0 161 0
H 9934.906289174 14 113 14 100 98 161 0
E 9934.951815480 14 13 14 13 0 161 0
H 9934.955406592 14 112 14 100 98 161 0
E 9935.030504054 14 13 14 13 0 161 0
H 9935.034091820 13 100 13 100 98 161 0
E 9935.079506154 14 13 14 13 0 161 0
H 9935.083007764 13 102 13 100 98 161 0
E 9935.128508310 14 13 14 13 0 161 0
H 9935.132213424 14 105 14 100 98 161 0
E 9935.177625098 13 13 13 13 0 161 0
H 9935.181214866 14 108 14 100 98 161 0
E 9935.236313126 13 13 13 13 0 161 0
H 9935.239904756 14 107 14 100 98 161 0
E 9935.285315534 13 13 13 13 0 161 0
H 9935.288995406 14 102 14 100 98 161 0
E 9935.334317648 13 13 13 13 0 161 0
H 9935.337909334 14 110 14 100 98 161 0
E 9935.383434156 14 13 14 13 0 161 0
H 9935.387140026 14 118 14 100 98 161 0
E 9935.442122702 14 13 14 13 0 161 0
H 9935.445713576 15 116 15 100 98 161 0
E 9935.491125026 14 13 14 13 0 161 0
H 9935.494715998 15 106 15 100 98 161 0
E 9935.540127238 15 13 15 13 0 161 0
H 9935.543805150 15 107 15 100 98 161 0
E 9935.589243718 15 13 15 13 0 161 0
H 9935.592835306 15 111 15 100 98 161 0
E 9935.647932194 15 13 15 13 0 161 0
H 9935.651640038 16 108 16 100 98 161 0
E 9935.696934434 15 13 15 13 0 161 0
H 9935.700525910 15 102 15 100 98 161 0
E 9935.745936548 15 13 15 13 0 161 0
H 9935.749527142 15 92 15 92 98 161 0
E 9935.795053056 15 13 15 13 0 161 0
H 9935.798730856 14 98 14 98 98 161 0
E 9935.853741504 15 13 15 13 0 161 0
H 9935.857332630 14 105 14 100 98 161 0
E 9935.902743632 16 14 16 14 0 161 0
H 9935.906450678 14 107 14 100 98 161 0
E 9935.951745956 16 14 16 14 0 161 0
H 9935.955337306 14 103 14 100 98 161 0
E 9936.020862296 17 13 17 13 0 161 0
H 9936.024363500 14 101 14 100 98 161 0
E 9936.079550898 17 13 17 13 0 161 0
H 9936.083139294 15 109 15 100 98 161 0
E 9936.128553152 17 14 17 14 0 161 0
H 9936.132144516 15 114 15 100 98 161 0
E 9936.177555420 17 14 17 14 0 161 0
H 9936.181263376 14 114 14 100 98 161 0
E 9936.226671690 16 14 16 14 0 161 0
H 9936.230262424 14 102 14 100 98 161 0
E 9936.285360404 15 14 15 14 0 161 0
H 9936.288948856 15 105 15 100 98 161 0
E 9936.334362518 15 14 15 14 0 161 0
H 9936.338042782 15 108 15 100 98 161 0
E 9936.383364660 16 14 16 14 0 161 0
H 9936.386955926 15 108 15 100 98 161 0
E 9936.432481140 16 14 16 14 0 161 0
H 9936.436186940 15 107 15 100 98 161 0
E 9936.491169728 16 14 16 14 0 161 0
H 9936.494761288 14 101 14 100 98 161 0
E 9936.540171912 16 14 16 14 0 161 0
H 9936.543762086 14 107 14 100 98 161 0
E 9936.589174166 16 14 16 14 0 161 0
H 9936.592853058 14 113 14 100 98 161 0
E 9936.638290506 16 14 16 14 0 161 0
H 9936.641880862 15 114 15 100 98 161 0
E 9936.696979066 16 14 16 14 0 161 0
H 9936.700686252 15 103 15 100 98 161 0
E 9936.745981292 16 14 16 14 0 161 0
H 9936.749571606 14 105 14 100 98 161 0
E 9936.794983560 16 14 16 14 0 161 0
H 9936.798574672 14 107 14 100 98 161 0
E 9936.844937646 16 15 16 15 0 161 0
H 9936.848742622 14 108 14 100 98 161 0
E 9936.902788502 15 15 15 15 0 161 0
H 9936.906378298 14 104 14 100 98 161 0
E 9936.951790700 15 15 15 15 0 161 0
H 9936.955497396 13 97 13 97 98 161 0
E 9937.020792870 15 15 15 15 0 161 0
H 9937.024381210 13 104 13 100 98 161 0
E 9937.069909126 15 14 15 14 0 161 0
H 9937.073406200 13 111 13 100 98 161 0
E 9937.128597924 14 14 14 14 0 161 0
H 9937.132189358 13 111 13 100 98 161 0
E 9937.177600052 14 14 14 14 0 161 0
H 9937.181190100 13 103 13 100 98 161 0
E 9937.226602404 15 14 15 14 0 161 0
H 9937.230310430 14 106 14 100 98 161 0
E 9937.275718744 17 15 17 15 0 161 0
H 9937.279397958 16 111 16 100 98 161 0
E 9937.334407388 18 15 18 15 0 161 0
H 9937.337998038 17 121 17 100 98 161 0
E 9937.383409460 18 15 18 15 0 161 0
H 9937.386999998 16 126 16 100 98 161 0
E 9937.432411784 17 14 17 14 0 161 0
H 9937.436003470 16 115 16 100 98 161 0
E 9937.481528110 17 14 17 14 0 161 0
H 9937.485235408 15 122 15 100 98 161 0
E 9937.540216628 17 14 17 14 0 161 0
H 9937.543895156 15 129 15 100 98 161 0
E 9937.589219036 17 14 17 14 0 161 0
H 9937.592810470 14 128 14 100 98 161 0
E 9937.638221150 17 14 17 14 0 161 0
H 9937.641812010 14 122 14 100 98 161 0
E 9937.687337476 17 14 17 14 0 161 0
H 9937.690928070 14 118 14 100 98 161 0
E 9937.746026106 16 14 16 14 0 161 0
H 9937.749732830 13 122 13 100 98 161 0
E 9937.795028388 15 14 15 14 0 161 0
H 9937.798706608 13 124 13 100 98 161 0
E 9937.844030558 15 14 15 14 0 161 0
H 9937.847620508 13 123 13 100 98 161 0
E 9937.893147206 15 14 15 14 0 161 0
H 9937.896738514 13 110 13 100 98 161 0
E 9937.951835556 14 14 14 14 0 161 0
H 9937.955427130 13 109 13 100 98 161 0
E 9938.020837544 14 15 14 15 0 161 0
H 9938.024455732 13 110 13 100 98 161 0
E 9938.069840162 15 15 15 15 0 161 0
H 9938.073429636 13 109 13 100 98 161 0
E 9938.118956600 15 14 15 14 0 161 0
H 9938.122547348 13 107 13 100 98 161 0
E 9938.177645006 15 14 15 14 0 161 0
H 9938.181235936 13 101 13 100 98 161 0
E 9938.226647204 15 13 15 13 0 161 0
H 9938.230238512 13 106 13 100 98 161 0
E 9938.275649584 15 13 15 13 0 161 0
H 9938.279357540 13 111 13 100 98 161 0
E 9938.324765616 15 13 15 13 0 161 0
H 9938.328442590 13 112 13 100 98 161 0
E 9938.383454414 15 13 15 13 0 161 0
H 9938.387046058 13 101 13 100 98 161 0
E 9938.432456486 16 13 16 13 0 161 0
H 9938.436047556 13 102 13 100 98 161 0
E 9938.481458894 16 13 16 13 0 161 0
H 9938.485051406 13 105 13 100 98 161 0
E 9938.530575276 16 14 16 14 0 161 0
H 9938.534279816 14 105 14 100 98 161 0
E 9938.589263766 17 14 17 14 0 161 0
H 9938.592940390 14 102 14 100 98 161 0
