device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 86.251953366 82.0 6.0 5.0 10 10
H 86.255103688 1.0 4.0 10.0 10 10
E 86.300955732 82.0 6.0 5.0 10 10
H 86.304245648 1.0 4.0 10.0 10 10
E 86.349958028 82.0 6.0 5.0 10 10
H 86.353233160 1.0 4.0 10.0 10 10
E 86.399074340 82.0 6.0 6.0 10 10
H 86.402417120 1.0 5.0 9.0 10 10
E 86.457762900 82.0 5.0 7.0 10 10
H 86.461057464 1.0 5.0 9.0 10 10
E 86.506764972 82.0 5.0 8.0 10 10
H 86.510039894 1.0 5.0 10.0 10 10
E 86.555767296 82.0 5.0 9.0 10 10
H 86.558917100 1.0 5.0 10.0 10 10
E 86.604883720 82.0 5.0 12.0 10 10
H 86.608548612 1.0 6.0 9.0 10 10
E 86.663572252 82.0 5.0 17.0 10 10
H 86.667035712 2.0 7.0 9.0 10 10
E 86.712574450 79.0 5.0 20.0 10 10
H 86.715900080 2.0 9.0 8.0 10 10
E 86.761576788 76.0 5.0 21.0 10 10
H 86.764901116 2.0 10.0 9.0 10 10
E 86.810693506 72.0 6.0 24.0 10 10
H 86.814352154 2.0 12.0 10.0 10 10
E 86.869381688 68.0 6.0 25.0 10 10
H 86.872708284 2.0 12.0 10.0 10 10
E 86.918383830 64.0 7.0 24.0 10 10
H 86.921709936 2.0 11.0 10.0 10 10
E 86.967386322 61.0 7.0 23.0 10 10
H 86.970712624 2.0 11.0 10.0 10 10
E 87.036502550 58.0 8.0 21.0 10 10
H 87.040032958 2.0 11.0 10.0 10 10
E 87.095191194 54.0 8.0 21.0 10 10
H 87.098428498 2.0 13.0 10.0 10 10
E 87.144193350 51.0 8.0 25.0 10 10
H 87.147519722 2.0 16.0 11.0 10 10
E 87.193195604 48.0 8.0 30.0 10 10
H 87.196617120 2.0 18.0 13.0 10 10
E 87.242312000 44.0 8.0 33.0 10 10
H 87.245969500 2.0 19.0 14.0 10 10
E 87.301000518 39.0 8.0 36.0 10 10
H 87.304323824 2.0 20.0 13.0 10 10
E 87.350002674 35.0 7.0 36.0 10 10
H 87.353422216 2.0 20.0 13.0 10 10
E 87.399004914 31.0 7.0 38.0 10 10
H 87.402467534 2.0 19.0 13.0 10 10
E 87.448121086 26.0 7.0 40.0 10 10
H 87.451643318 2.0 19.0 15.0 10 10
E 87.506809800 21.0 7.0 44.0 10 10
H 87.510232646 2.0 19.0 16.0 10 10
E 87.555812250 16.0 7.0 46.0 10 10
H 87.559273582 2.0 17.0 20.0 10 10
E 87.604814448 12.0 8.0 48.0 10 10
H 87.608138944 2.0 15.0 23.0 10 10
E 87.653930480 7.0 8.0 50.0 10 10
H 87.657462008 1.0 13.0 26.0 10 10
E 87.712619334 3.0 8.0 54.0 10 10
H 87.715944894 1.0 12.0 31.0 10 10
E 87.761621532 3.0 9.0 56.0 10 10
H 87.764858346 1.0 11.0 36.0 10 10
E 87.810623730 3.0 9.0 56.0 10 10
H 87.813860194 1.0 11.0 40.0 10 10
E 87.860488776 3.0 10.0 53.0 10 10
H 87.863988538 1.0 10.0 43.0 10 10
