E 341.578981662 4.0 0.0 0
H 341.582975582 2.0 0.0 0
E 341.637780920 4.0 0.0 0
H 341.641779096 2.0 0.0 0
E 341.687038170 4.0 0.0 0
H 341.690887302 2.0 0.0 0
E 341.745739148 4.0 0.0 0
H 341.749592886 2.0 0.0 0
E 341.804390188 4.0 0.0 0
H 341.808238900 2.0 0.0 0
E 341.863198112 4.0 0.0 0
H 341.867193964 2.0 0.0 0
E 341.912314788 4.0 0.0 0
H 341.916317318 2.0 0.0 0
E 341.971145140 4.0 0.0 0
H 341.974994566 2.0 0.0 0
E 342.049954506 4.0 0.0 0
H 342.053720016 2.0 0.0 0
E 342.108610530 4.0 0.0 0
H 342.112606228 2.0 0.0 0
E 342.167528522 4.0 0.0 0
H 342.171525046 2.0 0.0 0
E 342.226365006 4.0 0.0 0
H 342.230214390 2.0 0.0 0
E 342.275359672 4.0 0.0 0
H 342.279214404 2.0 0.0 0
E 342.334021184 4.0 0.0 0
H 342.337875216 2.0 0.0 0
E 342.393087170 4.0 0.0 0
H 342.396940390 2.0 0.0 0
E 342.451627064 4.0 0.0 0
H 342.455622650 2.0 0.0 0
E 342.510432650 4.0 0.0 0
H 342.514285856 2.0 0.0 0
E 342.559724788 4.0 0.0 0
H 342.563577952 2.0 0.0 0
E 342.618349718 4.0 0.0 0
H 342.622201384 2.0 0.0 0
E 342.677043332 4.0 0.0 0
H 342.680895894 2.0 0.0 0
E 342.735989912 4.0 0.0 0
H 342.739983174 2.0 0.0 0
E 342.794645880 4.0 0.0 0
H 342.798498904 2.0 0.0 0
E 342.843908254 4.0 0.0 0
H 342.847762426 2.0 0.0 0
E 342.902451662 4.0 0.0 0
H 342.906448284 2.0 0.0 0
E 342.961259586 4.0 0.0 0
H 342.965110202 2.0 0.0 0
E 343.040058690 4.0 0.0 0
H 343.044052288 2.0 0.0 0
E 343.098979762 4.0 0.0 0
H 343.102741100 2.0 0.0 0
E 343.157958528 4.0 0.0 0
H 343.161808864 2.0 0.0 0
E 343.216472970 4.0 0.0 0
H 343.220323320 2.0 0.0 0
E 343.275276540 4.0 0.0 0
H 343.279126190 2.0 0.0 0
E 343.325093258 4.0 0.0 0
H 343.329083524 2.0 0.0 0
E 343.383078654 4.0 0.0 0
H 343.386932518 2.0 0.0 0
E 343.432223106 4.0 0.0 0
H 343.436077264 2.0 0.0 0
E 343.490887544 4.0 0.0 0
H 343.494888730 2.0 0.0 0
E 343.549802694 4.0 0.0 0
H 343.553653296 2.0 0.0 0
E 343.608641558 4.0 0.0 0
H 343.612636010 2.0 0.0 0
E 343.667295552 4.0 0.0 0
H 343.671151572 2.0 0.0 0
E 343.716438156 4.0 0.0 0
H 343.720289976 2.0 0.0 0
E 343.775214944 4.0 0.0 0
H 343.779215864 2.0 0.0 0
