"device type" time pose "pose - last_pose" vel "comanded vel" "Nocap C_vel"
H 1672.948230304 21.0 0.0 -51.04190652818577 -69.95333333333333 -69.95333333333333
E 1673.013346662 4.0 0.0 14.492291970196986 0 0
H 1673.017271758 18.0 0.0 -43.4521555700806 -59.96000000000001 -59.96000000000001
E 1673.062349140 4.0 0.0 0.0 0 0
H 1673.066277512 15.0 0.0 -61.217301135904044 -59.96000000000001 -59.96000000000001
E 1673.111759214 5.0 0.0 20.238787741957566 39.973333333333336 39.973333333333336
H 1673.115642128 13.0 0.0 -40.514849745778506 -59.96000000000001 -59.96000000000001
E 1673.170153858 7.0 0.0 34.24971646363692 159.89333333333335 100
H 1673.174141184 10.0 0.0 -51.2828788210914 -69.95333333333333 -69.95333333333333
E 1673.219156154 11.0 0.0 81.6288281675184 259.8266666666667 100
H 1673.223429318 8.0 0.0 -40.57771795549933 -79.94666666666667 -79.94666666666667
E 1673.268158478 16.0 0.0 102.03597690600057 359.76000000000005 100
H 1673.272431754 6.0 0.0 -40.81429747685206 -79.94666666666667 -79.94666666666667
E 1673.317566732 22.0 0.0 121.43719954184489 469.6866666666667 100
H 1673.321465634 4.0 0.0 -40.788124455968 -99.93333333333334 -99.93333333333334
E 1673.375963308 30.0 0.0 136.99433336597835 539.64 100
H 1673.380221814 3.0 0.0 -17.019486290686196 -89.94000000000001 -89.94000000000001
E 1673.424965478 37.0 0.0 142.85081660670977 549.6333333333333 100
H 1673.429224474 3.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1673.473967802 43.0 0.0 122.44317228720068 539.64 100
H 1673.478225958 3.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1673.523276068 50.0 0.0 141.9640268833705 549.6333333333333 100
H 1673.527242366 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1673.581772758 57.0 0.0 119.66489044110364 609.5933333333334 100
H 1673.585738622 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1673.630774788 63.0 0.0 122.4439069154167 619.5866666666667 100
H 1673.635115432 3.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1673.679777238 70.0 0.0 142.85000035715694 629.58 100
H 1673.684111218 3.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1673.729085308 75.0 0.0 101.40327942251113 629.58 100
H 1673.733041596 3.0 0.0 0.0 -99.93333333333334 -99.93333333333334
E 1673.787582292 82.0 0.0 119.66428901716266 639.5733333333334 100
H 1673.791824138 3.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1673.836584364 87.0 0.0 102.03650164039665 639.5733333333334 100
H 1673.840829878 3.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1673.885586688 92.0 0.0 102.03597690552711 639.5733333333334 100
H 1673.889827064 3.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1673.934895416 97.0 0.0 101.40192624739117 649.5666666666667 100
H 1673.938882112 4.0 0.0 20.38526187962146 -100 -100
E 1674.013391672 102.0 0.0 63.69730551234984 659.5600000000001 100
H 1674.017654840 4.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1674.062393730 106.0 0.0 81.62922463372013 659.5600000000001 100
H 1674.066658788 4.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1674.111396026 110.0 0.0 81.6288281675184 659.5600000000001 100
H 1674.115857756 4.0 0.0 0.0 0 0
E 1674.170504628 114.0 0.0 67.67204543266229 669.5533333333334 100
H 1674.174450948 5.0 0.0 17.06682919749758 0 0
E 1674.229001444 118.0 0.0 68.37979010673182 669.5533333333334 100
H 1674.232964592 5.0 0.0 0.0 0 0
E 1674.278003768 121.0 0.0 61.22158614360034 679.5466666666667 100
H 1674.281965740 5.0 0.0 0.0 19.986666666666668 19.986666666666668
E 1674.327005896 124.0 0.0 61.22183101927731 679.5466666666667 100
H 1674.330968806 7.0 0.0 40.81377275448861 79.94666666666667 79.94666666666667
E 1674.376314330 124.0 0.0 0.0 689.5400000000001 100
H 1674.380279158 12.0 0.0 101.39858665014161 100 100
E 1674.434810950 124.0 0.0 0.0 629.58 100
H 1674.438686416 18.0 0.0 102.72695903611566 100 100
E 1674.483812994 124.0 0.0 0.0 599.6 100
H 1674.487785928 25.0 0.0 142.56760841159684 100 100
E 1674.532815360 124.0 0.0 0.0 579.6133333333333 100
H 1674.536787454 33.0 0.0 163.26022173274094 100 100
E 1674.581931490 124.0 0.0 0.0 559.6266666666667 100
H 1674.586096434 42.0 0.0 182.52253443498572 100 100
E 1674.640620078 124.0 0.0 0.0 539.64 100
H 1674.644875182 55.0 0.0 221.1683719424052 100 100
E 1674.699422808 124.0 0.0 0.0 579.6133333333333 100
H 1674.703678234 67.0 0.0 204.07104039419303 100 100
E 1674.758225608 124.0 0.0 0.0 589.6066666666667 100
H 1674.762480166 77.0 0.0 170.06243944552628 100 100
E 1674.817992630 124.0 0.0 0.0 589.6066666666667 100
H 1674.821759246 85.0 0.0 134.95486097259393 100 100
E 1674.875830830 124.0 0.0 0.0 579.6133333333333 100
H 1674.880281878 90.0 0.0 85.43703229212825 100 100
E 1674.934633574 124.0 0.0 0.0 529.6466666666668 100
H 1674.938979608 93.0 0.0 51.109301841870376 9.993333333333334 9.993333333333334
E 1675.013436206 124.0 0.0 0.0 419.72 100
H 1675.017399970 94.0 0.0 12.75179015367051 0 0
E 1675.072353400 124.0 0.0 0.0 279.81333333333333 100
H 1675.076633634 94.0 0.0 0.0 0 0
E 1675.131041764 124.0 0.0 0.0 149.9 100
H 1675.135411248 93.0 0.0 -17.013279919782175 0 0
E 1675.189844452 124.0 0.0 0.0 99.93333333333334 99.93333333333334
H 1675.194298188 93.0 0.0 0.0 -49.96666666666667 -49.96666666666667
E 1675.248647140 123.0 0.0 -17.00602530278474 29.980000000000004 29.980000000000004
H 1675.252996324 89.0 0.0 -68.14526444249738 -100 -100
E 1675.307564222 123.0 0.0 0.0 0 0
H 1675.311943464 84.0 0.0 -84.82175725559367 -100 -100
E 1675.366252306 120.0 0.0 -51.11770218988106 0 0
H 1675.370601784 79.0 0.0 -85.23939996925078 -100 -100
E 1675.425055134 119.0 0.0 -17.005984814163494 0 0
H 1675.429405998 73.0 0.0 -102.03350392538164 -100 -100
E 1675.483857906 118.0 0.0 -17.006001009667767 0 0
H 1675.488158832 67.0 0.0 -102.12273334770549 -100 -100
E 1675.542774414 118.0 0.0 0.0 0 0
H 1675.547074864 62.0 0.0 -84.86654362591916 -100 -100
E 1675.601463282 118.0 0.0 0.0 0 0
H 1675.605317622 58.0 0.0 -68.67806637864922 -100 -100
E 1675.650465466 118.0 0.0 0.0 0 0
H 1675.654467520 54.0 0.0 -81.38368873116121 -99.93333333333334 -99.93333333333334
E 1675.709267958 118.0 0.0 0.0 0 0
H 1675.713224596 50.0 0.0 -68.07690702660757 -69.95333333333333 -69.95333333333333
E 1675.768185026 118.0 0.0 0.0 -19.986666666666668 -19.986666666666668
H 1675.772338532 47.0 0.0 -50.74945440941992 -49.96666666666667 -49.96666666666667
E 1675.826873572 115.0 0.0 -51.117299787947964 -139.90666666666667 -100
H 1675.830641364 44.0 0.0 -51.455476468123656 -19.986666666666668 -19.986666666666668
E 1675.875875812 111.0 0.0 -81.628921453493 -199.86666666666667 -100
H 1675.879643408 42.0 0.0 -40.814623977757506 0 0
E 1675.924878010 105.0 0.0 -122.44348712702877 -209.86 -100
H 1675.928645340 41.0 0.0 -20.4073586323044 0 0
E 1675.973994252 100.0 0.0 -101.79931925556645 -209.86 -100
H 1675.978152000 41.0 0.0 0.0 0 0
E 1676.052682742 94.0 0.0 -76.25003351836331 -209.86 -100
H 1676.056269976 41.0 0.0 0.0 0 0
E 1676.101684982 89.0 0.0 -102.0361518163928 -209.86 -100
H 1676.105491372 41.0 0.0 0.0 0 0
E 1676.150687376 84.0 0.0 -102.03583114756171 -179.88000000000002 -100
H 1676.154461020 41.0 0.0 0.0 0 0
E 1676.199803870 79.0 0.0 -101.79879695780402 -169.88666666666668 -100
H 1676.203677012 41.0 0.0 0.0 0 0
E 1676.258492024 74.0 0.0 -85.19606869924995 -189.87333333333333 -100
H 1676.262171070 41.0 0.0 0.0 0 0
E 1676.307494558 69.0 0.0 -102.03553963145986 -189.87333333333333 -100
H 1676.311172176 41.0 0.0 0.0 0 0
E 1676.356496840 65.0 0.0 -81.628851488708 -159.89333333333335 -100
H 1676.360175284 41.0 0.0 0.0 0 0
E 1676.405613404 60.0 0.0 -101.7986518766717 -129.91333333333336 -100
H 1676.409808182 41.0 0.0 0.0 0 0
E 1676.464301740 55.0 0.0 -85.1958044948902 -99.93333333333334 -99.93333333333334
H 1676.468109166 41.0 0.0 0.0 0 0
E 1676.513303938 52.0 0.0 -61.22174356351439 -79.94666666666667 -79.94666666666667
H 1676.517080830 41.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1676.562306318 48.0 0.0 -81.62868823914567 -79.94666666666667 -79.94666666666667
H 1676.565985546 40.0 0.0 -20.447925717366278 -19.986666666666668 -19.986666666666668
E 1676.611423036 45.0 0.0 -61.0789996190466 -59.96000000000001 -59.96000000000001
H 1676.615586594 38.0 0.0 -40.32172868614798 -19.986666666666668 -19.986666666666668
E 1676.670111106 41.0 0.0 -68.15695251179454 0 0
H 1676.673786596 35.0 0.0 -51.54638998129335 -39.973333333333336 -39.973333333333336
E 1676.719113346 40.0 0.0 -20.40723036327856 0 0
H 1676.722792588 32.0 0.0 -61.21700383081898 -59.96000000000001 -59.96000000000001
E 1676.768115474 39.0 0.0 -20.40727700642577 0 0
H 1676.771893430 29.0 0.0 -61.09874857117991 -59.96000000000001 -59.96000000000001
E 1676.817232178 39.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 1676.821496914 27.0 0.0 -40.31974850813629 -69.95333333333333 -69.95333333333333
E 1676.875920332 37.0 0.0 -34.07842747956795 -49.96666666666667 -49.96666666666667
H 1676.879698330 23.0 0.0 -68.72685021935088 -99.93333333333334 -99.93333333333334
E 1676.924922838 34.0 0.0 -61.221358760898624 -69.95333333333333 -69.95333333333333
H 1676.928600316 19.0 0.0 -81.79626896966175 -100 -100
E 1676.973925162 31.0 0.0 -61.22158614360034 -69.95333333333333 -69.95333333333333
H 1676.977604530 14.0 0.0 -102.03204157099991 -100 -100
E 1677.043791608 29.0 0.0 -28.626044610841948 -59.96000000000001 -59.96000000000001
H 1677.047480188 9.0 0.0 -71.55567679949347 -100 -100
E 1677.101729950 26.0 0.0 -51.77918277335149 -59.96000000000001 -59.96000000000001
H 1677.105408254 3.0 0.0 -103.5767360161328 -100 -100
E 1677.150732302 24.0 0.0 -40.81436744087851 -59.96000000000001 -59.96000000000001
H 1677.154409948 3.0 0.0 0.0 -100 -100
E 1677.199734416 22.0 0.0 -40.81456567371567 -79.94666666666667 -79.94666666666667
H 1677.203413322 2.0 0.0 -20.406758114249715 -100 -100
E 1677.248851232 20.0 0.0 -40.719251834114466 -59.96000000000001 -59.96000000000001
H 1677.253008924 2.0 0.0 0.0 -100 -100
E 1677.307539526 18.0 0.0 -34.078346186084055 -9.993333333333334 -9.993333333333334
H 1677.311306156 2.0 0.0 0.0 -100 -100
E 1677.356541486 17.0 0.0 -20.407346971451673 0 0
H 1677.360346784 2.0 0.0 0.0 -100 -100
E 1677.405543992 16.0 0.0 -20.40711958687152 0 0
H 1677.409222282 2.0 0.0 0.0 -100 -100
E 1677.454660500 16.0 0.0 0.0 0 0
H 1677.458816162 2.0 0.0 0.0 -100 -100
E 1677.513348682 16.0 0.0 0.0 0 0
H 1677.517028638 2.0 0.0 0.0 -100 -100
E 1677.562350894 16.0 0.0 0.0 0 0
H 1677.566029660 2.0 0.0 0.0 -100 -100
E 1677.611353176 16.0 0.0 0.0 0 0
H 1677.615121094 3.0 0.0 20.370152560608393 -100 -100
E 1677.660469866 16.0 0.0 0.0 0 0
H 1677.664749638 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1677.719158188 16.0 0.0 0.0 0 0
H 1677.722963738 4.0 0.0 17.177968911315848 0 0
E 1677.768160190 17.0 0.0 20.40732948015022 0 0
H 1677.771838788 4.0 0.0 0.0 0 0
E 1677.817162542 17.0 0.0 0.0 0 0
H 1677.820842834 5.0 0.0 20.406478273269492 0 0
E 1677.866279428 17.0 0.0 0.0 0 0
H 1677.870479120 5.0 0.0 0.0 0 0
E 1677.924967470 17.0 0.0 0.0 0 0
H 1677.928646516 5.0 0.0 0.0 0 0
E 1677.973969850 18.0 0.0 20.40717205978642 29.980000000000004 29.980000000000004
H 1677.977745496 5.0 0.0 0.0 9.993333333333334 9.993333333333334
E 1678.042971908 19.0 0.0 14.49232137394593 69.95333333333333 69.95333333333333
H 1678.046663260 7.0 0.0 29.020094151564575 69.95333333333333 69.95333333333333
E 1678.092088584 21.0 0.0 40.71936789856026 89.94000000000001 89.94000000000001
H 1678.095874240 11.0 0.0 81.28267309450374 100 100
E 1678.150777004 24.0 0.0 51.117409533301405 129.91333333333336 100
H 1678.154556934 18.0 0.0 119.28559380721076 100 100
E 1678.199779104 26.0 0.0 40.81457733439708 169.88666666666668 100
H 1678.203559874 24.0 0.0 122.44163309432756 100 100
E 1678.248781568 29.0 0.0 61.22141123372358 209.86 100
H 1678.252461314 31.0 0.0 143.14506893863964 100 100
E 1678.297897726 32.0 0.0 61.079696013606956 229.8466666666667 100
H 1678.302065932 39.0 0.0 161.27530706885753 100 100
E 1678.356586370 36.0 0.0 68.15628590761416 249.83333333333334 100
H 1678.360264450 49.0 0.0 171.82568119711627 100 100
E 1678.405588330 40.0 0.0 81.6293878858067 249.83333333333334 100
H 1678.409266270 57.0 0.0 163.25924220754615 100 100
E 1678.454590864 43.0 0.0 61.22132377887591 259.8266666666667 100
H 1678.458370584 63.0 0.0 122.18885697081483 100 100
E 1678.503706896 46.0 0.0 61.07985270467753 319.7866666666667 100
H 1678.507976448 68.0 0.0 100.79453509793616 100 100
E 1678.562395778 50.0 0.0 68.15600951463453 419.72 100
H 1678.566176170 72.0 0.0 68.72885062903592 79.94666666666667 79.94666666666667
E 1678.611398018 55.0 0.0 102.03615181686625 469.6866666666667 100
H 1678.615077512 74.0 0.0 40.89867308761695 69.95333333333333 69.95333333333333
E 1678.660400370 60.0 0.0 102.03591860266974 499.6666666666667 100
H 1678.664077694 77.0 0.0 61.22426239139049 59.96000000000001 59.96000000000001
E 1678.709516514 65.0 0.0 101.79952237296743 509.66 100
H 1678.713484030 79.0 0.0 40.48063794898968 19.986666666666668 19.986666666666668
E 1678.768204934 71.0 0.0 102.23481906620673 559.6266666666667 100
H 1678.771882566 80.0 0.0 17.123716937039053 0 0
E 1678.817207622 75.0 0.0 81.6281751728025 549.6333333333333 100
H 1678.821014922 80.0 0.0 0.0 0 0
E 1678.866209694 80.0 0.0 102.03650164039665 559.6266666666667 100
H 1678.869982890 80.0 0.0 0.0 0 0
E 1678.915325810 84.0 0.0 81.43966432516598 599.6 100
H 1678.919200212 80.0 0.0 0.0 0 0
E 1678.974014566 90.0 0.0 102.23423376014547 659.5600000000001 100
H 1678.977778368 80.0 0.0 0.0 0 0
E 1679.043016848 93.0 0.0 43.47682298395736 669.5533333333334 100
H 1679.046693598 80.0 0.0 0.0 0 0
E 1679.092019186 97.0 0.0 81.62875820327208 669.5533333333334 100
H 1679.095696468 80.0 0.0 0.0 0 0
E 1679.142009364 101.0 0.0 80.01571828783435 669.5533333333334 100
H 1679.145863256 80.0 0.0 0.0 0 0
E 1679.199823974 106.0 0.0 86.48333007845233 669.5533333333334 100
H 1679.203776230 80.0 0.0 0.0 0 0
E 1679.248826228 110.0 0.0 81.62889813188468 679.5466666666667 100
H 1679.252593880 80.0 0.0 0.0 0 0
E 1679.297828454 113.0 0.0 61.221708581335996 679.5466666666667 100
H 1679.301596358 80.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1679.346944164 117.0 0.0 81.44033752129556 599.6 100
H 1679.350916692 78.0 0.0 -40.551225788570214 -39.973333333333336 -39.973333333333336
E 1679.405633354 120.0 0.0 51.11673887474388 489.67333333333335 100
H 1679.409310608 75.0 0.0 -51.375215185188836 -39.973333333333336 -39.973333333333336
E 1679.454635608 122.0 0.0 40.81444906594234 399.73333333333335 100
H 1679.458412864 72.0 0.0 -61.09698910783003 -49.96666666666667 -49.96666666666667
E 1679.503637960 124.0 0.0 40.81436744087851 329.78000000000003 100
H 1679.507417064 70.0 0.0 -40.812828288081995 -69.95333333333333 -69.95333333333333
E 1679.552754006 124.0 0.0 0.0 259.8266666666667 100
H 1679.556629136 67.0 0.0 -60.960652093600366 -99.93333333333334 -99.93333333333334
E 1679.611442776 124.0 0.0 0.0 179.88000000000002 100
H 1679.615122256 63.0 0.0 -68.38411081524009 -100 -100
E 1679.660445016 124.0 0.0 0.0 119.92000000000002 100
H 1679.664123544 59.0 0.0 -81.6305073450323 -100 -100
E 1679.709447298 124.0 0.0 0.0 79.94666666666667 79.94666666666667
H 1679.713126036 55.0 0.0 -81.62850166885454 -100 -100
E 1679.758563428 124.0 0.0 0.0 39.973333333333336 39.973333333333336
H 1679.762537804 51.0 0.0 -80.95237555551131 -100 -100
E 1679.817252030 124.0 0.0 0.0 0 0
H 1679.821121812 46.0 0.0 -85.34752350842643 -69.95333333333333 -69.95333333333333
E 1679.866254270 123.0 0.0 -20.40723036337325 0 0
H 1679.870147712 45.0 0.0 -20.397381792047966 0 0
E 1679.915256832 121.0 0.0 -40.81419253126212 0 0
H 1679.919025296 45.0 0.0 0.0 0 0
E 1679.964372682 120.0 0.0 -20.36002634591249 0 0
H 1679.968658964 46.0 0.0 20.147614316930987 0 0
E 1680.043061508 120.0 0.0 0.0 0 0
H 1680.046885958 48.0 0.0 25.56662218158541 100 100
E 1680.092063832 119.0 0.0 -20.40719538120011 0 0
H 1680.095738146 53.0 0.0 102.3495610883299 100 100
E 1680.141066114 120.0 0.0 20.407212872177 0 0
H 1680.144937562 60.0 0.0 142.2781115939464 100 100
E 1680.190181894 119.0 0.0 -20.360055363076835 0 0
H 1680.194493712 68.0 0.0 161.43304110607963 100 100
E 1680.248870944 119.0 0.0 0.0 0 0
H 1680.252638554 77.0 0.0 154.78587077410455 100 100
E 1680.297873100 120.0 0.0 20.40726534557163 0 0
H 1680.301785862 84.0 0.0 142.42896070697395 100 100
E 1680.346875508 120.0 0.0 0.0 0 0
H 1680.350643048 89.0 0.0 102.33909091725707 100 100
E 1680.395991638 120.0 0.0 0.0 0 0
H 1680.400240260 93.0 0.0 80.64969458367068 100 100
E 1680.454680324 120.0 0.0 0.0 0 0
H 1680.458683890 96.0 0.0 51.33151380222478 100 100
E 1680.513483012 120.0 0.0 0.0 0 0
H 1680.517250790 96.0 0.0 0.0 29.980000000000004 29.980000000000004
E 1680.562485350 120.0 0.0 0.0 0 0
H 1680.566250174 96.0 0.0 0.0 0 0
E 1680.611601494 119.0 0.0 -20.35990447459349 0 0
H 1680.615898598 96.0 0.0 0.0 0 0
E 1680.670290348 119.0 0.0 0.0 0 0
H 1680.673966202 96.0 0.0 0.0 0 0
E 1680.719292616 119.0 0.0 0.0 0 0
H 1680.723058084 96.0 0.0 0.0 0 0
E 1680.768294618 119.0 0.0 0.0 0 0
H 1680.772209998 96.0 0.0 0.0 0 0
E 1680.817411686 119.0 0.0 0.0 0 0
H 1680.821851828 95.0 0.0 -20.144301690760717 0 0
E 1680.876099602 118.0 0.0 -17.039282839743162 -39.973333333333336 -39.973333333333336
H 1680.879777556 95.0 0.0 0.0 0 0
E 1680.925101898 115.0 0.0 -61.221621125638805 -59.96000000000001 -59.96000000000001
H 1680.928876284 95.0 0.0 0.0 0 0
E 1680.974104194 111.0 0.0 -81.62882816789717 -39.973333333333336 -39.973333333333336
H 1680.977911130 95.0 0.0 0.0 0 0
E 1681.043220548 106.0 0.0 -72.34177890805455 -9.993333333333334 -9.993333333333334
H 1681.047006218 95.0 0.0 0.0 0 0
E 1681.101909038 104.0 0.0 -34.078232375646934 0 0
H 1681.105730268 95.0 0.0 0.0 0 0
E 1681.150911320 103.0 0.0 -20.40721287227169 -9.993333333333334 -9.993333333333334
H 1681.154718102 95.0 0.0 0.0 0 0
E 1681.199913532 100.0 0.0 -61.22172607227816 -39.973333333333336 -39.973333333333336
H 1681.203593222 95.0 0.0 0.0 0 0
E 1681.249779278 97.0 0.0 -60.16153854388558 -69.95333333333333 -69.95333333333333
H 1681.253466276 95.0 0.0 0.0 0 0
E 1681.307718236 92.0 0.0 -86.29772043877733 -59.96000000000001 -59.96000000000001
H 1681.311437070 95.0 0.0 0.0 0 0
E 1681.356720784 88.0 0.0 -81.62840838421816 -39.973333333333336 -39.973333333333336
H 1681.360312106 95.0 0.0 0.0 0 0
E 1681.405722982 85.0 0.0 -61.22174356323031 -39.973333333333336 -39.973333333333336
H 1681.409310314 95.0 0.0 0.0 0 0
E 1681.454839098 82.0 0.0 -61.07974824387449 -39.973333333333336 -39.973333333333336
H 1681.458753722 95.0 0.0 0.0 0 0
E 1681.513527812 78.0 0.0 -68.1562046156548 -39.973333333333336 -39.973333333333336
H 1681.517114752 95.0 0.0 0.0 0 0
E 1681.562530150 75.0 0.0 -61.22156865245406 -49.96666666666667 -49.96666666666667
H 1681.566216840 95.0 0.0 0.0 0 0
E 1681.611532264 72.0 0.0 -61.22184851028943 -59.96000000000001 -59.96000000000001
H 1681.615251798 95.0 0.0 0.0 0 0
E 1681.660648828 68.0 0.0 -81.43892150133736 -69.95333333333333 -69.95333333333333
H 1681.664431908 95.0 0.0 0.0 0 0
E 1681.719337262 64.0 0.0 -68.15652978571194 -89.94000000000001 -89.94000000000001
H 1681.723026892 95.0 0.0 0.0 0 0
E 1681.768339502 60.0 0.0 -81.628921453493 -99.93333333333334 -99.93333333333334
H 1681.772075304 95.0 0.0 0.0 0 0
E 1681.817341714 57.0 0.0 -61.22172607227816 -109.92666666666668 -100
H 1681.820933120 95.0 0.0 0.0 0 0
E 1681.866458068 53.0 0.0 -81.4392696981784 -119.92000000000002 -100
H 1681.870342662 95.0 0.0 0.0 0 0
E 1681.925146754 49.0 0.0 -68.15623713220403 -129.91333333333336 -100
H 1681.928649904 95.0 0.0 0.0 0 0
E 1681.974148910 45.0 0.0 -81.6290613826653 -119.92000000000002 -100
H 1681.977651710 93.0 0.0 -40.814822212897255 -39.973333333333336 -39.973333333333336
E 1682.043151178 42.0 0.0 -43.4768318049585 -109.92666666666668 -100
H 1682.046663414 90.0 0.0 -43.47088719901008 -79.94666666666667 -79.94666666666667
E 1682.092267126 39.0 0.0 -61.07995716583788 -89.94000000000001 -89.94000000000001
H 1682.095975558 86.0 0.0 -81.11592146560814 -99.93333333333334 -99.93333333333334
E 1682.150956106 35.0 0.0 -68.15589570655193 -79.94666666666667 -79.94666666666667
H 1682.154458360 82.0 0.0 -68.39617568247016 -100 -100
E 1682.199958304 33.0 0.0 -40.81449570900959 -79.94666666666667 -79.94666666666667
H 1682.203558404 78.0 0.0 -81.46632210766826 -100 -100
E 1682.248960670 30.0 0.0 -61.221533670191484 -109.92666666666668 -100
H 1682.252562128 74.0 0.0 -81.6264494511811 -100 -100
E 1682.298076366 27.0 0.0 -61.08027055146278 -139.90666666666667 -100
H 1682.301862792 70.0 0.0 -81.13480986761724 -100 -100
E 1682.356765710 23.0 0.0 -68.15547299357831 -149.9 -100
H 1682.360454766 64.0 0.0 -102.40310387919729 -100 -100
E 1682.405767866 20.0 0.0 -61.221796036998974 -109.92666666666668 -100
H 1682.409456922 59.0 0.0 -102.03632672833162 -100 -100
E 1682.454769868 18.0 0.0 -40.81465896011106 -9.993333333333334 -9.993333333333334
H 1682.458449152 52.0 0.0 -142.87979951086953 -100 -100
E 1682.503885060 17.0 0.0 -20.360299110786695 0 0
H 1682.507894422 44.0 0.0 -161.79505137707824 -100 -100
E 1682.562574824 18.0 0.0 17.03874631356337 0 0
H 1682.566254276 34.0 0.0 -171.35066856010886 -100 -100
E 1682.611577120 18.0 0.0 0.0 0 0
H 1682.615256656 25.0 0.0 -183.66454853892998 -100 -100
E 1682.660579402 18.0 0.0 0.0 0 0
H 1682.664358982 17.0 0.0 -162.92507202158708 -100 -100
E 1682.709694468 20.0 0.0 40.720702686207716 9.993333333333334 9.993333333333334
H 1682.713671266 9.0 0.0 -162.23138234741648 -100 -100
E 1682.768384414 22.0 0.0 34.07738695144499 69.95333333333333 69.95333333333333
H 1682.772152444 3.0 0.0 -102.59711252704619 -100 -100
E 1682.817386500 24.0 0.0 40.81458899508516 159.89333333333335 100
H 1682.821065462 3.0 0.0 0.0 -100 -100
E 1682.866388838 28.0 0.0 81.62875820365085 269.82 100
H 1682.870067926 3.0 0.0 0.0 -100 -100
E 1682.915504436 32.0 0.0 81.44052323244027 339.77333333333337 100
H 1682.919472792 3.0 0.0 0.0 -100 -100
E 1682.974193752 38.0 0.0 102.23325826454025 369.7533333333334 100
H 1682.977873092 3.0 0.0 0.0 -100 -100
E 1683.043195978 44.0 0.0 86.95371653653986 349.7666666666667 100
H 1683.046888072 3.0 0.0 0.0 -99.93333333333334 -99.93333333333334
E 1683.092198120 49.0 0.0 102.03635588045863 349.7666666666667 100
H 1683.095966682 4.0 0.0 20.375475181582097 0 0
E 1683.141313522 54.0 0.0 101.80106028634474 389.74 100
H 1683.145194154 4.0 0.0 0.0 0 0
E 1683.200003272 61.0 0.0 119.2712526463614 389.74 100
H 1683.203780906 5.0 0.0 17.068705225340345 0 0
E 1683.249005358 66.0 0.0 102.03647248818635 419.72 100
H 1683.252780850 6.0 0.0 20.40818658899447 19.986666666666668 19.986666666666668
E 1683.298007444 71.0 0.0 102.03647248818635 429.71333333333337 100
H 1683.301686602 8.0 0.0 40.89498511331578 100 100
E 1683.347873190 76.0 0.0 100.26923090647597 449.70000000000005 100
H 1683.351653806 13.0 0.0 100.06563505126175 100 100
E 1683.405812652 82.0 0.0 103.55636370955725 479.68000000000006 100
H 1683.409491572 21.0 0.0 138.3179288081596 100 100
E 1683.454814780 87.0 0.0 102.03638503165539 499.6666666666667 100
H 1683.458590580 28.0 0.0 142.56907186398112 100 100
E 1683.503817118 92.0 0.0 102.03594775456355 499.6666666666667 100
H 1683.507597580 37.0 0.0 183.64723406832445 100 100
E 1683.552932786 97.0 0.0 101.80050895365336 519.6533333333334 100
H 1683.556812676 46.0 0.0 182.8707191797136 100 100
E 1683.611621864 101.0 0.0 68.15578189858535 569.62 100
H 1683.615486382 55.0 0.0 153.39068576978048 100 100
E 1683.660624132 105.0 0.0 81.62887481028967 599.6 100
H 1683.664493046 63.0 0.0 163.24310506019563 100 100
E 1683.709626456 109.0 0.0 81.62878152480044 579.6133333333333 100
H 1683.713393156 69.0 0.0 122.69911049285658 100 100
E 1683.758742180 112.0 0.0 61.08023573077324 549.6333333333333 100
H 1683.762993322 74.0 0.0 100.8061142373609 100 100
E 1683.817431202 116.0 0.0 68.15584693143624 459.6933333333334 100
H 1683.821198308 79.0 0.0 85.9032935769982 100 100
E 1683.866433540 119.0 0.0 61.22156865273813 349.7666666666667 100
H 1683.870200604 81.0 0.0 40.8144140837592 59.96000000000001 59.96000000000001
E 1683.915435864 120.0 0.0 20.40719538110542 289.8066666666667 100
H 1683.919304764 83.0 0.0 40.72974672627358 9.993333333333334 9.993333333333334
E 1683.964552792 121.0 0.0 20.35957949166791 229.8466666666667 100
H 1683.968935996 84.0 0.0 20.148603202056723 0 0
E 1684.043240876 121.0 0.0 0.0 159.89333333333335 100
H 1684.047042436 84.0 0.0 0.0 0 0
E 1684.092242892 121.0 0.0 0.0 109.92666666666668 100
H 1684.095918676 84.0 0.0 0.0 0 0
E 1684.141245188 121.0 0.0 0.0 69.95333333333333 69.95333333333333
H 1684.145013148 84.0 0.0 0.0 0 0
E 1684.190362200 121.0 0.0 0.0 19.986666666666668 19.986666666666668
