"device type" time pose "pose - last_pose" vel "comanded vel" "Nocap C_vel"
H 1478.037780862 3.0 0.0 -86.92779021470362 -100 -100
E 1478.093046968 32.0 0.0 -68.16773379851122 -169.88666666666668 -100
H 1478.096463262 2.0 0.0 -17.040884490082398 -100 -100
E 1478.141963038 29.0 0.0 -61.329538533898955 -219.85333333333335 -100
H 1478.145559078 2.0 0.0 0.0 -100 -100
E 1478.190963906 25.0 0.0 -81.63120702287722 -249.83333333333334 -100
H 1478.194557720 2.0 0.0 0.0 -100 -100
E 1478.240087568 21.0 0.0 -81.42715418885935 -239.84000000000003 -100
H 1478.243870956 2.0 0.0 0.0 -100 -100
E 1478.298772460 16.0 0.0 -85.20080432289504 -169.88666666666668 -100
H 1478.302368752 2.0 0.0 0.0 -100 -100
E 1478.347774840 14.0 0.0 -40.81434411957284 -119.92000000000002 -100
H 1478.351371230 2.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1478.396778326 12.0 0.0 -40.813422947138264 -59.96000000000001 -59.96000000000001
H 1478.400375472 2.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1478.445900336 10.0 0.0 -40.714946314273796 0 0
H 1478.449722056 3.0 0.0 20.26482724722066 0 0
E 1478.504583968 10.0 0.0 0.0 0 0
H 1478.508496324 3.0 0.0 0.0 0 0
E 1478.553713748 11.0 0.0 20.3542535707832 0 0
H 1478.557543392 4.0 0.0 20.388578579185715 0 0
E 1478.602589750 11.0 0.0 0.0 0 0
H 1478.606641196 4.0 0.0 0.0 0 0
E 1478.651708512 11.0 0.0 0.0 0 0
H 1478.655629548 4.0 0.0 0.0 0 0
E 1478.710395980 12.0 0.0 17.039412911794383 0 0
H 1478.714373100 4.0 0.0 0.0 19.986666666666668 19.986666666666668
E 1478.759399060 12.0 0.0 0.0 0 0
H 1478.763373898 7.0 0.0 61.22349272766842 99.93333333333334 99.93333333333334
E 1478.808401272 13.0 0.0 20.40724202409272 0 0
H 1478.812378084 12.0 0.0 102.03209986990015 100 100
E 1478.867876870 13.0 0.0 0.0 0 0
H 1478.871555986 19.0 0.0 118.28739721146098 100 100
E 1478.926005514 13.0 0.0 0.0 0 0
H 1478.929933242 27.0 0.0 137.03967175141491 100 100
E 1479.004810540 13.0 0.0 0.0 9.993333333333334 9.993333333333334
H 1479.008328404 35.0 0.0 102.047113570763 100 100
E 1479.053916282 15.0 0.0 40.72843456886426 29.980000000000004 29.980000000000004
H 1479.057422498 42.0 0.0 142.5833421018865 100 100
E 1479.103038348 17.0 0.0 40.71489989864876 69.95333333333333 69.95333333333333
H 1479.106725696 50.0 0.0 162.2612796842562 100 100
E 1479.161722428 20.0 0.0 51.1211899375848 189.87333333333333 100
H 1479.165504710 58.0 0.0 136.10299757656426 100 100
E 1479.210725550 23.0 0.0 61.220589169894666 289.8066666666667 100
H 1479.214505088 64.0 0.0 122.44803499309442 29.980000000000004 29.980000000000004
E 1479.259909748 28.0 0.0 101.6586668752442 369.7533333333334 100
H 1479.263592490 67.0 0.0 61.11547724586667 0 0
E 1479.308747376 33.0 0.0 102.3800746424434 419.72 100
H 1479.312669252 68.0 0.0 20.37624242613575 0 0
E 1479.367432128 39.0 0.0 102.24120909620241 469.6866666666667 100
H 1479.371409038 70.0 0.0 34.048472699616035 79.94666666666667 79.94666666666667
E 1479.416434620 46.0 0.0 142.84987792049543 579.6133333333333 100
H 1479.420408590 73.0 0.0 61.225049567589615 100 100
E 1479.465439142 51.0 0.0 102.03140028607412 669.5533333333334 100
H 1479.469509250 78.0 0.0 101.83162507383345 100 100
E 1479.514656338 57.0 0.0 121.9086109660407 659.5600000000001 100
H 1479.518421848 82.0 0.0 81.77852258056991 100 100
E 1479.573244812 64.0 0.0 119.47742485986808 659.5600000000001 100
H 1479.577308872 88.0 0.0 101.8900190980675 100 100
E 1479.622347880 70.0 0.0 122.19195753709911 659.5600000000001 100
H 1479.626118388 93.0 0.0 102.43904078071704 100 100
E 1479.671249278 75.0 0.0 102.24656562988626 659.5600000000001 100
H 1479.675204082 97.0 0.0 81.49013845045438 100 100
E 1479.720371176 81.0 0.0 122.14511743808943 659.5600000000001 100
H 1479.724322158 97.0 0.0 0.0 100 100
E 1479.779055214 87.0 0.0 102.24245305016625 659.5600000000001 100
H 1479.783022212 97.0 0.0 0.0 100 100
E 1479.828058392 92.0 0.0 102.0341986798871 649.5666666666667 100
H 1479.832014498 97.0 0.0 0.0 100 100
E 1479.877061542 97.0 0.0 102.0342569812524 639.5733333333334 100
H 1479.881114192 96.0 0.0 -20.366725707086477 100 100
E 1479.926182264 101.0 0.0 81.43202781099545 639.5733333333334 100
H 1479.930125532 96.0 0.0 0.0 59.96000000000001 59.96000000000001
E 1480.005087978 106.0 0.0 63.36676707611486 639.5733333333334 100
H 1480.008767626 96.0 0.0 0.0 0 0
E 1480.053870488 110.0 0.0 81.99660083068171 639.5733333333334 100
H 1480.057861034 96.0 0.0 0.0 0 0
E 1480.102873708 114.0 0.0 81.62728898218187 639.5733333333334 100
H 1480.106817634 96.0 0.0 0.0 0 0
E 1480.151994052 118.0 0.0 81.43265446202759 629.58 100
H 1480.155936578 96.0 0.0 0.0 0 0
E 1480.210679056 121.0 0.0 51.120385030625016 629.58 100
H 1480.214730866 96.0 0.0 0.0 0 0
E 1480.269482976 125.0 0.0 68.02267603908423 629.58 100
H 1480.273436226 95.0 0.0 -17.034219703284403 0 0
E 1480.328285580 127.0 0.0 34.012099192073755 639.5733333333334 100
H 1480.332241532 94.0 0.0 -17.00526819812346 -49.96666666666667 -49.96666666666667
E 1480.377504456 126.0 0.0 -20.317408304919496 639.5733333333334 100
H 1480.381359944 91.0 0.0 -61.076893120934216 -99.93333333333334 -99.93333333333334
E 1480.436190104 126.0 0.0 0.0 649.5666666666667 100
H 1480.440048896 87.0 0.0 -68.15592822307045 -100 -100
E 1480.485095198 126.0 0.0 0.0 659.5600000000001 100
H 1480.489051850 83.0 0.0 -81.62773207527633 -100 -100
E 1480.534194668 126.0 0.0 0.0 579.6133333333333 100
H 1480.538161162 78.0 0.0 -101.81368454080985 -100 -100
E 1480.583219252 126.0 0.0 0.0 499.6666666666667 100
H 1480.586986778 73.0 0.0 -102.40526202489836 -100 -100
E 1480.641903430 126.0 0.0 0.0 499.6666666666667 100
H 1480.645870274 67.0 0.0 -101.89612383085091 -100 -100
E 1480.691003292 126.0 0.0 0.0 509.66 100
H 1480.694870456 61.0 0.0 -122.44852478278098 -100 -100
E 1480.739909226 126.0 0.0 0.0 479.68000000000006 100
H 1480.743977486 55.0 0.0 -122.18209897859809 -100 -100
E 1480.789029570 126.0 0.0 0.0 369.7533333333334 100
H 1480.792883014 49.0 0.0 -122.68551726918808 -100 -100
E 1480.847817740 126.0 0.0 0.0 269.82 100
H 1480.851764928 42.0 0.0 -118.88200509234959 -100 -100
E 1480.896718172 126.0 0.0 0.0 219.85333333333335 100
H 1480.900769744 37.0 0.0 -102.03078815768166 -100 -100
E 1480.955523016 126.0 0.0 0.0 229.8466666666667 100
H 1480.959470204 31.0 0.0 -102.21384977229559 -100 -100
E 1481.025402034 126.0 0.0 0.0 249.83333333333334 100
H 1481.029167670 26.0 0.0 -71.73861959321664 -100 -100
E 1481.083327482 126.0 0.0 0.0 129.91333333333336 100
H 1481.087499496 20.0 0.0 -102.85980075464518 -100 -100
E 1481.132330618 126.0 0.0 0.0 59.96000000000001 59.96000000000001
H 1481.136287060 15.0 0.0 -102.48513330133657 -100 -100
E 1481.181438670 125.0 0.0 -20.36325936933265 19.986666666666668 19.986666666666668
H 1481.185296916 10.0 0.0 -102.02029567301355 -100 -100
E 1481.230555374 125.0 0.0 0.0 0 0
H 1481.234410288 6.0 0.0 -81.4442144188925 -100 -100
E 1481.289138318 124.0 0.0 -17.06981472289198 49.96666666666667 49.96666666666667
H 1481.293087578 3.0 0.0 -51.12710556323622 -100 -100
E 1481.338247126 123.0 0.0 -20.362945889450764 69.95333333333333 69.95333333333333
H 1481.342106828 3.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1481.387145234 123.0 0.0 0.0 49.96666666666667 49.96666666666667
H 1481.391099128 3.0 0.0 0.0 -59.96000000000001 -59.96000000000001
E 1481.446066124 123.0 0.0 0.0 9.993333333333334 9.993333333333334
H 1481.449920632 3.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1481.504878584 123.0 0.0 0.0 0 0
H 1481.508736452 4.0 0.0 17.00222831202423 0 0
E 1481.553890008 122.0 0.0 -20.403406356799522 0 0
H 1481.557877684 4.0 0.0 0.0 0 0
E 1481.602756434 120.0 0.0 -40.92789597512053 0 0
H 1481.606847878 4.0 0.0 0.0 0 0
E 1481.652025038 120.0 0.0 0.0 0 0
H 1481.655879028 5.0 0.0 20.39519774673069 0 0
E 1481.710563630 119.0 0.0 -17.08274773671043 0 0
H 1481.714519372 5.0 0.0 0.0 0 0
E 1481.769367648 118.0 0.0 -17.005640668962695 0 0
H 1481.773324146 5.0 0.0 0.0 39.973333333333336 39.973333333333336
E 1481.828317294 118.0 0.0 0.0 0 0
H 1481.832177108 9.0 0.0 67.96599294362876 89.94000000000001 89.94000000000001
E 1481.887195484 118.0 0.0 0.0 0 0
H 1481.891198392 14.0 0.0 84.71520206170894 100 100
E 1481.945776482 118.0 0.0 0.0 0 0
H 1481.949845890 21.0 0.0 119.35718042049656 100 100
E 1482.024580710 118.0 0.0 0.0 0 0
H 1482.028554862 29.0 0.0 101.64025519230789 100 100
E 1482.073583538 118.0 0.0 0.0 0 0
H 1482.077557130 36.0 0.0 142.85053091800694 100 100
E 1482.132500102 118.0 0.0 0.0 0 0
H 1482.136266340 47.0 0.0 187.36412906948212 100 100
E 1482.191334822 118.0 0.0 0.0 0 0
H 1482.195106422 57.0 0.0 169.95217647736615 100 100
E 1482.249993688 118.0 0.0 0.0 0 0
H 1482.254006396 67.0 0.0 169.7793618719239 100 100
E 1482.298995550 118.0 0.0 0.0 0 0
H 1482.303107560 75.0 0.0 162.92892771366465 100 100
E 1482.348215994 118.0 0.0 0.0 0 0
H 1482.351984136 82.0 0.0 143.21788825763954 100 100
E 1482.406802886 117.0 0.0 -17.06866443777397 -29.980000000000004 -29.980000000000004
H 1482.410674894 89.0 0.0 119.26920419052387 100 100
E 1482.455904134 114.0 0.0 -61.09824336826657 -69.95333333333333 -69.95333333333333
H 1482.459675230 96.0 0.0 142.85616327250304 100 100
E 1482.504808066 110.0 0.0 -81.79301410807068 -59.96000000000001 -59.96000000000001
H 1482.508774616 96.0 0.0 0.0 100 100
E 1482.553924980 106.0 0.0 -81.43834117913148 -19.986666666666668 -19.986666666666668
H 1482.557701858 96.0 0.0 0.0 100 100
E 1482.612613022 102.0 0.0 -68.15698502932146 0 0
H 1482.616487802 96.0 0.0 0.0 100 100
E 1482.661614744 99.0 0.0 -61.2223382680841 0 0
H 1482.665211316 96.0 0.0 0.0 89.94000000000001 89.94000000000001
E 1482.710617362 98.0 0.0 -20.407072944538594 0 0
H 1482.714212506 96.0 0.0 0.0 59.96000000000001 59.96000000000001
E 1482.759735592 96.0 0.0 -40.718079621374 -19.986666666666668 -19.986666666666668
H 1482.763516740 96.0 0.0 0.0 0 0
E 1482.818422388 92.0 0.0 -68.15843209424689 -19.986666666666668 -19.986666666666668
H 1482.822017588 96.0 0.0 0.0 0 0
E 1482.877225006 88.0 0.0 -68.02418218880216 -9.993333333333334 -9.993333333333334
H 1482.880818512 96.0 0.0 0.0 0 0
E 1482.926226588 85.0 0.0 -61.222513183257995 -19.986666666666668 -19.986666666666668
H 1482.929734078 95.0 0.0 -20.44339014701159 0 0
E 1482.975442664 82.0 0.0 -60.95569260744002 -9.993333333333334 -9.993333333333334
H 1482.979138048 95.0 0.0 0.0 0 0
E 1483.054129376 79.0 0.0 -38.12587822958797 -9.993333333333334 -9.993333333333334
H 1483.057547700 94.0 0.0 -12.753531924888385 -59.96000000000001 -59.96000000000001
E 1483.103132204 76.0 0.0 -61.22095647203956 0 0
H 1483.106959762 91.0 0.0 -60.713920418740074 -100 -100
E 1483.152135508 74.0 0.0 -40.81357452973239 0 0
H 1483.155984808 85.0 0.0 -122.38642264609736 -100 -100
E 1483.201803658 74.0 0.0 0.0 0 0
H 1483.205451386 80.0 0.0 -101.07834829414593 -100 -100
E 1483.259841624 73.0 0.0 -17.230100724058815 0 0
H 1483.263349408 74.0 0.0 -103.63048326587352 -100 -100
E 1483.308843038 73.0 0.0 0.0 0 0
H 1483.312349254 69.0 0.0 -102.0411370272154 -100 -100
E 1483.357943768 70.0 0.0 -61.09888793918575 -29.980000000000004 -29.980000000000004
H 1483.361451468 65.0 0.0 -81.46272182356931 -100 -100
E 1483.407061368 67.0 0.0 -61.07790282907243 -49.96666666666667 -49.96666666666667
H 1483.410754652 60.0 0.0 -101.41332859987212 -100 -100
E 1483.465748668 63.0 0.0 -68.15784675733529 -29.980000000000004 -29.980000000000004
H 1483.469256522 54.0 0.0 -102.56082412390808 -100 -100
E 1483.514751188 60.0 0.0 -61.221341269882274 -29.980000000000004 -29.980000000000004
H 1483.518259322 49.0 0.0 -102.03498575607085 -100 -100
E 1483.563752770 58.0 0.0 -40.81500878883866 -29.980000000000004 -29.980000000000004
H 1483.567259812 42.0 0.0 -142.85571429992459 -100 -100
E 1483.612872386 54.0 0.0 -81.43386137242035 -29.980000000000004 -29.980000000000004
H 1483.616567672 36.0 0.0 -121.68445355365502 -100 -100
E 1483.671557908 51.0 0.0 -51.11993380570465 -39.973333333333336 -39.973333333333336
H 1483.675065230 29.0 0.0 -119.6631148260942 -100 -100
E 1483.720560204 48.0 0.0 -61.221621125638805 -49.96666666666667 -49.96666666666667
H 1483.724063872 23.0 0.0 -122.45237327185843 -100 -100
E 1483.769562640 45.0 0.0 -61.22144621556216 -59.96000000000001 -59.96000000000001
H 1483.773069766 17.0 0.0 -122.43425250045374 -100 -100
E 1483.818681290 42.0 0.0 -61.07659717836259 -99.93333333333334 -99.93333333333334
H 1483.822376254 11.0 0.0 -121.6878395396016 -100 -100
E 1483.877364964 38.0 0.0 -68.16205815619519 -139.90666666666667 -100
H 1483.880872720 5.0 0.0 -102.57029886184344 -100 -100
E 1483.926369766 35.0 0.0 -61.218490383702346 -119.92000000000002 -100
H 1483.929877606 3.0 0.0 -40.81225696562667 -100 -100
E 1483.975370718 32.0 0.0 -61.223300314761524 -119.92000000000002 -100
H 1483.978877690 3.0 0.0 0.0 -100 -100
E 1484.044490488 29.0 0.0 -43.40292220298381 -99.93333333333334 -99.93333333333334
H 1484.047904276 3.0 0.0 0.0 -100 -100
E 1484.103175940 26.0 0.0 -51.11999478170287 -109.92666666666668 -100
H 1484.106682408 3.0 0.0 0.0 -100 -100
E 1484.152179314 23.0 0.0 -61.22027434274914 -119.92000000000002 -100
H 1484.155682282 3.0 0.0 0.0 -100 -100
E 1484.201182254 20.0 0.0 -61.22081654687972 -129.91333333333336 -100
H 1484.204689744 3.0 0.0 0.0 -100 -100
E 1484.250300470 18.0 0.0 -40.71809122717712 -169.88666666666668 -100
H 1484.253982456 3.0 0.0 0.0 -100 -100
E 1484.308887768 15.0 0.0 -51.205638464483485 -239.84000000000003 -100
H 1484.312771130 3.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1484.357890274 11.0 0.0 -81.62847834748608 -309.79333333333335 -100
H 1484.361774798 3.0 0.0 0.0 -29.980000000000004 -29.980000000000004
E 1484.406892276 7.0 0.0 -81.62931792060088 -349.7666666666667 -100
H 1484.410497220 3.0 0.0 0.0 0 0
E 1484.456012242 4.0 0.0 -61.07496084174563 -339.77333333333337 -100
H 1484.459825100 3.0 0.0 0.0 0 0
E 1484.514697722 4.0 0.0 0.0 -309.79333333333335 -100
H 1484.518323050 4.0 0.0 17.094616136136707 0 0
E 1484.563699808 4.0 0.0 0.0 -299.8 -100
H 1484.567324030 4.0 0.0 0.0 0 0
E 1484.612701810 4.0 0.0 0.0 -249.83333333333334 -100
H 1484.616326354 4.0 0.0 0.0 0 0
E 1484.661819998 4.0 0.0 0.0 -209.86 -100
H 1484.665353346 4.0 0.0 0.0 0 0
E 1484.720507256 4.0 0.0 0.0 -149.9 -100
H 1484.724043250 4.0 0.0 0.0 0 0
E 1484.769651302 4.0 0.0 0.0 -79.94666666666667 -79.94666666666667
H 1484.773158554 5.0 0.0 20.36025268213869 0 0
E 1484.818656846 4.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 1484.822164434 5.0 0.0 0.0 0 0
E 1484.867776210 4.0 0.0 0.0 0 0
H 1484.871465014 5.0 0.0 0.0 0 0
E 1484.926462516 5.0 0.0 17.039750295467844 0 0
H 1484.930251294 5.0 0.0 0.0 0 0
E 1484.975464182 5.0 0.0 0.0 0 0
H 1484.979252288 5.0 0.0 0.0 0 0
E 1485.044466352 5.0 0.0 0.0 0 0
H 1485.047972820 5.0 0.0 0.0 0 0
E 1485.093585072 5.0 0.0 0.0 0 0
H 1485.097278482 5.0 0.0 0.0 0 0
E 1485.152271098 6.0 0.0 17.039831594653425 49.96666666666667 49.96666666666667
H 1485.156058322 5.0 0.0 0.0 0 0
E 1485.201273002 8.0 0.0 40.81474058634091 109.92666666666668 100
H 1485.205059946 5.0 0.0 0.0 0 0
E 1485.250275494 11.0 0.0 61.221376251640905 169.88666666666668 100
H 1485.254056670 5.0 0.0 0.0 0 0
E 1485.299948782 15.0 0.0 80.5261773693841 199.86666666666667 100
H 1485.303628192 5.0 0.0 0.0 0 0
E 1485.357934934 20.0 0.0 86.22748410687686 229.8466666666667 100
H 1485.362058872 5.0 0.0 0.0 0 0
E 1485.416738252 24.0 0.0 68.02337242268705 259.8266666666667 100
H 1485.420865214 5.0 0.0 0.0 0 0
E 1485.465738154 28.0 0.0 81.6328163266821 289.8066666666667 100
H 1485.469862218 5.0 0.0 0.0 0 0
E 1485.514859912 32.0 0.0 81.43031037292295 319.7866666666667 100
H 1485.518789740 5.0 0.0 0.0 0 0
E 1485.573545266 37.0 0.0 85.20013358004644 339.77333333333337 100
H 1485.577140578 5.0 0.0 0.0 9.993333333333334 9.993333333333334
E 1485.622547268 42.0 0.0 102.03664740075111 379.74666666666667 100
H 1485.626140508 9.0 0.0 81.63276967940637 49.96666666666667 49.96666666666667
E 1485.671549998 47.0 0.0 102.03513151209442 419.72 100
H 1485.675145660 13.0 0.0 81.62407087309566 89.94000000000001 89.94000000000001
E 1485.720667248 52.0 0.0 101.79723009761548 439.7066666666667 100
H 1485.724652054 17.0 0.0 80.79764403767187 100 100
E 1485.779352084 58.0 0.0 102.24106275066728 409.7266666666667 100
H 1485.782947480 24.0 0.0 120.07803150781784 100 100
E 1485.828356774 62.0 0.0 81.62484039801753 389.74 100
H 1485.831952156 30.0 0.0 122.43729557596096 100 100
E 1485.877358146 66.0 0.0 81.63036741090261 369.7533333333334 100
H 1485.880953906 36.0 0.0 122.444606569884 100 100
E 1485.926475900 70.0 0.0 81.43694844025937 309.79333333333335 100
H 1485.930361026 44.0 0.0 161.91998238362504 100 100
E 1486.005164124 73.0 0.0 38.12514563807507 219.85333333333335 100
H 1486.008581440 52.0 0.0 102.27509151249944 100 100
E 1486.054266072 75.0 0.0 40.73158156573015 169.88666666666668 100
H 1486.057771784 58.0 0.0 121.97515837672738 100 100
E 1486.103269768 76.0 0.0 20.4066240228085 119.92000000000002 100
H 1486.107054122 63.0 0.0 101.45622555485907 100 100
E 1486.152386668 76.0 0.0 0.0 79.94666666666667 79.94666666666667
H 1486.156175376 65.0 0.0 40.715572937077646 89.94000000000001 89.94000000000001
E 1486.210970718 76.0 0.0 0.0 49.96666666666667 49.96666666666667
H 1486.214666144 68.0 0.0 51.29014548077496 29.980000000000004 29.980000000000004
E 1486.259975128 76.0 0.0 0.0 39.973333333333336 39.973333333333336
H 1486.263865000 69.0 0.0 20.325675865318892 0 0
E 1486.308976962 76.0 0.0 0.0 59.96000000000001 59.96000000000001
H 1486.312582886 69.0 0.0 0.0 0 0
E 1486.358097586 76.0 0.0 0.0 59.96000000000001 59.96000000000001
H 1486.361986240 69.0 0.0 0.0 0 0
E 1486.416782548 76.0 0.0 0.0 59.96000000000001 59.96000000000001
H 1486.420377902 69.0 0.0 0.0 0 0
E 1486.465784116 76.0 0.0 0.0 69.95333333333333 69.95333333333333
H 1486.469378784 69.0 0.0 0.0 0 0
E 1486.524587644 76.0 0.0 0.0 89.94000000000001 89.94000000000001
H 1486.528092642 69.0 0.0 0.0 0 0
E 1486.573704782 77.0 0.0 20.359492444303715 99.93333333333334 99.93333333333334
H 1486.577208114 69.0 0.0 0.0 0 0
E 1486.632392488 78.0 0.0 17.039343810780224 129.91333333333336 100
H 1486.635899460 69.0 0.0 0.0 0 0
E 1486.681536310 78.0 0.0 0.0 149.9 100
H 1486.685041910 71.0 0.0 40.698011596823605 0 0
E 1486.730539418 80.0 0.0 40.8137377734648 179.88000000000002 100
H 1486.734326572 72.0 0.0 20.29028828482549 0 0
E 1486.789457284 82.0 0.0 33.945560757410085 259.8266666666667 100
H 1486.793146018 71.0 0.0 -17.00118018795061 0 0
E 1486.848204798 85.0 0.0 51.0659906391427 289.8066666666667 100
H 1486.851996572 71.0 0.0 0.0 29.980000000000004 29.980000000000004
E 1486.897206520 87.0 0.0 40.81489217872274 319.7866666666667 100
H 1486.900997776 74.0 0.0 61.222985459731305 100 100
E 1486.946209600 90.0 0.0 61.22064164140039 339.77333333333337 100
H 1486.949997902 78.0 0.0 81.6324431492113 100 100
E 1487.015330714 93.0 0.0 43.40207827094882 349.7666666666667 100
H 1487.018929554 83.0 0.0 72.53561832529238 100 100
E 1487.073913728 97.0 0.0 68.27917730546727 329.78000000000003 100
H 1487.077707672 89.0 0.0 102.0788042240564 100 100
E 1487.122915562 99.0 0.0 40.81479889107187 309.79333333333335 100
H 1487.126808234 93.0 0.0 81.46546265613829 100 100
E 1487.171937122 101.0 0.0 40.79837524548064 299.8 100
H 1487.175817082 96.0 0.0 61.21343639815402 100 100
E 1487.230824580 104.0 0.0 50.944634084839116 309.79333333333335 100
H 1487.234709804 97.0 0.0 16.980026835947555 100 100
E 1487.289542806 106.0 0.0 34.060974525971766 289.8066666666667 100
H 1487.293328630 96.0 0.0 -17.059365876778426 69.95333333333333 69.95333333333333
E 1487.348345480 108.0 0.0 34.01205870335439 239.84000000000003 100
H 1487.352132172 96.0 0.0 0.0 0 0
E 1487.407150590 108.0 0.0 0.0 179.88000000000002 100
H 1487.410937912 96.0 0.0 0.0 0 0
E 1487.456825670 108.0 0.0 0.0 119.92000000000002 100
H 1487.460505080 96.0 0.0 0.0 0 0
E 1487.514932712 108.0 0.0 0.0 39.973333333333336 39.973333333333336
H 1487.518925890 96.0 0.0 0.0 0 0
E 1487.563834166 108.0 0.0 0.0 0 0
H 1487.568024212 95.0 0.0 -20.367294833431263 -39.973333333333336 -39.973333333333336
E 1487.612836028 106.0 0.0 -40.814775569273124 0 0
H 1487.616799288 92.0 0.0 -61.50682368992843 -100 -100
E 1487.671757674 104.0 0.0 -33.94338304803119 0 0
H 1487.675620092 87.0 0.0 -85.00393840264894 -100 -100
E 1487.730441656 104.0 0.0 0.0 0 0
H 1487.734451704 82.0 0.0 -84.98832226431274 -100 -100
E 1487.789241880 103.0 0.0 -17.0067379335373 0 0
H 1487.793205560 77.0 0.0 -85.10079746959377 -100 -100
E 1487.848044834 103.0 0.0 0.0 0 0
H 1487.852008416 72.0 0.0 -85.02988358244342 -100 -100
E 1487.906967012 103.0 0.0 0.0 0 0
H 1487.910831138 66.0 0.0 -102.00140007111507 -100 -100
E 1487.965653178 103.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 1487.969618202 60.0 0.0 -102.06327024608245 -100 -100
E 1488.034654522 100.0 0.0 -43.477414005108436 -39.973333333333336 -39.973333333333336
H 1488.038337278 55.0 0.0 -72.7600004400743 -100 -100
E 1488.083657336 96.0 0.0 -81.62796528378138 -39.973333333333336 -39.973333333333336
H 1488.087249456 48.0 0.0 -143.11364339531977 -100 -100
E 1488.132777176 93.0 0.0 -61.075117508522325 -29.980000000000004 -29.980000000000004
H 1488.136650010 42.0 0.0 -121.45612779987074 -100 -100
E 1488.191461522 88.0 0.0 -85.20159703227459 -9.993333333333334 -9.993333333333334
H 1488.195144600 35.0 0.0 -119.66918650081799 -100 -100
E 1488.250264406 84.0 0.0 -68.02387447528633 -29.980000000000004 -29.980000000000004
H 1488.253947274 28.0 0.0 -119.04220546174037 -100 -100
E 1488.309068480 80.0 0.0 -68.02249789710504 -49.96666666666667 -49.96666666666667
H 1488.312662532 23.0 0.0 -85.15674068893237 -100 -100
E 1488.358187410 76.0 0.0 -81.43499868571514 -89.94000000000001 -89.94000000000001
H 1488.361779390 20.0 0.0 -61.07882552267565 -79.94666666666667 -79.94666666666667
E 1488.416871630 71.0 0.0 -85.2017799673793 -119.92000000000002 -100
H 1488.420466802 17.0 0.0 -51.11828751289551 -39.973333333333336 -39.973333333333336
E 1488.466068470 67.0 0.0 -81.306035103196 -99.93333333333334 -99.93333333333334
H 1488.469848778 15.0 0.0 -40.50060694213693 0 0
E 1488.515103442 63.0 0.0 -81.57443222347732 -59.96000000000001 -59.96000000000001
H 1488.518896574 15.0 0.0 0.0 0 0
E 1488.564255034 59.0 0.0 -81.38088385817562 0 0
H 1488.567930020 15.0 0.0 0.0 0 0
E 1488.622681850 58.0 0.0 -17.115428641581016 0 0
H 1488.626736194 15.0 0.0 0.0 0 0
E 1488.671683950 59.0 0.0 20.40728866719854 0 0
H 1488.675789282 15.0 0.0 0.0 0 0
E 1488.720686666 59.0 0.0 0.0 69.95333333333333 69.95333333333333
H 1488.724796604 15.0 0.0 0.0 0 0
E 1488.769806170 60.0 0.0 20.35851176341342 159.89333333333335 100
H 1488.773709734 15.0 0.0 0.0 0 0
E 1488.828491370 63.0 0.0 51.120214296025566 239.84000000000003 100
H 1488.832466166 15.0 0.0 0.0 -29.980000000000004 -29.980000000000004
E 1488.877490726 66.0 0.0 61.22529447125772 349.7666666666667 100
H 1488.881461868 14.0 0.0 -20.409953509723096 -79.94666666666667 -79.94666666666667
E 1488.926496088 70.0 0.0 81.62372109383679 479.68000000000006 100
H 1488.930467790 13.0 0.0 -20.40569709110832 -69.95333333333333 -69.95333333333333
E 1488.975613730 75.0 0.0 101.7964176699349 579.6133333333333 100
H 1488.979487236 11.0 0.0 -40.800134705639756 -19.986666666666668 -19.986666666666668
E 1489.054297866 82.0 0.0 88.96329496457406 619.5866666666667 100
H 1489.058295832 11.0 0.0 0.0 0 0
E 1489.113102836 88.0 0.0 102.03219217698349 629.58 100
H 1489.117096826 11.0 0.0 0.0 0 0
E 1489.162202404 93.0 0.0 101.83388986238393 639.5733333333334 100
H 1489.166098968 11.0 0.0 0.0 0 0
E 1489.211223796 98.0 0.0 101.99628766154635 649.5666666666667 100
H 1489.215311446 12.0 0.0 20.320049723944656 0 0
E 1489.269910284 103.0 0.0 85.19848725667 659.5600000000001 100
H 1489.273865872 12.0 0.0 0.0 0 0
E 1489.328520962 108.0 0.0 85.30868726663078 669.5533333333334 100
H 1489.332677982 12.0 0.0 0.0 0 0
E 1489.377523272 111.0 0.0 61.22160363475661 679.5466666666667 100
H 1489.381681958 13.0 0.0 20.4065074229918 9.993333333333334 9.993333333333334
E 1489.436635262 115.0 0.0 67.66816681351254 689.5400000000001 100
H 1489.440597626 16.0 0.0 50.920240775293244 100 100
E 1489.495128550 118.0 0.0 51.287935805637765 659.5600000000001 100
H 1489.498999424 23.0 0.0 119.85932350923066 100 100
E 1489.544130664 121.0 0.0 61.22184851028943 579.6133333333333 100
H 1489.548004632 30.0 0.0 142.8419607975255 100 100
E 1489.602933352 123.0 0.0 34.01205060556948 459.6933333333334 100
H 1489.606804702 41.0 0.0 187.07460722350734 100 100
