E 643.834212582 2.0 0.0 0
H 643.838068322 10.0 0.0 0
E 643.883214738 2.0 0.0 0
H 643.887065508 10.0 0.0 0
E 643.932217104 2.0 0.0 0
H 643.936210366 10.0 0.0 0
E 644.011132058 2.0 0.0 0
H 644.014897974 10.0 0.0 0
E 644.069822382 2.0 0.0 0
H 644.073718330 10.0 0.0 0
E 644.118824538 2.0 0.0 0
H 644.122679592 10.0 0.0 0
E 644.167826736 2.0 0.0 0
H 644.171681552 10.0 0.0 0
E 644.216941466 2.0 0.0 0
H 644.220938732 10.0 0.0 0
E 644.275631692 2.0 0.0 0
H 644.279487670 10.0 0.0 0
E 644.324633932 2.0 0.0 0
H 644.328619606 10.0 0.0 0
E 644.373636312 2.0 0.0 0
H 644.377486452 10.0 0.0 0
E 644.422750944 2.0 0.0 0
H 644.426605606 10.0 0.0 0
E 644.481441240 2.0 0.0 0
H 644.485435272 10.0 0.0 0
E 644.540243844 2.0 0.0 0
H 644.544097708 10.0 0.0 0
E 644.589246000 2.0 0.0 0
H 644.593234670 10.0 0.0 0
E 644.638360646 2.0 0.0 0
H 644.642214426 10.0 0.0 0
E 644.697050970 2.0 0.0 0
H 644.700905366 10.0 0.0 0
E 644.746053280 2.0 0.0 0
H 644.750045618 10.0 0.0 0
E 644.804856066 2.0 0.0 0
H 644.808709062 10.0 0.0 0
E 644.853970544 2.0 0.0 0
H 644.857960474 10.0 0.0 0
E 644.912660910 2.0 0.0 0
H 644.916510028 10.0 0.0 0
E 644.961663122 2.0 0.0 0
H 644.965518414 10.0 0.0 0
E 645.030665376 2.0 0.0 0
H 645.034573280 10.0 0.0 0
E 645.080529106 2.0 0.0 0
H 645.084293132 10.0 0.0 0
E 645.138470290 2.0 0.0 0
H 645.142460570 10.0 0.0 0
E 645.187472530 2.0 0.0 0
H 645.191327220 10.0 0.0 0
E 645.236474742 2.0 0.0 0
H 645.240325120 10.0 0.0 0
E 645.285589360 2.0 0.0 0
H 645.289587228 10.0 0.0 0
E 645.344279670 2.0 0.0 0
H 645.348130692 10.0 0.0 0
E 645.393281868 2.0 0.0 0
H 645.397272568 10.0 0.0 0
E 645.442284234 2.0 0.0 0
H 645.446139960 10.0 0.0 0
E 645.491398572 2.0 0.0 0
H 645.495254284 10.0 0.0 0
E 645.550089036 2.0 0.0 0
H 645.554084328 10.0 0.0 0
E 645.608891808 2.0 0.0 0
H 645.612745686 10.0 0.0 0
E 645.657894034 2.0 0.0 0
H 645.661879120 10.0 0.0 0
E 645.707008652 2.0 0.0 0
H 645.710856552 10.0 0.0 0
E 645.765698934 2.0 0.0 0
H 645.769550404 10.0 0.0 0
E 645.814701216 2.0 0.0 0
H 645.818696060 10.0 0.0 0
E 645.873503848 2.0 0.0 0
H 645.877358454 10.0 0.0 0
E 645.922618550 2.0 0.0 0
H 645.926607556 10.0 0.0 0
E 646.001308776 2.0 0.0 0
H 646.004985512 10.0 0.0 0
E 646.050310946 2.0 0.0 0
H 646.054075994 10.0 0.0 0
E 646.099313186 2.0 0.0 0
H 646.103217478 10.0 0.0 0
E 646.148427776 2.0 0.0 0
H 646.152278224 10.0 0.0 0
E 646.207118324 2.0 0.0 0
H 646.211103298 10.0 0.0 0
E 646.256120382 2.0 0.0 0
H 646.259972104 10.0 0.0 0
E 646.305122580 2.0 0.0 0
H 646.308977452 10.0 0.0 0
E 646.354237128 2.0 0.0 0
H 646.358236130 10.0 0.0 0
E 646.412927676 2.0 0.0 0
H 646.416781932 10.0 0.0 0
E 646.461929832 2.0 0.0 0
H 646.465919594 10.0 0.0 0
E 646.510931988 2.0 0.0 0
H 646.514786174 10.0 0.0 0
E 646.560046606 2.0 0.0 0
H 646.563895640 10.0 0.0 0
E 646.618737070 2.0 0.0 0
H 646.622734364 10.0 0.0 0
E 646.677539730 2.0 0.0 0
H 646.681390654 10.0 0.0 0
E 646.726541970 2.0 0.0 0
H 646.730532782 10.0 0.0 0
E 662.482247430 2.0 0.0 0
