device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 6180.496185984 107.0 46.0 88.0 10 10
H 6180.499952894 16.0 22.0 100.0 10 10
E 6180.545298586 100.0 41.0 84.0 10 10
H 6180.549066084 7.0 20.0 100.0 10 10
E 6180.603990758 92.0 36.0 85.0 10 10
H 6180.607762792 0.0 19.0 100.0 10 10
E 6180.653073092 84.0 32.0 85.0 10 10
H 6180.656848598 0.0 18.0 100.0 10 10
E 6180.701995322 76.0 29.0 79.0 10 10
H 6180.705765158 0.0 16.0 100.0 10 10
E 6180.751110766 68.0 27.0 73.0 10 10
H 6180.754789196 0.0 16.0 100.0 10 10
E 6180.809800166 60.0 29.0 65.0 10 10
H 6180.813659630 0.0 17.0 100.0 10 10
E 6180.858799508 54.0 30.0 63.0 10 10
H 6180.862659672 0.0 18.0 100.0 10 10
E 6180.907801944 49.0 30.0 61.0 10 10
H 6180.911660722 0.0 19.0 100.0 10 10
E 6180.956917472 44.0 28.0 59.0 10 10
H 6180.960780128 0.0 20.0 100.0 10 10
E 6181.035606788 38.0 26.0 59.0 10 10
H 6181.039392906 0.0 20.0 100.0 10 10
E 6181.084608944 34.0 25.0 63.0 10 10
H 6181.088391716 0.0 21.0 100.0 10 10
E 6181.133611590 29.0 24.0 66.0 10 10
H 6181.137386438 0.0 21.0 100.0 10 10
E 6181.182726754 24.0 21.0 69.0 10 10
H 6181.186502022 0.0 20.0 100.0 10 10
E 6181.241416140 17.0 19.0 68.0 10 10
H 6181.245191660 0.0 20.0 100.0 10 10
E 6181.290418590 13.0 18.0 70.0 10 10
H 6181.294193466 0.0 20.0 100.0 10 10
E 6181.349227550 7.0 17.0 70.0 10 10
H 6181.353014046 0.0 20.0 100.0 10 10
E 6181.408140012 3.0 19.0 63.0 10 10
H 6181.411824938 0.0 19.0 100.0 10 10
E 6181.466826584 3.0 22.0 61.0 10 10
H 6181.470612016 0.0 19.0 100.0 10 10
E 6181.515828768 3.0 25.0 57.0 10 10
H 6181.519613556 0.0 18.0 100.0 10 10
E 6181.564831064 3.0 32.0 50.0 10 10
H 6181.568615614 0.0 17.0 100.0 10 10
E 6181.613946480 4.0 39.0 44.0 10 10
H 6181.617672818 0.0 17.0 98.0 10 10
E 6181.672635894 4.0 46.0 39.0 10 10
H 6181.676139562 0.0 21.0 86.0 10 10
E 6181.721638148 5.0 53.0 35.0 10 10
H 6181.725141354 1.0 26.0 78.0 10 10
E 6181.770640416 8.0 67.0 33.0 10 10
H 6181.774142250 1.0 33.0 71.0 10 10
E 6181.819755720 12.0 85.0 31.0 10 10
H 6181.823443642 2.0 50.0 66.0 10 10
E 6181.878445316 20.0 98.0 30.0 10 10
H 6181.882230300 2.0 73.0 63.0 10 10
E 6181.927447892 26.0 100.0 29.0 10 10
H 6181.931312452 5.0 81.0 59.0 10 10
E 6181.976449824 33.0 100.0 27.0 10 10
H 6182.000311906 9.0 87.0 55.0 10 10
E 6182.045578442 40.0 100.0 26.0 10 10
H 6182.049257558 16.0 96.0 50.0 10 10
E 6182.104272630 47.0 100.0 26.0 10 10
H 6182.108136238 26.0 100.0 45.0 10 10
E 6182.153257020 54.0 100.0 26.0 10 10
H 6182.157125780 37.0 100.0 42.0 10 10
E 6182.202272182 60.0 100.0 26.0 10 10
H 6182.206232586 48.0 100.0 41.0 10 10
E 6182.251928082 66.0 100.0 26.0 10 10
H 6182.255695342 58.0 100.0 40.0 10 10
E 6182.310079714 73.0 100.0 25.0 10 10
H 6182.313932612 70.0 100.0 39.0 10 10
E 6182.359066400 79.0 100.0 26.0 10 10
H 6182.363017676 79.0 100.0 40.0 10 10
E 6182.408068556 85.0 100.0 26.0 10 10
H 6182.411922294 86.0 99.0 41.0 10 10
E 6182.467025818 92.0 100.0 27.0 10 10
H 6182.470880270 96.0 97.0 45.0 10 10
E 6182.525674058 98.0 100.0 27.0 10 10
H 6182.529714388 97.0 93.0 47.0 10 10
E 6182.574676144 103.0 100.0 27.0 10 10
H 6182.578620252 97.0 89.0 48.0 10 10
E 6182.633498670 109.0 100.0 28.0 10 10
H 6182.637441518 97.0 79.0 47.0 10 10
E 6182.692439678 114.0 100.0 28.0 10 10
H 6182.696383226 96.0 69.0 46.0 10 10
E 6182.751084152 119.0 100.0 28.0 10 10
H 6182.755026510 96.0 60.0 45.0 10 10
E 6182.800086532 123.0 100.0 27.0 10 10
H 6182.804123950 96.0 53.0 44.0 10 10
E 6182.849088800 126.0 100.0 27.0 10 10
H 6182.853152370 96.0 47.0 42.0 10 10
E 6182.898226714 128.0 100.0 27.0 10 10
H 6182.902170024 96.0 43.0 42.0 10 10
E 6182.956948958 128.0 100.0 28.0 10 10
H 6182.960892744 96.0 39.0 44.0 10 10
E 6183.025895814 128.0 100.0 28.0 10 10
H 6183.029878506 95.0 36.0 44.0 10 10
E 6183.074922218 128.0 100.0 28.0 10 10
H 6183.078776852 95.0 32.0 46.0 10 10
E 6183.124014002 128.0 100.0 25.0 10 10
H 6183.128052470 92.0 29.0 50.0 10 10
E 6183.182729288 128.0 100.0 22.0 10 10
H 6183.186673466 88.0 27.0 54.0 10 10
E 6183.231731444 128.0 93.0 21.0 10 10
H 6183.235597754 83.0 27.0 66.0 10 10
E 6183.280707504 128.0 86.0 19.0 10 10
H 6183.284765782 77.0 28.0 84.0 10 10
E 6183.329823270 128.0 78.0 21.0 10 10
H 6183.333591006 68.0 28.0 100.0 10 10
E 6183.388638950 128.0 69.0 26.0 10 10
H 6183.392406490 57.0 29.0 100.0 10 10
E 6183.437514686 128.0 62.0 30.0 10 10
H 6183.441474012 47.0 29.0 100.0 10 10
E 6183.486516828 127.0 56.0 37.0 10 10
H 6183.490382228 38.0 27.0 100.0 10 10
E 6183.535632776 127.0 50.0 44.0 10 10
H 6183.539528402 28.0 27.0 100.0 10 10
E 6183.594321882 124.0 45.0 48.0 10 10
H 6183.598183474 17.0 26.0 100.0 10 10
E 6183.643401836 123.0 42.0 48.0 10 10
H 6183.647169096 9.0 25.0 100.0 10 10
E 6183.692326390 121.0 40.0 50.0 10 10
H 6183.696191146 2.0 25.0 100.0 10 10
E 6183.751242604 118.0 36.0 61.0 10 10
H 6183.755009696 2.0 28.0 100.0 10 10
E 6183.809931710 112.0 32.0 66.0 10 10
H 6183.813892912 2.0 28.0 100.0 10 10
E 6183.858958940 106.0 32.0 63.0 10 10
H 6183.862824438 2.0 28.0 100.0 10 10
E 6183.908059866 101.0 31.0 60.0 10 10
H 6183.911826328 2.0 28.0 100.0 10 10
E 6183.957052096 95.0 30.0 62.0 10 10
H 6183.960818978 2.0 31.0 100.0 10 10
E 6184.035741216 88.0 30.0 65.0 10 10
H 6184.039614820 2.0 35.0 100.0 10 10
E 6184.084743288 83.0 31.0 64.0 10 10
H 6184.088614582 2.0 38.0 100.0 10 10
E 6184.133745584 77.0 34.0 63.0 10 10
H 6184.137711112 2.0 41.0 100.0 10 10
E 6184.182898674 72.0 36.0 64.0 10 10
H 6184.186577608 2.0 42.0 100.0 10 10
E 6184.241550582 66.0 37.0 65.0 10 10
H 6184.245424186 2.0 42.0 100.0 10 10
E 6184.290552752 62.0 37.0 62.0 10 10
H 6184.294423262 2.0 45.0 100.0 10 10
E 6184.339554936 57.0 33.0 59.0 10 10
H 6184.343430724 2.0 48.0 100.0 10 10
E 6184.389263378 53.0 30.0 58.0 10 10
H 6184.392943376 2.0 46.0 100.0 10 10
E 6184.447359920 47.0 27.0 59.0 10 10
H 6184.451225712 2.0 42.0 100.0 10 10
E 6184.496362160 42.0 25.0 61.0 10 10
H 6184.500228232 2.0 40.0 100.0 10 10
E 6184.545364526 38.0 23.0 59.0 10 10
H 6184.549326442 2.0 37.0 100.0 10 10
E 6184.594479802 33.0 22.0 54.0 10 10
H 6184.598246222 2.0 34.0 100.0 10 10
E 6184.653212336 28.0 24.0 51.0 10 10
H 6184.657074516 2.0 31.0 100.0 10 10
E 6184.702171596 24.0 25.0 51.0 10 10
E 6185.045699346 8.0 43.0 45.0 10 15
H 6185.049394072 3.0 46.0 90.0 10 15
E 6185.104389068 9.0 56.0 39.0 10 15
H 6185.107979494 4.0 63.0 82.0 10 15
E 6185.153391336 10.0 66.0 35.0 10 15
H 6185.157267152 4.0 77.0 76.0 10 15
E 6185.212194038 15.0 73.0 31.0 10 15
H 6185.216069504 6.0 92.0 67.0 10 15
E 6185.261309832 20.0 76.0 28.0 10 15
H 6185.265085100 11.0 100.0 60.0 10 15
E 6185.319999050 25.0 77.0 25.0 10 15
H 6185.323876168 21.0 100.0 53.0 10 15
E 6185.369001332 30.0 73.0 23.0 10 15
H 6185.372876014 30.0 100.0 47.0 10 15
E 6185.427803810 36.0 74.0 20.0 10 15
H 6185.431673004 41.0 90.0 41.0 10 15
E 6185.486720402 42.0 76.0 18.0 10 15
H 6185.490496860 53.0 86.0 35.0 10 15
E 6185.545461308 48.0 79.0 18.0 10 15
H 6185.549237822 63.0 85.0 33.0 10 15
E 6185.594411454 53.0 81.0 18.0 10 15
H 6185.598285030 72.0 83.0 31.0 10 15
E 6185.643413666 58.0 80.0 17.0 10 15
H 6185.647386390 79.0 85.0 30.0 10 15
E 6185.692529712 64.0 81.0 16.0 10 15
H 6185.696303902 86.0 87.0 27.0 10 15
E 6185.751218720 70.0 85.0 16.0 10 15
H 6185.755094620 96.0 81.0 25.0 10 15
E 6185.810021366 76.0 87.0 15.0 10 15
H 6185.813894368 97.0 76.0 23.0 10 15
E 6185.868823900 82.0 90.0 14.0 10 15
H 6185.872698358 96.0 72.0 22.0 10 15
E 6185.927740422 88.0 95.0 14.0 10 15
H 6185.931517342 96.0 68.0 23.0 10 15
E 6186.006485556 93.0 99.0 15.0 10 15
H 6186.009986144 96.0 62.0 25.0 10 15
E 6186.055488314 98.0 100.0 17.0 10 15
H 6186.059351656 96.0 56.0 25.0 10 15
E 6186.104433826 103.0 100.0 18.0 10 15
H 6186.108473232 96.0 52.0 25.0 10 15
E 6186.153632206 107.0 100.0 18.0 10 15
H 6186.157575096 96.0 47.0 24.0 10 15
E 6186.212297134 112.0 100.0 18.0 10 15
H 6186.216238694 96.0 41.0 23.0 10 15
E 6186.261241134 116.0 100.0 18.0 10 15
H 6186.265182568 96.0 37.0 23.0 10 15
E 6186.310327696 120.0 100.0 18.0 10 15
H 6186.314270096 96.0 33.0 25.0 10 15
E 6186.359359756 123.0 100.0 19.0 10 15
H 6186.363524014 96.0 30.0 27.0 10 15
E 6186.418048302 126.0 100.0 19.0 10 15
H 6186.421987748 96.0 27.0 28.0 10 15
E 6186.476850850 128.0 100.0 19.0 10 15
H 6186.480793712 96.0 26.0 31.0 10 15
E 6186.535846220 128.0 100.0 18.0 10 15
H 6186.539789488 96.0 24.0 35.0 10 15
E 6186.585323522 128.0 96.0 18.0 10 15
H 6186.589090642 95.0 24.0 44.0 10 15
E 6186.643458536 128.0 91.0 22.0 10 15
H 6186.647322928 92.0 26.0 69.0 10 15
E 6186.702325904 128.0 87.0 28.0 10 15
H 6186.706189078 84.0 29.0 100.0 10 15
E 6186.761127416 128.0 83.0 31.0 10 15
H 6186.764992438 73.0 29.0 100.0 10 15
E 6186.810182590 128.0 77.0 36.0 10 15
H 6186.814043300 64.0 29.0 100.0 10 15
E 6186.868871164 128.0 71.0 46.0 10 15
H 6186.872837532 53.0 28.0 100.0 10 15
E 6186.927674384 127.0 67.0 52.0 10 15
H 6186.931539700 42.0 26.0 100.0 10 15
E 6187.006573350 125.0 62.0 59.0 10 15
H 6187.010358698 30.0 25.0 100.0 10 15
E 6187.065507204 122.0 57.0 59.0 10 15
H 6187.069184178 20.0 23.0 100.0 10 15
E 6187.124146064 120.0 54.0 58.0 10 15
H 6187.128010750 9.0 22.0 100.0 10 15
E 6187.173143460 119.0 52.0 60.0 10 15
H 6187.177007712 1.0 21.0 100.0 10 15
E 6187.222146092 119.0 50.0 63.0 10 15
H 6187.226154754 1.0 21.0 100.0 10 15
E 6187.271203310 119.0 48.0 66.0 10 15
H 6187.275058084 1.0 20.0 100.0 10 15
E 6187.329962150 114.0 45.0 67.0 10 15
H 6187.333912614 1.0 19.0 100.0 10 15
E 6187.378893998 110.0 44.0 62.0 10 15
H 6187.382759496 1.0 19.0 100.0 10 15
E 6187.437696812 106.0 43.0 57.0 10 15
H 6187.441557452 1.0 18.0 100.0 10 15
E 6187.486813082 104.0 40.0 56.0 10 15
H 6187.490679084 1.0 17.0 100.0 10 15
E 6187.545501600 100.0 37.0 59.0 10 15
H 6187.549365544 1.0 17.0 100.0 10 15
E 6187.604304344 95.0 34.0 62.0 10 15
H 6187.608179446 1.0 18.0 100.0 10 15
E 6187.663106906 90.0 32.0 62.0 10 15
H 6187.666981882 1.0 22.0 100.0 10 15
E 6187.722023960 85.0 31.0 62.0 10 15
H 6187.725800124 1.0 26.0 100.0 10 15
E 6187.780788008 79.0 29.0 61.0 10 15
H 6187.784563486 1.0 30.0 100.0 10 15
E 6187.839514998 74.0 37.0 58.0 10 15
H 6187.843389596 1.0 31.0 100.0 10 15
E 6187.898317616 69.0 42.0 61.0 10 15
H 6187.902292118 1.0 31.0 100.0 10 15
E 6187.957234586 65.0 39.0 65.0 10 15
H 6187.961011898 1.0 35.0 100.0 10 15
E 6188.035923034 60.0 36.0 69.0 10 15
H 6188.039512928 1.0 38.0 100.0 10 15
E 6188.084925428 56.0 33.0 68.0 10 15
H 6188.088515868 1.0 39.0 100.0 10 15
E 6188.133927458 51.0 33.0 64.0 10 15
H 6188.137801398 1.0 37.0 100.0 10 15
E 6188.192844554 46.0 36.0 59.0 10 15
H 6188.196621390 1.0 34.0 100.0 10 15
E 6188.251613040 42.0 35.0 58.0 10 15
H 6188.255388910 1.0 31.0 100.0 10 15
E 6188.300535116 40.0 34.0 60.0 10 15
H 6188.304409154 1.0 29.0 100.0 10 15
E 6188.359337846 36.0 31.0 66.0 10 15
H 6188.363312264 1.0 26.0 100.0 10 15
E 6188.418254746 31.0 29.0 73.0 10 15
H 6188.422030924 1.0 24.0 100.0 10 15
E 6188.476943208 26.0 26.0 74.0 10 15
H 6188.480818296 1.0 24.0 100.0 10 15
E 6188.535745910 20.0 23.0 75.0 10 15
H 6188.539619528 1.0 23.0 100.0 10 15
E 6188.594548640 14.0 22.0 75.0 10 15
H 6188.598424316 1.0 22.0 100.0 10 15
E 6188.653465442 9.0 21.0 71.0 10 15
H 6188.657253450 1.0 22.0 100.0 10 15
E 6188.712154114 4.0 22.0 68.0 10 15
H 6188.715658874 1.0 20.0 100.0 10 15
E 6188.761349162 4.0 26.0 63.0 10 15
H 6188.765047598 1.0 19.0 100.0 10 15
E 6188.810351444 4.0 36.0 54.0 10 15
H 6188.814049628 1.0 21.0 100.0 10 15
E 6188.860033846 4.0 42.0 47.0 10 15
H 6188.863534084 1.0 29.0 100.0 10 15
E 6188.917963326 4.0 44.0 40.0 10 15
H 6188.921466476 2.0 43.0 87.0 10 15
E 6188.966965566 5.0 49.0 36.0 10 15
H 6188.970469108 3.0 54.0 77.0 10 15
E 6189.035967722 7.0 57.0 32.0 10 15
H 6189.039382196 4.0 61.0 68.0 10 15
E 6189.085309840 10.0 64.0 28.0 10 15
H 6189.088907378 5.0 65.0 59.0 10 15
E 6189.143864336 15.0 67.0 25.0 10 15
H 6189.147651616 6.0 69.0 51.0 10 15
E 6189.192867430 19.0 68.0 22.0 10 15
H 6189.196754782 10.0 72.0 46.0 10 15
E 6189.241871798 23.0 69.0 20.0 10 15
H 6189.245760214 16.0 77.0 41.0 10 15
E 6189.290989048 28.0 71.0 18.0 10 15
H 6189.294676676 23.0 77.0 36.0 10 15
E 6189.349678168 34.0 74.0 17.0 10 15
H 6189.353466134 32.0 79.0 34.0 10 15
E 6189.398681752 39.0 73.0 16.0 10 15
H 6189.402470530 41.0 81.0 32.0 10 15
E 6189.447683838 45.0 69.0 15.0 10 15
H 6189.451472434 50.0 77.0 28.0 10 15
E 6189.496801200 49.0 68.0 14.0 10 15
H 6189.500489136 59.0 70.0 25.0 10 15
E 6189.555487156 54.0 69.0 13.0 10 15
H 6189.559263404 68.0 69.0 23.0 10 15
E 6189.604589972 59.0 72.0 12.0 10 15
H 6189.608267674 75.0 69.0 21.0 10 15
E 6189.653396156 63.0 73.0 12.0 10 15
H 6189.657368544 81.0 70.0 20.0 10 15
E 6189.702512944 68.0 78.0 12.0 10 15
H 6189.706293728 88.0 71.0 19.0 10 15
E 6189.761201154 74.0 87.0 13.0 10 15
H 6189.765194626 96.0 71.0 18.0 10 15
E 6189.810203324 79.0 94.0 13.0 10 15
H 6189.814194766 96.0 70.0 18.0 10 15
E 6189.859205732 84.0 96.0 14.0 10 15
H 6189.863199862 96.0 66.0 18.0 10 15
E 6189.918122562 90.0 95.0 14.0 10 15
H 6189.922020372 96.0 58.0 16.0 10 15
E 6189.976812326 95.0 98.0 15.0 10 15
H 6190.000808192 96.0 51.0 16.0 10 15
E 6190.045815196 99.0 100.0 15.0 10 15
H 6190.049994924 96.0 46.0 18.0 10 15
E 6190.094818150 104.0 100.0 15.0 10 15
H 6190.098890302 96.0 41.0 21.0 10 15
E 6190.153736128 109.0 100.0 16.0 10 15
H 6190.157677128 96.0 36.0 24.0 10 15
E 6190.212424660 113.0 100.0 16.0 10 15
H 6190.216464752 96.0 32.0 26.0 10 15
E 6190.261550898 117.0 100.0 17.0 10 15
H 6190.265493228 96.0 29.0 26.0 10 15
E 6190.320327868 121.0 100.0 17.0 10 15
H 6190.324393272 96.0 26.0 27.0 10 15
E 6190.379148252 125.0 100.0 18.0 10 15
H 6190.383091492 96.0 24.0 27.0 10 15
E 6190.437837596 128.0 100.0 19.0 10 15
H 6190.441778148 96.0 23.0 29.0 10 15
E 6190.487065964 128.0 100.0 19.0 10 15
H 6190.491007972 95.0 23.0 32.0 10 15
E 6190.545643518 128.0 94.0 20.0 10 15
H 6190.549607282 95.0 23.0 44.0 10 15
E 6190.594758780 127.0 89.0 25.0 10 15
H 6190.598526292 92.0 24.0 68.0 10 15
E 6190.653554244 127.0 84.0 46.0 10 15
H 6190.657407352 84.0 26.0 100.0 10 15
E 6190.702550366 127.0 78.0 67.0 10 15
H 6190.706404216 75.0 28.0 100.0 10 15
E 6190.761255460 124.0 72.0 84.0 10 15
H 6190.765304554 65.0 29.0 100.0 10 15
E 6190.820174376 120.0 67.0 87.0 10 15
H 6190.824130342 54.0 30.0 100.0 10 15
E 6190.878959998 116.0 62.0 82.0 10 15
H 6190.882815010 42.0 29.0 100.0 10 15
E 6190.927967796 112.0 58.0 79.0 10 15
H 6190.931822976 32.0 29.0 100.0 10 15
E 6191.006666436 108.0 52.0 74.0 10 15
H 6191.010638012 21.0 30.0 100.0 10 15
E 6191.056437374 104.0 47.0 69.0 10 15
H 6191.060203318 12.0 29.0 100.0 10 15
E 6191.114577036 99.0 44.0 64.0 10 15
H 6191.118343806 2.0 28.0 100.0 10 15
E 6191.173278476 95.0 39.0 63.0 10 15
E 6191.467294016 72.0 27.0 52.0 10 20
H 6191.471257962 2.0 35.0 100.0 10 20
E 6191.526213702 68.0 24.0 52.0 10 20
H 6191.529978834 2.0 37.0 100.0 10 20
E 6191.584990826 63.0 21.0 53.0 10 20
H 6191.588865858 2.0 39.0 100.0 10 20
E 6191.633993360 59.0 20.0 54.0 10 20
H 6191.637769692 2.0 38.0 100.0 10 20
E 6191.692794102 54.0 18.0 53.0 10 20
H 6191.696669092 2.0 35.0 100.0 10 20
E 6191.742008330 50.0 17.0 51.0 10 20
H 6191.745685752 2.0 32.0 100.0 10 20
E 6191.800514092 45.0 16.0 53.0 10 20
H 6191.804574232 2.0 30.0 100.0 10 20
E 6191.849517172 41.0 15.0 52.0 10 20
H 6191.853476722 2.0 28.0 100.0 10 20
E 6191.898520056 37.0 14.0 50.0 10 20
H 6191.902480936 2.0 26.0 100.0 10 20
E 6191.947734410 33.0 13.0 51.0 10 20
H 6191.951412644 2.0 23.0 100.0 10 20
E 6192.026325866 28.0 12.0 49.0 10 20
H 6192.029917230 2.0 21.0 100.0 10 20
E 6192.075328092 25.0 12.0 50.0 10 20
H 6192.078918574 2.0 19.0 100.0 10 20
E 6192.124331704 21.0 11.0 55.0 10 20
H 6192.128302972 2.0 17.0 100.0 10 20
E 6192.173448520 17.0 11.0 59.0 10 20
H 6192.177225300 2.0 15.0 100.0 10 20
E 6192.232137248 13.0 11.0 60.0 10 20
H 6192.236010880 2.0 14.0 85.0 10 20
E 6192.281140118 9.0 13.0 61.0 10 20
H 6192.284731860 2.0 12.0 73.0 10 20
E 6192.330143870 6.0 16.0 66.0 10 20
H 6192.333733176 2.0 11.0 63.0 10 20
E 6192.379260196 3.0 18.0 69.0 10 20
H 6192.383044592 2.0 10.0 55.0 10 20
E 6192.437949960 3.0 25.0 61.0 10 20
H 6192.441540904 2.0 11.0 47.0 10 20
E 6192.486950450 3.0 33.0 53.0 10 20
H 6192.490541170 2.0 12.0 42.0 10 20
E 6192.535955070 4.0 44.0 47.0 10 20
H 6192.539544922 2.0 18.0 39.0 10 20
E 6192.585071354 4.0 55.0 42.0 10 20
H 6192.588858704 2.0 26.0 38.0 10 20
E 6192.643761874 7.0 74.0 37.0 10 20
H 6192.647352048 3.0 33.0 36.0 10 20
E 6192.692764212 11.0 91.0 34.0 10 20
H 6192.696637312 4.0 39.0 36.0 10 20
E 6192.741767922 17.0 100.0 32.0 10 20
H 6192.745721144 4.0 46.0 35.0 10 20
E 6192.790982752 24.0 100.0 29.0 10 20
H 6192.794838184 6.0 54.0 34.0 10 20
E 6192.849675050 32.0 100.0 26.0 10 20
H 6192.853628006 11.0 67.0 33.0 10 20
E 6192.908376350 39.0 100.0 24.0 10 20
H 6192.912332344 19.0 76.0 34.0 10 20
E 6192.967179192 46.0 100.0 21.0 10 20
H 6192.971233788 29.0 77.0 31.0 10 20
E 6193.036294538 52.0 100.0 20.0 10 20
H 6193.040158496 38.0 74.0 29.0 10 20
E 6193.094986010 58.0 100.0 19.0 10 20
H 6193.099044946 48.0 68.0 27.0 10 20
E 6193.143988390 64.0 99.0 18.0 10 20
H 6193.147861070 55.0 67.0 26.0 10 20
E 6193.192991456 69.0 99.0 17.0 10 20
H 6193.196864822 63.0 75.0 26.0 10 20
E 6193.252462420 75.0 95.0 16.0 10 20
H 6193.256141186 73.0 87.0 25.0 10 20
E 6193.310696008 81.0 95.0 16.0 10 20
H 6193.314567652 83.0 100.0 25.0 10 20
E 6193.369402362 87.0 100.0 16.0 10 20
H 6193.373355766 92.0 100.0 27.0 10 20
E 6193.418500712 91.0 100.0 15.0 10 20
H 6193.422355892 97.0 100.0 27.0 10 20
E 6193.467609478 96.0 100.0 15.0 10 20
H 6193.471465302 97.0 100.0 28.0 10 20
E 6193.526211322 101.0 100.0 15.0 10 20
H 6193.530155626 97.0 95.0 30.0 10 20
E 6193.575214486 105.0 100.0 16.0 10 20
H 6193.579255460 97.0 88.0 32.0 10 20
E 6193.634017076 110.0 100.0 17.0 10 20
H 6193.637959770 97.0 79.0 33.0 10 20
E 6193.693055496 114.0 100.0 17.0 10 20
H 6193.696998946 96.0 69.0 32.0 10 20
E 6193.751622620 119.0 100.0 17.0 10 20
H 6193.755662138 96.0 60.0 34.0 10 20
E 6193.800626694 122.0 100.0 18.0 10 20
H 6193.804567526 96.0 54.0 38.0 10 20
E 6193.859553716 126.0 100.0 19.0 10 20
H 6193.863497810 96.0 48.0 41.0 10 20
E 6193.918347122 128.0 100.0 20.0 10 20
H 6193.922511590 96.0 45.0 48.0 10 20
E 6193.977036760 128.0 100.0 22.0 10 20
H 6194.000980560 96.0 44.0 51.0 10 20
E 6194.046038986 129.0 100.0 23.0 10 20
H 6194.049990864 96.0 43.0 52.0 10 20
E 6194.104939576 128.0 97.0 22.0 10 20
H 6194.108802708 96.0 42.0 75.0 10 20
E 6194.163759064 128.0 90.0 21.0 10 20
H 6194.167623918 90.0 42.0 100.0 10 20
E 6194.222449318 128.0 87.0 21.0 10 20
H 6194.226412382 81.0 41.0 100.0 10 20
E 6194.271549040 128.0 82.0 23.0 10 20
H 6194.275511446 73.0 39.0 100.0 10 20
E 6194.330255912 128.0 75.0 28.0 10 20
